restaurant;address;country
Ruben's Empanadas;505 Broome Street;New York, NY, 10013
Ruben's Empanadas;15 Bridge Street;New York, NY, 10004
Ruben's Empanadas;64 Fulton Street;New York, NY, 10038
Ruben's Empanadas;122 1st Avenue;New York, NY, 10013
Ruby E Violette's Gourmet Cookie Company;457 West 50th Street;New York, NY, 10019
Ruby Fruit Bar and Grill;531 Hudosn Street;New York, NY, 10014
Rudy Pizza & Restaurant;174 Hester Street;New York, NY, 10013
Rue 57;60 West 57th Street;New York, NY, 10019
Rue Des Crepes;104 8th Avenue;New York, NY, 10011
Rughetta;347 East 85th Street;New York, NY, 10028
Rush Hour;134 Ludlow Street;New York, NY, 10002
Russ & Daughters;179 East Houston Street;New York, NY, 10002
Russian Tea Room;150 West 57th Street;New York, NY, 10019
Rusty's Happy Choice;445 West 125th Street,;New York, NY, 10027
Ruth's Chris Steak House;148 West 51st Street;New York, NY, 10019
S Mac;345 East 12th Street;New York, NY, 10003
Sable's Smoked Fish;1489 2nd Avenue;New York, NY, 10021
Sabor A Mexico;1744 1st Avenue;New York, NY, 10128
Sachi;1350 Madison Avenue;New York, NY, 10128
Sachiko's On Clinton;25 Clinton Street;New York, NY, 10002
Sacred Chow;227 Sullivan Street;New York, NY, 10012
Saffee Sandwich Bar and Deli;330 West 58th Street;New York, NY, 10019
Sahara East;184 1st Avenue;New York, NY, 10009
Sahara's Turkish Cuisine;513 2nd Avenue;New York, NY, 10016
Saigon Grill;2381 Broadway,;New York, NY, 10024
Saigon Grill;620 Amsterdam Avenue;New York, NY, 10024
Saigon Grill;1700 2nd Avenue;New York, NY, 10128
Saint Alp's Tea House;20 Elizabeth Street;New York, NY, 10013
Saint's Alp Tea House 1;51 Mott Street;New York, NY, 10013
Saji's;2810-18 Broadway;New York, NY, 10025
Sal Anthony's Lanza;168 1st Avenue;New York, NY, 10009
Sal Anthony's S.P.Q.R.;133 Mulberry Street;New York, NY, 10013
Sal's And Carmine's Pizza;2671Broadway;New York, NY, 10025
Sal's Comedy Hole;87 MacDougal Street;New York, NY, 10012
Sala;344 Bowery;New York, NY, 10012
Sala Thai;1718 2nd Avenue;New York, NY, 10128
Sala on 19th;35 West 19th Street;New York, NY, 10011
Salam Cafe & Restaurant;104 West 13th Street;New York, NY, 10011
Salmon River;3 East 40th Street;New York, NY, 10016
Salon De Tapas;190 Sullivan Street;New York, NY, 10012
Salsa Y Salsa;206 7th Avenue;New York, NY, 10011
Salt;58 MacDougal Street;New York, NY, 10012
Salt & Pepper;239 1st Avenue;New York, NY, 10003
Salt Bar;29A Clinton Street;New York, NY, 10002
Salt and Pepper;139 West 33rd Street;New York, NY, 10001
Salud Restaurant Bar;142 Beekman Street;New York, NY, 10038
Salute!;270 Madison Avenue;New York, NY, 10016
Samba's Deli;210 2nd Avenue;New York, NY, 10003
Samba-Le;23 Avenue A;New York, NY, 10009
Sambuca;20 West 72nd Street;New York, NY, 10023
Sammy's;453 6th Avenue at 11th Street;New York, NY, 10011
Sammy's;301 6th Avenue at Carmine Street;New York, NY, 10014
Samurai Sam;165 Chamber Street;New York, NY, 10007
Samy's Roumanian Steakhouse;157 chrystie Street at Delancey Street;New York, NY,
San Domenico;240 Central Park South;New York, NY, 10019
San Loco;151 Avenue A;New York, NY, 10009
San Loco;124 2nd Avenue;New York, NY, 10003
San Loco;111 Stanton Street;New York, NY, 10002
San Luigi Italian Kitchen;311 Amsterdam Avenue;New York, NY, 10023
San Martin Restaurant;143 East 49TH Street;New York, NY, 10017
Sanctuary;25 1ST Avenue;New York, NY, 10003
Sanctuary T;337B West Broadway;New York, NY, 10013
Sandobe;167 1st Avenue;New York, NY, 10003
Sandro's;306 East 81st Street;New York, NY, 10028
Sandwich Planet;534 9th Avenue;New York, NY, 10018
Sandy Restaurant;2261 2nd Avenue;New York, NY, 10035
Sang Choon Chinese Restaurant;30 West 32nd Street;New York, NY, 10001
Sangria 46;338 West 46th Street;New York, NY, 10036
Sanpanino;494 Hudson Street;New York, NY, 10014
Sant Ambroeus;1000 Madison Avenue;New York, NY, 10028
Sant Ambroeus;259 West 4th Street;New York, NY, 10014
Santa Clarita;1634 Lexington Avenue at 103rd Street;New York, NY,
Santa Fe;73 West 71st Street;New York, NY, 10023
Santa Fe Bar & Grill;244 East 79th Street;New York, NY, 10028
Sapa;43 West 24th Street;New York, NY, 10010
Sapore (CLOSED);55 Greenwich Avenue;New York, NY, 10014
Sapphire Indian;1845 Broadway;New York, NY, 10023
Sapporo;152 West 49th Street;New York, NY, 10019
Sapporo East;164 1st Avenue;New York, NY, 10001
Sapporo East;245 East 10th Street;New York, NY, 10001
Sapporo Restaurant;152 West 49TH Street;New York, NY, 10019
Sarabeth's;Chelsea Mkt.;New York, NY, 10011
Sarabeth's At The Whitney;945 Madison Avenue;New York, NY, 10021
Sarabeth's Bakery;75 9th Avenue;New York, NY, 10011
Sarabeth's Kitchen;423 Amsterdam Avenue At 80th Street;New York, NY, 10024
Sarabeth's Kitchen;75 9th Avenue at 15th Street;New York, NY, 10011
Sarabeth's Kitchen;945 Madison Avenue at 75th Street;New York, NY, 10021
Sarabeth's Kitchen;1295 Madison Avenue at 92nd Street;New York, NY, 10128
Saravana Bhavan;102 Lexington Avenue;New York, NY, 10016
Saravana Bhavan Dosa Hut;102 Lexington Avenue;New York, NY, 10016
Saravanaas;81 Lexington Avenue;New York, NY, 10016
Sarge's Deli;548 3rd Avenue;New York, NY, 10016
Sariku;288 8th Avenue;New York, NY,
Sasabune;401 East 73rd Street;New York, NY, 10021
Sascha;55-61 Gansevoort Street;New York, NY, 10014
Sassy's Sliders;1530 3rd Avenue;New York, NY, 10028
Satsko;245 Eldridge Street;New York, NY, 10002
Saurin Parke Cafe;301 West 110th Street at Frederick Douglass Blvd 8th Avenue;New York, NY, 10026
Savor Catering;544 West 27th Street;New York, NY, 10001
Savore;200 Spring Street;New York, NY, 10012
Savorny;63 Clinton Street;New York, NY, 10002
Savoy;70 Prince Street;New York, NY, 10012
Say Cheese;649 9th Avenue;New York, NY, 10036
Scala;1412 6th Avenue;New York, NY, 10019
Scalinatella;201 East 61st Street;New York, NY, 10021
Scarlatto;250 West 47th Street;New York, NY, 10036
Schaller & Weber;1654 2nd Avenue;New York, NY, 10028
Schiller's;131 Rivington Street;New York, NY, 10002
Sciue Sciue;205 East 4th Street;New York, NY, 10009
Scotty's Diner;336 Lexington Avenue;New York, NY, 10016
Sea;75 2nd Avenue;New York, NY, 10003
Sea Breeze;541 9th Avenue at 40th Street;New York, NY, 10018
Sea Grill;Rockefeller Ct;New York, NY, 10020
Sea Salt (CLOSED);99 2nd Avenue;New York, NY, 10003
Second Avenue Deli;156 2nd Avenue;New York, NY, 10002
Sedutto;1498 1ST Avenue Streete A;New York, NY, 10021
Seeda Thai Ii;309 West 50th Street;New York, NY, 10019
Seh Jah Meh Korean Restaurant;26 John St.;New York, NY, 10038
Sel Et Poivre;853 Lexington Avenue;New York, NY, 10021
Senor Swankys (CLOSED);142 Bleecker Street;New York, NY, 10012
Sensa;676 5th Avenue;New York, NY, 10010
Sentosa;3 Allen Street near Division Street;New York, NY,
Seo Japanese Restaurant;249 East 49TH Street;New York, NY, 10017
Seoul Garden;34 West 32nd Street;New York, NY, 10016
Seppi's;Le Parker Meridien 123 West 56th Street;New York, NY, 10019
Seppi's;127 West 58th Street;New York, NY, 10019
Serafina;1022 Madison Avenue, 2nd fl.;New York, NY, 10021
Serafina;29 East 61st Street;New York, NY, 10021
Serafina;38 East 58th Street;New York, NY, 10022
Serafina;Dream Hotel;New York, NY, 10019
Serendipity;225 East 60th Street;New York, NY, 10022
Setacci;420 Hudson Street;New York, NY, 10014
Sette;191 7th Avenue;New York, NY, 10011
Sette Mezzo;969 Lexington Avenue;New York, NY, 10021
Settepani Bakery;196 Lenox Avenue at 120th Street;New York, NY, 10026
Seven;350 7th Avenue;New York, NY, 10001
Seventh Avenue Papaya;225 7th Avenue;New York, NY, 10011
Sevilla Restaurant Bar;62 Charles Street;New York, NY, 10014
Seymour Burton;511 E 5th St between Aves A and BSey;New York, NY, 10009
Sezz Medi';1260 Amsterdam Avenue;New York, NY, 10027
Shaan Of India;57 West 48th Street;New York, NY, 10036
Shabu-Shabu 70;314 East 70th Street;New York, NY, 10021
Shabu-Tatsu;216 East 10th Street;New York, NY, 10003
Shaburi;125 East 39th Street;New York, NY, 10016
Shaffer City Oyster Bar & Grill;5 West 21st Street;New York, NY, 10010
Shag;11 Abingdon Square;New York, NY, 10014
Shaheen Sweets;130 East 29TH Street;New York, NY, 10016
Shake Shack;Madison Square Park;New York, NY, 10010
Shalizar;1420 Third Ave., nr. 80th St.;New York, NY, 10028
Shanghai Cafe;100 Mott Street at Bayard Street;New York, NY,
Shanghai Cuisine;89 Bayard Street;New York, NY, 10013
Shanghai Garden;14A Elizabeth Street;New York, NY, 10013
Shanghai Mong;30 West 32nd Street;New York, NY, 10001
Shanghai Pavilion;1378 3rd Avenue;New York, NY, 10021
Shangri-La;129 2nd Avenue;New York, NY,
Sharaku Japanese Restaurant;14 Streetuyvesant Street;New York, NY, 10003
Shark Bar;307 Amsterdam Avenue;New York, NY, 10023
Sharz Cafe & Wine Bar;435 East 86th Street;New York, NY, 10028
Sheepmeadow Cafe;Central Park W;New York, NY, 10023
Shelly's Trattoria La Tradizionale;41 West 57th Street;New York, NY, 10019
Sheridan Square (CLOSED);134 7th Ave. South (@ West 10th St.);New York, NY, 10014
Shih Lee;311 East 45th Street;New York, NY, 10017
Shilla;37 West 32nd Street;New York, NY, 10001
Shima;188-190 2nd Avenue;New York, NY, 10003
Shimizu Sushi Restaurant;318 West 51st Street;New York, NY, 10019
Shin Lin;325 East 6th Street;New York, NY, 10003
Shining Star Diner;377 Amsterdam Avenue;New York, NY, 10024
Shoebox Chicken;187 Grand Street;New York, NY,
Shopsin's;54 Carmine Street;New York, NY, 10014
Shorty's.32;199 Prince St.;New York, NY, 10012
Shula's Steak House;Westin New York at Times Square;New York, NY, 10036
Shun Lee Cafe;43 West 65th Street;New York, NY, 10023
Shun Lee Palace;155 East 55th Street;New York, NY, 10022
Shun Lee West;43 West 65th Street;New York, NY, 10023
Siam Inn;854 8th Avenue;New York, NY, 10019
Siam Inn Cuisine Inc;854 8TH Avenue;New York, NY, 10019
Sichuan Palace;310 East 44TH Street;New York, NY, 10017
Sido Falafel;403 Amsterdam Avenue at 79th Street;New York, NY, 10024
Sido Falafel;267 Columbus Avenue;New York, NY, 10023
Siegel's Kosher Delicatessen;1646 2nd Avenue;New York, NY, 10028
Sigiri;91 1st Avenue;New York, NY, 10003
Silk Road Palace;447 Amsterdam Avenue Streete B;New York, NY, 10024
Silver Moon Bakery;2740 Broadway at 105th Street;New York, NY, 10025
Silver Spurs;771 Broadway;New York, NY, 10003
Silver Swan;41 East 20th Street;New York, NY, 10003
Sim's;235 Lexington Avenue;New York, NY, 10016
Simply Pasta;120 West 41st Street;New York, NY, 10036
Singapore Cafe;69 Mott Street at Canal Street;New York, NY, 10013
Singapore Cafe Incorporated;69 Mott Street;New York, NY, 10013
Singas Famous Pizza;176 2nd Avenue;New York, NY, 10003
Sipan;702 Amsterdam Avenue;New York, NY, 10025
Sirtaj;36 West 26th Street;New York, NY, 10010
Sisters Caribbean Cuisine;1931 Madison Avenue;New York, NY, 10035
Sistina;1555 2nd Avenue;New York, NY, 10028
Sitar Indian Cuisine Inc;58 West 56TH Street Streete 2;New York, NY, 10019
Six Happiness Chinese Restaurant;711 2ND Avenue;New York, NY, 10016
Skylight Diner;402 West 34th Street;New York, NY, 10001
Slice;1413 2nd Avenue;New York, NY, 10021
Slice Of Harlem II;308 Lenox Avenue;New York, NY, 10027
Slice Of Harlem II;2527 8th Avenue;New York, NY, 10030
Smiler's;532 Madison Avenue;New York, NY, 10022
Smith's;79 Macdougal Street;New York, NY, 10012
Smorgas Chef;53 Streetone Street;New York, NY, 10004
Snack;105 Thompson Street;New York, NY, 10012
Snack Taverna;63 Bedford Street;New York, NY, 10014
Snackbar;111 West 17th Street;New York, NY, 10011
Snice;45 8th Avenue;New York, NY, 10014
SoHo Park;62 Prince Street;New York, NY, 10012
Soba Nippon;19 West 52nd Street;New York, NY, 10019
Soba-Ya;229 East 9th Street;New York, NY, 10003
SobaKoh;309 East 5th Street;New York, NY, 10003
Socarrat Paella Bar;259 W. 19th St. nr. Seventh Ave;New York, NY, 10011
Socialista;505 West Street;New York, NY, 10014
Society Coffee Juice Incorporated;2104 Frederick Douglass Blvd;New York, NY, 10026
Soda Shop;Cosmopolitan Hotel;New York, NY, 10007
Sofrito;400 East 57th Street;New York, NY, 10022
Soho Cantina;199 Prince Street;New York, NY, 10012
Soho Made Soups;170 Varick Street;New York, NY, 10013
Soho Steak;90 Thompson Street;New York, NY, 10012
Sol Y Sombra;462 Amsterdam Avenue;New York, NY, 10024
Solar Gardens Health Foods;18 East 125th Street;New York, NY, 10035
Solera;216 East 53rd Street;New York, NY, 10022
Solo;Sony Plaza Atrium;New York, NY, 10022
Solo Pizza;27 Avenue B;New York, NY, 10009
Soly Sombra;462 Amsterdam Avenue;New York, NY, 10024
Son Cubano;405 West 14th Street;New York, NY, 10014
Sonali Indian Restaurant;326 East 5th Street,;New York, NY, 10003
Song Kran;330 8th Avenue;New York, NY, 10001
Sonia Rose;150 East 34th Street;New York, NY, 10016
Sophie's;509 5th Street;New York, NY, 10009
Sophie's;96 Chambers Street;New York, NY, 10007
Sophie's Restaurant;179 Madison Avenue;New York, NY, 10016
Sophie's Restaurant;73 New Street;New York, NY, 10004
Sophie's Restaurant;205 Pearl Street;New York, NY, 10038
Soprano's;30 Water Street;New York, NY, 10004
Sotto Cinque Restaurant;417 3rd Avenue Fl 1;New York, NY, 10016
Souen;210 6th Avenue;New York, NY, 10014
Souen;28 East 13th Street;New York, NY, 10003
Soul Fixins;371 West 34th Street;New York, NY, 10001
Soul Food & Salad Bar Restaurant;486 Lenox Avenue;New York, NY, 10037
Soulfully Good;East 85th Street;New York, NY, 10028
Soup And Smoothie Heaven;316 5th Avenue;New York, NY, 10001
Soup Burg;922 Madison Avenue;New York, NY, 10021
Soup Burg;1095 Lexington Avenue;New York, NY, 10021
Soup Burg;1150 Lexington Avenue;New York, NY, 10021
Soup Kitchen International;259A West 55th Street;New York, NY, 10019
Soup Stop;517 Columbus Avenue;New York, NY, 10024
South Side Cafe;252 West 47th Street;New York, NY, 10036
South's;273 Church Street;New York, NY, 10013
Soutine;104 West 70th Street;New York, NY, 10023
Soy;102 Suffolk Street;New York, NY, 10002
Soy Luck Club;115 Greenwich Avenue;New York, NY, 10014
Space Market;1 University Place;New York, NY, 10003
Spaghetti Western;59 Reade Street;New York, NY, 10007
Spanish American Food;351 East 13th Street;New York, NY,
Spanish Tavern;203 West 38th Street;New York, NY, 10018
Spanky's Bbq;127 West 43rd Street;New York, NY, 10036
Sparks Steakhouse;210 East 46th Street;New York, NY, 10017
Spice;60 University Place;New York, NY, 10003
Spice;199 8th Avenue;New York, NY, 10011
Spice;1411 2nd Avenue;New York, NY, 10021
Spice Cove;326 East 6th Street;New York, NY, 10003
Spice Market;403 West 13th Street;New York, NY, 10014
Spiga;200 West 84th Street;New York, NY, 10024
Spigolo;1561 2nd Avenue;New York, NY, 10028
Spitzer's Corner;101 Rivington Street;New York, NY, 10002
Spoon;141 First Avenue;New York, NY, 10003
Spoons Squared Inc;235 East 53RD Street;New York, NY, 10022
Spring Street Natural;62 Spring Street;New York, NY, 10012
St Marks Pizza;23 3RD Avenue;New York, NY, 10003
St. Andrews Restaurant and Bar;120 West 44th Street;New York, NY, 10036
St. Dymphna's;118 St. Marks Place;New York, NY, 10017
Stage Restaurant;128 2nd Avenue;New York, NY,
Stand;24 East 12th Street;New York, NY, 10003
Stanton Social;99 Stanton Street;New York, NY, 10002
Star Deli and Grocery;325 2nd Avenue;New York, NY, 10003
Starbucks;13-25 Astor Place;New York, NY, 10003
Starbucks;150 Varick Street;New York, NY, 10013
Starbucks;255 8th Avenue;New York, NY, 10011
Starbucks;241 Canal Street;New York, NY, 10013
Starbucks;141-143 2nd Avenue;New York, NY, 10003
Steak Frites;9 East 16th Street;New York, NY, 10003
Stella Del Mare;346 Lexington Avenue;New York, NY, 10016
Stepmama;199 East 3rd Street;New York, NY,
Steve's Pizza;110 Trinity Place;New York, NY, 10006
Sticky Rice;85 Orchard Street;New York, NY, 10002
Stk;26 Little West 12th Street;New York, NY, 10014
Stone Street Tavern;52 Stone Street;New York, NY, 10004
Strada 57 Ristorante;315 West 57th Street;New York, NY, 10019
Strand Diner;208 West 96th Street;New York, NY, 10025
Strictly Roots;2058 Adam Clayton Powell Jr.Boulevard 7th Avenue;New York, NY, 10027
Strip House;13 East 12th Street;New York, NY, 10003
Stromboli Pizzeria;112 University Place;New York, NY, 10003
Strombolis;83 St Marks Place;New York, NY, 10003
Suba;109 Ludlow Street;New York, NY, 10002
Sucelt Coffee Shop (CLOSED);200 West 14th Street;New York, NY, 10011
Sueños;311 West 17th Street;New York, NY, 10011
Sugar Cafe;200 Allen Street;New York, NY, 10002
Sugar Sweet Sunshine;126 Rivington Street;New York, NY, 10002
Sugarcane;243 Park Avenue South;New York, NY, 10003
Sugarplum Bakery;Delivery in NYC;
Sugo! e Basilico (CLOSED);545 5th Avenue;New York, NY, 10017
Suibi Japanese Restaurant;232 East 53RD Street;New York, NY, 10022
Sullivan Diner;169 Sullivan Street;New York, NY, 10012
Sullivan Street Bakery;533 West 47th Street;New York, NY, 10036
Sultana Cafe;128 East 4th Street;New York, NY, 10003
Sumile;154 West 13th Street;New York, NY, 10011
Summers Restaurant & Bar;49 Clinton Street;New York, NY, 10002
Sumo;273 Mott Street;New York, NY, 10012
Sumou Japanese Restaurant Inc;104 John Street;New York, NY, 10038
Sun Dou Dumpling Shop;214-216 Grand Street;New York, NY,
Sunagawa;343 Lexington Avenue;New York, NY, 10016
Sunrise 27;27 Division Street;New York, NY, 10002
Sunrise Market;4 Stuyvesant Street;New York, NY, 10003
Super Tacos;Corner of 96th Street;New York, NY,
Supermac;348 7th Avenue;New York, NY, 10001
Supper;156 East 2nd Street;New York, NY, 10009
Sura;105 East 9th Street;New York, NY, 10003
Sushi A Go Go;1900 Broadway;New York, NY, 10023
Sushi Ann;38 East 51st Street;New York, NY, 10022
Sushi Damo Damo;330 West 58TH Street;New York, NY, 10019
Sushi Hana;1501 2nd Avenue;New York, NY, 10021
Sushi Hana;466 Amsterdam Avenue;New York, NY, 10024
Sushi Samba on 7th Ave;87 7th Avenue South;New York, NY, 10014
Sushi Samba on Park;245 Park Avenue South;New York, NY, 10003
Sushi Seki;1143 1st Avenue;New York, NY, 10021
Sushi Sen-Nin;30 East 33rd Street;New York, NY, 10016
Sushi Sen-Nin;1420 3rd Avenue;New York, NY, 10028
Sushi Suki;1577 York Avenue;New York, NY, 10028
Sushi Taro;154 West 26th Street;New York, NY, 10001
Sushi Time;821 2nd Avenue;New York, NY, 10017
Sushi Twist;66 Madison Avenue;New York, NY, 10016
Sushi Yasuda;204 East 43rd Street;New York, NY, 10017
Sushi Zen;57 West 46th Street;New York, NY, 10036
Sushi of Gari 46;402 East 78th Street;New York, NY, 10021
SushiSamba;245 Park Avenue South;New York, NY, 10003
SushiSamba;87 7th Avenue S;New York, NY, 10014
Sushiya;28 West 56th Street;New York, NY, 10019
Suteishi;24 Peck Slip;New York, NY, 10038
Sutton Cafe;1026-28 1st Avenue;New York, NY, 10022
Sutton Place;1015 2nd Avenue;New York, NY, 10022
Suzie's;162 Bleecker Street;New York, NY, 10012
Suzu Sushi;1075 1st Avenue;New York, NY, 10022
Swagat Indian Cuisine;411A Amsterdam Avenue;New York, NY, 10024
Sweet Life Cafe;147 Christopher Street;New York, NY, 10014
Sweet Melissa;75 West Houston Street;New York, NY, 10012
Sweet- N -Tart Cafe;76 Mott ST at Canal Street;New York, NY,
Sweet-N-Tart Restaurant;20 Mott Street;New York, NY, 10013
Swich;104 8th Avenue;New York, NY, 10011
Swizz Restaurant Wine Bar;310 West 53rd Street;New York, NY, 10019
Sylvia's Restaurant;328 Lenox Avenue;New York, NY, 10027
Symposium;544 West 113th Street;New York, NY, 10025
T Salon;75 9th Avenue;New York, NY, 10011
T Salon T Emporium;11 East 20th Street;New York, NY, 10003
T-Bar;1278 3rd Avenue;New York, NY, 10021
T.J. O'Brien;461 Columbus Avenue;New York, NY, 10024
Tabla Bread Bar;11 Madison Avenue;New York, NY, 10010
Tabla Street Cart;11 Madison Ave. at 25th St;New York, NY, 10010
Table Xii (Fka Etoile);Lombardy Hotel;New York, NY, 10022
Table d'Hôte;44 East 92nd Street;New York, NY, 10128
Taboon;773 10th Avenue;New York, NY, 10019
Taco Taco;1726 2nd Avenue;New York, NY, 10128
Tacocina;714 9th Avenue;New York, NY, 10019
Tagine Dining Gallery and Lounge;537 9th Avenue;New York, NY, 10018
Tai Hong Lau;70 Mott Street;New York, NY, 10013
Tailor;525 Broome Street;New York, NY, 10013
Taim;222 Waverly Place;New York, NY, 10014
Taj;48 West 21st Street;New York, NY, 10010
Taj Mahal Indian Restaurant;318 East 5th Street,;New York, NY, 10003
Taj Mahal Of Agra;328 East 6TH Street;New York, NY, 10003
Taj-Almoulouk;125th East 4th Street;New York, NY, 10003
Tajin Restaurant;85 Greenwich Street;New York, NY, 10006
Taka;61 Grove Street;New York, NY, 10014
Takahachi Tribeca Restaurant;145 Duane Street;New York, NY, 10013
Taksim;1030 2nd Avenue;New York, NY, 10022
Tal Bagels;977 1st Ave;New York, NY, 10022
Tal Bagels;2446 Broadway;New York, NY, 10024
Tal Bagels;333 East 86th Street;New York, NY, 10028
Talay;701 W. 135th St., at Twelfth Ave.;The Bronx, NY, 10454
Tamarind;1679 3rd Avenue at 94th Street;New York, NY, 10128
Tamarind;41-43 East 22nd Street;New York, NY, 10010
Tandoori North;762 Columbus Avenue;New York, NY, 10025
Tang Pavilion;65 West 55th Street;New York, NY, 10019
Tang S Restaurant;306 Street Nicholas Avenue;New York, NY, 10027
Tang Tang;1328 3rd Avenue;New York, NY, 10021
Tanti Baci Caffe;163 West 10th Street;New York, NY, 10014
Tao;42 East 58th Street;New York, NY, 10022
Taormina;147 Mulberry Street;New York, NY, 10013
Tara Thai Cuisine;137 1ST Avenue Streete 1;New York, NY, 10003
Tarabia;1071 1st Avenue;New York, NY, 10022
Tarallucci E Vino;163 1st Avenue at 10th Street;New York, NY, 10003
Tarallucci E Vino;15 East 18th Street;New York, NY, 10003
Tartine;253 West 11th Street at West 4th Street;New York, NY, 10014
Tasca;130 7th Avenue South;New York, NY, 10011
Taste Restaurant Wine Bar;1413 3rd Avenue;New York, NY, 10028
Tasty Dumpling;54 Mulberry Street;New York, NY, 10013
Tataki;3 Lispenard Street;New York, NY, 10013
Tatany Japanese Restaurant;207 East 26TH Street;New York, NY, 10010
Tavalon Tea Bar;22 East 14th Street;New York, NY, 10003
Tavern On Jane;31 8th Avenue at Jane Street;New York, NY, 10014
Tavern Room at Gramercy Tavern;42 East 20th Street;New York, NY, 10003
Tazza Restaurant Bar;196 8TH Avenue;New York, NY, 10011
Tea Box;Takashimaya;New York, NY, 10022
Tea Den Chinese Restaurant In;940 8TH Avenue;New York, NY, 10019
Tea Spot;127 Macdougal Street;New York, NY, 10012
Teany Cafe;90 Rivington Street;New York, NY, 10002
Tehuitzingo;695 10th Avenue;New York, NY, 10036
Tello's;263 West 19th Street;New York, NY, 10011
Temduang (CLOSED);644 10th Avenue;New York, NY, 10036
Temple;81 St. Marks Place;New York, NY, 10003
Temple in the Village;74 West 3rd Street,;New York, NY, 10012
Ten Ren;75 Mott Street;New York, NY, 10013
Teodora;141 East 57th Street;New York, NY, 10022
Teriyaki Boy;885 9th Avenue;New York, NY, 10019
Teriyaki Boy;150 East 46th Street;New York, NY, 10017
Teriyaki Boy;22 Maiden Lane;New York, NY, 10038
Teriyaki Boy;18 Lexington Avenue;New York, NY, 10010
Teriyaki Boy;1380 1st Avenue;New York, NY, 10021
Teriyaki Boy;1640 3rd Avenue;New York, NY, 10128
Teriyaki Boy;106 West 43rd Street;New York, NY, 10036
Terrace Fish & Chip;77 Pearl Street;New York, NY, 10004
Terrace in the Sky;400 West 119th Street;New York, NY, 10027
Terramare Cafe;22 East 65th Street;New York, NY, 10021
Terrance Brennan's Seafood and Chophouse;Benjamin Hote, 565 Lexington Avenue near 50th Street;New York, NY, 10001
Texas Rotisserie Grill;94 Fulton Street;New York, NY, 10038
Thai 51;224 E 51st St;
Thai Angel;141 Grand Street;New York, NY, 10013
Thai Basil;860 9th Avenue;New York, NY, 10019
Thai Chai Yo;233 9th Avenue;New York, NY, 10001
Thai House Café;151 Hudson Street;New York, NY, 10013
Thai On Clinton;6 Clinton Street;New York, NY, 10002
Thai Son Restaurant;89 Baxter Street;New York, NY, 10013
Thai Village;133 West 3RD Street;New York, NY, 10012
Thai on Two;180 2nd Avenue;New York, NY, 10003
ThaiI-Nam;137 East 45th Street;New York, NY, 10017
Thailand Cafe;95 2nd Avenue;New York, NY, 10003
Thali;28 Greenwich Avenue;New York, NY, 10011
Thalia;828 8th Avenue;New York, NY, 10019
That Little Cafe;147 East Houston Street;New York, NY,
The Alamo;304 East 48th Street;New York, NY, 10017
The Algonquin;59 West 44th Street;New York, NY, 10036
The American;235 Mulberry Street;New York, NY, 10012
The Australian;20 West 38th Street;New York, NY, 10017
The Back Page;1472 3rd Avenue at 83rd Street;New York, NY, 10028
The Bar @ Etats-Unis;242 East 81st Street;New York, NY, 10028
The Belgian Room;121 St. Marks Place;New York City, NY, 10009
The Blue Seats;157 Ludlow Street;New York, NY, 10002
The Break;232 8th Avenue;New York, NY, 10011
The Cake Atelier Llc;32 Union Square East Streete 310;New York, NY, 10003
The Central Park Boathouse;119 Central Park West;New York, NY, 10021
The Chirping Chicken;1260 Lexington Avenue at 85th Street;New York, NY, 10028
The Chirping Chicken;350 Amsterdam Avenue at 77th Street;New York, NY, 10024
The Coliseum;312 West 58TH Street Streete 1;New York, NY, 10019
The Collins Bar (CLOSED);735 8th Avenue;New York, NY, 10036
The Comfert Diner;142 East 86th Street;New York, NY, 10028
The Comfort Diner;214 East 45th Street;New York, NY, 10017
The Cottage;1034 Amsterdam Avenue at 111th Street;New York, NY, 10025
The Cottage;360 Amsterdam Avenue at 77th Street;New York, NY, 10024
The Cottage;33 Irving Place;New York, NY, 10003
The Country Kebab;76 Fulton Street at Gold Street;New York, NY, 10038
The Diner;44 9th Avenue;New York, NY, 10011
The Dining Room At Country;90 Madison Avenue;New York, NY, 10016
The Doughnut Plant;379 Grand Street;New York, NY, 10002
The EU;235 East 4th Street;New York, NY, 10009
The Elephant;58 East 1st Street;New York, NY, 10003
The Golden Unicorn;18 East Broadway at Catherine Street;New York, NY, 10002
The Great Burrito;405 Amsterdam Avenue;New York, NY, 10024
The Greek Kitchen;889 10th Avenue;New York, NY, 10019
The Green Table;Chelsea Market Building;New York, IN, 10011
The Half King;505 West 23rd Street;New York, NY, 10011
The Harrison;355 Greenwich Street;New York, NY, 10013
The Health Food Café & Luncheonette (Village Yogurt);547 5th Avenue;New York, NY, 10011
The House;121 East 17th Street;New York, NY, 10003
The House Of Brews;363 West 46th Street;New York, NY, 10036
The House of Brews;302 West 51st Street;New York, NY, 10009
The Inn LW12;7 9th Avenue;New York, NY, 10014
The Irish Rogue;356 West 44th Street;New York, NY, 10036
The Kitchen Club;30 Prince Street;New York, NY, 10012
The Leopard Restaurant;253 East 50th Street;New York, NY, 10022
The Little Owl;90 Bedford Street;New York, NY, 10014
The Little Place;73 West Broadway at Warren Street;New York, NY, 10007
The Little Place;61 Warren Street at West Broadway;New York, NY, 10007
The Lobster Place;436 West 16th Street;New York, NY, 10011
