restaurant;address;country
Phobang Restaurant;117 Mott St;New York
Phoenix Garden Restaurant;242 E 40th St;New York
Piada;3 Clinton;New York
Piazza Bella;88 Madison Ave # 28;New York
Pic Up Stix;1372 Lexington Ave;New York
Picasso Restaurant;303 E 56th St # 5;New York
Piccolo Angolo;621 Hudson St;New York
Piccolos Pizza Plus;388 Broome St;New York
Picholine;35 West 64th Street;New York
Pierino Restaurant;107 Reade St;New York
Pierre Au Tunnel French Restaurant;250 W 47thst Maain;New York
Pietrasanta Restaurant;683 9th Ave;New York
Pietros Restaurant;232 E 43rd St;New York
Pig & Whistle Pub Restaurant;165 W 47th St;New York
Pig & Whistle Tribeca;365 Greenwich St;New York
Pig Heaven Restaurant;1540 2nd Ave;
Pings Seafood Restaurant;20 E Broadway;New York
Pink Angel Restaurant;773 Saint Nicholas Ave;New York
Pink Teacup Inc;42 Grove St;New York
Pinnacle;725 3rd Ave;New York
Pinos Restaurant;120 E 34th St;New York
Pio Pio;1329 Saint Nicholas Ave;New York
Pipeline World Financial Tower;225 Liberty St # B;New York
Pipers Kilt Of Inwood Inc;4944 Broadway;New York
Pisces Restaurant;95 Avenue A;New York
Pisello Restaurant;200 8th Ave;New York
Pita City;180 7th Ave;New York
Pita Cuisine Of La Guardia Pk;535 Laguardia Pl;New York
Pita Cuisine Of Soho;65 Spring St;New York
Pita Express;15 Ann St # 4;New York
Pita Express;261 1st Ave;New York
Pita Grill;175 2nd Avenue;New York
Pita Grill;951 2nd Ave;New York
Pita Grill I;1594 2nd Ave;New York
Pita Hut Inc;225 W 23rd St;New York
Pita Piper;510 Amsterdam Ave;New York
Pita Place;247 W 38th St;New York
Pitachoune Restaurant;226 3rd Ave;New York
Pizza Box;176 Bleecker St;New York
Pizza Haven;4942 Broadway;New York
Pizza Hut;1515 Broadway;New York
Pizza Hut;196 Broadway;New York
Pizza Hut;359 2nd Ave;New York
Pizza Hut;48 New St;New York
Pizza Hut;560 5th Ave;New York
Pizza Hut;800 2nd Ave;New York
Pizza On The Pier;17 E River Dr;New York
Pizza Place Corp;1325 5th Ave;New York
Pizza Plus;642 9th Ave;New York
Pizza Plus Plus;276 Canal St # 1;New York
Pizzeria Uno;432 Columbus Ave;New York
Pizzeria Uno;55 3rd Ave # 1;New York
Pizzeria Uno;391 6th Ave;New York
Pizzeria Uno;220 E 86th St;New York
Pizzeria Uno;89 South St;New York
Plaka Restaurant Inc;165 Bleecker St;New York
Planet Hollywood;140 W 57th St;New York
Planet Hollywood;152 W 57th St # 6;
Planet One Cafe;76 E 7th St;New York
Planet Sushi;380 Amsterdam Ave;New York
Play Wright Tavern;202 W 49th St;New York
Playwright Bar & Restaurant;732 8th Ave;New York
Plaza Diner;1066 2nd Ave;New York
Plaza Espana;130 W 58th St;New York
Pluck Ninth Avenue Inc;768 9th Ave;New York
Pluck U;643 2nd Ave;New York
Pluck University Wings;50 3rd Ave;New York
Pluck University Wings Inc;68 W 3rd St;New York
Pluck University Wings Inc;124 Nassau St;New York
Plug Uglies;257 3rd Ave;New York
Plum Tree Restaurant;1501 1st Ave;New York
Po Restaurant;31 Cornelia St;New York
Poisson;108 W 44th St;New York
Pollos Bravo;227 E 116th St.;New York
Polly Esthers;1487 1st Ave;New York
Polny Restaurant Corp;507 E 5th St;New York
Polonia Restaurant;110 1st Ave;New York
Pomaire;371 W 46th St.;New York
Pomaire Restaurant Inc;371 West 46th Street;
Pommes Frites;123 2nd Ave;New York
Pomodori Restaurant;1425 2nd Ave;New York
Pomodoro;229 Columbus Ave;New York
Pondicherry Restaurant;8 W 58th St;New York
Pongal Inc;110 Lexington Ave;New York
Pongsri Thai Restaurant;311 2nd Ave # 1;New York
Pongsri Thai Restaurant;244 W 48th St;New York
Ponty Bistro Cafe & Bar;218 3rd Avenue;
Poona Indian Restaurant Inc;128 W 72nd St;New York
Popal Corp;1316 5th Ave;New York
Popeyes Famous Fried Chick Inc;722 7th Ave;New York
Popeyes Famous Fried Chicken;221 W 34thst Lbbby;New York
Popover Cafe;551 Amsterdam Ave;New York
Poppies Restaurant;17 W 32nd St;New York
Poppolinis;16 Waverly Pl;New York
Port West Restaurant;576 9th Ave # 1;New York
Portfolio Restaurant & Gallery;4 W 19th St;New York
Porto Fino Pizza Restaurant Ii;138 W 46th St;New York
Porto-bello Restaurant;208 Thompson St;
Portobello Pizzeria Restaurant;83 Murray St # 1;New York
Positano Ristorante;122 Mulberry St;New York
Post House;28 E 63rd St;
Power Juice Bar;11 Waverly Pl;New York
Poy Laung Thai Restaurant;210 Thompson St;New York
Premier Realty Management;36 W 47th St;New York
Prestos;2770 Broadway;New York
Pret A Manger;1384 Broadway;New York
Pretzel Time;17 E River Piers;New York
Primavera Pizza & Pasta;1005 2nd Ave;New York
Primavera Ristorante;1578 1st Ave;New York
Prime Burger;5 East 51st Street;New York
Primetime Pizza;64 7th Ave;New York
Primitivo Osteria;202 West 14th Street (7th Avenue);New York
Primola Restaurant;1226 2nd Ave;New York
Princess Hotels Intl Svc;900 3rd Ave # 9;New York
Pro Deli;62 W 56th St # 207;New York
Prohibition Restaurant;503 Columbus Ave;New York
Pronto Pizza;1101 Avenue Of The Americas;New York
Pronto Pizza;114 Liberty St # 1;New York
Pronto Pizza;2937 Broadway 115th St;New York
Pronto Restaurants;55 W 55th St;New York
Provence Restaurant;38 Macdougal St;New York
Provi Provi;228 W 72nd St;New York
Prowl;1374 1st Ave;New York
Puccini Cafe;475 Columbus Ave;New York
Puglia Restaurant;189 Hester St;New York
Puket Thai Restaurant;945 2nd Ave;New York
Puleos Restaurant;263 W 45th St;New York
Puleos Too;259 W 45th St;New York
Pump;113 E 31st St;New York
Pump;156 William St;New York
Pumpernick Delicatessen;64 W 39th St;New York
Punch;913 Broadway;
Punjab Palace;189 W Houston St;New York
Pupetto Inc;25 E 63rd St;New York
Purnima;245 W. 54 street;New York
Pylos Restaurant;128 East 7;New York
Pyramid Wrapps;28 W 40th St;New York
Pyramida Foods;401 E 78th St;New York
Q Bs;119 E 23rd St;New York
Q2 Thai;788 9th Avenue;New York
QDT;111 Reade Street;New York
Quantum Leap Natural Food;88 W 3rd St;
Quatorze Bis Restaurant;323 E 79th St;New York
Quattro Gatti Restaurant Inc;205 E 81st St;New York
Queen Of Sheba;650 10th Ave;New York
Queen Sheeba Restaurant;1768 Amsterdam Ave;New York
Quesquella Restaurant;3536 Broadway;New York
Quilty's;177 Prince Street;New York
Quiltys Restaurant;177 Prince St;New York
Quizno's;304 West 34th Street;New York
R J Colors;237 Park Ave;New York
R S Restaurant Equipt;272 Bowery;New York
Rachels;608 9th Ave;New York
Radio Mexico Cafe;259 Front St;New York
Rafaella Restaurant;381 Bleecker St;New York
Rafaella To Go;384 Bleecker St;New York
Raffaele Restaurant;1055 1st Ave;New York
Raffles Coffee Shop;511 Lexington Ave;New York
Rafina Greek Seafood Tagerna;1481 York Ave;New York
Rain;100 W 82nd St;New York
Rainbow And Stars;30 Rockefeller Plz # 65;New York
Rainbow Chicken;2801 Broadway;New York
Raj India;336 8th Ave;New York
Raj Mahal;322 E 6th St;New York
Raku II;57 West 76th;New York
Ralphs Restaurant;862 9th Ave;New York
Ranch 1;1111 6th Ave;New York
Ranch 1;864 Broadway;New York
Ranch 1;717 8th Ave;New York
Ranch 1;130 W 42nd St # 21;New York
Ranch 1;180 Broadway;New York
Ranch 1;315 7th Ave # 1;New York
Ranch 1;325 Broadway;New York
Ranch 1;1333 Broadway;New York
Ranch 1;684 3rd Ave;New York
Ranch 1;1695 Broadway;New York
Ranch 1;16 W 48th St;New York
Ranch 1;14 E 42nd St;New York
Ranch 1;303 Park Ave S;New York
Ranch 1 Franchise Concept Grp;832 8th Ave;New York
Rancho;466 Amsterdam Ave;New York
Rancho El Girasol Inc;221 1st Ave;New York
Rands Food Shops Inc;100 Centre St;New York
Raouls Restaurant;180 Prince St;New York
Rare Bar & Grill;228 Bleecker Street;New York
Rathbones Restaurant;1702 2nd Ave;New York
Ratners Dairy Restaurant;138 Delancey St;New York
Rattlesnake Holding Co Inc;439 E 82nd St;New York
Ray Bari Pizza;1330 Third Avenue;
Ray Bari Pizza;400 West 42nd St.;
Ray Bari Pizza;930 Third Ave.;New York
Ray Bari Pizza Of W 69 Street;201 Amsterdam Ave;New York
Raymonds Cafe;88 7th Ave;New York
Rays Pizza;164 Chambers St;New York
Reade Street Pub & Kitchen;135 Reade St;New York
Rebeccas Bakery & Chicken Q;127 Avenue C;New York
Recolte La Restaurant;110 E 49th St;New York
Rectangels Cafe & Bar;159 2nd Ave # 1;New York
Red Apple Chinese Restaurant;2109 1st Ave # 108;New York
Red Bar Restaurant;339 East 75th Street;New York
Red Flame Coffee Shop;67 W 44th St # 1;New York
Red House Restaurant Of Ny;203 E 14th St;New York
Red Light Bistro;50 9th Ave;New York
Red Tulip;439 E. 75th Street;New York
Redemption Cocktail Lounge & Cafe;1003 Second Ave;New York
Redwood;2077 Broadway;New York
Regate;198 Orchard Street;New York
Regents;317 E 53rd St;New York
Regional Thai Sawoy;1479 1st Ave;New York
Regional Thai Taste Restaurant;Thai;
Regional Thai Taste Restaurant;208 7th Ave;New York
Reliable Catering Svc;549 W 145th St;New York
Remache Store;55 West 125th Street Frnt;New York
Reme Food Inc;4021 Broadway;New York
Remi Restaurant;145 W 53rd St;New York
Reminisce Bar & Lounge;334 E 73rd St;New York
Renaissance Diner;776 9th Ave;New York
Renchers Crab Inn Inc;15 W 125th St;New York
Rene Pujol Restaurant;321 W 51st St;New York
Republic;37 Union Sq W;New York
Reservoir Bar;70 University Pl;New York
Resman Corp;200 W 84th St;New York
Restaurant 222;222 W 79th St;New York
Restaurant 92;92 Fulton St;New York
Restaurant Advisory Svc;160 E 64th St # 3f;New York
Restaurant Assoc;120 W 45th St # 16;New York
Restaurant At South Park Hotel;122 East 28;New York
Restaurant Daniel;20 E 76th St;
Restaurant El Ranchito;4129 Broadway;New York
Restaurant Group La Juquilita;710 Amsterdam Ave;New York
Restaurant Juquila;926 Amsterdam Ave;New York
Restaurant Punto Fijo;2102 Amsterdam Ave;New York
Restaurant Raphael;33 W 54th St;New York
Restaurant Riki;141 E 45th St;New York
Restaurant Sambuca;4199 Broadway;New York
Restaurante Ecuatoriano Gensis;511 W 181st St # 3;New York
Restaurante El Taxista Ectorno;206 Audubon Ave;New York
Restivo Ristorante;209 7th Ave;New York
Reunion;301 W 57th St;New York
Revival;2367 Fredrick Douglas Blvd;New York
Revolution;611 9th Ave;New York
Rhodes Restaurant Inc;3 Hanover Sq # 1;New York
Rhong-Tiam;541 La Guardia Place;
Riazor;245 W 16th St;New York
Ricardo Steak House;Steak House;
Ricardo Steak House;2145 2nd Avenue;New York
Rice & Beans Restaurant;744 9th Ave;New York
Rice Take Out Restaurant;227 Mott St # 1;New York
Richards Pasta Cafe;23 Saint James Pl;New York
Richies Gourmet;1408 Madison Ave;New York
Rico Food Shop;91 South St;New York
Ricos Restaurant;110 E 23rd St;New York
Riese Ny;401 E 63rd St;New York
Right Bank Restaurant;822 Madison Ave;New York
Rikyu Japanese Restaurant;210 Columbus Ave # 1;New York
Rincon De Espana;226 Thompson St;New York
Rinconcito Mexicano;137 E 110th St;New York
Rinconcito Peruano;803 9th Ave;New York
Rino Trattoria;877 8th Avenue;New York
Rio Mar Restaurant;7 9th Ave;New York
Rio Restaurant;127 W 43rd St;New York
Rio's Churrascaria;360 Park Avenue;New York
Rio's Churrascaria;360 Park Avenue South;New York
Riodizio;417 Lafayette St;New York
Riss Restaurant;242 8th Ave;New York
Ristorante Del Sole;430 3rd Ave;New York
Ritas Burgers;62 N River;New York
Ritas Restaurant;371 3rd Ave;New York
River;345 Amsterdam Ave # 345;New York
River;Korean/Vietnamese;
River Diner Inc;452 11th Ave;New York
Riverrun Cafe;176 Franklin St;New York
Riverview Restaurant Inc;1654 Saint Nicholas Ave;New York
Riviera Cafe;225 W 4th St # 1;New York
Roadhouse America;240 W 52nd St;New York
Robiola Restaurant;535 Hudson St;New York
Rocco Restaurant;181 Thompson St;New York
Rock Ii;607 2nd Ave;New York
Rock N Roll Noodle Hse;19 Murray St;New York
Rocket To Asia;1221 Avenue Of The Americas;New York
Rockwels Restaurant;105 Broadway;New York
Rockys Restaurant;45 Spring St;New York
Rodeo Bar & Grill 27th St.;375 3rd Avenue;New York
Rodriguez Restaurant;103 Essex St;New York
Roettele A G;126 E 7th St;New York
Rokkas #5 Restaurant Corp;22 Chatham Sq;New York
Romana Restaurant;1263 Saint Nicholas Ave;New York
Romantica Restaurant;373 5th Ave;New York
Romeos Pizza Pasta;3151 Broadway;New York
Romeos Ristorante;120 E 15th St;New York
Ronat Restaurant Inc;1269 Lexington Ave # 1;New York
Rooster King Corp;47 W 14th St;New York
Roosters;1641 3rd Ave;New York
Rosa Mexicano Restaurant;61 Columbus Avenue (at 62nd Street);New York
Rosa Mexicano Restaurant;1063 1st Avenue;New York
Rosa Mexicano Restaurant;9 East 18 Street;New York
Rosario Deli Cafe;17 W 39th St;New York
Rosas Pizza & Pasta;37 E 28th St;New York
Rosas Place Restaurant Inc;303 W 48th St;New York
Rose Cafe;24 5th Ave;New York
Rose Of India;308 E 6th St;New York
Rosemaries Restaurant;145 Duane St;New York
Rosie & Ting Noodles & Grille;85 4th Ave;New York
Rosie Ogradys Midtown;800 7th Ave;
Rosies Pub;41 Murray St # 1;New York
Rosina Pizzeria Restaurant;744 9th Ave;New York
Rossinis Restaurant;108 E 38th St;New York
Roth's Westside Steakhouse;680 Columbus Avenue;New York
Round Table Restaurant at the Algonquin Hotel;59 W. 44th Street;
Route 66 Cafe Inc;858 9th Ave # 1;New York
Roxanns Italian Restaurant;445 E 77th St;New York
Roxy Coffee Shop;20 John St;New York
Roxy Delicatessen;857 7th Ave;New York
Roxy Delicatessen & Marketplc;1155 3rd Ave;New York
Roy Rogers;1 Penn Plz # Conc;New York
Roy Rogers;1515 Broadway # 1;New York
Roy's New York;130 Washington Street;New York
Royal Canadian Pancake House;Breakfast;
Royal Canadian Pancake House;2286 Broadway;New York
Royal Canadian Pancake House;1004 2nd Ave # 1;New York
Royal Canadian Pancake House;180 3rd Ave;New York
Royal Indian Cuisine;93 1st Ave;New York
Royal Kabab & Curry;2701 Broadway;New York
Royal Siam Thai Cuisine;240 8th Ave # 1;New York
Rubens Empandadas Inc;15 Bridge St;New York
Rubens Empandadas Inc;64 Fulton St;New York
Ruby Fruit Bar And Grill;531 Hudson St;New York
Rubys;301 W 154th St;New York
Rufus T Firefly;75 Bleecker St # 1;New York
Rungsit Ii Thai Food & Noodles;208 E 34th St;New York
Rungsit Thai Food;161 E 23rd St;New York
Runyons On 2nd;932 2nd Ave;New York
Rupali Restaurant;91 1st Ave;New York
Rushan Bros;179 E 96th St;New York
Russian Samovar Restaurant;256 W 52nd St;New York
Russian Vodka Room;265 W 52nd St;New York
Ruth Chris Steakhouse;148 W 51st St;New York
Ryan & Maguire Alehouse;28 Cliff St;New York
Ryans Daughter;350 E 85th St;
Ryans Irish Pub;Irish;
Ryans Irish Pub;151 2nd Ave;New York
Ryans Sports Bar & Restaurant;46 Gold St;New York
ST. ANDREWS;120 W 44TH ST;NEW YORK
Sabarro Italian Eat;701 7th Ave;New York
Sabenas A Good Food Place;111 Nassau St # 2;New York
Sabinas Restaurant;111 Nassau St;New York
Sabor Latino;1598 Amsterdam Ave;New York
Sabora Mexico;1744 1st Ave;New York
Sachiko's On Clinton;25 Clinton Street;New York
Sage - St. Vartan Cafe;630 2nd Avenue;New York
Sahara East Restaurant;184 1st Avenue;New York
Sai Gan Restaurant;693 9th Ave;New York
Saigon BANH MI 1INC;369 Broome Street;New York
Saigon Cuisine De;154 W 13th St;New York
Saigon Grill;1700 2nd Ave. (corner of 88th St>);New York
Saigon River Vietnamese Rstrnt;210 E 23rd St # 1;New York
Saint James Gate Publick House;974 2nd Avenue (Between 51st and 52nd Av;New York
Saint's Alp Teahouse;39 3rd Avenue;New York
Sake Club Inc;211 E 43rd St;New York
Saki Restaurant Corp;30 Saint Marks Pl;New York
Sakkio Japan;901 Ave Of The Americas # 7;New York
Sakura Downtown Restaurant Inc;615 Hudson St;New York
Sakura Restaurant;581 3rd Ave;New York
Sal Anthony's Cafe Adelina;119 E 17th St # 1;New York
Sal Anthonys Restaurant;55 Irving Pl;New York
Sal Anthonys Spqr Rstrnt;133 Mulberry St;New York
Sala Thai Restaurant;1718 2nd Ave;New York
Salaam Bombay Indian Cuisine;317 Greenwich St # 1;New York
Salad Mania;89 South St;New York
Salad Works;901 Ave Of The Americas # 7;New York
Salam Restrnt;104 W 13th St;New York
Sale & Pepe Fine Foods;1 Exchange Plz;New York
Sally D Party Sandwiches;488 9th Avenue Frnt;New York
Salmon River;3 East 40th Street;New York
Salon Mexico;136 East 26th Street;New York
Saloon;1920 Broadway;New York
Sals & Carmine Pizza;2671 Broadway;New York
Sals Pizzeria;766 2nd Ave # 1;New York
Sals Pizzeria & Restaurant;369 Broome St;New York
Salt;58 Macdougal St;New York
Salt;507 Columbus Ave;New York
Salt Bar;294 Clinton Street;New York
Salud Restaurant & Bar;142 Beekman Street;New York
Salute!;270 Madison Ave;New York
Sam Chinita Restaurant;176 8th Ave;New York
Sam Deli;30 Mulberry St;New York
Sam Giusto Restaurant;935 2nd Ave;New York
Sam Lok Chinese Restaurant;3522 Broadway;New York
Samalitas;1429 3rd Ave;New York
Sammys Noodle Shop & Grill;453 Ave Of The Americas # 1;New York
Sammys Restaurant;157 Chrystie St;New York
Sams Noodle Shop Bar & Grill;411 3rd Ave;New York
Sams Place;132 E 39th St;New York
Sams Two-Sexty-Three Restaurant;263 W 45;New York
San Domenico;240 Central Park South;New York
San Domenico;240 Central Park S;New York
San Francisco Plum;544 6th Ave;New York
San Locos;124 2nd Ave;New York
San Luis Food Inc;239 1st Ave;New York
San Marcos;12 St. Marks Place;New York
San Marino Ristorante;15 Gold St;New York
San Martin Restaurant;143 E 49th St;New York
San Pietro Restaurant;18 E 54th St;New York
Sanam Indian Restaurant;150 E 14th St;New York
Sandbox;51 W 51st St;New York
Sandbox;1394 6th Ave;New York
Sandbox;289 Madison Ave;New York
Sandella's Cafe;195 Broadway;New York
Sandellas 7 Cafe;120 Lexington Ave;New York
Sandolino Restaurant;9 Jones St;New York
Sandwich;60 Greenwich Ave;New York
Sandy Restaurant Corp;2261 2nd Ave;New York
Sandy's Deli;328 8th Avenue;New York
Sandys Place;699 2nd Ave;New York
Sant Ambroeus Ltd;1000 Madison Ave;New York
Santa Fe Grill Inc;323 1st Ave;New York
Santa Fe Restaurant;72 W 69th St # 1;New York
Santiago Luncheonette;2327 1st Ave;New York
Sapa;43 West 24;New York
Sapa;Breakfast;
Sappora Vlg Japanese Restaurant;245 E 10th St;New York
Sapporo Restaurant;152 W 49th St;New York
Sarabeth's West;423 Amsterdam Ave;New York
Sarabeths Kitchen;1295 Madison Ave;New York
Saray Food Inc;274 W 40th St;New York
Sarges Deli & Restaurant;548 3rd Ave;New York
Sarong & Sarong;343 Bleecker St;New York
Sasha's;255 W 55th St;
Sasha's;Wine Cellar;
Sassys Sliders;163 1st Ave;New York
Satay;541 Laguardia Pl;New York
Savann Restaurant;414 Amsterdam Ave;New York
Savannah Club;2420 Broadway;New York
Savino Pizzaria;51 Columbia St;New York
Savore Ristorante;200 Spring St;New York
Savoy Restaurant;70 Prince Street;New York
Say Eng Look Restaurant Inc;5 E Broadway;New York
Sazerac Hse;533 Hudson St;New York
Sbarro;5 World Trade Ctr;New York
Sbarro;701 7th Ave;New York
Sbarro;451 Lexington Ave # 542;New York
Sbarro;22 W 34th St;New York
Sbarro;159 W 33rd St;New York
Sbarro;1520 Broadway;New York
Sbarro;1250 Avenue Of The Americas;New York
Scaletta Ristorante;50 West 77th Street;New York
Scaletta Ristorante Inc;50 W 77th St;New York
Scalinatella Restaurant;201 E 61st St;New York
Scarlato Cafe;89 South St # 17;New York
Schlotzsky's Deli;1380 Avenue Of The Americas;New York
Schupak Group Inc;730 5th Ave # 1901;New York
Scotch Bonnet;32 West 31st Street;New York
Scott's Food Court;28 W 48th St (bet 5th-6th Ave);New York
Scotts Food;141 W 41st St;New York
Scottys Diner;336 Lexington Ave;New York
Scratch;150 Spring St;New York
Scratcher;209 E 5th St;New York
Screening Room;54 Varick St;New York
Sea Gull Restaurant;140 Centre St;New York
Seagrill Rockefeller Plaza;19 W 49th St;New York
Seaport Marketplace;19 Fulton St # 201;New York
Seasons Restaurant;1814 2nd Ave;New York
Seaun Garden;W 34 2nd Flr;New York
Seaworld Restaurant;26 E 17th St;New York
Seaworld Seafood Restaurant;32 Lexington Ave;New York
Second Avenue Kosher Deli Inc;156 2nd Ave # 1;New York
Secret Harbor Bistro;303 Lexington Ave;New York
Sedexho Usa Management Svc;500 5th Ave # 430;New York
Seeda Thai;309 W 50th St;New York
Sekku Restaurant;343 Lexington Ave;New York
Sel et Poivre;853 Lexington Ave;New York
Selena Restaurant Inc;252 W 38th St;New York
Seng Wah Inc;222 Lafayette St # B;New York
Senor Swanky's Speak Easy Lounge & Celebrity Hango;513 Columbus Ave.;New York
Senor Swankys Inc;287 Columbus Ave;New York
Seppis;123 West 56th Street;New York
Sequoia Restaurant;89 Fulton St;New York
Serendipity 3;225 E 60th St;New York
Serrata Deli Corp;203 Audubon Ave;New York
Seryna International Inc;11 E 53rd St;New York
Session 73;1359 First avenue @ 73rd Street;New York
Sesumi Japanese Restaurant Inc;1649 2nd Ave;New York
Sette Mezzo;969 Lexington Ave;New York
Seven Bar And Grill;350 Seventh Avenue;
Seven's Mediterranean Grill;158 West 72nd Street;New York
Seyna International Inc;68 E 56th St;New York
Sfuzzi Restaurant;58 W 65th St;New York
Sgs Donuts Inc;254 8th Ave;New York
Shaan Of India;57 W 48th St;
Shabazs Restaurant Corp;1998 2nd Ave;New York
Shabu-shabu;314 E 70th St;New York
Shades Of Green Pub & Restaurant;125 E 15th St;New York
Shaffer City Oyster Bar;5 W 21st St;New York
Shaheen Restaurant Inc;99 Lexington Ave;New York
Shalel Lounge;65 West 70th Street;
Shalel Lounge;Wine Cellar;
Shaliga Thai Cuisine;834 2nd Ave;New York
Shamrat Indian Restaurant;197 E 76th St;New York
Shandon Star Restaurant;938 8th Ave;New York
Shang Hai Cuisine;89 Bayard St # Ground;New York
Shanghai Cafe;100 Mott St;New York
Shanghai Cafe;Chinese;
Shanghai Gourmet;57 Mott St;New York
Shanghai Manor Restaurant;141 E 55th St;New York
Shanghai Snack Bar;14 Elizabeth St # A;New York
Shangri-la Restaurant;228 Fort Washington Ave # 1;New York
Sharaku Japanese Restaurant;14 Stuyvesant St;New York
Shark Bar;307 Amsterdam Ave;New York
Sharz Cafe;177 E 90th St;New York
Shelter Rupperts Group;2328 Broadway # 2;New York
Shelton Grille;525 Lexington Avenue (Between 49th &;New York
Shermans Bar B Q;Barbecue;
Shermans Bar B Q;2509 7th Ave # 1;New York
Shermans Bar B-q;1835 Amsterdam Ave;New York
Shih Lee;311 E 45th St;New York
Shikis Restaurant Inc;69 7th Ave S;New York
Shinbashi An;80 Park Ave;New York
Shinbashi Restaurant;280 Park Ave;New York
Shine Bar & Lounge;285 W Broadway;New York
Shing Lung Chinese Restaurant;424 E 14th St;New York
Shining Star;377 Amsterdam Ave;New York
Shinko Foods Inc;483 Columbus Ave;New York
Shinko Foods Inc;1414 York Ave;New York
Ship Of Fools;1590 2nd Ave;New York
Shore Points Interprise Inc;867 9th Ave;New York
Shortys Jamacian Kitchen;2003 7th Ave;New York
Shun Cheong Chinese Kitchen;2 W 111th St;New York
Shun Lee Cafe;43 W 65th St;New York
Shun Lee Palace East;155 E 55th St;New York
Shun Lee West Lincoln Ctr;43 W 65th St;New York
Shutters Bar & Cafe Inc;433 W 34th St # 1;New York
Siam City Thai Restaurant;1668 1st Ave;New York
Siam Grill Restaurant;586 9th Ave;New York
Siam Grill Restaurant;Thai;
Siam Inn Cuisine Inc;854 8th Ave;New York
Siam Inn Restaurant;916 8th Ave;New York
Siam Square Restaurant;92 2nd Ave;New York
Siberia Bar;1627 Broadway;New York
Sichuan Palace;310 E 44th St;New York
Sidebar;118 East 15th Street;
Sidewalk Bar Restaurant;94 Avenue A;New York
Sidney B Restaurant;202 9th Ave;New York
Sido Kitchen;1608 3rd Ave;New York
Sido On 34th Street;210 E 34th St;New York
Sids One Stop Inc;36 W 47th St;New York
Siegels Kosher Deli & Restaurant;1646 2nd Ave;New York
Siew Garden Restaurant;538 2nd Ave # 1;New York
Siew Garden Restaurant;2142 8th Ave;New York
Silk Road Palace Inc;447 Amsterdam Ave # B;New York
Silver Palace Chinese Restarnt;1430 Saint Nicholas Ave;New York
Silver Spoon Restaurant;1317 1st Ave;New York
Silver Spurs Restaurant;771 Broadway;New York
Silver Spurs Restrnt;490 Laguardia Pl;New York
Silver Star Restaurant Inc;1236 2nd Ave;New York
Silver Swan;41 E 20th St;New York
Silver Wing Foods Corp;341 5th Ave;New York
Simla Indian Restaurant;304 E 78th St;New York
Simone Espreso & Wine Bar;134 1st Ave;New York
Simons Noodle Shop & Grill;1395 2nd Ave;New York
Simply Caviar;350 Park Ave;New York
Simply Pasta;120 W 41st St # 120;New York
Sin Ma Restaurant;66 Bayard St # 1;New York
Sing Dragon Restaurant;206 Audubon Ave;New York
Sing Wah Kitchen;3575 Broadway;New York
Singletons;525 Lenox Ave;New York
Singluck Kitchen;3783 Broadway # A;New York
Sirabellas Restaurant;72 E End Ave # 1;New York
Sirtaj Indo Pak Cuisine Inc;36 W 26th St;New York
Sisters Cuisine;1931 Madison Ave;New York
Sitar Indian Cuisine Inc;58 W 56th St # 2;New York
Six Happiness Chinese Restarnt;711 2nd Ave;New York
Skretas Dimitrios;1932 3rd Ave;New York
Sky Dive Restaurant;1 World Trade Ctr;New York
Skylight Diner Inc;402 W 34th St;New York
Skyline Restant Cafe;1055 Lexington Ave;New York
Skyscraper Restaurant;22 W 33rd St;New York
Slattery's Midtown Pub;8 E 36th St;New York
Slaughtered Lamb Pub;182 W 4th St;New York
Slurp;84 Stonton Street;New York
Smith & Wollensky Steak House;201 E 49th St;New York
Smiths Bar & Restaurant;701 8th Ave;New York
Snowpea Cafe;772 9th Ave # 1;New York
So Ho Kitchen;103 Greene St;New York
Sobaya;229 E 9th St;New York
Sockobolee Restaurant;2529 8th Ave;New York
Socrates Restaurant;101 Hudson St;New York
Sofia Fabulous Grill;29 E 61st St # 1;New York
Sofias;221 W 46th St # 1;New York
Soft Spot Food Inc;1384 Broadway;New York
Sogo NY Japanese Cuisine & Bar;337B W Broadway;New York
Soho Kitchen And Bar;103 Greene St;New York
Soho Le Petite Cafe Inc;156 Spring St;New York
Soho Made Soups;170 Varick St;New York
Sol Y Sombra;462 Amsterdam Avenue;New York
Solera Restaurant;216 E 53rd St # 1;New York
Solex;470 W 23rd St;New York
Som Pop Thai Food;183 W 10th St;New York
Somalas Originals 3 Marias;2222 Amsterdam Ave;New York
Sonar Goan Restaurant;328 E 6th St;New York
Song Piano Corp;249 E 49th St;New York
Song Vietnamese Cuisine Inc;107 Macdougal St;New York
Sonia Rose Restaurant;132 Lexington Ave;New York
Sophia On Bleecker;330 Bleecker St;New York
Sophias;998 Amsterdam Ave;New York
Sophies Restaurant;106 Greenwich St;New York
Sopin Inc;60 W 39th St;New York
Sos Restaurant;203 Spring St # 1;New York
Sotto Cinque;1644 2nd Ave;New York
Sotto Cinque Inc;417 3rd Ave # 1;New York
Souen Restaurant;210 6th Ave;New York
Souen Restaurant;28 E 13th St # 1;New York
Soul Fixins;371 W 34th St;
Soul Food Concepts Inc;630 9th Ave;New York
Sounds Of Brazil;200 Varick St # 5;New York
Soup Burg;1026 1st Ave;New York
Soup Burg Inc;1150 Lexington Ave;New York
Soup Nutsy;148 E 46th St;New York
