restaurant;address;country;addressGoogle
Sarabeth's;Chelsea Mkt.;New York, NY, 10011;75 9th Ave
Sarabeth's At The Whitney;945 Madison Avenue;New York, NY, 10021;945 Madison Ave
Sarabeth's Bakery;75 9th Avenue;New York, NY, 10011;75 9th Ave
Sarabeth's Kitchen;423 Amsterdam Avenue At 80th Street;New York, NY, 10024;423 Amsterdam Ave #80th
Sarabeth's Kitchen;75 9th Avenue at 15th Street;New York, NY, 10011;75 9th Ave #15th
Sarabeth's Kitchen;945 Madison Avenue at 75th Street;New York, NY, 10021;945 Madison Ave
Sarabeth's Kitchen;1295 Madison Avenue at 92nd Street;New York, NY, 10128;1295 Madison Ave
Saravana Bhavan;102 Lexington Avenue;New York, NY, 10016;102 Lexington Ave
Saravana Bhavan Dosa Hut;102 Lexington Avenue;New York, NY, 10016;102 Lexington Ave
Saravanaas;81 Lexington Avenue;New York, NY, 10016;81 Lexington Ave
Sarge's Deli;548 3rd Avenue;New York, NY, 10016;548 3rd Ave
Sariku;288 8th Avenue;New York, NY,;288 8th Ave
Sasabune;401 East 73rd Street;New York, NY, 10021;401 E 73rd St
Sascha;55-61 Gansevoort Street;New York, NY, 10014;55 Gansevoort St
Sassy's Sliders;1530 3rd Avenue;New York, NY, 10028;1530 3rd Ave
Satsko;245 Eldridge Street;New York, NY, 10002;245 Eldridge St
Saurin Parke Cafe;301 West 110th Street at Frederick Douglass Blvd 8th Avenue;New York, NY, 10026;301 W 110th St
Savor Catering;544 West 27th Street;New York, NY, 10001;544 W 27th St
Savore;200 Spring Street;New York, NY, 10012;200 Spring St
Savorny;63 Clinton Street;New York, NY, 10002;63 Clinton St
Savoy;70 Prince Street;New York, NY, 10012;70 Prince St
Say Cheese;649 9th Avenue;New York, NY, 10036;649 9th Ave
Scala;1412 6th Avenue;New York, NY, 10019;1412 6th Ave
Scalinatella;201 East 61st Street;New York, NY, 10021;201 E 61st St
Scarlatto;250 West 47th Street;New York, NY, 10036;250 W 47th St
Schaller & Weber;1654 2nd Avenue;New York, NY, 10028;1654 2nd Ave
Schiller's;131 Rivington Street;New York, NY, 10002;131 Rivington St
Sciue Sciue;205 East 4th Street;New York, NY, 10009;205 E 4th St
Scotty's Diner;336 Lexington Avenue;New York, NY, 10016;336 Lexington Ave
Sea;75 2nd Avenue;New York, NY, 10003;75 2nd Ave
Sea Breeze;541 9th Avenue at 40th Street;New York, NY, 10018;541 9th Ave
Sea Grill;Rockefeller Ct;New York, NY, 10020;Rockefeller Plaza
Sea Salt (CLOSED);99 2nd Avenue;New York, NY, 10003;99 2nd Ave
Second Avenue Deli;156 2nd Avenue;New York, NY, 10002;156 2nd Ave
Sedutto;1498 1ST Avenue Streete A;New York, NY, 10021;1498 1st Avenue
Seeda Thai Ii;309 West 50th Street;New York, NY, 10019;Don Antonio's Pizza
Seh Jah Meh Korean Restaurant;26 John St.;New York, NY, 10038;26 John St
Sel Et Poivre;853 Lexington Avenue;New York, NY, 10021;853 Lexington Ave
Senor Swankys (CLOSED);142 Bleecker Street;New York, NY, 10012;142 Bleecker St
Sensa;676 5th Avenue;New York, NY, 10010;676 5th Ave
Sentosa;3 Allen Street near Division Street;New York, NY,;3 Allen St
Seo Japanese Restaurant;249 East 49TH Street;New York, NY, 10017;249 E 49th St
Seoul Garden;34 West 32nd Street;New York, NY, 10016;34 W 32nd St
Seppi's;Le Parker Meridien 123 West 56th Street;New York, NY, 10019;119 W 56th St
Seppi's;127 West 58th Street;New York, NY, 10019;127 W 58th St
Serafina;1022 Madison Avenue, 2nd fl.;New York, NY, 10021;1022 Madison Ave 2nd fl
Serafina;29 East 61st Street;New York, NY, 10021;29 E 61st St
Serafina;38 East 58th Street;New York, NY, 10022;38 E 58th St
Serafina;Dream Hotel;New York, NY, 10019;200 W 55th St
Serendipity;225 East 60th Street;New York, NY, 10022;225 E 60th St
Setacci;420 Hudson Street;New York, NY, 10014;420 Hudson St
Sette;191 7th Avenue;New York, NY, 10011;191 7th Ave
Sette Mezzo;969 Lexington Avenue;New York, NY, 10021;969 Lexington Ave
Settepani Bakery;196 Lenox Avenue at 120th Street;New York, NY, 10026;196 Malcolm X Blvd
Seven;350 7th Avenue;New York, NY, 10001;350 7th Ave
Seventh Avenue Papaya;225 7th Avenue;New York, NY, 10011;225 7th Ave
Sevilla Restaurant Bar;62 Charles Street;New York, NY, 10014;62 Charles St
Seymour Burton;511 E 5th St between Aves A and BSey;New York, NY, 10009;511 E 5th St between Aves A and BSey
Sezz Medi';1260 Amsterdam Avenue;New York, NY, 10027;1260 Amsterdam Ave
Shaan Of India;57 West 48th Street;New York, NY, 10036;57 W 48th St
Shabu-Shabu 70;314 East 70th Street;New York, NY, 10021;314 E 70th St
Shabu-Tatsu;216 East 10th Street;New York, NY, 10003;216 E 10th St
Shaburi;125 East 39th Street;New York, NY, 10016;125 E 39th St
Shaffer City Oyster Bar & Grill;5 West 21st Street;New York, NY, 10010;5 W 21st St
Shag;11 Abingdon Square;New York, NY, 10014;11 Abingdon Square
Shaheen Sweets;130 East 29TH Street;New York, NY, 10016;130 E 29th St
Shake Shack;Madison Square Park;New York, NY, 10010;11 Madison Ave
Shalizar;1420 Third Ave., nr. 80th St.;New York, NY, 10028;1420 3rd Ave
Shanghai Cafe;100 Mott Street at Bayard Street;New York, NY,;100 Mott St
Shanghai Cuisine;89 Bayard Street;New York, NY, 10013;89 Bayard St
Shanghai Garden;14A Elizabeth Street;New York, NY, 10013;14 Elizabeth St
Shanghai Mong;30 West 32nd Street;New York, NY, 10001;30 W 32nd St
Shanghai Pavilion;1378 3rd Avenue;New York, NY, 10021;1378 3rd Ave
Shangri-La;129 2nd Avenue;New York, NY,;129 2nd Ave
Sharaku Japanese Restaurant;14 Streetuyvesant Street;New York, NY, 10003;14 Streetuyvesant Street
Shark Bar;307 Amsterdam Avenue;New York, NY, 10023;307 Amsterdam Ave
Sharz Cafe & Wine Bar;435 East 86th Street;New York, NY, 10028;435 East 86th St
Sheepmeadow Cafe;Central Park W;New York, NY, 10023;Central Park West
Shelly's Trattoria La Tradizionale;41 West 57th Street;New York, NY, 10019;41 W 57th St
Sheridan Square (CLOSED);134 7th Ave. South (@ West 10th St.);New York, NY, 10014;134 7th Ave S
Shih Lee;311 East 45th Street;New York, NY, 10017;311 E 45th St
Shilla;37 West 32nd Street;New York, NY, 10001;37 W 32nd St
Shima;188-190 2nd Avenue;New York, NY, 10003;188 2nd Ave # 190
Shimizu Sushi Restaurant;318 West 51st Street;New York, NY, 10019;318 W 51st St
Shin Lin;325 East 6th Street;New York, NY, 10003;325 E 6th St
Shining Star Diner;377 Amsterdam Avenue;New York, NY, 10024;377 Amsterdam Ave
Shoebox Chicken;187 Grand Street;New York, NY,;187 Grand St
Shopsin's;54 Carmine Street;New York, NY, 10014;54 Carmine St
Shorty's.32;199 Prince St.;New York, NY, 10012;199 Prince St
Shula's Steak House;Westin New York at Times Square;New York, NY, 10036;270 W 43rd St
Shun Lee Cafe;43 West 65th Street;New York, NY, 10023;43 W 65th St
Shun Lee Palace;155 East 55th Street;New York, NY, 10022;157 E 55th St
Shun Lee West;43 West 65th Street;New York, NY, 10023;43 W 65th St
Siam Inn;854 8th Avenue;New York, NY, 10019;854 8th Ave
Siam Inn Cuisine Inc;854 8TH Avenue;New York, NY, 10019;854 8th Ave
Sichuan Palace;310 East 44TH Street;New York, NY, 10017;310 E 44th St
Sido Falafel;403 Amsterdam Avenue at 79th Street;New York, NY, 10024;403 Amsterdam Ave
Sido Falafel;267 Columbus Avenue;New York, NY, 10023;267 Columbus Ave
Siegel's Kosher Delicatessen;1646 2nd Avenue;New York, NY, 10028;1646 2nd Ave
Sigiri;91 1st Avenue;New York, NY, 10003;91 1st Avenue
Silk Road Palace;447 Amsterdam Avenue Streete B;New York, NY, 10024;447-B Amsterdam Ave
Silver Moon Bakery;2740 Broadway at 105th Street;New York, NY, 10025;2740 Broadway
Silver Spurs;771 Broadway;New York, NY, 10003;771 Broadway
Silver Swan;41 East 20th Street;New York, NY, 10003;41 E 20th St
Sim's;235 Lexington Avenue;New York, NY, 10016;235 Lexington Ave
Simply Pasta;120 West 41st Street;New York, NY, 10036;120 W 41st St
Singapore Cafe;69 Mott Street at Canal Street;New York, NY, 10013;69 Mott St
Singapore Cafe Incorporated;69 Mott Street;New York, NY, 10013;69 Mott St
Singas Famous Pizza;176 2nd Avenue;New York, NY, 10003;176 2nd Ave
Sipan;702 Amsterdam Avenue;New York, NY, 10025;702 Amsterdam Ave
Sirtaj;36 West 26th Street;New York, NY, 10010;36 W 26th St
Sisters Caribbean Cuisine;1931 Madison Avenue;New York, NY, 10035;1931 Madison Ave
Sistina;1555 2nd Avenue;New York, NY, 10028;1555 2nd Ave
Sitar Indian Cuisine Inc;58 West 56TH Street Streete 2;New York, NY, 10019;58 W 56th St
Six Happiness Chinese Restaurant;711 2ND Avenue;New York, NY, 10016;711 2nd Ave
Skylight Diner;402 West 34th Street;New York, NY, 10001;402 W 34th St
Slice;1413 2nd Avenue;New York, NY, 10021;1413 2nd Ave
Slice Of Harlem II;308 Lenox Avenue;New York, NY, 10027;308 Lenox Ave
Slice Of Harlem II;2527 8th Avenue;New York, NY, 10030;2527 Frederick Douglass Blvd
Smiler's;532 Madison Avenue;New York, NY, 10022;532 Madison Ave
Smith's;79 Macdougal Street;New York, NY, 10012;79 MacDougal St
Smorgas Chef;53 Streetone Street;New York, NY, 10004;100 E 53rd St
Snack;105 Thompson Street;New York, NY, 10012;105 Thompson St
Snack Taverna;63 Bedford Street;New York, NY, 10014;63 Bedford St
Snackbar;111 West 17th Street;New York, NY, 10011;111 W 17th St
Snice;45 8th Avenue;New York, NY, 10014;45 8th Ave
SoHo Park;62 Prince Street;New York, NY, 10012;62 Prince St
Soba Nippon;19 West 52nd Street;New York, NY, 10019;19 W 52nd St
Soba-Ya;229 East 9th Street;New York, NY, 10003;229 E 9th St
SobaKoh;309 East 5th Street;New York, NY, 10003;309 E 5th St
Socarrat Paella Bar;259 W. 19th St. nr. Seventh Ave;New York, NY, 10011;259 W 19th St
Socialista;505 West Street;New York, NY, 10014;505 West St
Society Coffee Juice Incorporated;2104 Frederick Douglass Blvd;New York, NY, 10026;2104 Frederick Douglass Blvd
Soda Shop;Cosmopolitan Hotel;New York, NY, 10007;95 W Broadway
Sofrito;400 East 57th Street;New York, NY, 10022;400 E 57th St
Soho Cantina;199 Prince Street;New York, NY, 10012;199 Prince St
Soho Made Soups;170 Varick Street;New York, NY, 10013;170 Varick St
Soho Steak;90 Thompson Street;New York, NY, 10012;90 Thompson St
Sol Y Sombra;462 Amsterdam Avenue;New York, NY, 10024;462 Amsterdam Ave
Solar Gardens Health Foods;18 East 125th Street;New York, NY, 10035;18 E 125th St
Solera;216 East 53rd Street;New York, NY, 10022;216 E 53rd St
Solo;Sony Plaza Atrium;New York, NY, 10022;25 Madison Ave
Solo Pizza;27 Avenue B;New York, NY, 10009;27 Avenue B
Soly Sombra;462 Amsterdam Avenue;New York, NY, 10024;462 Amsterdam Ave
Son Cubano;405 West 14th Street;New York, NY, 10014;405 W 14th St
Sonali Indian Restaurant;326 East 5th Street,;New York, NY, 10003;326 E 5th St
Song Kran;330 8th Avenue;New York, NY, 10001;330 8th Ave
Sonia Rose;150 East 34th Street;New York, NY, 10016;150 E 34th St
Sophie's;509 5th Street;New York, NY, 10009;509 5th Ave
Sophie's;96 Chambers Street;New York, NY, 10007;96 Chambers St
Sophie's Restaurant;179 Madison Avenue;New York, NY, 10016;179 Madison Ave
Sophie's Restaurant;73 New Street;New York, NY, 10004;73 New St
Sophie's Restaurant;205 Pearl Street;New York, NY, 10038;205 Pearl St
Soprano's;30 Water Street;New York, NY, 10004;30 Water St
Sotto Cinque Restaurant;417 3rd Avenue Fl 1;New York, NY, 10016;417 3rd Ave Fl 1
Souen;210 6th Avenue;New York, NY, 10014;210 6th Ave
Souen;28 East 13th Street;New York, NY, 10003;28 E 13th St
Soul Fixins;371 West 34th Street;New York, NY, 10001;371 W 34th St
Soul Food & Salad Bar Restaurant;486 Lenox Avenue;New York, NY, 10037;486 Malcolm X Blvd
Soulfully Good;East 85th Street;New York, NY, 10028;E 85th St
Soup And Smoothie Heaven;316 5th Avenue;New York, NY, 10001;316 5th Ave
Soup Burg;922 Madison Avenue;New York, NY, 10021;922 Madison Ave
Soup Burg;1095 Lexington Avenue;New York, NY, 10021;1095 Lexington Ave
Soup Burg;1150 Lexington Avenue;New York, NY, 10021;1150 Lexington Ave
Soup Kitchen International;259A West 55th Street;New York, NY, 10019;259 W 55th St
Soup Stop;517 Columbus Avenue;New York, NY, 10024;517 Columbus Ave
South Side Cafe;252 West 47th Street;New York, NY, 10036;252 W 47th St
South's;273 Church Street;New York, NY, 10013;273 Church St
Soutine;104 West 70th Street;New York, NY, 10023;104 W 70th St
Soy;102 Suffolk Street;New York, NY, 10002;102 Suffolk St
Soy Luck Club;115 Greenwich Avenue;New York, NY, 10014;115 Greenwich Ave
Space Market;1 University Place;New York, NY, 10003;1 University Pl
Spaghetti Western;59 Reade Street;New York, NY, 10007;59 Reade St
Spanish American Food;351 East 13th Street;New York, NY,;351 E 13th St
Spanish Tavern;203 West 38th Street;New York, NY, 10018;203 W 38th St
Spanky's Bbq;127 West 43rd Street;New York, NY, 10036;127 W 43rd St
Sparks Steakhouse;210 East 46th Street;New York, NY, 10017;210 E 46th St
Spice;60 University Place;New York, NY, 10003;60 University Pl
Spice;199 8th Avenue;New York, NY, 10011;199 8th Ave
Spice;1411 2nd Avenue;New York, NY, 10021;1411 2nd Ave
Spice Cove;326 East 6th Street;New York, NY, 10003;326 E 6th St
Spice Market;403 West 13th Street;New York, NY, 10014;403 W 13th St
Spiga;200 West 84th Street;New York, NY, 10024;200 W 84th St
Spigolo;1561 2nd Avenue;New York, NY, 10028;1561 2nd Ave
Spitzer's Corner;101 Rivington Street;New York, NY, 10002;101 Rivington St
Spoon;141 First Avenue;New York, NY, 10003;141 1st Avenue
Spoons Squared Inc;235 East 53RD Street;New York, NY, 10022;235 E 53rd St
Spring Street Natural;62 Spring Street;New York, NY, 10012;62 Spring St
St Marks Pizza;23 3RD Avenue;New York, NY, 10003;23 3rd Ave
St. Andrews Restaurant and Bar;120 West 44th Street;New York, NY, 10036;120 W 44th St
St. Dymphna's;118 St. Marks Place;New York, NY, 10017;118 St Marks Pl
Stage Restaurant;128 2nd Avenue;New York, NY,;128 2nd Ave
Stand;24 East 12th Street;New York, NY, 10003;24 E 12th St
Stanton Social;99 Stanton Street;New York, NY, 10002;99 Stanton St
Star Deli and Grocery;325 2nd Avenue;New York, NY, 10003;325 2nd Ave
Starbucks;13-25 Astor Place;New York, NY, 10003;1 Astor Place
Starbucks;150 Varick Street;New York, NY, 10013;150 Varick St
Starbucks;255 8th Avenue;New York, NY, 10011;255 8th Ave
Starbucks;241 Canal Street;New York, NY, 10013;241 Canal St
Starbucks;141-143 2nd Avenue;New York, NY, 10003;141 2nd Ave #143
Steak Frites;9 East 16th Street;New York, NY, 10003;9 E 16th St
Stella Del Mare;346 Lexington Avenue;New York, NY, 10016;346 Lexington Ave
Stepmama;199 East 3rd Street;New York, NY,;199 E 3rd St
Steve's Pizza;110 Trinity Place;New York, NY, 10006;110 Trinity Pl
Sticky Rice;85 Orchard Street;New York, NY, 10002;85 Orchard St
Stk;26 Little West 12th Street;New York, NY, 10014;26 Little W 12th St
Stone Street Tavern;52 Stone Street;New York, NY, 10004;52 Stone St
Strada 57 Ristorante;315 West 57th Street;New York, NY, 10019;315 W 57th St
Strand Diner;208 West 96th Street;New York, NY, 10025;208 W 96th St
Strictly Roots;2058 Adam Clayton Powell Jr.Boulevard 7th Avenue;New York, NY, 10027;2058 Adam Clayton Powell Jr Blvd
Strip House;13 East 12th Street;New York, NY, 10003;13 E 12th St
Stromboli Pizzeria;112 University Place;New York, NY, 10003;112 University Pl
Strombolis;83 St Marks Place;New York, NY, 10003;83 St Marks Pl
Suba;109 Ludlow Street;New York, NY, 10002;109 Ludlow St
Sucelt Coffee Shop (CLOSED);200 West 14th Street;New York, NY, 10011;200 W 14th St
Sueños;311 West 17th Street;New York, NY, 10011;311 W 17th St
Sugar Cafe;200 Allen Street;New York, NY, 10002;200 Allen St
Sugar Sweet Sunshine;126 Rivington Street;New York, NY, 10002;126 Rivington St
Sugarcane;243 Park Avenue South;New York, NY, 10003;243 Park Ave S
Sugarplum Bakery;Delivery in NYC;;Delivery in NYC
Sugo! e Basilico (CLOSED);545 5th Avenue;New York, NY, 10017;545 5th Ave
Suibi Japanese Restaurant;232 East 53RD Street;New York, NY, 10022;232 E 53rd St
Sullivan Diner;169 Sullivan Street;New York, NY, 10012;169 Sullivan St
Sullivan Street Bakery;533 West 47th Street;New York, NY, 10036;533 W 47th St
Sultana Cafe;128 East 4th Street;New York, NY, 10003;128 E 4th St
Sumile;154 West 13th Street;New York, NY, 10011;154 W 13th St
Summers Restaurant & Bar;49 Clinton Street;New York, NY, 10002;49 Clinton St
Sumo;273 Mott Street;New York, NY, 10012;273 Mott St
Sumou Japanese Restaurant Inc;104 John Street;New York, NY, 10038;104 John St
Sun Dou Dumpling Shop;214-216 Grand Street;New York, NY,;214 Grand St #216
Sunagawa;343 Lexington Avenue;New York, NY, 10016;343 Lexington Ave
Sunrise 27;27 Division Street;New York, NY, 10002;27 Division St
Sunrise Market;4 Stuyvesant Street;New York, NY, 10003;4 Stuyvesant St
Super Tacos;Corner of 96th Street;New York, NY,;W 96th St
Supermac;348 7th Avenue;New York, NY, 10001;348 7th Ave
Supper;156 East 2nd Street;New York, NY, 10009;156 E 2nd St
Sura;105 East 9th Street;New York, NY, 10003;105 E 9th St
Sushi A Go Go;1900 Broadway;New York, NY, 10023;1900 Broadway
Sushi Ann;38 East 51st Street;New York, NY, 10022;38 E 51st St
Sushi Damo Damo;330 West 58TH Street;New York, NY, 10019;330 W 58th St
Sushi Hana;1501 2nd Avenue;New York, NY, 10021;1501 2nd Ave
Sushi Hana;466 Amsterdam Avenue;New York, NY, 10024;466 Amsterdam Ave
Sushi Samba on 7th Ave;87 7th Avenue South;New York, NY, 10014;87 7th Ave S
Sushi Samba on Park;245 Park Avenue South;New York, NY, 10003;245 Park Ave S
Sushi Seki;1143 1st Avenue;New York, NY, 10021;1143 1st Avenue
Sushi Sen-Nin;30 East 33rd Street;New York, NY, 10016;Crystal building
Sushi Sen-Nin;1420 3rd Avenue;New York, NY, 10028;1420 3rd Ave
Sushi Suki;1577 York Avenue;New York, NY, 10028;1577 York Ave
Sushi Taro;154 West 26th Street;New York, NY, 10001;154 W 26th St
Sushi Time;821 2nd Avenue;New York, NY, 10017;821 2nd Ave
Sushi Twist;66 Madison Avenue;New York, NY, 10016;66 Madison Ave
Sushi Yasuda;204 East 43rd Street;New York, NY, 10017;204 E 43rd St
Sushi Zen;57 West 46th Street;New York, NY, 10036;57 W 46th St
Sushi of Gari 46;402 East 78th Street;New York, NY, 10021;402 E 78th St
SushiSamba;245 Park Avenue South;New York, NY, 10003;245 Park Ave S
SushiSamba;87 7th Avenue S;New York, NY, 10014;87 7th Ave S
Sushiya;28 West 56th Street;New York, NY, 10019;28 W 56th St
Suteishi;24 Peck Slip;New York, NY, 10038;24 Peck Slip
Sutton Cafe;1026-28 1st Avenue;New York, NY, 10022;1026-28 1st Avenue
Sutton Place;1015 2nd Avenue;New York, NY, 10022;1015 2nd Ave
Suzie's;162 Bleecker Street;New York, NY, 10012;162 Bleecker St
Suzu Sushi;1075 1st Avenue;New York, NY, 10022;1075 1st Avenue
Swagat Indian Cuisine;411A Amsterdam Avenue;New York, NY, 10024;411A Amsterdam Ave
Sweet Life Cafe;147 Christopher Street;New York, NY, 10014;147 Christopher St
Sweet Melissa;75 West Houston Street;New York, NY, 10012;75 W Houston St
Sweet- N -Tart Cafe;76 Mott ST at Canal Street;New York, NY,;76 Mott St
Sweet-N-Tart Restaurant;20 Mott Street;New York, NY, 10013;20 Mott St
Swich;104 8th Avenue;New York, NY, 10011;104 8th Ave
Swizz Restaurant Wine Bar;310 West 53rd Street;New York, NY, 10019;310 W 53rd St
Sylvia's Restaurant;328 Lenox Avenue;New York, NY, 10027;328 Malcolm X Blvd
Symposium;544 West 113th Street;New York, NY, 10025;544 W 113th St
T Salon;75 9th Avenue;New York, NY, 10011;75 9th Ave
T Salon T Emporium;11 East 20th Street;New York, NY, 10003;11 E 20th St
T-Bar;1278 3rd Avenue;New York, NY, 10021;1278 3rd Ave
T.J. O'Brien;461 Columbus Avenue;New York, NY, 10024;461 Columbus Ave
Tabla Bread Bar;11 Madison Avenue;New York, NY, 10010;11 Madison Ave
Tabla Street Cart;11 Madison Ave. at 25th St;New York, NY, 10010;11 Madison Ave
Table Xii (Fka Etoile);Lombardy Hotel;New York, NY, 10022;111 E 56th St
Table d'Hôte;44 East 92nd Street;New York, NY, 10128;44 E 92nd St
Taboon;773 10th Avenue;New York, NY, 10019;773 10th Ave
Taco Taco;1726 2nd Avenue;New York, NY, 10128;1726 2nd Ave
Tacocina;714 9th Avenue;New York, NY, 10019;714 9th Ave
Tagine Dining Gallery and Lounge;537 9th Avenue;New York, NY, 10018;537 9th Ave
Tai Hong Lau;70 Mott Street;New York, NY, 10013;70 Mott St
Tailor;525 Broome Street;New York, NY, 10013;525 Broome St
Taim;222 Waverly Place;New York, NY, 10014;222 Waverly Pl
Taj;48 West 21st Street;New York, NY, 10010;DEZER BUILDING
Taj Mahal Indian Restaurant;318 East 5th Street,;New York, NY, 10003;318 E 5th St
Taj Mahal Of Agra;328 East 6TH Street;New York, NY, 10003;328 E 6th St
Taj-Almoulouk;125th East 4th Street;New York, NY, 10003;125th East 4th Street
Tajin Restaurant;85 Greenwich Street;New York, NY, 10006;85 Greenwich St
Taka;61 Grove Street;New York, NY, 10014;61 Grove St
Takahachi Tribeca Restaurant;145 Duane Street;New York, NY, 10013;145 Duane St
Taksim;1030 2nd Avenue;New York, NY, 10022;1030 2nd Ave
Tal Bagels;977 1st Ave;New York, NY, 10022;977 1st Avenue
Tal Bagels;2446 Broadway;New York, NY, 10024;2446 Broadway
Tal Bagels;333 East 86th Street;New York, NY, 10028;333 East 86th St
Talay;701 W. 135th St., at Twelfth Ave.;The Bronx, NY, 10454;701 W 135th St
Tamarind;1679 3rd Avenue at 94th Street;New York, NY, 10128;1679 3rd Ave
Tamarind;41-43 East 22nd Street;New York, NY, 10010;41 E 22nd St #43
Tandoori North;762 Columbus Avenue;New York, NY, 10025;762 Columbus Ave
Tang Pavilion;65 West 55th Street;New York, NY, 10019;65 W 55th St
Tang S Restaurant;306 Street Nicholas Avenue;New York, NY, 10027;306 St Nicholas Ave
Tang Tang;1328 3rd Avenue;New York, NY, 10021;1328 3rd Ave
Tanti Baci Caffe;163 West 10th Street;New York, NY, 10014;163 W 10th St
Tao;42 East 58th Street;New York, NY, 10022;42 E 58th St
Taormina;147 Mulberry Street;New York, NY, 10013;147 Mulberry St
Tara Thai Cuisine;137 1ST Avenue Streete 1;New York, NY, 10003;137 1ST Avenue Streete 1
Tarabia;1071 1st Avenue;New York, NY, 10022;1071 1st Avenue
Tarallucci E Vino;163 1st Avenue at 10th Street;New York, NY, 10003;163 1st Avenue at 10th Street
Tarallucci E Vino;15 East 18th Street;New York, NY, 10003;15 E 18th St
Tartine;253 West 11th Street at West 4th Street;New York, NY, 10014;253 W 11th St
Tasca;130 7th Avenue South;New York, NY, 10011;130 7th Ave S
Taste Restaurant Wine Bar;1413 3rd Avenue;New York, NY, 10028;1413 3rd Ave
Tasty Dumpling;54 Mulberry Street;New York, NY, 10013;54 Mulberry St
Tataki;3 Lispenard Street;New York, NY, 10013;3 Lispenard St
Tatany Japanese Restaurant;207 East 26TH Street;New York, NY, 10010;207 E 26th St
Tavalon Tea Bar;22 East 14th Street;New York, NY, 10003;22 E 14th St
Tavern On Jane;31 8th Avenue at Jane Street;New York, NY, 10014;31 8th Ave
Tavern Room at Gramercy Tavern;42 East 20th Street;New York, NY, 10003;42 E 20th St
Tazza Restaurant Bar;196 8TH Avenue;New York, NY, 10011;196 8th Ave
Tea Box;Takashimaya;New York, NY, 10022;693 5th Ave
Tea Den Chinese Restaurant In;940 8TH Avenue;New York, NY, 10019;940 8th Ave
Tea Spot;127 Macdougal Street;New York, NY, 10012;127 MacDougal St
Teany Cafe;90 Rivington Street;New York, NY, 10002;90 Rivington St
Tehuitzingo;695 10th Avenue;New York, NY, 10036;695 10th Ave
Tello's;263 West 19th Street;New York, NY, 10011;263 W 19th St
Temduang (CLOSED);644 10th Avenue;New York, NY, 10036;644 10th Ave
Temple;81 St. Marks Place;New York, NY, 10003;81 St Marks Pl
Temple in the Village;74 West 3rd Street,;New York, NY, 10012;74 W 3rd St
Ten Ren;75 Mott Street;New York, NY, 10013;75 Mott St
Teodora;141 East 57th Street;New York, NY, 10022;141 E 57th St
Teriyaki Boy;885 9th Avenue;New York, NY, 10019;885 9th Ave
Teriyaki Boy;150 East 46th Street;New York, NY, 10017;150 E 46th St
Teriyaki Boy;22 Maiden Lane;New York, NY, 10038;22 Maiden Ln
Teriyaki Boy;18 Lexington Avenue;New York, NY, 10010;18 Lexington Ave
Teriyaki Boy;1380 1st Avenue;New York, NY, 10021;1380 1st Avenue
Teriyaki Boy;1640 3rd Avenue;New York, NY, 10128;1640 3rd Ave
Teriyaki Boy;106 West 43rd Street;New York, NY, 10036;106 W 43rd St
Terrace Fish & Chip;77 Pearl Street;New York, NY, 10004;77 Pearl St
Terrace in the Sky;400 West 119th Street;New York, NY, 10027;Butler Hall
Terramare Cafe;22 East 65th Street;New York, NY, 10021;22 E 65th St
Terrance Brennan's Seafood and Chophouse;Benjamin Hote, 565 Lexington Avenue near 50th Street;New York, NY, 10001;565 Lexington Ave
Texas Rotisserie Grill;94 Fulton Street;New York, NY, 10038;94 Fulton St
Thai 51;224 E 51st St;;224 E 51st St
Thai Angel;141 Grand Street;New York, NY, 10013;141 Grand St
Thai Basil;860 9th Avenue;New York, NY, 10019;860 9th Ave
Thai Chai Yo;233 9th Avenue;New York, NY, 10001;233 9th Ave
Thai House Café;151 Hudson Street;New York, NY, 10013;151 Hudson St
Thai On Clinton;6 Clinton Street;New York, NY, 10002;6 Clinton St
Thai Son Restaurant;89 Baxter Street;New York, NY, 10013;89 Baxter St
Thai Village;133 West 3RD Street;New York, NY, 10012;133 W 3rd St
Thai on Two;180 2nd Avenue;New York, NY, 10003;180 2nd Ave
ThaiI-Nam;137 East 45th Street;New York, NY, 10017;137 E 45th St
Thailand Cafe;95 2nd Avenue;New York, NY, 10003;95 2nd Ave
Thali;28 Greenwich Avenue;New York, NY, 10011;28 Greenwich Ave
Thalia;828 8th Avenue;New York, NY, 10019;828 8th Ave
That Little Cafe;147 East Houston Street;New York, NY,;147 E Houston St
The Alamo;304 East 48th Street;New York, NY, 10017;304 E 48th St
The Algonquin;59 West 44th Street;New York, NY, 10036;59 W 44th St
The American;235 Mulberry Street;New York, NY, 10012;235 Mulberry St
The Australian;20 West 38th Street;New York, NY, 10017;20 W 38th St
The Back Page;1472 3rd Avenue at 83rd Street;New York, NY, 10028;1472 Third Ave.
The Bar @ Etats-Unis;242 East 81st Street;New York, NY, 10028;242 E 81st St
The Belgian Room;121 St. Marks Place;New York City, NY, 10009;121 St Marks Pl
The Blue Seats;157 Ludlow Street;New York, NY, 10002;157 Ludlow St
The Break;232 8th Avenue;New York, NY, 10011;232 8th Ave
The Cake Atelier Llc;32 Union Square East Streete 310;New York, NY, 10003;32 Union Square E
The Central Park Boathouse;119 Central Park West;New York, NY, 10021;119 Central Park West
The Chirping Chicken;1260 Lexington Avenue at 85th Street;New York, NY, 10028;1260 Lexington Ave
