restaurant;address;country;addressGoogle
Sogo NY Japanese Cuisine & Bar;337B W Broadway;New York;337b W Broadway
Soho Kitchen And Bar;103 Greene St;New York;103 Greene St
Soho Le Petite Cafe Inc;156 Spring St;New York;156 Spring St
Soho Made Soups;170 Varick St;New York;170 Varick St
Sol Y Sombra;462 Amsterdam Avenue;New York;462 Amsterdam Ave
Solera Restaurant;216 E 53rd St # 1;New York;216 E 53rd St #1
Solex;470 W 23rd St;New York;470 W 23rd St
Som Pop Thai Food;183 W 10th St;New York;183 W 10th St
Somalas Originals 3 Marias;2222 Amsterdam Ave;New York;2222 Amsterdam Ave
Sonar Goan Restaurant;328 E 6th St;New York;328 E 6th St
Song Piano Corp;249 E 49th St;New York;249 E 49th St
Song Vietnamese Cuisine Inc;107 Macdougal St;New York;107 MacDougal St
Sonia Rose Restaurant;132 Lexington Ave;New York;132 Lexington Ave
Sophia On Bleecker;330 Bleecker St;New York;330 Bleecker St
Sophias;998 Amsterdam Ave;New York;998 Amsterdam Ave
Sophies Restaurant;106 Greenwich St;New York;106 Greenwich St
Sopin Inc;60 W 39th St;New York;60 W 39th St
Sos Restaurant;203 Spring St # 1;New York;203 Spring St Apt 1
Sotto Cinque;1644 2nd Ave;New York;1644 2nd Ave
Sotto Cinque Inc;417 3rd Ave # 1;New York;417 3rd Ave #1
Souen Restaurant;210 6th Ave;New York;210 6th Ave
Souen Restaurant;28 E 13th St # 1;New York;28 E 13th St #1
Soul Fixins;371 W 34th St;New York;371 W 34th St
Soul Food Concepts Inc;630 9th Ave;New York;630 9th Ave
Sounds Of Brazil;200 Varick St # 5;New York;200 Varick St #5
Soup Burg;1026 1st Ave;New York;1026 1st Avenue
Soup Burg Inc;1150 Lexington Ave;New York;1150 Lexington Ave
Soup Nutsy;148 E 46th St;New York;148 E 46th St
Soup Talk;52 Vanderbilt Ave;New York;52 Vanderbilt Ave
Souperdog;692 8th Ave;New York;692 8th Ave
Souperman Inc;77 Pearl St;New York;77 Pearl St
South St Diner;203 South St;New York;203 South St
Southside Cafe;252 W 47th St;New York;252 W 47th St
Sovereign Management Corp;600 3rd Ave # 18;New York;600 3rd Ave #18
Spades Noodle Rice & More;557 3rd Ave # Main;New York;557 3rd Ave
Spaghetti Western;59 Reade St;New York;59 Reade St
Spain Restaurant;113 W 13th St;New York;113 W 13th St
Spanish Taverna;203 W 38th St;New York;203 W 38th St
Sparks Steak House;210 E 46th St;New York;210 E 46th St
Spartina;355 Greenwich St;New York;355 Greenwich St
Speedy Deli;1271 Broadway # 1;New York;1271 Broadway #1
Spice Cove;326 E. 6th Street;New York;326 E 6th St
Spice Fusion;777 8th Avenue;New York;777 8th Ave
Spice Thai Hot & Cool;1411 2nd Ave;New York;1411 2nd Ave
Spicy Pot Express Caribbean & American R;2173 2nd Ave;New York;2173 2nd Ave
Spirit Cruises;W 23rdst Piier 62 # 200;New York;W 23rd St
Spoonbread Two;366 W 110th St;New York;366 W 110th St
Spoons Squared Inc;235 East 53rd Street;New York;235 E 53rd St
Spoons Squared Inc;235 E 53rd St;New York;235 E 53rd St
Spring Joy;172 8th Ave;New York;172 8th Ave
Spring Street Natural Restaurant and Bar;Health;New York;Health
Spring Street Natural Restaurant and Bar;62 Spring Street;New York;62 Spring St
Spy Bar;101 Greene St;New York;101 Greene St
Square Diner Corp;33 Leonard St;New York;33 Leonard St
Sripa Diner;205 Hudson St;New York;205 Hudson St
St Carlos Bakery Inc;E 172 103;New York;103 E 172nd St
St Marks Pizza;23 3rd Ave;New York;23 3rd Ave
St. Maggies Cafe;120 Wall;New York;120 Wall Street
Stage Deli & Restaurant Inc;834 7th Ave;New York;834 7th Ave
Stage Store Deli;99 Maiden Ln;New York;99 Maiden Ln
Standard;158 1st Ave;New York;158 1st Avenue
Standard Notions;161 Ludlow St # 1;New York;161 Ludlow St #1
Star Diner Restaurants Inc;839 7th Ave;New York;839 7th Ave
Star Express;140 Fulton St;New York;140 Fulton St
Star Fried Chicken Inc;1764 1st Ave;New York;1764 1st Avenue
Stardust Chinese Restaurant;162 Lafayette St;New York;162 Lafayette St
Stargate Restaurant;1580 3rd Ave;New York;1580 3rd Ave
Starks Veranda Restaurant;319 Broadway;New York;319 Broadway
Starlight Deli;212 West 44th Street;New York;212 W 44th St
Starlight Restaurant & Deli;211 E 46thst Grround;New York;211 E 46thst Grround
Starlight Restaurant & Diner;211 E 46th St;New York;211 E 46th St
Starlite Diner Cafe;Diner;New York;Diner
Starlite Diner Cafe;1279 1st Ave # 1;New York;1279 1st Avenue #1
Starrett Restaurant Inc;601 W 26th St # 1;New York;Starrett-Lehigh Building
Steamers Landing;375 S End Ave;New York;375 South End Ave
Stella Del Mare;346 Lexington Ave;New York;346 Lexington Ave
Stella Maris;213 Front Street;New York;213 Front St
Step Mama;199 E 3rd St;New York;199 E 3rd St
Stingy Lulus;129 Saint Marks Pl;New York;129 St Marks Pl
Stock & Tankard;587 3rd Ave;New York;587 3rd Ave
Stone Street Tavern;52 Stone Street(Hanover Square + Coentie;New York;52 Stone St
Stoned Crow;85 Washington Pl;New York;85 Washington Pl
Stonewall;53 Christopher St;New York;53 Christopher St
Stonewall Bistro;113 7th Ave;New York;113 7th Ave
Stonewall Bistro;Candy/Dessert Shop;New York;Candy/Dessert Shop
Strand Diner;208 W 96th St;New York;208 W 96th St
Streetcar Cafe;370 W 46th St;New York;370 W 46th St
Strictly Roots Restaurant;2058 7th Ave;New York;2058 7th Ave
Strictly Roots Restaurant;Soul Food;New York;Soul Food
Studio Coffee Shop;630 9th Ave;New York;630 9th Ave
Stuyvesant Restaurant;286 1st Ave # A;New York;286 1st Avenue A
Stuyvesant Town Cafe;313 1st Ave;New York;313 1st Avenue
Subway;716 3rd Avenue;New York;716 3rd Ave
Subway;581 3rd Avenue;New York;581 3rd Ave
Subway;113 Lafayette Street;New York;113 Lafayette St
Subway;367 West 34th Street;New York;367 W 34th St
Subway;29 East 8th Street;New York;29 E 8th St
Subway;254 Park Avenue;New York;254 Park Ave S
Subway;144 Delancey Street;New York;144 Delancey St
Subway;149 West 4th Street;New York;149 West 4th Street
Subway;1171 2nd Avenue;New York;1171 2nd Ave
Subway;1068 2nd Avenue Frnt;New York;1068 2nd Ave
Subway;149 East 60th Street Frnt;New York;149 E 60th St
Subway;166 1st Avenue Frnt;New York;166 1st Avenue
Subway;221 7th Avenue;New York;221 7th Ave
Subway;244 West 14th Street;New York;244 W 14th St
Subway;1101 1st Avenue Frnt;New York;1101 1st Avenue
Subway Restaurant;926 2nd Avenue;New York;926 2nd Ave
Subway Sandwich Shop;32 E 23rd St;New York;32 E 23rd St
Subway Sandwich Sop;1411 2nd Ave;New York;1411 2nd Ave
Subway Sandwiches & Salads;2699 Broadway;New York;2699 Broadway
Subway Sandwiches & Salads;2508 Broadway;New York;2508 Broadway
Subway Sandwiches & Salads;235 8th Ave;New York;235 8th Ave
Subway Sandwiches & Salads;2039 Broadway;New York;2039 Broadway
Subway Sandwiches & Salads;765 8th Ave;New York;765 8th Ave
Subway Sandwiches & Salads;400 E 14th St;New York;400 E 14th St
Subway Sandwiches & Salads;165 Church St;New York;165 Church St
Subway Sandwiches & Salads;401 8th Ave;New York;401 8th Ave
Subway Sandwiches & Salads;46 7th Ave S;New York;42-46 7th Ave S
Subway Sandwiches & Salads;55 W 14th St # 1;New York;Courtney House
Subway Sandwiches & Salads;584 9th Ave;New York;584 9th Ave
Subway Sandwiches & Salads;717 Lexington Ave;New York;717 Lexington Ave
Subway Sandwiches & Salads;401 5th Ave;New York;401 5th Ave
Success Chinese Restaurant;763 Avenue Of The Americas;New York;763 6th Ave
Sucelt Coffee Shop Inc;200 W 14th St;New York;200 W 14th St
Sugar Bar;254 W 72nd St;New York;254 W 72nd St
Sugar Bar & Restaurant;311 Church St Frnt;New York;311 Church St
Sugasawa Limited;467 Columbus Ave;New York;467 Columbus Ave
Suibi Japanese Restaurant;232 E 53rd St;New York;232 E 53rd St
Sukhadia's;17 West 45th Street;New York;17 W 45th St
Sukhothai West Restaurant;411 W 42nd St;New York;411 W 42nd St
Sumile Sushi;154 W. 13th st.;New York;154 W 13th St
Summers Bar & Restaurant;49 Clinton St;New York;49 Clinton St
Sumo Restaurant;106 8th Ave;New York;106 8th Ave
Sumou Japanese Restaurant Inc;104 John St;New York;104 John St
Sun Dance Cafe;865 Ave Of The Americas # 1;New York;865 6th Ave #1
Sun Lin Garden Restaurant Inc;69 Bayard St;New York;69 Bayard St
Sun Lok Kee Restaurant;13 Mott St;New York;13 Mott St
Sun Lok Kee Rice Shop Inc;13 Mott St;New York;13 Mott St
Sun Qiang Restaurant;7 Eldridge St;New York;7 Eldridge St
Sun Say Gay Restrnt Inc;220 Canal St;New York;220 Canal St
Sun Sun Noodle House;918 8th Ave;New York;918 8th Ave
Sun Tin Yick;100 Mott St;New York;100 Mott St
Sun Wah Coffee Shop;19 Pike St;New York;19 Pike St
Sunflower Coffee Shop;359 3rd Ave;New York;359 3rd Ave
Sung Chu Mei Chinese Restaurant;615 Hudson St;New York;615 Hudson St
Sungarden;Park Ave;New York;Park Ave
Sunny East Restaurant;21 W 39th St;New York;21 W 39th St
Sunrise Cuisine;2317 1st Avenue;New York;2317 1st Avenue
Sunrise Deli;Deli/Sandwich/Subs;New York;Deli/Sandwich/Subs
Sunrise Deli;575 7th Ave;New York;575 7th Ave
Sunshine Deli;50 W 23rd St;New York;50 W 23rd St
Sunshine Kitchen;695 Saint Nicholas Ave;New York;695 St Nicholas Ave
Supper Club;240 W 47th St;New York;240 W 47th St
Surf City Squeeze;100 W 33rd St # 7;New York;100 W 33rd St #7
Susan & Winsome Restaurant;627 Lenox Ave;New York;627 Lenox Ave
Sushi Generation Inc;1571 2nd Ave;New York;1571 2nd Ave
Sushi Hana;1501 2nd Ave;New York;1501 2nd Ave
Sushi Hana;466 Amsterdam Avenue;New York;466 Amsterdam Ave
Sushi Hatsu;1143 1st Ave;New York;1143 1st Avenue
Sushi Masa;141 E 47th St # 1;New York;141 E 47th St #1
Sushi On Hudson;556 Hudson St;New York;556 Hudson St
Sushi Tei;5 World Trade Ctr # 257;New York;5 World Trade Center #257
Sushi Zen Inc.;57 West 46th;New York;57 W 46th St
Sushi-Q Japanese Take Out;1275 Lexington Ave;New York;1275 Lexington Ave
Sushi-desse;113 East 18th St.;New York;113 E 18th St
Sushi-tei;875 3rd Ave;New York;875 3rd Ave
Sushi-tei 47 Inc;11 E 47th St;New York;11 E 47th St
Sushi-tei Restaurant;164 E 45th St;New York;164 E 45th St
Sushiden Madison Av;19 E 49th St;New York;19 E 49th St
Sushiden Sixth Ave;123 W 49th St;New York;123 W 49th St
Sushisay Restaurant;38 E 51st St;New York;38 E 51st St
Sushiya Japanese Restaurant;28 W 56thst Frrnt;New York;28 W 56thst Frrnt
Suspenders Of Wall St Rest;111 Broadway;New York;111 Broadway
SuteiShi;24 Peck Slip;New York;24 Peck Slip
Sutton Watering Hole;209 E 56th St;New York;209 E 56th St
Suzies Restaurant;163 Bleecker St;New York;163 Bleecker St
Svoboda Restaurant;85 2nd Ave;New York;85 2nd Ave
Swan's Bar And Grill;213 Pearl Street;New York;213 Pearl St
Sweet Basil Jazz Restaurant;88 7th Ave S;New York;88 7th Ave S
Sweet Donuts;3868 10th Ave;New York;3868 10th Ave
Sweet Life Cafe;147 Christopher St;New York;147 Christopher St
Sweet N Tart Cafe Inc;76 Mott St;New York;76 Mott St
Swing 46 Jazz & Supper Club;349 W 46th St;New York;349 W 46th St
Swing In Dine;2104 2nd Ave;New York;2104 2nd Ave
Sydneys Australian Barbeque;17 Battery Pl;New York;17 Battery Pl
Sylvias Restaurant;328 Lenox Ave;New York;328 Lenox Ave
Symposium Greek Restaurant;544 West 113th Street Frnt;New York;544 W 113th St
Syrah;1400 2nd Ave # 1;New York;1400 2nd Ave #1
Szechuan Cuisine;1345 2nd Ave;New York;1345 2nd Ave
Szechuan Kitchen;1460 1st Ave;New York;1460 1st Avenue
Szechuan Palace;1329 2nd Ave;New York;1329 2nd Ave
Szechuan Super Taste & Aroma;917 2nd Ave;New York;917 2nd Ave
Szechuan West;202 8th Ave;New York;202 8th Ave
T G Whitneys;244 E 53rd St;New York;244 E 53rd St
T J Byrne Bar & Restaurant;77 Fulton St;New York;77 Fulton St
T J Keanes Pub;783 8th Ave;New York;783 8th Ave
T J Restoration Inc;77 Saint Marks Pl;New York;77 St Marks Pl
T J Southern Gourmet;92 Chambers St # 1;New York;92 Chambers St APT 1
T S Ma Restaurant;641 8th Ave # 1;New York;641 8th Ave #1
TAO;42 East 58th Street;New York;42 E 58th St
Ta Cocina;714 9th Avenue;New York;714 9th Ave
Table Dhote;44 E 92nd St;New York;44 E 92nd St
Taboo;218 E 52nd St;New York;218 E 52nd St
Tachigui Soba;732 7th Ave;New York;732 7th Ave
Taco & Tortilla King;285 3rd Ave;New York;285 3rd Ave
Taco Bandito;325 8th Ave;New York;325 8th Ave
Taco Bell;215 W 95th St # 5245;New York;215 W 95th St #5245
Taco Bell;712 3rd Ave;New York;712 3rd Ave
Taco Bell;329 5th Ave;New York;329 5th Ave
Taco Bell;331 Avenue Of The Americas;New York;331 6th Ave
Taco Bell Corp;953 3rd Ave;New York;953 3rd Ave
Taco Bell Inc;Mexican;New York;Mexican
Taco Bell Inc;875 Ave Of Americas Ground;New York;875 6th Ave
Taco City;1143 1st Ave;New York;1143 1st Avenue
Taco Express Inc;225 7th Ave;New York;225 7th Ave
Taco Grill;146 W 72nd St;New York;146 W 72nd St
Taco Grill;348 W 42nd St;New York;348 W 42nd St
Taco House;178 Church St;New York;178 Church St
Taco King;1448 1st Ave;New York;1448 1st Avenue
Taco Star;130 E 28th St;New York;130 E 28th St
Taco Taco Inc;1726 2nd Ave;New York;1726 2nd Ave
Taco Velez;3864 Broadway;New York;3864 Broadway
Tacocina Inc;714 9th Ave # 1;New York;714 9th Ave #1
Tads;104 E 14th St;New York;104 E 14th St
Tads;119 W 42nd St;New York;119 W 42nd St
Tads;152 W 34th St;New York;152 W 34th St
Tads Steaks;761 7th Ave # 50;New York;761 7th Ave #50
Tads Steaks;228 W 42nd St;New York;228 W 42nd St
Tads Steaks;701 7th Ave;New York;701 7th Ave
Tagine Dining Gallery;At 40th St;New York;At 40th St
Tagine Dining Gallery;537 9th Ave;New York;537 9th Ave
Tai Hong Lau Restaurant;70 Mott St;New York;70 Mott St
Tai Tung Rice Shop;244 Canal St;New York;244 Canal St
Taiyo Japanese Restaurant Inc;1374 York Ave # 1;New York;1374 York Ave #1
Taj 2;48 W. 21st Street;New York;DEZER BUILDING
Taj Palace Inc;9 W 31st St;New York;9 W 31st St
Taj Restaurants Inc;310 E 6th St;New York;310 E 6th St
Tajmahal Indian Restaurant;328 E 6th St;New York;328 E 6th St
Takahashi Restaurant;85 Avenue A;New York;85 Avenue A
Takano;218 E 53rd St;New York;218 E 53rd St
Take;26 S William St;New York;26 S William St
Takino Inc;1026 2nd Ave;New York;1026 2nd Ave
Talia's Steakhouse & Bar;668 Amsterdam Avenue (92nd-93rd Street);New York;668 Amsterdam Avenue (92nd-93rd Street)
Tam-tam Bar;145 E 50th St;New York;145 E 50th St
Tams Sea Wok;190 Duane St # A;New York;190 Duane St A
Tan Viet Huong Restaurant Inc;73 Mulberry St;New York;73 Mulberry St
Tan Viet Huong Restaurant Inc;Vietnamese;New York;Vietnamese
Tandoor Palace Inc;88 Fulton St;New York;88 Fulton St
Tandoori Club;133 E 45th St # 1;New York;133 E 45th St #1
Tandoori Garden;304 E 6th St;New York;304 E 6th St
Tang Tang Noodles & More;1328 3rd Ave;New York;1328 3rd Ave
Tang Tang On 20 Street;243 3rd Ave;New York;243 3rd Ave
Tang Zi Guang;1954 Amsterdam Ave;New York;1954 Amsterdam Ave
Tango Japanese Restaurant;43 W 54th St;New York;43 W 54th St
Tangs Pavilion;65 W 55th St;New York;65 W 55th St
Tanokyu;7 W 46th St;New York;7 W 46th St
Tanti Baci Cafe;163 W 10thst Bssmt;New York;163 W 10thst Bssmt
Taormina Of Mulberry St;147 Mulberry St;New York;147 Mulberry St
Tap Room;3 W 18th St;New York;3 W 18th St
Tapika;950 8th Ave;New York;950 8th Ave
Taprobane Sri Lankan Restaurant;234 W 56th St;New York;234 W 56th St
Taqueria De Mexico Ltd;93 Greenwich Ave;New York;93 Greenwich Ave
Taqueria Y Fonda La Mexicana;968 Amsterdam Avenue;New York;968 Amsterdam Ave
Tartine;253 W 11th St;New York;253 W 11th St
Tashi Awen Vegetarian;210 W 14th St;New York;210 W 14th St
Tasos Restaurant;600 W 57th St # 1;New York;600 W 57th St #1
Taste Good Chinese Kitchen;717 Saint Nicholas Ave;New York;717 St Nicholas Ave
Taste Good Inc;150 Fulton St;New York;150 Fulton St
Taste Of China;1850 3rd Ave;New York;1850 3rd Ave
Taste Of China Restaurant;626 Amsterdam Ave # 1;New York;626 Amsterdam Ave #1
Taste Of New York;705 8th Ave;New York;705 8th Ave
Taste Of Tokyo;60 Beaver Street;New York;60 Beaver St
Taste Of Tokyo;Japanese;New York;Japanese
Taste Of Tokyo Inc;54 W 13th St;New York;54 W 13th St
Tataki Japanese Restaurant;3 Lispenard St;New York;3 Lispenard St
Tatany 52 Inc;250 E 52nd St;New York;250 E 52nd St
Tatany Japanese Restaurant;380 3rd Ave # 1;New York;380 3rd Ave #1
Tatou Restaurant;151 E 50th St;New York;151 E 50th St
Tavalon Tea Bar;22 East 14th Street;New York;22 E 14th St
Tavern On Jane;31 8th Ave;New York;31 8th Ave
Tavern On The Green;1 W 67th St;New York;1 W 67th St
Tazza Restaurant & Bar;196 8th Ave;New York;196 8th Ave
Tea & Sympathy Inc;108 Greenwich Ave # 1;New York;108 Greenwich Ave #1
Tea Den Chinese Restaurant Inc;940 8th Ave;New York;940 8th Ave
Ted's Montana Grill;110 W. 51st Street;New York;110 W 51st St
Teen Angel;405 W 51st St;New York;405 W 51st St
Telephone Bar and Grill;149 2nd Ave;New York;149 2nd Ave
Television City Restaurant;74 W 50th St;New York;74 W 50th St
Temple Bar;332 Lafayette St;New York;332 Lafayette St
Ten Kai Restaurant Inc;20 W 56th St # 3;New York;20 W 56th St #3
Ten Pell Restrnt;10 Pell;New York;10 Pell St
Ten-tan Chinese Restaurant;3864 10th Ave;New York;3864 10th Ave
Tenares Restaurant;2316 Amsterdam Ave;New York;2316 Amsterdam Ave
Tennessee Mountain Restaurant SOHO;143 Spring Street;New York;143 Spring St
Tenth Av Jukebox Cafe;637 10th Ave;New York;637 10th Ave
Tequilas Mexican Grill Rest;245 West 14th Street;New York;245 W 14th St
Tequilas On Columbus;368 Columbus Ave;New York;368 Columbus Ave
Tequilaville;64 W 52nd St;New York;64 W 52nd St
Tequilaville;729 7th Ave;New York;729 7th Ave
Tequilaville;99 Park Ave # 1;New York;99 Park Avenue Office Building
Tequilaville;12 Vanderbilt Ave;New York;12 Vanderbilt Ave
Tequilaville;498 7th Ave;New York;498 7th Ave
Teresa Coffee Shop & Restaurant;103 1st Ave;New York;103 1st Avenue
Teresas Corp;117 Mulberry St;New York;117 Mulberry St
Teriyaki Boy;885 9th Ave;New York;885 9th Ave
Teriyaki Boy;237 E 9th St;New York;237 E 9th St
Teriyaki Boy;22 Maiden Ln;New York;22 Maiden Ln
Teriyaki Boy Inc;1640 3rd Ave # 1;New York;1640 3rd Ave #1
Teriyaki Boy Inc;18 Lexington Ave;New York;18 Lexington Ave
Teriyaki Town;77 Pearl St;New York;77 Pearl St
Terra Blues Bar Restrnt & Music;149 Bleecker St;New York;149 Bleecker St
Terrace Dining Corp;22 W 135th St;New York;22 W 135th St
Terrace Restaurant Butler Hall;400 W 119th St;New York;Butler Hall
Terramare Café;Italian;New York;Little Italy
Terramare Café;22 East 65th Street;New York;22 E 65th St
Terras Gourmet;77 Pearl St;New York;77 Pearl St
Tevares Restaurant;2316 Amsterdam Ave;New York;2316 Amsterdam Ave
Tevere 84 Italian Glatt Kosher;155 E 84th St;New York;155 E 84th St
Tevere 84 Italian Glatt Kosher;Italian;New York;Little Italy
Texas Fried Chicken Usa Ltd;4 Park Ave;New York;Park Ave
Texas Rotisserie & Grill;94 Fulton St # 2;New York;94 Fulton St #2
Texas Rotisserie & Grill;712 3rd Ave;New York;712 3rd Ave
Texas Star;741 Saint Nicholas Ave # 1;New York;741 St Nicholas Ave #1
Tgi Fridays;47 E 42nd St;New York;47 E 42nd St
Tgi Fridays;407 Park Ave;New York;407 Park Ave
Tgi Fridays;21 W 51st St;New York;21 W 51st St
Tgi Fridays;604 5th Ave;New York;604 5th Ave
Tgi Fridays;761 7th Ave;New York;761 7th Ave
Tgi Fridays;750 3rd Ave;New York;750 3rd Ave
Tgi Fridays;430 Lexington Ave;New York;430 Lexington Ave
Thady Cons Bar & Restaurant;915 2nd Ave;New York;915 2nd Ave
Thai Chai-Yo;233 9th Avenue;New York;233 9th Ave
Thai House Cafe;151 Hudson St;New York;151 Hudson St
Thai Jasmine Ltd;860 9th Ave;New York;860 9th Ave
Thai Select;472 9th Avenue;New York;472 9th Ave
Thai Son Vietnamese Rest;89 Baxter Street;New York;89 Baxter St
Thai Village;Thai;New York;Thai
Thai Village;133 W 3rd St;New York;133 W 3rd St
Thailand Cafe;95 2nd Ave;New York;95 2nd Ave
Thailand Restaurant;106 Bayard St;New York;106 Bayard St
Thali Indian Vegetarian Inc;Indian;New York;Indian
Thali Indian Vegetarian Inc;28 Greenwich Ave # 1;New York;28 Greenwich Ave #1
Thanh Hong Restaurant Inc;30 E Broadway # 4;New York;30 E Broadway #4
Thanh Vi Restaurant;137 E Broadway;New York;137 E Broadway
The Beekman;15 Beekman Street # 17;New York;15 Beekman St #17
The Carriage House;219 East 59th Street;New York;219 E 59th St
The Cupping Room Cafe;359 West Broadway;New York;359 W Broadway
The Elephant;58 East 1st. St.;New York;58 E 1st St
The Globe Restaurant;26th Street And Park Ave Sth;New York;26th Street And Park Ave Sth
The Hideaway;185 Duane Street;New York;185 Duane St
The Lobby Lounge af the Algonquin Hotel;59 West 44th Street;New York;59 W 44th St
The New Panorama Cafe;303 East 85th St.;New York;303 E 85th St
The Oak Room;59 West 44th Street;New York;59 W 44th St
The Organic Grill;123 First Ave;New York;123 1st Avenue
The Overlook;225 East 44th Street;New York;225 E 44th St
The Red Lion;151 Bleecker St.;New York;151 Bleecker St
The River Room;Riverside Drive at 145th Street;New York;Riverside Dr & W 145th St
The Riverside Church;490 Riverside Dr.;New York;490 Riverside Dr
The Sanctuary;25 1st Avenue;New York;25 1st Avenue
The Village Pourhouse;64 Third Avenue;New York;64 3rd Ave
Theadore;17 E 13th St;New York;17 E 13th St
Third & Long;523 3rd Ave;New York;523 3rd Ave
Third Avenue Bagel & Appetizer;1461 3rd Ave;New York;1461 3rd Ave
Three Decker Restaurant Inc;1746 2nd Ave # 1;New York;1746 2nd Ave #1
Three Guys Restaurant;49 E 96thmadisson Ave;New York;49 E 96thmadisson Ave
Three Guys Restaurant;960 Madison Ave;New York;960 Madison Ave
Three Of Cups;83 1st Ave;New York;83 1st Avenue
Three Star Coffee Shop;541 Columbus Ave;New York;541 Columbus Ave
Three Stars Restaurant;1462 1st Ave;New York;1462 1st Avenue
Tibet Shambala;488 Amsterdam Ave # Ground;New York;488 Amsterdam Ave
Tibet on Houston;136 W Houston @ Sullivan;New York;136 W Houston St
Tibetan Kitchen;444 3rd Ave;New York;444 3rd Ave
Tick Tock Diner;481 8th Ave;New York;481 8th Ave
Tien Fu Restaurant;180 3rd Ave;New York;180 3rd Ave
Tien Garden Inc;170 Allen St;New York;170 Allen St
Tijuana Toms;114 Greenwich St;New York;114 Greenwich St
Time Cafe;87 7th Ave S;New York;87 7th Ave S
Time Cafe;380 Lafayette St;New York;380 Lafayette St
Time Cafe;2330 Broadway;New York;2330 Broadway
Times Square Brewery Rstrnt;160 W 42nd St;New York;160 W 42nd St
Timothys Coffees Of World;200 E 94th St;New York;Carnegie Park
Tin Hoi Chinese Restaurant;520 E 14th St # 520;New York;520 E 14th St #520
Tindo Restaurant Inc;1 Eldridge St;New York;1 Eldridge St
Tio Pepe Restaurant;168 W 4th St;New York;168 West 4th Street
Tipo Romano Inc;359 W 53rd St;New York;359 W 53rd St
Tiramisu Inc;1410 3rd Ave;New York;1410 3rd Ave
Titou;259 W 4th St;New York;259 West 4th Street
Tivoli Restaurant;515 3rd Ave # 1;New York;515 3rd Ave #1
Toad Hall;57 Grand St;New York;57 Grand St
Tofu Chinese & Japanese Rstrnt;2741 Broadway;New York;2741 Broadway
Tokubei 86;314 E 86th St;New York;314 East 86th St
Tokyo Feast Inc;50 W 55th St;New York;50 W 55th St
Tokyo Lamen;90 University Pl;New York;90 University Pl
Tokyo Lunch;10 John St;New York;10 John St
Tokyo Pop;2728 Broadway;New York;2728 Broadway
Toledo Restaurant;6 E 36th St;New York;6 E 36th St
Tomas 126 Delancey Corp;116 Delancey St;New York;116 Delancey St
Tomas Restaurant;2148 Amsterdam Ave;New York;2148 Amsterdam Ave
Tomoe Sushi;172 Thompson St;New York;172 Thompson St
Tomotachi Sushi Take Out;204 Spring St;New York;204 Spring St
Toms Kitchen;1172 Amsterdam Ave;New York;Avery Hall
Toms Restaurant;2880 Broadway;New York;2880 Broadway
Tong Sing Take Out;2245 1st Ave # 30;New York;2245 1st Avenue #30
Tonic East;411 3rd Ave (Off 29th Street);New York;411 3rd Ave Off 29th
Tony Di Napoli Restaurant;1606 2nd Ave;New York;1606 2nd Ave
Tony Mirenda Restaurant;107 Macombs Pl;New York;107 Macombs Pl
Tonys Of Worth St;83 Worth St # 1;New York;83 Worth St #1
Tonys Pizzeria;58 Macdougal St;New York;58 MacDougal St
Tonys Restaurant;265 W 37th St;New York;265 W 37th St
Tonys Sandwich Shop;83 Baxter St;New York;83 Baxter St
Top Broccoli Restaurant;304 W 40th St;New York;304 W 40th St
Top Of The Tower;3 Mitchell Pl;New York;3 Mitchell Pl
Topaz Thai Restaurant;Thai;New York;Thai
Topaz Thai Restaurant;127 W 56th St # 1;New York;127 W 56th St #1
Toppings Restaurant;133 W 14th St;New York;133 W 14th St
Tops Food Co;139 E Broadway;New York;139 E Broadway
Toraya Restaurant;300 E 52nd St;New York;300 E 52nd St
Torch;137 Ludlow St;New York;137 Ludlow St
Torre Di Pisa Inc;19 W 44th St;New York;19 W 44th St
Tortilla Flats Restaurant;767 Washington St;New York;767 Washington St
Toscorp;127 7th Ave;New York;127 7th Ave
Toshi Restaurant Ltd;1144 1st Ave;New York;1144 1st Avenue
Totonno's;462 Second Avenue @ 26th Street;New York;462 2nd Ave #26th
Totonnos Manhattan;1544 2nd Ave;New York;1544 2nd Ave
Totoya Restaurant;1144 1st Ave;New York;1144 1st Avenue
Tout-va-bien Restaurant;311 W 51st St # 1;New York;311 W 51st St #1
Tovars Deli;691 10th Ave;New York;691 10th Ave
Towers Food Service;466 1st Ave;New York;466 S 1st Ave
Town & Gardens Ltd;(212) 627-5558;New York;(212) 627-5558
Town & Gardens Ltd;Pier 64 At 24th St W;New York;353 West St
Town Crier Restaurant;303 E 53rd St;New York;303 E 53rd St
Town House Inn Restaurant;696 2nd Ave;New York;696 2nd Ave
Townhouse Restaurant;206 E 58th St;New York;206 E 58th St
Trade Inn Restaurant & Coffee Hse;Path Terminal;New York;Path Terminal
Tramway Coffee Shop;1143 2nd Ave;New York;1143 2nd Ave
Tran Peter;83 Chrystie St;New York;83 Chrystie St
Trapani;89 South St;New York;89 South St
Trattoria Alba;233 E 34th St;New York;233 E 34th St
Trattoria Dellarte;900 7th Ave;New York;900 7th Ave
Trattoria Dopo Teatro;125 W 44th St;New York;125 W 44th St
Trattoria I Pagliacci;240 Park Ave S;New York;240 Park Ave S
Trattoria Rustica;343 E 85th St;New York;343 E 85th St
