Name;Neighborhood;Address;Country;Country code;Type;Cost;Phone
Zoe;SOHO;90 Prince St;New York;NY;American;$$$;
Zoma;Harlem;2084 Frederick Douglass Blvd.;New York;NY;Ethiopian \ African: Ethiopian;$$;(212-662-0620)
Zona Rosa;Midtown West;40 W 56th St;New York;NY;Mexican;;(212-247-2800)
Zona Rosa;Midtown West;;New York;NY;Mexican;;(212-247-2800)
Zum Schneider;East Village;107 Ave C;New York;NY;German;$;
Zuni;Theater;598 Ninth Ave;New York;NY;American \ American Regional;$$;(212-765-7626)
Zuni;Midtown West;;New York;NY;American Regional;;(212-765-7626)
Zutto;TriBeCa;77 Hudson Street;New York;NY;Sushi;$$;
p*ong;Greenwich Village;150 W. 10th Street;New York;NY;Dessert;$$;
1 Dominick;Soho;;New York;NY;Italian;;(212-647-0202)
1 Dominick;SoHo;1 Dominick St at Sixth Ave;New York;NY;Italian;;(212-647-0202)
1492 Food;Lower East Side;;New York;NY;Spanish;;(646-654-1114)
41 Greenwich Avenue;West Village;;New York;NY;;;
508;SoHo;508 Greenwich St at Spring St;New York;NY;Mediterranean;;(212-219-2444)
7A;East Village;;New York;NY;American;;(212-673-6583)
88 Orchard;Lower East Side;;New York;NY;Cafés;;(212-228-8880)
A Salt & Battery;West Village;;New York;NY;British & Irish;;(212-691-2713)
Abraço;East Village;;New York;NY;Cafés & diners;;(212-388-9731)
Aburiya Kinnosuke;Midtown East;;New York;NY;Japanese;;(212-867-5454)
Adä;Midtown East;;New York;NY;Indian;;(212-371-6060)
Ago;Tribeca;;New York;NY;Italian;;(212-925-3797)
Al Baraka;Upper East Side;;New York;NY;Moroccan;;(212-744-2122)
Al Bustan;Midtown East;;New York;NY;Middle Eastern;;(212-759-5933)
Alcala;Midtown East;;New York;NY;Spanish;;(212-370-1866)
Alloro;Upper East Side;;New York;NY;Italian;;(212-535-2866)
Ama;Soho;;New York;NY;Italian;;(212-358-1707)
American Grill;East Village;;New York;NY;;;
Angus McIndoe;Midtown West;;New York;NY;American;;(212-221-9222)
Antique Garage;Soho;;New York;NY;Mediterranean;;(212-219-1019)
Antique Garage;SoHo;41 Mercer St btwn Broome and Grand Sts;New York;NY;Mediterranean;;(212-219-1019)
Antonucci;Upper East Side;;New York;NY;Italian;;(212-570-5100)
Arium;Meatpacking District;;New York;NY;Cafés & diners;;(212-463-8630)
Ariyoshi;East Village;806 Broadway btwn 11th and 12th Sts;New York;NY;Japanese;;(212-388-1884)
At Vermilion;Midtown East;;New York;NY;Eclectic;;(212-871-6600)
Avenue A Sushi;East Village;;New York;NY;Japanese;;(212-982-8109)
Avon Bistro;Midtown East;;New York;NY;Eclectic;;(212-752-9587)
Azalea;Midtown West;;New York;NY;Italian;;(212-262-0105)
BB Sandwich Bar;Greenwich Village;;New York;NY;American;;(212-473-7500)
BG;Midtown East;;New York;NY;Cafés;;(212-872-8977)
BLT Burger;Greenwich Village;;New York;NY;American;;(212-243-8226)
BXL Cafe;Midtown West;;New York;NY;Belgian;;(212-768-0200)
Bacaro;Lower East Side;;New York;NY;Italian;;(212-941-5060)
Back Forty;East Village;;New York;NY;American;;(212-388-1990)
Bali Nusa Indah;Midtown West;;New York;NY;Asian: Indonesian;;(212-974-1875)
Bamboo 52;Midtown West;;New York;NY;Asian: Pan-Asian;;(212-315-2777)
Bamn!;East Village;;New York;NY;Eclectic;;(888-400-2266)
Bar 6;Greenwich Village;502 Sixth Ave btwn 12th and 13th Sts;New York;NY;French;;(212-691-1363)
Bar Blanc;West Village;;New York;NY;French;;(212-255-2330)
Bar Blanc;Greenwich Village;142 W 10th St btwn Greenwich Ave and...;New York;NY;French;;(212-255-2330)
Bar Boulud;Upper West Side;;New York;NY;French;;(212-595-0303)
Bar Stuzzichini;Gramercy / Flatiron;;New York;NY;Italian;;(212-780-5100)
Bar Veloce;Chelsea;;New York;NY;Italian;;(212-629-5300)
Barbuto;Meatpacking District;;New York;NY;Italian;;(212-924-9700)
Belcourt;East Village;;New York;NY;Mediterranean;;(212-979-2034)
Bella Blu;Upper East Side;;New York;NY;Italian;;(212-988-4624)
Benoit;Midtown West;;New York;NY;French;;(646-943-7373)
Bereket;Lower East Side;;New York;NY;Turkish;;(212-475-7700)
Better Burger;Midtown East;561 Third Ave at 37th St;New York;NY;American;;(212-949-7528)
Bin 71;Upper West Side;;New York;NY;Italian;;(212-362-5446)
Biricchino;Chelsea;260 W 29th St at Eighth Ave;New York;NY;Italian;;(212-695-6690)
Bistro Desaret;Midtown East;;New York;NY;French;;(212-207-8777)
Bistro Le Steak;Upper East Side;;New York;NY;French;;(212-517-3800)
Bistro du Nord;Upper East Side;;New York;NY;French;;(212-289-0997)
Bistrouge;East Village;;New York;NY;Eclectic;;(212-677-2200)
Blue Ribbon Brasserie;SoHo;97 Sullivan St btwn Prince and Spring...;New York;NY;;;
Bocca di Bacco;Midtown West;;New York;NY;Italian;;(212-265-8828)
Bone Lick Park;West Village;;New York;NY;Barbeque;;(212-647-9600)
Bone Lick Park;Greenwich Village;75 Greenwich Ave btwn Seventh Ave South...;New York;NY;Barbeque;;(212-647-9600)
Bongo;Chelsea;;New York;NY;Seafood;;(212-947-3654)
Brasserie 360;Upper East Side;;New York;NY;French;;(212-688-8688)
Brasserie 44;Midtown West;;New York;NY;American;;(212-944-8844)
Brasserie 52;Midtown West;772 Ninth Ave btwn 51st and 52nd Sts;New York;NY;French;;(212-586-5005)
Brasserie Ruhlmann;Midtown West;;New York;NY;French;;(212-974-2020)
Bravo Gianni;Upper East Side;;New York;NY;Italian;;(212-752-7272)
Bread Tribeca;Tribeca;;New York;NY;Italian;;(212-334-8282)
Bricco;Midtown West;;New York;NY;Italian;;(212-245-7160)
Brick Lane Curry House;East Village;;New York;NY;Indian;;(212-979-2900)
Brio;Upper East Side;;New York;NY;Italian;;(212-980-2300)
Bruno Jamais Restaurant Club;Upper East Side;;New York;NY;French;;(212-396-3444)
Bruschetteria;Lower East Side;;New York;NY;Cafés;;(646-415-8681)
Bubby’s;Tribeca;;New York;NY;American;;(212-219-0666)
Bull & Bear;Midtown East;;New York;NY;Steakhouses;;(212-872-4900)
Bun;Soho;;New York;NY;Vietnamese;;(212-431-7999)
Butcher Bay;East Village;511 E 5th St btwn Avenues A and B;New York;NY;American Regional;;(212-260-1333)
Buzina Pop;Upper East Side;;New York;NY;Brazilian;;(212-879-6190)
Byblos;Midtown East;;New York;NY;Middle Eastern;;(212-687-0808)
Cabo Rojo;Chelsea;;New York;NY;Caribbean: Puerto Rican;;(212-929-9752)
Cacio e Vino;East Village;;New York;NY;Italian;;(212-228-3269)
Cafe Edison;Midtown West;;New York;NY;American;;(212-840-5000)
Cafetasia;Greenwich Village;;New York;NY;Asian: Pan-Asian;;(212-529-2363)
Café Condesa;West Village;;New York;NY;American Creative;;(212-352-0050)
Café Grumpy;Chelsea;;New York;NY;Cafés & diners;;(212-255-5511)
Café Loup;West Village;;New York;NY;;;
Café Luxembourg;Upper West Side;;New York;NY;French;;(212-873-7411)
Café Noir;Soho;;New York;NY;Mediterranean;;(212-431-7910)
Café Select;Soho;;New York;NY;Eclectic;;(212-925-9322)
Café d'Alsace;Upper East Side;;New York;NY;French;;(212-722-5133)
Café de Bruxelles;West Village;;New York;NY;Belgian;;(212-206-1830)
Café des Artistes;Upper West Side;;New York;NY;French;;(212-877-3500)
Café du Soleil;Upper West Side;;New York;NY;French;;(212-316-5000)
Calexico;Soho;;New York;NY;Mexican;;
Campo;Upper West Side;;New York;NY;Italian;;(212-864-1143)
Capsouto Frères;Tribeca;;New York;NY;French;;(212-966-4900)
Casa Adela;East Village;;New York;NY;Caribbean: Puerto Rican;;(212-473-1882)
Casa Havana;Chelsea;;New York;NY;Caribbean: Cuban;;(212-243-9421)
Casanis;Lower East Side;;New York;NY;French;;(212-677-9383)
Cascina;Midtown West;;New York;NY;Italian;;(212-245-4422)
Caviar Russe;Midtown East;;New York;NY;Russian;;(212-980-5908)
Centolire;Upper East Side;;New York;NY;Italian;;(212-734-7711)
Centrico;Tribeca;;New York;NY;Latin American;;(212-431-0700)
Centro Vinoteca;West Village;;New York;NY;Italian;;(212-367-7470)
Chez Josephine;Midtown West;;New York;NY;French;;(212-594-1925)
Chickpea;East Village;;New York;NY;Kosher;;(212-254-9500)
ChikaLicious;East Village;;New York;NY;Cafés & diners;;(212-995-9511)
China 1;East Village;;New York;NY;Chinese;;(212-375-0665)
Choga;Greenwich Village;;New York;NY;Korean;;(212-598-5946)
Churrascaria Plataforma;Midtown West;;New York;NY;South American \ Brazilian;$$$;(212-245-0505)
Churrascaria Tribeca;Tribeca;;New York;NY;Brazilian;;(212-925-6969)
Cipriani Le Specialita;Midtown East;;New York;NY;Italian;;(212-557-5088)
City Crab & Seafood Company;Gramercy / Flatiron;;New York;NY;Seafood;;(212-529-3800)
Co.;Chelsea;230 9th Ave btwn 24th and 25th Sts;New York;NY;Italian;;(212-243-1105)
Col Legno;East Village;;New York;NY;Italian;;(212-777-4650)
Commerce;West Village;;New York;NY;American;;(212-524-2301)
Cong Ly;Lower East Side;;New York;NY;Vietnamese;;(212-343-1111)
Congee;Lower East Side;;New York;NY;Chinese;;(212-965-5028)
Corio;Soho;;New York;NY;Mediterranean;;(212-966-3901)
Corton;Tribeca;;New York;NY;French;;(212-219-2777)
Country Café;Soho;;New York;NY;French;;(212-966-5417)
Crave Ceviche Bar;Midtown East;;New York;NY;Peruvian;;(212-355-6565)
Crif Dogs;East Village;;New York;NY;American;;(212-614-2728)
Curly's Vegetarian Lunch;East Village;;New York;NY;Vegetarian & Organic;;(212-598-9998)
Curry-Ya;East Village;214 East 10th St btwn 1st and 2nd Aves;New York;NY;Japanese;;(866-602-8779)
DB Bistro Moderne;Midtown West;;New York;NY;French;;(212-391-2400)
Danku;Midtown West;;New York;NY;Eclectic;;(212-888-3777)
Darbar;Midtown East;;New York;NY;Indian;;(212-681-4500)
Darbar Grill;Midtown East;;New York;NY;Indian;;(212-751-4600)
De Santos;Greenwich Village;139 W 10th St btwn 5th and 6th Aves;New York;NY;Italian;;(212-206-9229)
Degustation Wine & Tasting Bar;East Village;;New York;NY;;;
Delicia Brazil;West Village;;New York;NY;Brazilian;;(212-242-2002)
Dennis Foy;Tribeca;;New York;NY;American;;(212-625-1007)
Diablo Royale;West Village;;New York;NY;Mexican;;(212-620-0223)
Diablo Royale;Greenwich Village;189 W 10th Street btwn W 4th and...;New York;NY;Mexican;;(212-620-0223)
Dirt Candy;East Village;;New York;NY;Vegetarian & Organic;;(212-228-7732)
District;Midtown West;;New York;NY;American;;(212-485-2999)
DoSirak;Greenwich Village;30 E 13th St btwn Fifth Ave and...;New York;NY;Korean;;(646-336-1685)
Docks Oyster Bar & Seafood Grill;Upper West Side;;New York;NY;Seafood;;(212-724-5588)
Dok Suni's;East Village;;New York;NY;;;
Donut Pub;Chelsea;;New York;NY;Cafés & diners;;(212-929-0126)
Double Crown;East Village;;New York;NY;Australian & New Zealand;;(212-254-0350)
Dovetail;Upper West Side;;New York;NY;American;;(212-362-3800)
Downtown Cipriani;Soho;;New York;NY;Italian;;(212-343-0999)
Downtown Cipriani;SoHo;376 West Broadway btwn Broome and...;New York;NY;Italian;;(212-343-0999)
Druids;Midtown West;;New York;NY;American;;(212-307-6410)
Dumpling Man;East Village;;New York;NY;Asian: Pan-Asian;;(212-505-2121)
EN Japanese Brasserie;West Village;;New York;NY;Japanese;;(212-647-9196)
EN Japanese Brasserie;Greenwich Village;435 Hudson St at Leroy St;New York;NY;Japanese;;(212-647-9196)
East of Eighth;Chelsea;;New York;NY;American;;(212-352-0075)
Eat-pisode;Lower East Side;;New York;NY;Thai;;(212-677-7624)
Edward's;Tribeca;;New York;NY;American;;(212-233-6436)
El Centro;Midtown West;;New York;NY;Mexican;;(646-763-6585)
El Cocotero;Chelsea;;New York;NY;Latin American: Venezuelan;;(212-206-8930)
El Paso;Greenwich Village;134 W Houston St btwn MacDougal and...;New York;NY;Mexican;;(212-673-0828)
El Paso Taqueria;Upper East Side;1642 Lexington Ave btwn 103rd and 104th...;New York;NY;Mexican;;(212-996-1739)
El Quinto Pino;Chelsea;;New York;NY;Spanish;;(212-206-6900)
Elephant & Castle;West Village;;New York;NY;American;;(212-243-1400)
Elettaria;Greenwich Village;33 W 8th St at MacDougal St;New York;NY;Eclectic;;(212-677-3833)
Empanada Mama;Midtown West;;New York;NY;Latin American;;(212-698-9008)
Empire Diner;Chelsea;;New York;NY;Cafés & diners;;(212-243-2736)
Epices du Traiteur;Upper West Side;;New York;NY;Mediterranean;;(212-579-5904)
Ethos;Midtown East;495 Third Ave btwn 33rd and 34th Sts;New York;NY;Greek;;(212-252-1972)
Etrusca;Midtown West;;New York;NY;Italian;;(212-261-5750)
Evergreen Shanghai;Midtown East;10 E 38th St btwn Fifth and Madison Aves;New York;NY;Chinese;;(212-448-1199)
Falai Panetteria;Lower East Side;;New York;NY;Cafés & diners;;(212-777-8956)
Fig & Olive;Midtown East;;New York;NY;Mediterranean;;(212-319-2002)
Fiorini;Midtown East;;New York;NY;Italian;;(212-308-0830)
Fireside;Midtown East;;New York;NY;American Creative;;(212-754-5017)
First Hungarian Literary Society;Upper East Side;;New York;NY;Eastern European;;(212-288-5002)
Fishtail by David Burke;Upper East Side;;New York;NY;American Creative;;(212-754-1300)
Fives;Midtown East;;New York;NY;American Creative;;(212-903-3918)
Flex Mussels;Upper East Side;;New York;NY;Eclectic;;(212-717-7772)
Flor de Sol;Tribeca;;New York;NY;Spanish;;(212-334-8087)
Franchia;Midtown East;;New York;NY;Korean;;(212-213-1001)
Frank;East Village;;New York;NY;Italian;;(212-420-0202)
Frankies Spuntino 17 Clinton Street;Lower East Side;;New York;NY;Italian;;(212-253-2303)
FreeFoods NYC;Midtown West;;New York;NY;Cafés & diners;;(212-249-4529)
Friend House 2;East Village;;New York;NY;Thai;;(212-614-8814)
Funayama;West Village;;New York;NY;Japanese;;(212-989-2500)
Galanga;Greenwich Village;;New York;NY;Thai;;(212-228-4267)
Gemma;East Village;;New York;NY;Italian;;(212-505-9100)
Georgia's Eastside BBQ;Lower East Side;;New York;NY;Barbeque;;(212-253-6280)
Giano;East Village;;New York;NY;Italian;;(212-673-7200)
Gigino Trattoria;Tribeca;;New York;NY;Italian;;(212-431-1112)
Gilt;Midtown East;;New York;NY;Eclectic;;(212-891-8100)
Gino;Upper East Side;;New York;NY;Italian;;(212-758-4466)
Giorgione;Soho;;New York;NY;Italian;;(212-352-2269)
Girasole;Upper East Side;;New York;NY;Italian;;(212-772-6690)
Gonzo;West Village;;New York;NY;Italian;;(212-645-4606)
Gottino;West Village;;New York;NY;Italian;;(212-633-2590)
Gradisca;West Village;;New York;NY;Italian;;(212-691-4886)
Gradisca;Greenwich Village;126 W 13th St btwn Sixth and Seventh...;New York;NY;Italian;;(212-691-4886)
Graffiti;East Village;;New York;NY;Eclectic;;(212-464-7743)
Grano Trattoria;West Village;;New York;NY;Italian;;(212-645-2121)
Grano Trattoria;Greenwich Village;21 Greenwich Ave at 10th St;New York;NY;Italian;;(212-645-2121)
Grom;Upper West Side;;New York;NY;Italian;;(646-290-7233)
Grotto;Lower East Side;;New York;NY;Italian;;(212-625-3444)
Guantanamera;Midtown West;;New York;NY;Latin American;;(212-262-5354)
Gusto Ristorante e Bar Americano;West Village;;New York;NY;Italian;;(212-924-8000)
Hacienda de Argentina;Upper East Side;;New York;NY;Argentine;;(212-472-5300)
Han Bat;Midtown West;;New York;NY;Korean;;(212-629-5588)
Harry Cipriani;Midtown East;;New York;NY;Italian;;(212-753-5566)
Haru;Upper East Side;433 Amsterdam Ave;New York;NY;Japanese;$$;(212-452-2230)
Hawaiian Tropic Zone;Midtown West;;New York;NY;American Creative;;(212-626-7316)
Heartbeat;Midtown East;;New York;NY;Vegetarian & Organic;;(212-407-2900)
Hi-Life Restaurant & Lounge;Upper East Side;;New York;NY;American;;(212-628-5433)
Hoi An;Tribeca;;New York;NY;Vietnamese;;(212-233-1339)
Horus Café;East Village;;New York;NY;Mediterranean;;(212-228-4774)
Hundred Acres;Soho;;New York;NY;American;;(212-475-7500)
I Tre Merli Bistro;West Village;;New York;NY;Italian;;(212-929-2221)
Il Nido;Midtown East;;New York;NY;Italian;;(212-753-8450)
Il Postino;Midtown East;;New York;NY;Italian;;(212-688-0033)
Il Vagabondo;Upper East Side;;New York;NY;Italian;;(212-832-9221)
In Vino;East Village;;New York;NY;Italian;;(212-539-1011)
Indigo Indian Bistro;Midtown East;;New York;NY;Indian;;(212-421-1919)
Ippudo NY;East Village;;New York;NY;Japanese;;(212-388-0088)
Islero;Midtown East;;New York;NY;Spanish;;(212-752-1414)
Itzocan Bistro;Upper East Side;1575 Lexington Ave at 101st St;New York;NY;Mexican;;(212-423-0255)
Itzocan Cafe;East Village;;New York;NY;Mexican;;(212-677-5856)
Izakaya Ten;Chelsea;;New York;NY;Japanese;;(212-627-7777)
Jack’s Luxury Oyster Bar;East Village;;New York;NY;Seafood;;(212-253-7848)
Jean Claude;Soho;;New York;NY;French;;(212-475-9232)
Jeollado;East Village;;New York;NY;Japanese;;(212-260-7696)
Jewel Bako;East Village;;New York;NY;Japanese;;(212-979-1012)
Jimmy's No. 43;East Village;;New York;NY;;;
Juan Valdez Café;Midtown East;;New York;NY;Cafés;;(212-871-7515)
Jubilee;Midtown East;;New York;NY;French;;(212-888-3569)
Kasadela;East Village;;New York;NY;Japanese;;(212-777-1582)
Kenka;East Village;;New York;NY;Japanese;;(212-254-6363)
Khyber Pass;East Village;;New York;NY;Afghan;;(212-473-0989)
Kingswood;Greenwich Village;121 W 10th St btwn Greenwich and 6th...;New York;NY;Australian & New Zealand;;(212-645-0018)
Kitchen Club;Nolita;;New York;NY;;;
Kión;East Village;;New York;NY;Eclectic;;(212-529-5200)
Ko Sushi;Upper East Side;;New York;NY;Japanese;;(212-439-1678)
Kobe Club;Midtown West;;New York;NY;Steakhouses;;(212-644-5623)
Kobma Thai;West Village;;New York;NY;Japanese;;(212-645-8622)
Korea Palace;Midtown East;;New York;NY;Korean;;(212-832-2350)
Korean Temple Cuisine;East Village;;New York;NY;;;
Krunch Pizza Bar;Midtown East;;New York;NY;Italian;;(212-207-4122)
Kurve;East Village;;New York;NY;Asian: Pan-Asian;;(212-260-8018)
KushiQ;Midtown East;;New York;NY;Japanese;;(212-682-5814)
Kyotofu;Midtown West;;New York;NY;Cafés & diners;;(212-974-6012)
La Barra;Lower East Side;;New York;NY;Mexican;;(212-260-3900)
La Bonbonniere;West Village;;New York;NY;French;;(212-741-9266)
La Bottega;Chelsea;;New York;NY;Italian;;(212-243-8400)
La Carne Grill;Midtown East;;New York;NY;Kosher;;(212-490-7172)
La Colombe Torrefaction;Tribeca;;New York;NY;Cafés & diners;;(212-343-1515)
La Fonda Boricua;Upper East Side;;New York;NY;Caribbean: Puerto Rican;;(212-410-7292)
La Gioconda;Midtown East;;New York;NY;Italian;;(212-371-3536)
La Mangeoire;Midtown East;;New York;NY;French;;(212-759-7086)
La Masseria;Midtown West;;New York;NY;Italian;;(212-582-2111)
La Zarza;East Village;;New York;NY;Spanish;;(212-477-1111)
Lan Cafe;East Village;;New York;NY;Vietnamese;;(212-228-8325)
Landmark Tavern;Midtown West;;New York;NY;American;;(212-247-2562)
Las Ramblas;West Village;;New York;NY;Spanish;;(646-415-7924)
Lassi;West Village;;New York;NY;Indian;;(212-675-2688)
Lassi;Greenwich Village;28 Greenwich Ave at Charles St;New York;NY;Indian;;(212-675-2688)
Le Bateau Ivre;Midtown East;;New York;NY;French;;(212-583-0579)
Le Cirque;Midtown East;;New York;NY;French;;(212-644-0202)
Le Colonial;Midtown East;;New York;NY;Vietnamese;;(212-752-0808)
Le Lupanar;Lower East Side;;New York;NY;French;;(212-260-2036)
Le Marais;Midtown West;;New York;NY;Kosher;;(212-869-0900)
Le Père Pinard;Lower East Side;;New York;NY;French;;(212-777-4917)
Le Périgord;Midtown East;;New York;NY;French;;(212-755-6244)
Le Refuge;Upper East Side;;New York;NY;French;;(212-861-4505)
Le Singe Vert;Chelsea;;New York;NY;French;;(212-366-4100)
Levana;Upper West Side;;New York;NY;Kosher;;(212-877-8457)
Lexington Candy Shop;Upper East Side;;New York;NY;Cafés & diners;;(212-288-0057)
Life Cafe;East Village;;New York;NY;American;;(212-477-8791)
Lola;Soho;;New York;NY;French;;(212-675-6700)
Los Dados;Meatpacking District;;New York;NY;Mexican;;(646-810-7290)
Lucky Strike;Soho;;New York;NY;French;;(212-941-0772)
Lumi;Upper East Side;;New York;NY;Italian;;(212-570-2335)
Lunetta;Gramercy / Flatiron;;New York;NY;Italian;;(212-533-3663)
Lure Fishbar;Soho;;New York;NY;Seafood;;(212-431-7676)
L’Artusi;West Village;;New York;NY;Italian;;(212-255-5757)
Macao Trading Co.;Tribeca;;New York;NY;Eclectic;;(212-431-8750)
Macondo;Lower East Side;157 E Houston St btwn Eldridge and...;New York;NY;Latin American;;(212-473-9900)
Madison & Vine;Midtown East;;New York;NY;American;;(212-867-5535)
Mamá Mexico;Upper West Side;;New York;NY;Mexican;;(212-864-2323)
Mangia e Bevi;Midtown West;;New York;NY;Italian;;(212-956-3976)
Mangiami;Lower East Side;;New York;NY;Italian;;(212-477-7047)
Manhattan Bistro;Soho;;New York;NY;French;;(212-966-3459)
Mara’s Homemade;East Village;;New York;NY;American Regional;;(212-598-1110)
Margon;Midtown West;;New York;NY;Caribbean;;(212-354-5013)
Marinella;West Village;;New York;NY;Italian;;(212-807-7472)
Marinella;Greenwich Village;49 Carmine St at Bedford St;New York;NY;Italian;;(212-807-7472)
Market Cafe;Midtown West;;New York;NY;American;;(212-564-7350)
Matador;West Village;;New York;NY;Spanish;;(212-691-0057)
Matilda;East Village;;New York;NY;Eclectic;;(212-777-3355)
Matsugen;Tribeca;;New York;NY;Japanese;;(212-925-0202)
Maz Mezcal;Upper East Side;;New York;NY;Mexican;;(212-472-1599)
Maze;Midtown West;;New York;NY;Eclectic;;(212-468-8888)
Medina;Chelsea;;New York;NY;Moroccan;;(212-239-0057)
Melba’s;Harlem;;New York;NY;American Regional;;(212-864-7777)
Merkato 55;Meatpacking District;;New York;NY;African: Pan-African;;(212-255-8555)
Meskel;East Village;;New York;NY;African: Ethiopian;;(212-254-2411)
Mezzogiorno;Soho;;New York;NY;Italian;;(212-334-2112)
Mia Dona;Midtown East;;New York;NY;Mediterranean;;(212-750-8170)
Mint;Midtown East;;New York;NY;Indian;;(212-644-8888)
Mishima;Midtown East;164 Lexington Ave btwn 30th and 31st Sts;New York;NY;Japanese;;(212-532-9596)
Miyagi;West Village;;New York;NY;Japanese;;(212-620-3830)
Miyagi;Greenwich Village;220 W 13th St btwn Seventh and...;New York;NY;Japanese;;(212-620-3830)
Montien;East Village;;New York;NY;Thai;;(212-475-6814)
Montparnasse;Midtown East;;New York;NY;French;;(212-758-6633)
Mooncake Foods;Soho;;New York;NY;Asian: Pan-Asian;;(212-219-8888)
Mr. Chow Tribeca;Tribeca;;New York;NY;Chinese;;(212-965-9500)
Mudspot;East Village;;New York;NY;Cafés & diners;;(212-288-9074)
Muzzarella Pizza;East Village;;New York;NY;Italian: Pizza;;(212-614-0905)
Naima;Chelsea;;New York;NY;Italian;;(212-967-4392)
Naka Naka;Chelsea;;New York;NY;Japanese;;(212-929-8544)
Nam;Tribeca;;New York;NY;Vietnamese;;(212-267-1777)
Nanoosh Mediterranean Hummus Bar;Upper West Side;;New York;NY;Middle Eastern;;(212-362-7922)
Native;Harlem;;New York;NY;Caribbean;;(212-665-2525)
Natori;East Village;;New York;NY;Japanese;;(212-533-7711)
Natsumi;Midtown West;226 W 50th St btwn 8th Ave and Broadway;New York;NY;;;
Negril Village;Greenwich Village;70 W 3rd St btwn La Guardia Pl and...;New York;NY;Caribbean: Jamaican;;(212-477-2804)
Nello;Upper East Side;;New York;NY;Italian;;(212-980-9099)
Nice Matin;Upper West Side;;New York;NY;French;;(212-873-6423)
Ninth Street Espresso;East Village;;New York;NY;Cafés;;(212-358-9225)
Nippon;Midtown East;;New York;NY;Japanese;;(212-758-0226)
Nizza;Midtown West;;New York;NY;Italian;;(212-956-1800)
Noah's Ark;Lower East Side;;New York;NY;Kosher;;(212-674-2200)
Nobu;Tribeca;;New York;NY;Japanese;;(212-219-0500)
Nobu 57;Midtown West;;New York;NY;Japanese;;(212-757-3000)
Noche Mexicana;Upper West Side;;New York;NY;Mexican;;(212-662-6900)
Nomad;East Village;;New York;NY;African: Pan-African;;(212-253-5410)
Nooch;Chelsea;;New York;NY;Thai;;(212-691-8600)
Noodle Bar;West Village;;New York;NY;Chinese;;(212-524-6800)
Nori;East Village;;New York;NY;Japanese;;(212-677-4825)
Notaro;Midtown East;;New York;NY;Italian;;(212-686-3400)
Olana;Gramercy / Flatiron;;New York;NY;Eclectic;;(212-725-4900)
Old San Juan;Midtown West;;New York;NY;Caribbean: Puerto Rican;;(212-262-7013)
Olympic Pita;Midtown West;;New York;NY;Kosher;;(212-869-7482)
Omido;Midtown West;;New York;NY;Japanese;;(212-247-8110)
Oms/b;Midtown East;;New York;NY;Japanese;;(212-922-9788)
Orsay;Upper East Side;;New York;NY;French;;(212-517-6400)
Orso;Midtown West;;New York;NY;Italian;;(212-489-7212)
Osteria Laguna;Midtown East;;New York;NY;Italian;;(212-557-0001)
Osteria al Doge;Midtown West;;New York;NY;Italian;;(212-944-3643)
Osteria del Circo;Midtown West;;New York;NY;Italian;;(212-265-3636)
Ostia;West Village;;New York;NY;Spanish;;(212-924-2305)
Otafuku;East Village;;New York;NY;Japanese;;(212-353-8503)
Ozu;Upper West Side;;New York;NY;Asian: Pan-Asian;;(212-787-8316)
Padre Figlio;Midtown East;;New York;NY;Italian;;(212-286-4310)
Palma;West Village;;New York;NY;Italian;;(212-691-2223)
Palà;Lower East Side;;New York;NY;Italian: Pizza;;(212-614-7252)
Pampano Taqueria;Midtown East;;New York;NY;Mexican;;(212-751-5257)
Pamplona;Gramercy / Flatiron;;New York;NY;Spanish;;(212-213-2328)
Papatzul;Soho;;New York;NY;Mexican;;(212-274-8225)
Papaya King;Upper East Side;;New York;NY;American;;(212-369-0648)
Paris Match;Upper East Side;;New York;NY;French;;(212-737-4400)
Park Avenue Winter;Upper East Side;;New York;NY;American Creative;;(212-644-1900)
Park Blue;Midtown West;;New York;NY;Eclectic;;(212-247-2727)
Parma;Upper East Side;;New York;NY;Italian;;(212-535-3520)
Pasita;West Village;;New York;NY;Latin American: Venezuelan;;(212-255-3900)
Pata Negra;East Village;;New York;NY;Spanish;;(212-228-1696)
Patroon;Midtown East;;New York;NY;American;;(212-883-7373)
Peacock Alley;Midtown East;;New York;NY;French;;(212-872-7335)
Penang;Upper West Side;;New York;NY;Asian: Malaysian;;(212-585-3838)
Pepolino;Tribeca;;New York;NY;Italian;;(212-966-9983)
Per Lei;Upper East Side;;New York;NY;Italian;;(212-439-9200)
Pera Mediterranean Brasserie;Midtown East;;New York;NY;Mediterranean;;(212-878-6301)
Persephone;Upper East Side;;New York;NY;Greek;;(212-339-8363)
Persepolis;Upper East Side;;New York;NY;Middle Eastern;;(212-535-1100)
Pershing Square;Midtown East;;New York;NY;American;;(212-286-9600)
Philippe;Upper East Side;;New York;NY;Chinese;;(212-644-8885)
Phoenix Garden;Midtown East;;New York;NY;Chinese;;(212-983-6666)
Pigalle;Midtown West;790 Eighth Ave at 48th St;New York;NY;French;;(212-489-2233)
Pink Pony;Lower East Side;;New York;NY;French;;(212-253-1922)
Pintxos;Soho;;New York;NY;Spanish;;(212-343-9923)
Piola;East Village;48 E 12th St btwn Broadway and...;New York;NY;Italian;;(212-777-7781)
Podunk;East Village;;New York;NY;Cafés & diners;;(212-677-7722)
