restaurant;neighborhood;address;addressGoogle;country;country_code;type;cost;type_r
Szechuan Palace;Upper E. Side;;;;;;;
T G Whitneys';Midtown East;;;;;;;
T J's Southern Gourmet;Lower Manhattan;;;;;;;
T Salon and T Emporium;Flatiron/U. Sq.;;;;;;;
T.S. Ma;Midtown West;;;;;;;
Tabla;Flatiron/U. Sq.;;;;;;;
Table d'Hote;Upper E. Side;;;;;;;
Tachigui Soba;Midtown West;;;;;;;
Taco King;Upper E. Side;;;;;;;
Taco Taco;Upper E. Side;;;;;;;
Tacos & Burritos Place Express;Lower Manhattan;;;;;;;
Tad's Steaks;Midtown West;;;;;;;
Tads;Midtown West;;;;;;;
Tagine Dining Gallery;Midtown West;;;;;;;
Tai Hong Lau;Chinatown;;;;;;;
Taj Restaurant Inc;E. Village;;;;;;;
Tajmahal Indian Restaurant;E. Village;;;;;;;
Takahachi;E. Village;;;;;;;
Take;Lower Manhattan;;;;;;;
Tam-tam Bar;Midtown East;;;;;;;
Tamarind;Flatiron/U. Sq.;;;;;;;
Tamura;Lower Manhattan;;;;;;;
Tandoor Palace Inc;Lower Manhattan;;;;;;;
Tang Tang;Flatiron/U. Sq.;;;;;;;
Tano;Upper E. Side;;;;;;;
Tanti Baci Caffe;W. Village;;;;;;;
Tapastry;W. Village;;;;;;;
Taqueria Y Fonda La Mexicana;Upper W. Side;;;;;;;
Tara;E. Village;;;;;;;
Taron Sushi;Midtown East;;;;;;;
Tartine;W. Village;;;;;;;
Taste;Upper E. Side;;;;;;;
Taste Good Chinese Kitchen;Harlem;;;;;;;
Taste Of China;E. Village;;;;;;;
Taste Of India Restaurant;W. Village;;;;;;;
Tatany 52 Inc;Midtown East;;;;;;;
Tatany Japanese Restaurant;Murray Hill;;;;;;;
Tavern on the Green;Upper W. Side;;;;;;;
Tea & Sympathy;W. Village;;;;;;;
Tea Cafe;W. Village;;;;;;;
Tea Den Chinese Restaurant In;Midtown West;;;;;;;
Teany;Lower E. Side;;;;;;;
Teatro Grill;Midtown West;;;;;;;
Telepan;Upper W. Side;;;;;;;
Telephone Bar & Grill;E. Village;;;;;;;
Tello;Chelsea;;;;;;;
Temple;E. Village;;;;;;;
Temple Bar;E. Village;;;;;;;
Ten Pell Restaurant;Chinatown;;;;;;;
Tennessee Mountain;TriBeCa/SoHo;;;;;;;
Tennessee Mountain;Midtown West;;;;;;;
Tequila's;Upper W. Side;;;;;;;
Tequilas Mexican Grill Rstrnt;W. Village;;;;;;;
Tequilaville;Midtown East;;;;;;;
Tequilaville;Murray Hill;;;;;;;
Tequilaville;Midtown West;;;;;;;
Teresa Mimmo's;Chinatown;;;;;;;
Teresa's;Midtown West;;;;;;;
Teresa's Of Mulberry St;Chinatown;;;;;;;
Teriyaki Boy;Lower Manhattan;;;;;;;
Teriyaki Boy;Midtown West;;;;;;;
Teriyaki Boy;Lower E. Side;;;;;;;
Teriyaki Boy Inc;Flatiron/U. Sq.;;;;;;;
Tevere 84 Italian Glatt Kosher;Upper E. Side;;;;;;;
Texas Rotisserie & Grill;Upper W. Side;;;;;;;
Texas Rotisserie Chicken & Rib;E. Village;;;;;;;
Texas Rotisserie Chicken & Rib;Lower Manhattan;;;;;;;
Texas Smokehouse BBQ and Bourbon Bar;Flatiron/U. Sq.;;;;;;;
Thai Basile Ltd;Midtown West;;;;;;;
Thai Orchid;Midtown East;;;;;;;
Thai Spice Restaurant;W. Village;;;;;;;
Thai Village;W. Village;;;;;;;
Thailand Restaurant;Chinatown;;;;;;;
Thalia;Midtown West;;;;;;;
Thalia Kitchen;Midtown West;;;;;;;
Thau Restaurant Inc;Upper E. Side;;;;;;;
The Adore;E. Village;;;;;;;
The Alamo;Midtown East;;;;;;;
The Algonquin Hotel;Midtown West;;;;;;;
The Bistro At Candy Bar;Chelsea;;;;;;;
The Black Duck;Flatiron/U. Sq.;;;;;;;
The Commons;Upper E. Side;;;;;;;
The Delta Grill;Midtown West;;;;;;;
The E.U.;E. Village;;;;;;;
The French Butcher;Flatiron/U. Sq.;;;;;;;
The Garrick;Midtown West;;;;;;;
The Harrison;TriBeCa/SoHo;;;;;;;
The James Beard Foundation;W. Village;;;;;;;
The Kosher Marketplace;Upper W. Side;;;;;;;
The Library;Upper E. Side;;;;;;;
The Little Owl;W. Village;;;;;;;
The Little Place;TriBeCa/SoHo;;;;;;;
The Mercer Kitchen;TriBeCa/SoHo;;;;;;;
The Orchard;Lower E. Side;;;;;;;
The Oven;E. Village;;;;;;;
The Place;W. Village;;;;;;;
The Restaurant at Splashlight Studios;Midtown West;;;;;;;
The Secret Palace;E. Village;;;;;;;
The Spotted Pig;W. Village;;;;;;;
The Steakhouse at Fairway;Upper W. Side;;;;;;;
The Tapas Lounge;Midtown East;;;;;;;
The Tasting Room Wine Bar and Cafe;E. Village;;;;;;;
The Terrace;Upper W. Side;;;;;;;
The Water Club;Murray Hill;;;;;;;
The Waverly Inn;W. Village;;;;;;;
Third & Long;Murray Hill;;;;;;;
Thor;Lower E. Side;;;;;;;
Three Decker Restaurant Inc;Upper E. Side;;;;;;;
Three Guys Restaurant;Upper E. Side;;;;;;;
Three Star Coffee Shop;Upper W. Side;;;;;;;
Three Stars Diner;Upper E. Side;;;;;;;
Three of Cups;E. Village;;;;;;;
Tibet Shambala;Upper W. Side;;;;;;;
Tibet on Houston;W. Village;;;;;;;
Tibetan Kitchen;Murray Hill;;;;;;;
Tick Tock Diner;Midtown West;;;;;;;
Tiemann Oasis;Upper W. Side;;;;;;;
Tien Garden Inc;E. Village;;;;;;;
Tiffin;TriBeCa/SoHo;;;;;;;
Timothy's Coffees Of The World;Upper E. Side;;;;;;;
Tindo Restaurant Inc;Chinatown;;;;;;;
Tintol;Midtown West;;;;;;;
Tio Pepe Restaurant;W. Village;;;;;;;
Tir Na Nog;Midtown West;;;;;;;
Tivoli Restaurant;Murray Hill;;;;;;;
Toast;Harlem;;;;;;;
Todaro Bros.;Murray Hill;;;;;;;
Tokubei 86;Upper E. Side;;;;;;;
Tokyo Lamen;E. Village;;;;;;;
Tokyo Lunch;Lower Manhattan;;;;;;;
Toledo;Murray Hill;;;;;;;
Tom's Restaurant;Upper W. Side;;;;;;;
Tomoe Sushi;W. Village;;;;;;;
Tomotachi Sushi Take Out;TriBeCa/SoHo;;;;;;;
Tony's Di Napoli;Upper E. Side;;;;;;;
Toon's;TriBeCa/SoHo;;;;;;;
Top Broccoli Restaurant;Midtown West;;;;;;;
Top of the Tower;Midtown East;;;;;;;
Top of the Tower — Beekman Tower Hotel;Midtown East;;;;;;;
Torch;E. Village;;;;;;;
Torremolinos;Midtown East;;;;;;;
Tortilla Flats;W. Village;;;;;;;
Tossed;Flatiron/U. Sq.;;;;;;;
Totonno Pizzeria;Upper E. Side;;;;;;;
Totoya Restaurant;Upper E. Side;;;;;;;
Tout Va Bien;Midtown West;;;;;;;
Townhouse Restaurant;Midtown East;;;;;;;
Tracy's on the Side;Chelsea;;;;;;;
Trata;Upper E. Side;;;;;;;
Trattoria Alba;Murray Hill;;;;;;;
Trattoria Dopo Teatro;Midtown West;;;;;;;
Trattoria Rustica;Upper E. Side;;;;;;;
Trattoria Spaghetto;W. Village;;;;;;;
Trattoria Trecolori Inc;Midtown West;;;;;;;
Trattoria i Pagliacci;Flatiron/U. Sq.;;;;;;;
Tre Pomodori Restaurant;Murray Hill;;;;;;;
Tre Pomodoro Restaurant;Upper E. Side;;;;;;;
Treaty Stone Restaurant;Chelsea;;;;;;;
Treehouse;W. Village;;;;;;;
Tres Aztecas;Lower E. Side;;;;;;;
Trevi Coffee Shop;Flatiron/U. Sq.;;;;;;;
Triad Restaurant & Theater;Upper W. Side;;;;;;;
Triangolo;Upper E. Side;;;;;;;
Tribeca Diner;Lower Manhattan;;;;;;;
Tribeca Grill;TriBeCa/SoHo;;;;;;;
Trio;Murray Hill;;;;;;;
Triple A Restaurant;Harlem;;;;;;;
Trippletail;Upper E. Side;;;;;;;
Triumph Restaurant Corp;W. Village;;;;;;;
Trois Marches;Upper E. Side;;;;;;;
Trolley's Deli & Pizza;Midtown West;;;;;;;
Tsampa;E. Village;;;;;;;
Tsuki;Upper E. Side;;;;;;;
Tsukushi;Midtown East;;;;;;;
Tu Do Restaurant Corp;Chinatown;;;;;;;
Tung Cheung;Midtown East;;;;;;;
Tupelo Grill;Midtown West;;;;;;;
Turkish Grill;W. Village;;;;;;;
Turkish Kitchen;Murray Hill;;;;;;;
Turkuaz;Upper W. Side;;;;;;;
Turquoise Seafood Restaurant;Upper E. Side;;;;;;;
Two Boots;Midtown East;;;;;;;
Two Boots;E. Village;;;;;;;
Two Rancheros Restaurant;Midtown West;;;;;;;
Typhoon Asian Restaurant;Chelsea;;;;;;;
Typhoon Lounge;E. Village;;;;;;;
UKNEWYORK;TriBeCa/SoHo;;;;;;;
Uguale;W. Village;;;;;;;
Ukrainian East Village Rstrnt;E. Village;;;;;;;
Umbertos Clam House;Chinatown;;;;;;;
Uminoie;E. Village;;;;;;;
Una Pizza Napoletana;E. Village;;;;;;;
Uncle Moe's Burritos;Flatiron/U. Sq.;;;;;;;
Uncle Nick's Greek Cuisine;Midtown West;;;;;;;
Uncle Vanya;Midtown West;;;;;;;
Under The Stairs Restaurant;Upper W. Side;;;;;;;
Underground Pizzeria;Lower Manhattan;;;;;;;
Unicorn Restaurant;Harlem;;;;;;;
Union Square;Flatiron/U. Sq.;;;;;;;
Union Square Cafe;Flatiron/U. Sq.;;;;;;;
University Place Restaurant;E. Village;;;;;;;
Upstairs at Bouley Bakery and Market;TriBeCa/SoHo;;;;;;;
Urban Hero;Midtown West;;;;;;;
Urena's Restaurant;Harlem;;;;;;;
Usküdar;Upper E. Side;;;;;;;
Utopia;Upper W. Side;;;;;;;
Uva;Upper E. Side;;;;;;;
V & T Pizzeria;Upper W. Side;;;;;;;
Va Bene;Upper E. Side;;;;;;;
Va Tutto;TriBeCa/SoHo;;;;;;;
Vago;Midtown West;;;;;;;
Vandam;TriBeCa/SoHo;;;;;;;
Vandam Diner;TriBeCa/SoHo;;;;;;;
Vani Coffee Shop Inc;Chelsea;;;;;;;
Vatan;Murray Hill;;;;;;;
Vazacs Horseshoe Bar;E. Village;;;;;;;
Vege Vege Ii;Murray Hill;;;;;;;
Vegetable Garden;Murray Hill;;;;;;;
Velli;W. Village;;;;;;;
Velvet 51;E. Village;;;;;;;
Velvet Restaurant And Lounge;TriBeCa/SoHo;;;;;;;
Vento Trattoria;W. Village;;;;;;;
Venus Coffee Shop;Midtown East;;;;;;;
Verdi's Food Enterprises;Midtown West;;;;;;;
Veritas;Flatiron/U. Sq.;;;;;;;
Vermicelli;Upper E. Side;;;;;;;
Veselka;E. Village;;;;;;;
Vespa;Upper E. Side;;;;;;;
Vesuvio Bakery;TriBeCa/SoHo;;;;;;;
Via Brasil Inc;Midtown West;;;;;;;
Via Emilia;Flatiron/U. Sq.;;;;;;;
Via Oreto;Upper E. Side;;;;;;;
Via Oreto (CLOSED);Upper E. Side;;;;;;;
Via Quadronno;Upper E. Side;;;;;;;
Viand Coffee Shop;Upper E. Side;;;;;;;
Vico;Upper E. Side;;;;;;;
Victoria Restaurant;Midtown East;;;;;;;
Victory Cafe;Upper E. Side;;;;;;;
VietCafe;Lower Manhattan;;;;;;;
View Restaurant;Midtown West;;;;;;;
Vigneti;Midtown East;;;;;;;
Villa Berulia;Murray Hill;;;;;;;
Villa Mosconi;W. Village;;;;;;;
Village;W. Village;;;;;;;
Village Crown Inc;E. Village;;;;;;;
Village Natural Restaurant;W. Village;;;;;;;
Vince & Eddie's;Upper W. Side;;;;;;;
Vincent's Restaurant;Chinatown;;;;;;;
Vinci's Brothers Pizza Corp;Upper E. Side;;;;;;;
Vinegar Factory Restaurant;Upper E. Side;;;;;;;
Vintage;Midtown West;;;;;;;
Vintage New York WineBar;TriBeCa/SoHo;;;;;;;
Virage;E. Village;;;;;;;
Virgil's Real BBQ;Midtown West;;;;;;;
Vittorio Restaurant;W. Village;;;;;;;
Viva Brasil;Upper W. Side;;;;;;;
Viva Pancho West 44th Street;Midtown West;;;;;;;
Vivolo;Upper E. Side;;;;;;;
Volare Restaurant Corp;W. Village;;;;;;;
Vp2;W. Village;;;;;;;
Vp2 Go;W. Village;;;;;;;
Vuli Restaurant;Midtown East;;;;;;;
Vynl Diners;Midtown West;;;;;;;
W K Restaurant Inc;Chinatown;;;;;;;
WD-50;Lower E. Side;;;;;;;
Walker's;TriBeCa/SoHo;;;;;;;
Wallse;W. Village;;;;;;;
Washington Place Restaurant;W. Village;;;;;;;
Washington Square Coffee Shop;W. Village;;;;;;;
Wave Japanese Restaurant;Lower Manhattan;;;;;;;
West 79 Restaurant;Upper W. Side;;;;;;;
West Bank Cafe;Midtown West;;;;;;;
West Bank Cafe and Laurie Beechman Theater;Midtown West;;;;;;;
West End;Upper W. Side;;;;;;;
West End Gate;Upper W. Side;;;;;;;
West Side Cottage;Midtown West;;;;;;;
West Side Diner;Midtown West;;;;;;;
Western Seaworld;Chelsea;;;;;;;
Westside Cafe;Midtown West;;;;;;;
Westside Cottage Ii;Midtown West;;;;;;;
Westside Deli;Midtown West;;;;;;;
Westside Diner;Midtown West;;;;;;;
Westside Restaurant;Upper W. Side;;;;;;;
Westway Diner Inc;Midtown West;;;;;;;
Wheeltapper;Midtown East;;;;;;;
White Horse Tavern;W. Village;;;;;;;
Who's On First;Upper E. Side;;;;;;;
Wichcraft;Midtown West;;;;;;;
Wicked Wolf Restaurant;Upper E. Side;;;;;;;
Wilkinson's Seafood Restaurant;Upper E. Side;;;;;;;
Williams Bar-b-cue Poultry;Upper W. Side;;;;;;;
Win Hop Restaurant Inc;Chinatown;;;;;;;
Win49;Lower E. Side;;;;;;;
Windows On India Restaurant;E. Village;;;;;;;
Wing Dong;Harlem;;;;;;;
Wing Hing;Midtown West;;;;;;;
Wing Wah Restaurant;Harlem;;;;;;;
Wing Wong Chinese Restaurant;Chinatown;;;;;;;
Wing Yuan Kitchen Restaurant;Flatiron/U. Sq.;;;;;;;
Wings Of Westwood;Lower Manhattan;;;;;;;
Wo Hop Restaurant;Chinatown;;;;;;;
Wo On Restaurant Inc;Chinatown;;;;;;;
Wok & Roll;Midtown West;;;;;;;
Wok 'n Roll;Upper E. Side;;;;;;;
Wok 'n Roll;Midtown West;;;;;;;
Wok 63;Upper E. Side;;;;;;;
Wondee Siam;Midtown West;;;;;;;
Wondee Siam II;Midtown West;;;;;;;
Woo Lae Oak;TriBeCa/SoHo;;;;;;;
World Cafe;Upper W. Side;;;;;;;
World Cup Cafe Inc;Upper E. Side;;;;;;;
World Yacht Dining Cruises;Midtown West;;;;;;;
Wu Liang Ye;Murray Hill;;;;;;;
Wu Liang Ye;Midtown West;;;;;;;
Wu Liang Ye;Upper E. Side;;;;;;;
Xando - Broadway;Upper W. Side;;;;;;;
Xando Cosi;Murray Hill;;;;;;;
Xunta;E. Village;;;;;;;
Yaffa Cafe;E. Village;;;;;;;
Yaffa's T-Room;TriBeCa/SoHo;;;;;;;
Yakiniku Juju;Flatiron/U. Sq.;;;;;;;
Yakitori Taisho;E. Village;;;;;;;
Yakitori Torys;Midtown East;;;;;;;
Yakko Co;Murray Hill;;;;;;;
Yama Japanese;Flatiron/U. Sq.;;;;;;;
Yamaguchi Restaurant Corp;Midtown West;;;;;;;
Yankee Clipper Restaurant;Lower Manhattan;;;;;;;
Yatagan Kebab House;W. Village;;;;;;;
Yazmin's Express;Upper W. Side;;;;;;;
Yeman & Somalia Restaurant;Harlem;;;;;;;
Yet Jip;Midtown West;;;;;;;
Yetang Corp;Midtown East;;;;;;;
Yip's Restaurant;Lower Manhattan;;;;;;;
Yippie Yi Yo Cafe;Upper W. Side;;;;;;;
Yips;Midtown West;;;;;;;
Yodo Restaurant Of Japan;Midtown East;;;;;;;
Yonah Schimmel's Knishes;Lower E. Side;;;;;;;
Yonehama;Midtown East;;;;;;;
York Grill;Upper E. Side;;;;;;;
York Indian Cuisine;Upper E. Side;;;;;;;
York Pizza & Pita Cafe;Upper E. Side;;;;;;;
York Villa Pizzeria;Upper E. Side;;;;;;;
Yorkville Inn;Upper E. Side;;;;;;;
Yoshi;Midtown West;;;;;;;
You-Chun;Midtown West;;;;;;;
Yue Wah Chinese Restaurant;Midtown West;;;;;;;
Yuka Restaurant;Upper E. Side;;;;;;;
Yura & Co.;Upper E. Side;;;;;;;
Zafis Luncheonette;Lower E. Side;;;;;;;
Zanzibar;Midtown West;;;;;;;
Zen;Lower Manhattan;;;;;;;
Zen Palate;Midtown West;;;;;;;
Zen Restaurant;E. Village;;;;;;;
Zenith Vegetarian Cuisine;Midtown West;;;;;;;
Zephyr Grill;Midtown East;;;;;;;
Zerza;E. Village;;;;;;;
Zesty Pizzeria;Upper E. Side;;;;;;;
Zi Teresa Of Chelsea;Midtown West;;;;;;;
Zia Tonia/Buon Italia;Chelsea;;;;;;;
Zido's Coffee & Espresso Bar;Flatiron/U. Sq.;;;;;;;
Zig K Corp;E. Village;;;;;;;
Zoe;TriBeCa/SoHo;;;;;;;
Zona Rosa (CLOSED);Midtown West;;;;;;;
Zucchero;Upper E. Side;;;;;;;
Zucco;Lower E. Side;;;;;;;
Zula;Upper W. Side;;;;;;;
Zum Schneider;E. Village;;;;;;;
Zuni;Midtown West;;;;;;;
Zutto Japanese Restaurant;TriBeCa/SoHo;;;;;;;
Zócalo;Upper E. Side;;;;;;;
ino;W. Village;;;;;;;
Ñ 33 Crosby;TriBeCa/SoHo;;;;;;;
'inoteca;Gramercy / Flatiron;;;;;;;
1 Nocello;Theater District;;;;;;;
10 Downing Food & Wine;Greenwich Village;;;;;;;
15 East Restaurant;Union Square;;;;;;;
5's at The Peninsula New York;Midtown West;;;;;;;
508 Restaurant & Bar;TriBeCa - Downtown;;;;;;;
57 - Four Seasons Hotel New York;Midtown East;;;;;;;
A Voce;Gramercy / Flatiron;;;;;;;
AJ Maxwell's - Steakhouse;Theater District;;;;;;;
AMA;SoHo;;;;;;;
Above;Theater District;;;;;;;
Adour Alain Ducasse at The St. Regis New York;Midtown East;;;;;;;
Ago;TriBeCa - Downtown;;;;;;;
Aja;Midtown East;;;;;;;
Aja Asian Bistro & Lounge;Greenwich Village;;;;;;;
Al Diwan;East Village;;;;;;;
Aleo;Gramercy / Flatiron;;;;;;;
Alfama, Fine Portuguese Cuisine;West Village;;;;;;;
Alfredo of Rome;Rockefeller Center Midtown;;;;;;;
Allegretti;Gramercy / Flatiron;;;;;;;
Almond;Gramercy / Flatiron;;;;;;;
Amber - 3rd Avenue;Gramercy / Flatiron;;;;;;;
Amber - West;Upper West Side;;;;;;;
Amber Gramercy;Gramercy / Flatiron;;;;;;;
Amor Cubano;Harlem;;;;;;;
Antonucci's;Upper East Side;;;;;;;
Aquavit Cafe;Midtown East;;;;;;;
Aquavit Dining Room;Midtown East;;;;;;;
Arabelle at the Hotel Plaza Athenee;Upper East Side;;;;;;;
Archipelago;SoHo;;;;;;;
Arno Restaurant;Midtown West;;;;;;;
Asia de Cuba - New York;Murray Hill;;;;;;;
Asiate;Columbus Circle;;;;;;;
Aspen;Gramercy / Flatiron;;;;;;;
Aspen Social Club;Times Square;;;;;;;
Atria;Midtown West;;;;;;;
Aurora - Soho;SoHo;;;;;;;
B. Smith's Restaurant Row;Theater District;;;;;;;
BELLAVITAE;Greenwich Village;;;;;;;
BG - Bergdorf Goodman;Midtown West;;;;;;;
BLT Fish Bistro Laurent Tourondel;Gramercy / Flatiron;;;;;;;
BLT Prime Bistro Laurent Tourondel;Gramercy / Flatiron;;;;;;;
BLT Steak Bistro Laurent Tourondel;Midtown East;;;;;;;
BONDST;NoHo;;;;;;;
Bar Baresco;Chelsea;;;;;;;
Bar Boulud;Lincoln Center;;;;;;;
Bar Breton;Chelsea;;;;;;;
Bar Q;West Village;;;;;;;
Bar Stuzzichini;Gramercy / Flatiron;;;;;;;
Barbao;Upper West Side;;;;;;;
Barbetta Restaurant;Theater District;;;;;;;
Barbounia;Gramercy / Flatiron;;;;;;;
Barbuto;Meatpacking District;;;;;;;
Barclay Bar and Grill;Midtown East;;;;;;;
Barna;Murray Hill;;;;;;;
Basera Indian Bistro;Hell's Kitchen;;;;;;;
Battery Gardens;Battery Park;;;;;;;
Becco;Theater District;;;;;;;
Bella Luna - NYC;Upper West Side;;;;;;;
Ben and Jack's Steakhouse;Midtown East;;;;;;;
Benoit Restaurant and Bar;Midtown West;;;;;;;
Big Daddy's;Upper East Side;;;;;;;
Bistecca Fiorentina;Theater District;;;;;;;
Bistro Chat Noir;Upper East Side;;;;;;;
Bistro Milano;Midtown West;;;;;;;
Black Duck;Gramercy / Flatiron;;;;;;;
Blaue Gans;TriBeCa - Downtown;;;;;;;
Blue Smoke;Gramercy / Flatiron;;;;;;;
Bobby Van's Grill - 50th Street;Theater District;;;;;;;
Bobby Van's Grill - Broad Street;Financial District;;;;;;;
Bobby Van's Park Avenue - 'The Original';Midtown East;;;;;;;
Bobby Van's Steakhouse - 54th Street;Midtown East;;;;;;;
Bobby Van's Steakhouse - Broad Street;Financial District;;;;;;;
Bobo Restaurant;West Village;;;;;;;
Bocca Restaurant;Gramercy / Flatiron;;;;;;;
Bodrum Turkish Mediterranean;Upper West Side;;;;;;;
Body Restaurant & Lounge;Harlem;;;;;;;
Boom;SoHo;;;;;;;
Borgo Antico;Union Square;;;;;;;
Bossa Nova Brazil;Hell's Kitchen;;;;;;;
Boucarou;Lower East Side;;;;;;;
Bouley;TriBeCa - Downtown;;;;;;;
Bourbon Street Bar & Grill;Theater District;;;;;;;
Braai;Hell's Kitchen;;;;;;;
Braeburn Restaurant;West Village;;;;;;;
Brasserie 1605 at the Crowne Plaza Times Square;Times Square;;;;;;;
Brasserie 8 1/2;Midtown East;;;;;;;
Brasserie Athenee;Theater District;;;;;;;
Brasserie Cognac;Midtown West;;;;;;;
Brasserie Ruhlmann;Rockefeller Center Midtown;;;;;;;
Brazil Brazil;Theater District;;;;;;;
Brazil Grill;Theater District;;;;;;;
Breakfast at Four Seasons Hotel New York;Midtown East;;;;;;;
Bricklane Curry House;East Village;;;;;;;
Broadway Joe Steakhouse;Theater District;;;;;;;
Brother Jimmy's - New York;Midtown East;;;;;;;
Bubble Lounge - NYC;TriBeCa - Downtown;;;;;;;
Buddha Bar - New York;Meatpacking District;;;;;;;
Bull & Bear at the Waldorf Astoria;Midtown East;;;;;;;
Bun Soho;SoHo;;;;;;;
Butai;Union Square;;;;;;;
Butter;NoHo;;;;;;;
COLORS;NoHo;;;;;;;
COMMERCE;West Village;;;;;;;
Cafe D' Alsace;Upper East Side;;;;;;;
Cafe Luxembourg;Lincoln Center;;;;;;;
Cafe Notte;Upper East Side;;;;;;;
Cafe Spice - NYC;East Village;;;;;;;
Cafe des Artistes;Lincoln Center;;;;;;;
Cafe du Soleil;Upper West Side;;;;;;;
Café Centro;Midtown East;;;;;;;
Capital Grille - New York City;Midtown East;;;;;;;
Carmine's - 91st Street;Upper West Side;;;;;;;
Casaville;Murray Hill;;;;;;;
Cascina;Theater District;;;;;;;
Cavatappo Grill;Upper East Side;;;;;;;
Caviar Russe - Wave Sushi;Midtown East;;;;;;;
Center Cut;Lincoln Center;;;;;;;
Centovini;SoHo;;;;;;;
Central Park BoatHouse;Midtown East;;;;;;;
Centrico;TriBeCa - Downtown;;;;;;;
Cercle Rouge;TriBeCa - Downtown;;;;;;;
Cesca;Upper West Side;;;;;;;
Chanterelle;TriBeCa - Downtown;;;;;;;
Charlotte;Theater District;;;;;;;
Chez Lucienne;Harlem;;;;;;;
China 1;Lower East Side;;;;;;;
China Grill - New York;Midtown West;;;;;;;
Chinatown Brasserie;NoHo;;;;;;;
Church Lounge @ Tribeca Grand Hotel;TriBeCa - Downtown;;;;;;;
Ciaobella;Upper East Side;;;;;;;
Cinema - The Brasserie;Midtown East;;;;;;;
Ciro Trattoria;Theater District;;;;;;;
City Crab & Seafood Company;Gramercy / Flatiron;;;;;;;
City Hall;TriBeCa - Downtown;;;;;;;
City Lobster & Steakhouse;Theater District;;;;;;;
City Winery;West Village;;;;;;;
Club A Steakhouse;Midtown East;;;;;;;
Commodore Grill;Midtown East;;;;;;;
Compass Restaurant - New York;Upper West Side;;;;;;;
Cooper's Tavern;Midtown West;;;;;;;
Corton;TriBeCa - Downtown;;;;;;;
Country;Gramercy / Flatiron;;;;;;;
Craft;Gramercy / Flatiron;;;;;;;
Craftbar;Gramercy / Flatiron;;;;;;;
Crispo;Chelsea;;;;;;;
Cub Room;SoHo;;;;;;;
Da Marino;Theater District;;;;;;;
Darbar Grill;Midtown East;;;;;;;
Dardanel Mediterranean Seafood;Upper East Side;;;;;;;
David Burke Townhouse;Upper East Side;;;;;;;
Del Posto;Meatpacking District;;;;;;;
Delicatessen;NoLita;;;;;;;
Dennis Foy;TriBeCa - Downtown;;;;;;;
Dervish Mediterranean Restaurant;Theater District;;;;;;;
Destino - NYC;Midtown East;;;;;;;
Devi;Gramercy / Flatiron;;;;;;;
Dhaba;Midtown East;;;;;;;
Dinosaur Bar B Que;Upper West Side;;;;;;;
Diva;SoHo;;;;;;;
Dizzy's Club Coca Cola;Columbus Circle;;;;;;;
Domenico;Midtown East;;;;;;;
Dopo Teatro - Trattoria;Theater District;;;;;;;
Dos Caminos - Third Avenue;Midtown East;;;;;;;
Double Crown;NoHo;;;;;;;
Ducale Restaurant;Upper West Side;;;;;;;
Duke's - Gramercy Park;Gramercy / Flatiron;;;;;;;
Duke's - Murray Hill;Murray Hill;;;;;;;
Dylan Prime;TriBeCa - Downtown;;;;;;;
Earth NYC;Chelsea;;;;;;;
East of Eighth Restaurant;Chelsea;;;;;;;
El Parador;Murray Hill;;;;;;;
Eleven Madison Park;Gramercy / Flatiron;;;;;;;
Elizabeth;NoLita;;;;;;;
Emperor Japanese Tapas Shabu;SoHo;;;;;;;
Erminia Ristorante;Upper East Side;;;;;;;
Esca;Theater District;;;;;;;
Etcetera Etcetera;Theater District;;;;;;;
Ethos - Manhattan;Gramercy / Flatiron;;;;;;;
Ethos - U.N.;Midtown East;;;;;;;
Euzkadi;East Village;;;;;;;
FORGE;TriBeCa - Downtown;;;;;;;
Faces and Names;Midtown West;;;;;;;
Fig & Olive - Fifth Avenue;Midtown East;;;;;;;
Fig & Olive - Meatpacking;Meatpacking District;;;;;;;
Fig & Olive - Uptown;Upper East Side;;;;;;;
Firebird Russian Restaurant;Theater District;;;;;;;
Firenze;Upper East Side;;;;;;;
Fireside at Omni Berkshire;Midtown East;;;;;;;
Fishtail by David Burke;Upper East Side;;;;;;;
Five Points;NoHo;;;;;;;
Fleur de Sel;Gramercy / Flatiron;;;;;;;
Flor de Sol;TriBeCa - Downtown;;;;;;;
Forbidden City Bistro;Middletown, CT;;;;;;;
Fragolino Trattoria;Hell's Kitchen;;;;;;;
Frankie & Johnnie's Steakhouse - Manhattan;Midtown West;;;;;;;
Fraunces Tavern Restaurant;Financial District;;;;;;;
Fulton;Upper East Side;;;;;;;
Fusha West;Upper West Side;;;;;;;
Gaby Restaurant;Midtown West;;;;;;;
Gallagher's Steak House;Theater District;;;;;;;
Gallo Nero;Hell's Kitchen;;;;;;;
Garage Restaurant and Cafe;Greenwich Village;;;;;;;
Gente;Midtown East;;;;;;;
Giorgio's of Gramercy;Gramercy / Flatiron;;;;;;;
Giorgione;SoHo;;;;;;;
Giovanni Ristorante & Bar;Midtown West;;;;;;;
Gobo - Greenwich Village;Greenwich Village;;;;;;;
Gobo - Upper East Side;Upper East Side;;;;;;;
Gonzo;Greenwich Village;;;;;;;
Good Restaurant;West Village;;;;;;;
Gotham Bar and Grill;Union Square;;;;;;;
Gramercy Tavern;Gramercy / Flatiron;;;;;;;
Grand Bar & Lounge @ Soho Grand Hotel;SoHo;;;;;;;
