Name;Neighborhood;Address;Country;Country code;Type;Cost;Phone
Seven;Chelsea;;New York;NY;;;
Seven Bar & Grill;Midtown West;;New York;NY;;;
Seven Bar And Grill;Chelsea;350 Seventh Avenue;New York;NY;American Creative;;(212-967-1919)
Seven's Turkish Grill;;158 W 72nd St-Btwn Amsterdam & Columbus Ave;New York;NY;;;
Seven350;;7th Ave-;New York;NY;;;
Seventh Avenue Papaya;;225 7th Avenue;New York;NY;;;
Sevilla;Greenwich Village;;New York;NY;;;
Sevilla Restaurant & Bar;W. Village;;New York;NY;;;
Seymour Burton;;511 E 5th St between Aves A and BSey;New York;NY;;;
Seymour Burton (CLOSED);East Village;;New York;NY;American;;(212-260-1333)
Seyna International Inc;;68 E 56th St;New York;NY;;;
Sezz Medi';Harlem;1260 Amsterdam Ave;New York;NY;Mediterranean;$$;(212-932-2901)
Sezz Medì;Morningside Hts;;New York;NY;;;
Seäsonal Restaurant & Weinbar;Midtown West;132 W 58th St-between Sixth and Seventh Aves;New York;NY;Austrian;;(212-957-5550)
Sfoglia;Upper E. Side;1402 Lexington Avenue;New York;NY;Italian;$$$$;
Sfoglia14;;02 Lexington Ave-;New York;NY;;;
Sfuzzi Restaurant;;58 W 65th St;New York;NY;;;
Sgs Donuts Inc;;254 8th Ave;New York;NY;;;
Sha-La Gourmet;;1435 Broadway-Btwn 40th & 41st St;New York;NY;;;
Shaan Of India;;57 W 48th St;New York;NY;;;
Shabazs Restaurant Corp;;1998 2nd Ave;New York;NY;;;
Shabu Tatsu;Upper W. Side;;New York;NY;;;
Shabu-Shabu;;70314 E 70th St-Btwn 1st & 2nd Ave;New York;NY;;;
Shabu-Shabu 70;Upper East Side;;New York;NY;Japanese;;(212-861-5635)
Shabu-Tatsu Downtown;E. Village;;New York;NY;Japanese;;(212-477-2972)
Shabu-shabu;;314 E 70th St;New York;NY;;;
Shabu-shabu 70;Upper E. Side;;New York;NY;;;
Shaburi;Midtown East;125 E 39th St btwn Park and Lexington...;New York;NY;Japanese;;(212-867-6999)
Shaburi;Murray Hill/kips Bay;125 E 39th St;New York;NY;Japanese;$$$;(212-867-6999)
Shaburi12;;5 E 39th St-;New York;NY;;;
Shades of Green Pub & Restaurant;;125 E 15th St-At Irving Pl;New York;NY;;;
Shaffer City;;5 W 21st St-Btwn 5th & 6th Ave;New York;NY;;;
Shaffer City Oyster Bar And Grill;Flatiron/u. Sq.;5 W 21st St;New York;NY;Seafood;$$$;(212-255-9827)
Shaffer City Oyster Bar and Grill;Chelsea;;New York;NY;;;
Shag;;;New York;NY;American;;
Shag;West Village;4 Eighth Ave-between Bleecker and W 12th Sts;New York;NY;American;;(212-242-0220)
Shaheen Restaurant Inc;;99 Lexington Ave;New York;NY;;;
Shaheen Sweets;;130 East 29TH Street;New York;NY;;;
Shake Shack;;0Madison Square Park-At 23rd St & Madison Ave;New York;NY;;;
Shake Shack;Flatiron/u. Sq.;11 Madison Ave;New York;NY;American;$$;
Shake Shack;Gramercy/flatiron;;New York;NY;American;;(212-889-6600)
Shake Shack;Upper West Side;366 Columbus Ave;New York;NY;American;$$;(no phone yet)
Shake ShackMadison Square Park;;0 At 23rd St & Madison Ave-;New York;NY;;;
Shalel;Upper W. Side;;New York;NY;;;
Shalel Lounge;;65 West 70th Street;New York;NY;;;
Shaliga Thai Cuisine;;834 2nd Ave;New York;NY;;;
Shalizar;Upper East Side;;New York;NY;Middle Eastern: Persian;;(212-288-0012)
Shallots NY;Midtown East;;New York;NY;;;
Shalom Chai Pizza;;357 Grand St-Btwn Ludlow & Essex St;New York;NY;;;
Shamrat;;1365 1st Ave-Btwn 73rd & 74th St;New York;NY;;;
Shamrat Indian Restaurant;;197 E 76th St;New York;NY;;;
Shamrat Indian Restaurant;Upper E. Side;;New York;NY;;;
Shamrat13;;65 1st Ave-;New York;NY;;;
Shandon Star Restaurant;;938 8th Ave;New York;NY;;;
Shang;;187 Orchard St-At Stanton St;New York;NY;;;
Shang;Lower East Side;;New York;NY;Chinese;;(212-260-7900)
Shang Hai Cuisine;;89 Bayard St # Ground;New York;NY;;;
Shanghai Cafe;;Chinese;New York;NY;;;
Shanghai Cuisine;Chinatown;;New York;NY;Chinese;;(212-732-8988)
Shanghai Garden;;14 Elizabeth St-Btwn Bayard & Canal St;New York;NY;;;
Shanghai Gourmet;;57 Mott St;New York;NY;;;
Shanghai Kitchen;;67 Bayard St-;New York;NY;;;
Shanghai Manor Restaurant;;141 E 55th St;New York;NY;;;
Shanghai Mong;Midtown West;;New York;NY;Chinese;;(212-629-6450)
Shanghai Pavilion;Upper E. Side;;New York;NY;Chinese;;(212-585-3388)
Shanghai Snack Bar;;14 Elizabeth St # A;New York;NY;;;
Shanghai Square;;9 E 13th St-Btwn 5th & University Pl;New York;NY;;;
Shangri-La;;129 2nd Avenue;New York;NY;;;
Shangri-la Restaurant;;228 Fort Washington Ave # 1;New York;NY;;;
Shapla Indian Restaurant;E. Village;;New York;NY;;;
Sharaku;;288 8th Ave-At 24th St;New York;NY;;;
Sharaku Japanese Restaurant;;14 Streetuyvesant Street;New York;NY;;;
Sharaku Japanese Restaurant;E. Village;;New York;NY;Japanese;;(212-598-0403)
Sharaku28;;8 8th Ave-;New York;NY;;;
Shark Bar;Upper W. Side;;New York;NY;;;
Shark Bar Restaurant;;307 Amsterdam Ave-Btwn 74th & 75th St;New York;NY;;;
Sharz;;435 E 86th St-Btwn 1st & York Ave;New York;NY;;;
Sharz Cafe;;177 E 90th St;New York;NY;;;
Sharz Cafe & Wine Bar;Upper E. Side;;New York;NY;American;;(212-369-1010)
Sharz435 E;;86th St-;New York;NY;;;
Sheep Meadow;;1CafeSheep Meadow, Central Park 1 At W 69th St-;New York;NY;;;
Sheep Meadow Cafe;;Sheep Meadow, Central Park-At W 69th St;New York;NY;;;
Sheep Meadow Cafe;Upper W. Side;;New York;NY;;;
Sheep Station;Park Slope;;New York;NY;;;
Sheepmeadow Cafe;;Central Park W;New York;NY;;;
Shelly's New York;Midtown West;;New York;NY;;;
Shelly's Tradizionale;Midtown West;;New York;NY;;;
Shelly's Trattoria La Tradizionale;;41 W 57th St-Btwn 5th & 6th Ave;New York;NY;;;
Shelly’s New York;Midtown West;104 W 57th St-between Sixth and Seventh Aves;New York;NY;American;;(212-245-2422)
Shelter Rupperts Group;;2328 Broadway # 2;New York;NY;;;
Shelton Grille;;525 Lexington Avenue (Between 49th &;New York;NY;;;
Sheng Wang;Lower East Side;;New York;NY;Chinese;;(212-925-0805)
Sheng-wah;Lower Manhattan;;New York;NY;;;
Sheridan Square (CLOSED);;134 7th Ave. South (@ West 10th St.);New York;NY;;;
Sherman's Bar-b-q Inc;Harlem;;New York;NY;;;
Sherman's Barbeque;;2507 7th Ave-Btwn 145th & 146th St;New York;NY;;;
Shermans Bar B Q;;2509 7th Ave # 1;New York;NY;;;
Shermans Bar B-q;;1835 Amsterdam Ave;New York;NY;;;
Sherwood Fine Foods;;684 Lexington Ave-Btwn 56th & 57th St;New York;NY;;;
Shih Lee;;311 E 45th St;New York;NY;;;
Shih Lee Co;Midtown East;;New York;NY;;;
Shiki Kitchen;;135 1st Ave-Btwn St Marks Pl & 9th St;New York;NY;;;
Shiki's Restaurant Inc;W. Village;;New York;NY;;;
Shikis Restaurant Inc;;69 7th Ave S;New York;NY;;;
Shilla;Midtown West;37 W 32nd St-between Broadway and Fifth Ave;New York;NY;Korean;;(212-967-1880)
Shilla37 W;;32nd St-;New York;NY;;;
Shima;;188-190 2nd Avenue;New York;NY;;;
Shima Restaurant;E. Village;;New York;NY;Japanese;;(212-260-6303)
Shima188;;2nd Ave-;New York;NY;;;
Shimizu;Hell's Kitchen;;New York;NY;;;
Shimizu Sushi Restaurant;Midtown West;;New York;NY;Japanese;;(212-581-1581)
Shimizu31;;8 W 51st St-;New York;NY;;;
Shin Lin;;325 East 6th Street;New York;NY;;;
Shinbashi;;7 East 48th Street;New York;NY;;;
Shinbashi;Midtown East;;New York;NY;;;
Shinbashi An;;80 Park Ave;New York;NY;;;
Shinbashi Restaurant;;280 Park Ave;New York;NY;;;
Shine Bar & Lounge;;285 W Broadway;New York;NY;;;
Shine Deli;;922 Broadway-At 21st St;New York;NY;;;
Shing Lung Chinese Restaurant;;424 E 14th St;New York;NY;;;
Shing Lung Chinese Restaurant;E. Village;;New York;NY;;;
Shining Star;Upper W. Side;;New York;NY;;;
Shining Star Diner;;377 Amsterdam Avenue;New York;NY;;;
Shinju Sushi;;164 Pearl St-Btwn Pine St & Wall St;New York;NY;;;
Shinko Foods Inc;;1414 York Ave;New York;NY;;;
Ship Of Fools;Upper E. Side;;New York;NY;;;
Ship of Fools;;1590 2nd Ave-Btwn 82nd & 83rd Sts;New York;NY;;;
Shipa Kasturi Pavilion;Gramercy/flatiron;83 Lexington Ave-between 26th and 27th Sts;New York;NY;Indian;;(212-679-7993)
Shish;;270 Greenwich St-Btwn Warren & Murray St;New York;NY;;;
Shoebox Cafe;Midtown East;;New York;NY;;;
Shoebox Chicken;;187 Grand Street;New York;NY;;;
Shopsin's;;54 Carmine Street;New York;NY;;;
Shopsin's;Lower East Side;;New York;NY;Cafés & diners;;(no phone)
Shore Points Interprise Inc;;867 9th Ave;New York;NY;;;
Shorty Long's;Upper E. Side;;New York;NY;;;
Shorty's;Hell's Kitchen;;New York;NY;;;
Shorty's;Midtown West;576 Ninth Ave at 41st St;New York;NY;American;;(212-967-3055)
Shorty's.;;32199 Prince St-Btwn Sullivan & MacDougal St;New York;NY;;;
Shorty's.32;;199 Prince St.;New York;NY;;;
Shorty's.32;Soho;;New York;NY;;;
Shortys Jamacian Kitchen;;2003 7th Ave;New York;NY;;;
Shorty’s .32;Soho;199 Prince St-between MacDougal and Sullivan Sts;New York;NY;American;;(212-375-8275)
Shrimp Box;;62 West 125th Street;New York;NY;;;
Shrine Bar Restaurant;;2271 7th Ave-Btwn 133rd & 134st St;New York;NY;;;
Shula's Steak House;Midtown West;270 W 43rd St;New York;NY;American \ Steakhouses;$$$$;(212-201-2776)
Shula's Steak House - NY;Theater District;;New York;NY;;;
Shula’s;Times Square;;New York;NY;;;
Shun Cheong Chinese Kitchen;;2 W 111th St;New York;NY;;;
Shun Cheong Chinese Kitchen;Harlem;;New York;NY;;;
Shun Lee Cafe;Lincoln Center;;New York;NY;;;
Shun Lee Cafe;Upper West Side;43 W 65th St;New York;NY;Chinese;;(212-769-3888)
Shun Lee Palace;;155 East 55th Street;New York;NY;;;
Shun Lee Palace East;Midtown East;155 E 55th Street;New York;NY;Chinese;$$$;(212-371-8844)
Shun Lee West;Lincoln Center;;New York;NY;;;
Shun Lee West Lincoln Ctr;Upper West Side;43 W 65th St btwn Central Park West and...;New York;NY;Chinese;;(212-595-8895)
Shutters;;433 W 34th St-Btwn 9th & 10th Ave;New York;NY;;;
Shutters Bar & Cafe Inc;;433 W 34th St # 1;New York;NY;;;
Shutters Bar & Cafe Inc;Midtown West;;New York;NY;;;
Siam City Thai Restaurant;;1668 1st Ave;New York;NY;;;
Siam City Thai Restaurant;Upper E. Side;;New York;NY;;;
Siam Grill;;592 9th Ave-Btwn 42nd & 43rd St;New York;NY;;;
Siam Grill Restaurant;;586 9th Ave;New York;NY;;;
Siam Grill Restaurant;Midtown West;;New York;NY;;;
Siam Inn;;854 8th Avenue;New York;NY;;;
Siam Inn;Midtown West;;New York;NY;;;
Siam Inn Restaurant;;916 8th Ave;New York;NY;;;
Siam Inn Too;;854 Eighth Avenue;New York;NY;;;
Siam Square;E. Village;;New York;NY;;;
Siam Square Restaurant;;92 2nd Ave;New York;NY;;;
Siberia Bar;;1627 Broadway;New York;NY;;;
Sicaffé;Upper East Side;;New York;NY;;;
Sichuan Palace;;310 E 44th St;New York;NY;;;
Sichuan Palace;Midtown East;;New York;NY;;;
SideBAR;;118 E 15th St-;New York;NY;;;
SideBAR11;;8 E 15th St-;New York;NY;;;
SideBar;;120 E 15th St-At Irving Pl;New York;NY;;;
SideWalk;;94 Avenue A-At 6th St;New York;NY;;;
Sidebar;;118 East 15th Street;New York;NY;;;
Sidecar;Park Slope;;New York;NY;;;
Sidecar at P.J. Clarke's;Midtown East;;New York;NY;American;;(212-317-2044)
Sidewalk Bar Restaurant;;94 Avenue A;New York;NY;;;
Sidewalk Cafe;East Village;;New York;NY;;;
Sidewalk-bar Restaurant;E. Village;;New York;NY;;;
Sidney B Restaurant;;202 9th Ave;New York;NY;;;
Sido Falafel;;267 Columbus Avenue;New York;NY;;;
Sido Gourmet;;849 2nd Ave-;New York;NY;;;
Sido Kitchen;;1608 3rd Ave;New York;NY;;;
Sido Kitchen;Upper E. Side;;New York;NY;;;
Sido On 34th Street;;210 E 34th St;New York;NY;;;
Sids One Stop Inc;;36 W 47th St;New York;NY;;;
Siegel's Kosher Delicatessen;;1646 2nd Avenue;New York;NY;;;
Siegels Kosher Delicatessen;Upper E. Side;;New York;NY;;;
Siena Pizza;;274 W 40th St-Btwn 7th & 8th Ave;New York;NY;;;
Siew Garden Restaurant;;2142 8th Ave;New York;NY;;;
Sigiri;E. Village;;New York;NY;Indian: Sri Lankan;;(212-614-9333)
Sigiri Sri Lanka Restaurant;;;New York;NY;;;
Sigiri91;;1st Ave-;New York;NY;;;
Silk Road Palace;;447 Amsterdam Ave-Btwn 81st & 82nd St;New York;NY;;;
Silk Road Palace;Upper W. Side;;New York;NY;;;
Silk Road Palace Inc;;447 Amsterdam Ave # B;New York;NY;;;
Silom Thai;;150 8th Ave-Btwn 17th & 18th St;New York;NY;;;
Silver Moon Bakery;Upper W. Side;;New York;NY;Cafés & diners;;(212-866-4717)
Silver Palace;;1430 St. Nicholas Ave-Btwn 181st & 182nd St;New York;NY;;;
Silver Spoon Restaurant;;1317 1st Ave;New York;NY;;;
Silver Spurs;;490 Laguardia Pl-At Houston St;New York;NY;;;
Silver Spurs;Greenwich Village;494 La Guardia Place;New York;NY;;;
Silver Spurs Restaurant;W. Village;;New York;NY;;;
Silver Spurs Restrnt;;490 Laguardia Pl;New York;NY;;;
Silver Star;;1238 2nd Ave-At 65th St;New York;NY;;;
Silver Star Deli;;484 3rd Ave-Corner of 33rd St;New York;NY;;;
Silver Star Restaurant Inc;;1236 2nd Ave;New York;NY;;;
Silver Star Restaurant Inc;Upper E. Side;;New York;NY;;;
Silver Swan;Flatiron/u. Sq.;;New York;NY;;;
Silver Swan;Gramercy/flatiron;41 E 20th St;New York;NY;German;;(212-254-3611)
Silver Wing Foods Corp;;341 5th Ave;New York;NY;;;
Silverleaf Tavern;;43 East 38th Street;New York;NY;;;
Silverleaf Tavern;Midtown East;;New York;NY;American;;(212-973-2550)
Sim Cafe;;85 Eldridge St-Btwn Grand & Hester St;New York;NY;;;
Sim's;;235 Lexington Avenue;New York;NY;;;
Simla;;304 E 78th St-Btwn 1st & 2nd Ave;New York;NY;;;
Simla Indian Restaurant;Upper E. Side;;New York;NY;;;
Simla304 E;;78th St-;New York;NY;;;
Simon Sips;;;New York;NY;;;
Simon Sips Cafe;Greenwich Village;72 East 1st Street;New York;NY;;;
Simone Espreso & Wine Bar;;134 1st Ave;New York;NY;;;
Simons Noodle Shop & Grill;;1395 2nd Ave;New York;NY;;;
Simons Noodle Shop & Grill;Upper E. Side;;New York;NY;;;
Simple Kitchen;;361 W 17th St-At 9th Ave;New York;NY;;;
Simply Caribbean;W. Village;;New York;NY;;;
Simply Caviar;;350 Park Ave;New York;NY;;;
Simply Pasta;;120 W 41st St # 120;New York;NY;;;
Simply Pasta;Times Square;;New York;NY;;;
Sims On Park;;7 Park Ave-Corner of 34th St;New York;NY;;;
Sin Ma Restaurant;;66 Bayard St # 1;New York;NY;;;
Sin Sin;;85 2nd Ave-At 5th St;New York;NY;;;
Sin Sin85;;2nd Ave-;New York;NY;;;
Sing Dragon Restaurant;;206 Audubon Ave;New York;NY;;;
Sing Luck Garden;;3470 Broadway-Btwn 141st & 142nd St;New York;NY;;;
Sing Sing Karaoke;;81 Avenue A-Btwn 5th & 6th St;New York;NY;;;
Sing Wah Kitchen;;3575 Broadway;New York;NY;;;
Singapore Cafe Incorporated;Chinatown/little Italy;69 Mott Street;New York;NY;Asian: Malaysian;;(212-964-0003)
Singapore Café;Chinatown;69 Mott St.;New York;NY;;;
Singapore Malaysian;;;New York;NY;;;
Singapore Malaysian - Beef Jerky Inc.;;;New York;NY;;;
Singapore Malaysian Beef Jerky Inc.;Chinatown/little Italy;95A Elizabeth St-between Grand and Hester Sts;New York;NY;Asian: Malaysian;;(212-965-0796)
Singas Famous Pizza;East Village;;New York;NY;Italian: Pizza;;(212-253-7300)
Singleton's;Harlem;;New York;NY;;;
Singletons;;525 Lenox Ave;New York;NY;;;
Singluck Kitchen;;3783 Broadway # A;New York;NY;;;
Sinigual;;150 E 42nd St-Btwn Lexington & 3rd Ave;New York;NY;;;
Sinigual - NY;Midtown East;;New York;NY;Turkish;;(212-583-1900)
Sip Sak;Midtown East;928 Second Ave;New York;NY;Middle Eastern \ Turkish;$;(212-583-1900)
Sip Sak92;;8 2nd Ave-;New York;NY;;;
Sipan;;702 Amsterdam Avenue;New York;NY;;;
Sirabella's Restaurant;Upper E. Side;;New York;NY;;;
Sirabellas Restaurant;;72 E End Ave # 1;New York;NY;;;
Sirocco;Tribeca/soho;;New York;NY;;;
Sirtaj Indo Pak Cuisine Inc;Chelsea;36 W 26th St;New York;NY;Indian;;(212-989-3766)
Sirtaj36 W;;26th St-;New York;NY;;;
Sisters;East Harlem;47 E 124th St-Btwn Madison & Park Ave;New York;NY;Caribbean;;(212-410-3000)
Sisters Caribbean Cuisine;;1931 Madison Avenue;New York;NY;;;
Sisters Caribbean Cuisine;Spanish Harlem;;New York;NY;;;
Sisters47 E;;124th St-;New York;NY;;;
Sistina;Upper E. Side;;New York;NY;Italian;;(212-861-7660)
Sitar Indian Cuisine Inc;;58 W 56th St # 2;New York;NY;;;
Sitar Indian Cuisine Inc;Midtown West;;New York;NY;Indian;;(212-581-1155)
Sitar58 W;;56th St-;New York;NY;;;
Six Happiness;;1413 2nd Ave-Btwn 73rd & 74th St;New York;NY;;;
Six Happiness Chinese Restaurant;;711 2ND Avenue;New York;NY;;;
Six Happy Kitchen;;213 E Broadway-Btwn Jefferson & Clinton St;New York;NY;;;
Six-O;;58 W 39th St-Btwn 5th & 6th Ave;New York;NY;;;
Six-O58 W;;39th St-;New York;NY;;;
Sixth Avenue;;761 6th Ave-Btwn 25th & 26th St;New York;NY;;;
Sixth Avenue Cafe;;1414 6th Ave-Btwn 57th & 58th St;New York;NY;;;
Skretas Dimitrios;;1932 3rd Ave;New York;NY;;;
Sky Dive Restaurant;;1 World Trade Ctr;New York;NY;;;
Skylight Diner;Hell's Kitchen;;New York;NY;;;
Skylight Diner Inc;Midtown West;;New York;NY;Cafés & diners;;(212-244-0395)
Skyline Restant Cafe;;1055 Lexington Ave;New York;NY;;;
Skyline Restaurant Cafe;Upper E. Side;;New York;NY;;;
Skyscraper Restaurant;;22 W 33rd St;New York;NY;;;
Skyway;Lower East Side;11 Allen St.;New York;NY;;;
Slainte;;304 Bowery-At 1st St;New York;NY;;;
Slainte30;;4 Bowery-;New York;NY;;;
Slane;West Village;102 MacDougal St;New York;NY;Irish;$$;
Slate Plus;;54 W 21st St-Btwn 5th & 6th Ave;New York;NY;;;
Slate Plus;Gramercy / Flatiron;;New York;NY;;;
Slattery's Midtown Pub;;8 E 36th St;New York;NY;;;
Slaughtered Lamb Pub;;182 W 4th St;New York;NY;;;
Slice;Upper East Side;1413 Second Ave-between 73rd and 74th Sts;New York;NY;Italian: Pizza;;(212-249-4353)
Slice Of Harlem II;;2527 8th Avenue;New York;NY;;;
Slice of New York;;727 8th Ave-;New York;NY;;;
Slice, The Perfect Food;;1413 2nd Ave-Btwn 73rd & 74th St;New York;NY;;;
Slurp;;84 Stonton Street;New York;NY;;;
Slurp;Lower East Side;84 Stanton St at Orchard St;New York;NY;;;
Smiler's;;532 Madison Ave-At 54th St;New York;NY;;;
Smith & Mills;Tribeca;;New York;NY;Eclectic;;(no phone)
Smith & Wollensky - New York;Midtown East;;New York;NY;Steakhouses;;(212-753-1530)
Smith & Wollensky Steak House;;201 E 49th St;New York;NY;;;
Smith and Wollensky;Midtown East;;New York;NY;;;
Smith's;Greenwich Village;79 MacDougal St btwn Bleecker and W...;New York;NY;;;
Smith's;West Village;;New York;NY;;;
Smith's Bar;;701 8th Ave-At 44th St;New York;NY;;;
Smith’s;West Village;79 MacDougal St-between Bleecker and W Houston Sts;New York;NY;American;;(212-260-0100)
Smith’s Bar & Restaurant;Midtown West;701 Eighth Ave-at 44th St;New York;NY;American;;(212-246-3268)
Smoke;;2751 Broadway-Btwn 105th & 106th St;New York;NY;;;
Smokin' Q (CLOSED);;206 E 63rd St-;New York;NY;;;
Smokin' Q (CLOSED);Upper East Side;;New York;NY;Barbeque;;(212-355-7000)
Smokin’ Q;Midtown West;;New York;NY;;;
Smoochies;;60 W 23rd St-Btwn 5th & 6th Ave;New York;NY;;;
Smorgas Chef;;283 W. 12th St.;New York;NY;Scandinavian;;
Smorgas Chef;Financial District;53 Stone St-between Broad St and Hanover Sq;New York;NY;Scandinavian;;(212-422-3500)
Smorgas Chef;Greenwich Village;;New York;NY;;;
Smorgas Chef @ Scandinavia House;Murray Hill;;New York;NY;;;
Smorgas Chef Midtown;Midtown East;;New York;NY;;;
Smorgas Chef Wall Street;Financial District;;New York;NY;;;
Smorgas Chef West Village;West Village;;New York;NY;;;
SnAKS;;611 5th Ave-Btwn 49th & 50th St;New York;NY;;;
SnAKS;Midtown East;;New York;NY;;;
SnAKS611;;5th Ave-;New York;NY;;;
Snack;Soho;;New York;NY;Greek;;(212-925-1040)
Snack Bar;Flatiron/u. Sq.;;New York;NY;;;
Snack Dragon Taco Shack;;199 E 3rd St-At Ave B;New York;NY;;;
Snack Dragon Taco Shack;East Village;;New York;NY;Greek;;(212-929-3499)
Snack Taverna;Greenwich Village;;New York;NY;;;
Snack Taverna;W. Village;63 Bedford St;New York;NY;Greek;$$;(212-929-3499)
Snackbar;;111 West 17th Street;New York;NY;;;
Snacky's;;117 Mulberry St-;New York;NY;;;
Snice;;45 8th Avenue;New York;NY;;;
Snooky's;;792 Columbus Ave-Btwn 98th & 100th St;New York;NY;;;
Snowpea Cafe;;772 9th Ave # 1;New York;NY;;;
Snowpea Cafe;Midtown West;;New York;NY;;;
So Ho Kitchen;;103 Greene St;New York;NY;;;
SoHo Cantina;Tribeca/soho;;New York;NY;;;
SoHo Made Soups;;75 Varick St-At Grand St;New York;NY;;;
SoHo Park;;62 Prince St-At Lafayette St;New York;NY;;;
SoHo SoHo;Tribeca/soho;;New York;NY;;;
Soba Nippon;;19 W 52nd St-Btwn 5th & 6th Ave;New York;NY;;;
Soba Totto;;211 E 43rd St #1F-At 3rd Ave;New York;NY;;;
Soba Totto;Midtown East;;New York;NY;Japanese;;(212-557-8200)
Soba-Ya;E. Village;229 E Ninth St;New York;NY;Asian \ Japanese;$;(212-533-6966)
Soba-ya22;;9 E 9th St-;New York;NY;;;
SobaKoh;E. Village;;New York;NY;Japanese;;(212-254-2244)
Sobakoh30;;9 E 5th St-;New York;NY;;;
Sobaya;;229 E 9th St;New York;NY;;;
Sobaya;East Village;;New York;NY;;;
Socarrat Paella Bar;Chelsea;;New York;NY;Spanish;;(212-462-1000)
Social;;795 8th Ave-Btwn 48th & 49th St;New York;NY;;;
Social795;;8th Ave-;New York;NY;;;
Socialista;;505 West Street;New York;NY;;;
Socialista (CLOSED);Greenwich Village;;New York;NY;;;
Society Coffee Juice Incorporated;;2104 Frederick Douglass Blvd;New York;NY;;;
Society Coffee Lounge;Harlem;;New York;NY;;;
Sockobolee Restaurant;;2529 8th Ave;New York;NY;;;
Socrates Restaurant;;101 Hudson St;New York;NY;;;
Socrates Restaurant;Lower Manhattan;;New York;NY;;;
Soda Shop;;Cosmopolitan Hotel;New York;NY;;;
Sodi;;105 Christopher St-;New York;NY;;;
Sofia;;221 W 46th St-Btwn 8th Ave & Broadway;New York;NY;;;
Sofia Fabulous Grill;;29 E 61st St # 1;New York;NY;;;
Sofia Il Valletto;Midtown East;;New York;NY;;;
Sofia On Bleecker;W. Village;;New York;NY;;;
Sofia Wine Bar & Cafe;;242 E 50th St-;New York;NY;;;
Sofia's;Midtown West;;New York;NY;;;
Sofia's Cucina;;143 Mulberry St-Btwn Hester & Grand St;New York;NY;;;
Sofia221 W;;46th St-;New York;NY;;;
Sofias;;221 W 46th St # 1;New York;NY;;;
Sofrito;Midtown East;;New York;NY;Caribbean: Puerto Rican;;(212-754-5999)
Sofrito40;;0 E 57th St-;New York;NY;;;
Soft Spot Food Inc;;1384 Broadway;New York;NY;;;
Sogo NY Japanese Cuisine & Bar;;337B W Broadway;New York;NY;;;
Soho Cantina;;199 Prince Street;New York;NY;;;
Soho Cantina East (CLOSED);Chinatown/little Italy;264 Elizabeth St-between Houston and Prince Sts;New York;NY;Mexican;;(212-219-9212)
Soho Grill;;224 Lafayette St-At Spring St;New York;NY;;;
Soho House;Meatpacking District;;New York;NY;;;
Soho Kitchen And Bar;;103 Greene St;New York;NY;;;
Soho Le Petite Cafe Inc;;156 Spring St;New York;NY;;;
Soho Made Soups;;170 Varick St;New York;NY;;;
Soho Park;Soho;62 Prince St-at Lafayette St;New York;NY;Cafés;;(212-219-2129)
Soho Steak;;90 Thompson Street;New York;NY;;;
SohoGrill;;224 Lafayette St-;New York;NY;;;
Sojourn;;244 E 79th St-;New York;NY;;;
Sokhna Restaurant;;225 W 116th St-Btwn 7th & 8th Ave;New York;NY;;;
Sokhna Restaurant;Harlem;;New York;NY;African: Senegalese;;(212-491-3969)
Sokobolie;;;New York;NY;;;
Sol Y Sombra - Manhattan;Upper West Side;462 Amsterdam Ave;New York;NY;Spanish;$;(212-400-4036)
Solace;Upper East Side;406 E 64th St-At 1st Ave;New York;NY;Eclectic;;(212-750-0434)
Solace Cafe Corp;Lower Manhattan;;New York;NY;;;
Solar Gardens Health Foods;;18 East 125th Street;New York;NY;;;
Solera;Midtown East;216 E 53rd St;New York;NY;Spanish;$$$;(212-644-1166)
Solera Restaurant;;216 E 53rd St # 1;New York;NY;;;
Solera216 E;;53rd St-;New York;NY;;;
Solex;;103 1st Ave-Btwn 6th & 7th St;New York;NY;;;
Solex;East Village;;New York;NY;;;
Solex103;;1st Ave-;New York;NY;;;
Solo;;Sony Plaza Atrium;New York;NY;;;
Solo;Midtown East;;New York;NY;Kosher;;(212-833-7800)
Solo Pizza;;27 Avenue B-Btwn 2nd & 3rd St;New York;NY;;;
Solo Pizza;East Village;;New York;NY;;;
Solo Restaurant;;550 Madison Avenue;New York;NY;;;
Soly Sombra;;462 Amsterdam Avenue;New York;NY;;;
Som Pop Thai Food;;183 W 10th St;New York;NY;;;
Soma Soup;Upper W. Side;;New York;NY;;;
Somalas Originals 3 Marias;;2222 Amsterdam Ave;New York;NY;;;
Sombrero Mexican;;303 West 48th Street;New York;NY;;;
Sombrero Mexican;Theater District;;New York;NY;;;
Something Sweet;;177 1st Ave-At 11th St;New York;NY;;;
Son Cubano;Chelsea;;New York;NY;;;
Son Cubano Restaurant;Meatpacking District;361 Greenwich St;New York;NY;Cuban \ Caribbean: Cuban;$$$;(212-366-1640)
Sonali Indian Restaurant;;326 East 5th Street,;New York;NY;;;
Sonar Gaow;;328 E 6th St-Btwn 1st & 2nd Ave;New York;NY;;;
Sonar Goan Restaurant;E. Village;;New York;NY;;;
Song;;7.2117 2nd Ave-At 7th St;New York;NY;;;
Song 7.2;East Village;;New York;NY;Asian: Pan-Asian;;(212-777-1286)
Song 7.21;;17 2nd Ave-;New York;NY;;;
Song Chu Mei;West Village;;New York;NY;;;
