0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
Central Park Boathouse Restaurant;Upper East Side;;Central Park Lake at 72nd St;;;;;;Central Park Boathouse Restaurant;Upper East Side;Central Park Lake -park entrance on Fifth Aveat 72nd St;;New York;NY;Seafood;;
Congee Bowery;Lower East Side;;207 Bowery;;;;;;Congee Bowery;;207 Bowery-At Rivington St;207 Bowery;;NY;;;
Da Silvano Bistecca;Greenwich Village;260 6th Avenue;260 6th Ave;New York;NY;;$$$;Italian;Da Silvano Bistecca;Greenwich Village; 260 Sixth Ave-between Bleecker and W Houston Sts;260 6th Ave;New York;NY;;;Steakhouses
Dakshin Indian Bistro;Upper East Side;;nan;;;;;;Dakshin Indian Bistro;Upper East Side; 1713 First Ave-between 88th and 89th Sts;1713 1st Avenue;New York;NY;Indian;;
Deborah (CLOSED);Greenwich Village;43 Carmine St btwn Bedford and Bleecker...;43 Carmine St;;;;;;Deborah (CLOSED);West Village; 43 Carmine St-between Bedford and Bleecker Sts;43 Carmine St;New York;NY;;;American
Hatsuhana Park;Midtown East;237 Park Ave;237 Park Ave;New York;NY;;$$$$;Sushi;Hatsuhana Park;;237 Park Ave-At 46th St;237 Park Ave;;NY;;;
Inside Park at St. Bart’s;Midtown East;;109 E 50th St;;;;;;Inside Park at St. Bart’s;Midtown East; 109 E 50th St-at Park Ave;109 E 50th St;New York;NY;American;;
Le Charlot;Upper East Side;;19 E 69th St btwn Madison and Park Aves;;;;;;Le Charlot;Upper East Side; 19 E 69th St-between Madison and Park Aves;19 E 69th St;New York;NY;French;;
Maloney and Porcelli;Midtown East;37 E 50th St;37 E 50th St;New York;NY;;$$$$;Steakhouse;Maloney and Porcelli;nan;37 East 50th Street;37 E 50th St;New York;NY;;;nan
Pizza Gruppo;East Village;;186 Ave B btwn 11th and 12th Sts;;;;;;Pizza Gruppo;East Village; 186 Ave B-between 11th and 12th Sts;186 Avenue B;New York;NY;Italian: Pizza;;
Sanctuary Tea;SoHo;;nan;;;;;;Sanctuary Tea;Soho;337B W Broadway-At Grand St;337b W Broadway;New York;NY;;;Cafés & diners
Smokin' Q (CLOSED);Upper East Side;;nan;;;;;;Smokin' Q (CLOSED);Upper East Side;206 E 63rd St-;206 E 63rd St;New York;NY;;;Barbeque
2 Rivers Bar and ReStaurant;;10 Murray St;10 Murray Street;New York;NY;American;;;2 Rivers;nan;10 Murray Street;10 Murray Street;New York;NY;;;nan
A;Upper W. Side;;;;;;;;?sküdar;Upper East Side; 1405 Second Ave-between 73rd and 74th Sts;1405 2nd Ave;New York;NY;Turkish;;
Artie's Deli;;2290 Broadway;2290 Broadway;New York;NY;;;;Artie's;West 80s;2290 Broadway;2290 Broadway;New York;NY;;;nan
Black Iron Burger Shop;East Village;540 E 5th St;540 E 5th St;New York;NY;American;$$$;;Black Iron Burger;East Village;540 E 5th St.;540 E 5th St;New York;NY;;;
Blue 9 Burger;East Village;92 3rd Ave;92 3rd Ave;New York;NY;American;$;;Blue 9;East Village;92 3rd Avenue at 12th Street;92 3rd Ave;New York;NY;;;Cafés & diners
Bobby Van's Grill - 50th Street;Midtown West;135 W 50th St;135 W 50th St;New York;NY;Italian;$$$;;Bobby Van's Grill;;135 W 50th St-Btwn 6th & 7th Ave;135 W 50th St;;NY;;;
Bricco Ristorante;;304 W 56th St;304 W 56th St;New York;NY;;;;Bricco Restaurant;Midtown West;304 W 56th St;304 W 56th St;New York;NY;;;Italian
Cafe Rustico East;Midtown East;230 East 29th St.;230 E 29th St;New York;NY;Italian;$$$;;Cafe Rustico;nan;230 E 29th St-Btwn 2nd & 3rd Ave;230 E 29th St;New York;NY;;;nan
Carmine's;Midtown West;2450 Broadway;2450 Broadway;New York;NY;Italian;$$;;Carl’s Steaks;Midtown East; 507 Third Ave-between 34th and 35th Sts;507 3rd Ave;New York;NY;American;;
Dervish Turkish;Midtown West;146 West 47th Street;146 W 47th St;New York;NY;Middle Eastern;$$;;Dervish Restaurant;nan;146 West 47TH Street;146 W 47th St;New York;NY;;;nan
Dinosaur Bar-B-Que;Harlem;646 W 131st St;646 W 131st St;New York;NY;American;$;;Dinosaur Bar B Que;Columbia University–City College;646 West 131st Street;646 W 131st St;New York;NY;;;Barbeque
Epices Inc;Upper West Side;103 W 70th St;103 W 70th St;New York;NY;Mediterranean;$$;;Epices Du Traiteur;nan;103 West 70th Street;103 W 70th St;New York;NY;;;nan
Estancia 460;Midtown West;460 Greenwich St;460 Greenwich St;New York;NY;Argentinean;$$;;Estancia;Tribeca;460 (fka Sosa Borella)460 Greenwich St-Btwn Watts & Desbro;460 Greenwich St;New York;NY;;;Argentine
Estancia 460;Tribeca;;;;;;;;Estancia;Tribeca;460 (fka Sosa Borella)460 Greenwich St-Btwn Watts & Desbro;460 Greenwich St;New York;NY;;;Argentine
Eva's Health Food;;11 W. 8th Street;11 W 8th St;New York;NY;;;;Eva's;;11 W 8th St-Btwn 5th & 6th Ave;11 W 8th St;;NY;;;
John's Of 12th Street;East Village;302 E 12th St;302 E 12th St;New York;NY;Italian;$$;;John's Of 12Th Street;;302 East 12th Street;302 E 12th St;New York, NY, 10003;NY;;;
Keens Steakhouse;Midtown West;72 W 36th St;72 W 36th St;New York;NY;Steakhouse;$$$;;Keens Steak House;Midtown West;72 W 36th St;72 W 36th St;New York;NY;;;Steakhouses
Knickerbocker Bar & Grill;Greenwich Village;33 University Pl;33 University Pl;New York;NY;American;$$$;;Knickerbocker;nan;33 University Pl-At 9th St;33 University Pl;New York;NY;;;nan
Kum Gang San;Midtown West;49 W 32nd St;49 W 32nd St;New York;NY;Korean;$$;;Kum Gang Inc;Midtown West;49 W 32nd St;49 W 32nd St;New York;NY;;;Korean
La Mela Ristorante;Little Italy;167 Mulberry St;167 Mulberry St;New York;NY;Italian;$$;;La Mela;nan;167 Mulberry Street;167 Mulberry St;New York;NY;;;nan
La Palapa;E. Village;;nan;;;;;;La Paella East;East Village;214 E 9th St;214 E 9th St;New York;NY;;;Spanish
La Palapa;E. Village;214 E Ninth St;214 E 9th St;New York;NY;;$$;Spanish;La Paella East;East Village;214 E 9th St;214 E 9th St;New York;NY;;;Spanish
La Palapa;East Village;214 E Ninth St;214 E 9th St;New York;NY;;$$;Spanish;La Paella East;East Village;214 E 9th St;214 E 9th St;New York;NY;;;Spanish
La Palapa;E. Village;;nan;;;;;;La Paella East;East Village;214 E 9th St;214 E 9th St;New York;NY;;;Spanish
La Pizza Fresca Ristorante;Union Square;31 E 20th St;31 E 20th St;New York;NY;Italian;$$;;La Pizza Fresca;Flatiron;31 E 20th St.;31 E 20th St;New York;NY;;;nan
Land Thai Kitchen;;1565 Second Avenue;1565 2nd Ave;New York;NY;;;;Land Northeast Thai;Upper East Side;1565 2nd Ave-Btwn 81st & 82nd St;1565 2nd Ave;New York;NY;;;Thai
Land Thai Kitchen;Upper W. Side;450 Amsterdam Ave;450 Amsterdam Ave;New York;NY;;$$;Thai;Land Northeast Thai;Upper East Side;1565 2nd Ave-Btwn 81st & 82nd St;1565 2nd Ave;New York;NY;;;Thai
Landmarc;Upper West Side;450 Amsterdam Ave;10 Columbus Cir 3rd floor;New York;NY;;$$;Thai;Land Thai Kitchen;Upper West Side; 450 Amsterdam Ave-at 82nd St;450 Amsterdam Ave;New York;NY;Thai;;
Le Gigot;West Village;522 Hudson St;522 Hudson St;New York;NY;;$;French;Le Gamin Café;East Village; 536 E 5th St-between Aves A and B;536 E 5th St;New York;NY;Cafés;;
Lucy Latin Kitchen;Flatiron;35 E 18th St;35 E 18th St;New York;NY;Nuevo Latino;$$$;;Lucy;nan;35 E 18th St-Btwn Bway & Park Ave S;35 E 18th St;New York;NY;;;nan
Mamoun's Falafel Restaurant;;119 MacDougal St.;119 MacDougal St;New York;NY;;;;Mamoun's Falafel;Greenwich Village;119 MacDougal St-Btwn Bleecker & W 3rd St;119 MacDougal St;New York;NY;;;Middle Eastern
Miss Maude's Spoonbread Too;Harlem;547 Lenox Ave;547 Lenox Ave;New York;NY;Southern;$;;Miss Maude's;nan;547 Lenox Avenue;547 Lenox Ave;New York;NY;;;nan
Mobay Uptown Restaurant & Barbecue;Harlem;17 W 125th St;17 W 125th St;New York;NY;Caribbean;$;;Mobay New York;nan;17 W 125th St-Btwn Lenox & 5th Ave;17 W 125th St;New York;NY;;;nan
Nobu Fifty Seven;Midtown West;40 W 57th St;40 W 57th St;New York;NY;Japanese;$$$$$;;Nobu 57;Midtown West; 40 W 57th St-between Fifth and Sixth Aves;40 W 57th St;New York;NY;Japanese;;
North Square Restaurant and Lounge;Greenwich Village;103 Waverly Place;103 Waverly Pl;New York;NY;American;$$$$;;North Square;Greenwich Village;Washington Square Hotel -103 Waverly Plat Washington Sq West;;New York;NY;American Creative;;
Once Upon a Tart;SOHO;135 Sullivan Street;135 Sullivan St;New York;NY;American;$;;Once Upon A Tart . . .;nan;135 Sullivan Street;135 Sullivan St;New York;NY;;;nan
Oriental Garden;Chinatown;14 Elizabeth St;14 Elizabeth St;New York;NY;Chinese;$;;Oriental Food Restaurant;Chinatown;103-105 Mott St.;103 Mott St;New York;NY;;;
Pam Real Thai Food;Midtown West;404 W 49th St;404 W 49th St;New York;NY;Asian;$;;Pam Real Thai Encore;Midtown West; 402 W 47th St-between Ninth and Tenth Aves;402 W 47th St;New York;NY;Thai;;
Pearl Oyster Bar;Greenwich Village;18 Cornelia Street;18 Cornelia St;New York;NY;Seafood;$$$;;Pearl;West Village;18 Cornelia St;18 Cornelia St;New York;NY;;;Seafood
Pearl Oyster Bar;W. Village;;nan;;;;;;Pearl;West Village;18 Cornelia St;18 Cornelia St;New York;NY;;;Seafood
Rain West - CLOSED;Upper West Side;100 West 82nd Street;100 W 82nd St;New York;NY;Asian;$$;;Rain West;nan;100 West 82nd Street;100 W 82nd St;New York;NY;;;nan
Salud Restaurant and Bar;;142 Beekman Street;142 Beekman St;New York;NY;;;;Salud Restaurant Bar;nan;142 Beekman Street;142 Beekman St;New York;NY;;;nan
Shun Lee Cafe;;43 W 65th St;43 W 65th St;New York;NY;;;;Shun Lee;Upper West Side;43 W 65th St-Btwn Columbus Ave & CPW;43 W 65th St;New York;NY;;;Chinese
Shun Lee Cafe;Upper West Side;;43 W 65th St;;;;;;Shun Lee;Upper West Side;43 W 65th St-Btwn Columbus Ave & CPW;43 W 65th St;New York;NY;;;Chinese
Shun Lee Cafe;Upper West Side;;43 W 65th St;;;;;;Shun Lee;Upper West Side;43 W 65th St-Btwn Columbus Ave & CPW;43 W 65th St;New York;NY;;;Chinese
Shun Lee Cafe;Upper W. Side;;nan;;;;;;Shun Lee;Upper West Side;43 W 65th St-Btwn Columbus Ave & CPW;43 W 65th St;New York;NY;;;Chinese
Stanton Social;Lower East Side;99 Stanton St;99 Stanton St;New York;NY;International;$$$;;Stanton;Upper East Side; 244 E 79th St-between Second and Third Aves;244 E 79th St;New York;NY;Eclectic;;
Stanton Social Club;;99 Stanton Street;99 Stanton St;New York;NY;Small Plates;$$$;;Stanton Social;;99 Stanton Street;99 Stanton St;New York, NY, 10002;NY;;;
Stella Di Mare;Murray Hill;346 Lexington Avenue;346 Lexington Ave;New York;NY;Italian;$$$;;Stella Del Mare;;346 Lexington Ave;346 Lexington Ave;New York;NY;;;
Villa Mosconi Restaurant;Greenwich Village;69 Macdougal St;69 MacDougal St;New York;NY;Italian;$$$;;Villa Mosconi;nan;69 MacDougal St-Btwn Bleecker & Houston St;69 MacDougal St;New York;NY;;;nan
Wichcraft;Midtown West;;;;;;;;Whym;Midtown West; 889 Ninth Ave-at 58th St;889 9th Ave;New York;NY;American;;
Wogies Restaurant;West Village;39 Greenwich Ave;39 Greenwich Ave;New York;NY;American;$;;Wogies Bar & Grill;West Village;39 Greenwich Ave-At Charles St;39 Greenwich Ave;New York;NY;;;American
Wogies Restaurant;West Village;39 Greenwich Ave;39 Greenwich Ave;New York;NY;American;$;;Wogies Bar & Grill;nan;39 Greenwich Ave-At Charles St;39 Greenwich Ave;New York;NY;;;nan
Won Jo;Midtown West;23 W 32nd St;23 W 32nd St;New York;NY;Korean;$$;;Wollenskys Grill;Midtown East;201 E 49th St;201 E 49th St;New York;NY;;;Steakhouses
Yozakura Kushiyaki Bar;Lower East Side;168 Ludlow St;168 Ludlow St;New York;NY;Japanese;$;;Yozakura;Lower East Side; 168 Ludlow St-between E Houston and Stanton Sts;168 Ludlow St;New York;NY;Japanese;;
1492 Food;Lower East Side;;;;;;;;1492;Lower East Side;60 Clinton Street;60 Clinton St;New York;NY;;;Spanish
88 Palace;Lower East Side;;;;;;;;88 Orchard;Lower East Side; 88 Orchard St-between Broome and Grand Sts;88 Orchard St;New York;NY;Cafés;;
99¢ Fresh Pizza;Midtown East;;;;;;;;99c Fresh Pizza;Midtown West; 569 Ninth Ave-at 41st St;569 9th Ave;New York;NY;;;Italian
A.O.C., (l’Ail ou la Cuisse);West Village;;;;;;;;A.O.C. Bedford;West Village;14 Bedford Street;14 Bedford St;New York;NY;;;Spanish
Aja Asian Bistro & Lounge;Midtown East;;;;;;;;Aja;Midtown East; 1066 First Ave-at 58th St;1066 1st Avenue;New York;NY;Asian: Pan-Asian;;
Bamn!;East Village;;;;;;;;Bamn;East Village;37 St. Marks Place;37 St Marks Pl;New York;NY;;;Eclectic
Bonjoo Restaurant;East Village;;;;;;;;Bonjoo;East Village; 107 First Ave-between 6th and 7th Sts;107 1st Avenue;New York;NY;Korean;;
Brasserie 52;Midtown West;;772 Ninth Ave btwn 51st and 52nd Sts;;;;;;Brasserie 44;Midtown West; 44 W 44th St-between Fifth and Sixth Aves;44 W 44th St;New York;NY;American;;
Brasserie 52;Midtown West;9 W 57th St;772 Ninth Ave btwn 51st and 52nd Sts;New York;NY;;$$$$;French;Brasserie 44;Midtown West; 44 W 44th St-between Fifth and Sixth Aves;44 W 44th St;New York;NY;American;;
Brasserie 52;Midtown West;;772 Ninth Ave btwn 51st and 52nd Sts;;;;;;Brasserie 44;Midtown West; 44 W 44th St-between Fifth and Sixth Aves;44 W 44th St;New York;NY;American;;
Caffe Reggio;West Village;;;;;;;;Caffe Raffaella;West Village;134 7th Avenue South;134 7th Ave S;New York;NY;;;Cafés
Caffè del Mare;West Village;;;;;;;;Caffè Vivaldi;West Village; 32 Jones St-at Bleecker St;32 Jones St;New York;NY;Cafés;;
Café Condesa;West Village;;;;;;;;Café Cluny;West Village; 284 W 12th St-at 4th St;284 W 12th St;New York;NY;French;;
Café Cortadito;East Village;;;;;;;;Café Condesa;West Village; 183 W 10th St-at W 4th St;183 W 10th St;New York;NY;American Creative;;
Café Deville;East Village;;;;;;;;Café DeVille;East Village;103 3rd Ave.;103 3rd Ave;New York;NY;;;French
Café Spice;Midtown East;;;;;;;;Café Soleil;Midtown East; 1016 Second Ave-between 53rd and 54th Sts;1016 2nd Ave;New York;NY;French;;
Café du Soleil;Upper West Side;;;;;;;;Café des Artistes;Upper West Side; 1 W 67th St-between Central Park West and Columbus Ave;1 W 67th St;New York;NY;French;;
Capri Caffé;Tribeca;;;;;;;;Capri Cafe;Tribeca;165 Church St-Btwn Chambers & Reade St;165 Church St;New York;NY;;;Italian
Chatham Square Restaurant;Chinatown;;;;;;;;Chatham Restaurant;Chinatown/Little Italy; 9 Chatham Square-between Doyers and Mott Sts;9 Chatham Square;New York;NY;Chinese;;
Chickpea;Lower E. Side;;nan;;;;;;Chickie Pig's Brick Oven;Lower East Side;121 Ludlow Street;121 Ludlow St;New York;NY;;;Italian: Pizza
Choshi Japanese Restaurant;Gramercy;;;;;;;;Choshi;Gramercy/Flatiron; 77 Irving Pl-at 19th St;77 Irving Pl;New York;NY;Japanese;;
Churrascaria Tribeca;Tribeca;;;;;;;;Churrascaria Riodizio Tribeca;Tribeca;221 W Broadway-Btwn Franklin & White St;221 W Broadway;New York;NY;;;Brazilian
City Girl Café;Soho;;;;;;;;City Girl Cafe;Soho;63 Thompson St-Btwn Spring & Broome St;63 Thompson St;New York;NY;;;Cafés & diners
Curly's Vegetarian Lunch;East Village;;;;;;;;Cupping Room Village;West Village; 496 Hudson St-between Christopher and Grove Sts;496 Hudson St;New York;NY;American;;
Deborah—Life Love Food;West Village;;;;;;;;Deborah (CLOSED);West Village; 43 Carmine St-between Bedford and Bleecker Sts;43 Carmine St;New York;NY;;;American
Delicia Brazil;West Village;;;;;;;;Delicia;West Village;322 West 11th Street;322 W 11th St;New York;NY;;;Brazilian
Egg Custard King Two Cafe;Chinatown;;;;;;;;Egg Custard King Cafe;Chinatown/Little Italy; 271 Grand St-between Eldridge and Forsyth Sts;271 Grand St;New York;NY;Cafés;;
El Maguey y La Tuna;Lower East Side;;;;;;;;El Maguey Y La Tuna;Lower East Side;321 E Houston St-Btwn Ridge & Attorney St;321 E Houston St;New York;NY;;;Mexican
El Quinto Pino;Chelsea;;;;;;;;El Quijote Bar & Restaurant Inc;Chelsea;226 W 23rd St;226 W 23rd St;New York;NY;;;Spanish
El Rinconcito;East Village;;;;;;;;El Rey del Sol;West Village; 232 W 14th St-between Seventh and Eighth Aves;232 W 14th St;New York;NY;Mexican;;
Fishtail by David Burke;Upper East Side;;;;;;;;Fishtail;Upper East Side;135 E 62nd St-Btwn Park & Lexington Ave;135 E 62nd St;New York;NY;;;American Creative
Friend House 2;East Village;;nan;;;;;;Friend House;East Village; 99 Third Ave-between 12th and 13th Sts;99 3rd Ave;New York;NY;Thai;;
Gena's Grill;East Village;;;;;;;;Gemma;East Village;The Bowery Hotel -335 Boweryat 3rd St;;New York;NY;Italian;;
Gigino Trattoria;Tribeca;;;;;;;;Gigino Restaurant;Tribeca;323 Greenwich St;323 Greenwich St;New York;NY;;;Italian
Gigino at Wagner Park;Financial/Battery Pk;;;;;;;;Gigino Wagner Park;Financial District;20 Battery Pl-At West St;20 Battery Pl;New York;NY;;;Italian
Grotto;Lower East Side;;;;;;;;Grotta Del Mare;Upper East Side;307 East 77th Street;307 E 77th St;New York;NY;;;Italian
Gusto Organics;West Village;;;;;;;;Gusto Grilled Organics;West Village; 519 Sixth Ave-between 13th and 14th Sts;519 6th Ave;New York;NY;Argentine;;
Haku Sushi;Upper West Side;;;;;;;;Haku;Upper West Side; 2425 Broadway-between 89th and 90th Sts;2425 Broadway;New York;NY;Japanese;;
Hampton Chutney Co.;Upper West Side;;;;;;;;Hampton Chutney Co;Upper West Side;464 Amsterdam Ave-At 82nd St;464 Amsterdam Ave;New York;NY;;;Indian
Haru;Financial/Battery Pk;;;;;;;;Harry’s Steak & Cafe;Financial District; 1 Hanover Square-at Pearl St;1 Hanover Square;New York;NY;Steakhouses;;
Ise Japanese Restaurant;Financial/Battery Pk;;;;;;;;Ise;Financial District; 56 Pine St-between Pearl and William Sts;56 Pine St;New York;NY;Japanese;;
Itzocan Bistro;Upper East Side;;1575 Lexington Ave;;;;;;Itzocan;Upper East Side;1575 Lexington Avenue;1575 Lexington Ave;New York;NY;;;Mexican
Jeollado;East Village;;;;;;;;Jeoladdo;East Village;116 East 4th Street;116 E 4th St;New York;NY;;;Japanese
Kati Roll Company;West Village;;;;;;;;Kate’s Joint;East Village; 58 Ave B-at 4th St;58 Avenue B;New York;NY;Vegetarian & Organic;;
Khushie Indian Kitchen;Lower East Side;;;;;;;;Khushie;Lower East Side;139 Essex St.;139 Essex St;New York;NY;;;nan
Kobma Thai;West Village;;;;;;;;Kobma;West Village;611 Hudson St;611 Hudson St;New York;NY;;;Japanese
KushiQ;Midtown East;;;;;;;;Kushi-Q;Midtown East; 23 Third Ave-between 45th and 46th Sts;23 3rd Ave;New York;NY;Japanese;;
Le Veau d'Or;Upper East Side;;;;;;;;Le Veau Dor;Upper East Side;129 E 60th St;129 E 60th St;New York;NY;;;French
Macchiato Espresso Bar;Midtown East;;;;;;;;Macaron Cafe;Midtown West;161 W 36th St-Btwn 7th Ave & Broadway;161 W 36th St;New York;NY;;;French
Mapi;West Village;;;;;;;;Maoz Vegetarian;East Village; 59 E 8th St-between Broadway and University Pl;59 E 8th St;New York;NY;Vegetarian & Organic;;
Maracas Bar and Grill;West Village;;;;;;;;Maracas;West Village;33 Greenwich Ave-Btwn 6th & 7th Ave;33 Greenwich Ave;New York;NY;;;Mexican
Métisse French Bistro;Upper West Side;;;;;;;;Métisse;Upper West Side; 239 W 105th St-between Amsterdam Ave and Broadway;239 W 105th St;New York;NY;French;;
Oklahoma Smoke BBQ;Harlem;;;;;;;;Oklahoma Smoke;Harlem; 231 W 145th St-between Frederick Douglass Blvd;231 W 145th St;New York;NY;Barbeque;;
Old Homestead Steakhouse;Chelsea;;;;;;;;Old Homestead Steak House;Chelsea;56 9th Avenue;56 9th Ave;New York;NY;;;Steakhouses
Park Avenue Winter;Upper East Side;;;;;;;;Park Avenue Summer;Upper East Side;100 East 63rd Street;100 E 63rd St;New York;NY;;;American Creative
Rheon Café;Soho;;;;;;;;Rheon Cafe;Soho; 189 Spring St-between Sullivan and Thompson Sts;189 Spring St;New York;NY;Cafés & diners;;
Rice to Riches;Chinatown;;;;;;;;Rice To Riches;Chinatown/Little Italy;37 Spring Street;37 Spring St;New York;NY;;;Cafés & diners
Royale Cafe + Pastry;West Village;;;;;;;;Royale Cafe & Pastry;West Village;461 6th Ave-;461 6th Ave;New York;NY;;;Cafés & diners
Salsa y Salsa;Chelsea;;;;;;;;Salsa Y Salsa;Chelsea;206 7th Ave-At 22nd St;206 7th Ave;New York;NY;;;Mexican
Sanur Restaurant;Chinatown;;;;;;;;Sanur;Chinatown/Little Italy; 18 Doyers St-between Bowery and Pell St;18 Doyers St;New York;NY;Asian: Malaysian;;
Seoul Garden;Midtown West;;;;;;;;Seo Japanese Restaurant;Midtown East; 249 E 49th St-between Second and Third Aves;249 E 49th St;New York;NY;Japanese;;
Shanghai Cuisine;Chinatown;;;;;;;;Shanghai Café;Chinatown;100 Mott St.;100 Mott St;New York;NY;;;nan
Soul Fixins;Midtown West;;371 W 34th St;;;;;;Soul Cafe;Midtown West; 444 W 42nd St-between Ninth and Tenth Aves;444 W 42nd St;New York;NY;American Regional;;
Surf City Squeeze;West Village;;;;;;;;Sura: The King's Meal;East Village;105 E 9th St-Btwn 3rd & 4th Ave;105 E 9th St;New York;NY;;;Korean
Tao Asian Bistro;Midtown East;;;;;;;;Tao;Midtown East; 42 E 58th St-between Madison and Park Aves;42 E 58th St;New York;NY;Asian: Pan-Asian;;
The Yoghurt Place II;Soho;;;;;;;;The Yard;Soho;SoHo Grand Hotel -310 West Broadwaybetween Canal and Grand Sts;;New York;NY;American;;
Thé Adoré;West Village;;;;;;;;Three of Cups;East Village; 83 First Ave-at 5th St;83 1st Avenue;New York;NY;Italian;;
Tiengarden;Lower East Side;;;;;;;;Tien Garden Inc;Lower East Side;170 Allen St;170 Allen St;New York;NY;;;Vegetarian & Organic
Toloache;Midtown West;;;;;;;;Toledo Restaurant;Midtown East;6 E 36th St;6 E 36th St;New York;NY;;;Spanish
Trattoria Dopo Teatro;Midtown West;900 Seventh Ave;900 7th Ave;New York;NY;;$$$;Italian;Trattoria Dell'Arte;nan;900 7th Ave-At 57th St;900 7th Ave;New York;NY;;;nan
Turks & Frogs Tribeca;Tribeca;;;;;;;;Turks & Frogs;Tribeca;458 Greenwich St-Btwn Watts & Desbrosses St;458 Greenwich St;New York;NY;;;Turkish
Uncle Nick's;Chelsea;;;;;;;;Uncle Moes Burritos;Chelsea;14 W 19th St;14 W 19th St;New York;NY;;;Mexican
Via Delle Zoccolette;East Village;;;;;;;;Via Della Pace;East Village; 48 E 7th St-between First and Second Aves;48 E 7th St;New York;NY;Italian;;
Waverly Restaurant;West Village;;;;;;;;Waverly Inn;West Village;16 Bank St.;16 Bank St;New York;NY;;;nan
Zipper Tavern;Midtown West;336 W 37th St btwn 8th and 9th St;336 W 37th St;;;;;;Zipper Factory Tavern (CLOSED);nan;336 W 37th St-;336 W 37th St;New York;NY;;;nan
Zócalo;Midtown East;;;;;;;;Zé Cafe;Midtown East; 398 E 52nd St-at First Ave;398 E 52nd St;New York;NY;Eclectic;;
Baldo Vino;E. Village;;;;;;;;Baldo VINO;East Village;126 East 7th Street Frnt;126 E 7th St;New York;NY;;;Italian
Basera Northern Indian Cuisine;Midtown East;;;;;;;;Basera Indian Bistro;Midtown West; 745 Ninth Ave-between 50th and 51st Sts;745 9th Ave;New York;NY;Indian;;
Boonthai Restaurant;Upper E. Side;;;;;;;;Boonthai;Upper East Side; 1393A Second Ave-between 72nd and 73rd Sts;1393A 2nd Ave;New York;NY;Thai;;
Bruno Ristorante;Midtown East;;;;;;;;Bruno Restaurant;Midtown East;240 E 58th St;240 E 58th St;New York;NY;;;Italian
Charles's Southern-Style Kitchen;Harlem;;;;;;;;Charles' Southern Style Kitchen;Harlem;2839 Eighth Ave.;2839 Frederick Douglass Blvd;New York;NY;;;nan
Chat 'n Chew;Union Square;10 E 16th St;10 E 16th St;New York;NY;;$;American;Chat 'N Chew;nan;10 East 16th Street;10 E 16th St;New York;NY;;;nan
Corrado Cafe;Upper E. Side;;;;;;;;Corrado Bread & Pastry;Upper East Side; 1361 Lexington Ave-at 90th St;1361 Lexington Ave;New York;NY;Food or Beverage Shop;;
Dean & Deluca Cafe;Midtown West;;;;;;;;Dean & DeLuca;Midtown West;New York Times Building -620 Eighth Aveat 48th St;;New York;NY;Food or Beverage Shop;;
East Boat Restaurant Inc;Chinatown;;;;;;;;East Boat Rest Inc;Chinatown/Little Italy;72 Kenmare St;72 Kenmare St;New York;NY;;;Seafood
Fagiolini Restaurant Inc;Murray Hill;;;;;;;;Fagiolini Restaurant;Murray Hill;334 Lexington Ave.;334 Lexington Ave;New York;NY;;;nan
Fagiolini Restaurant Inc;Murray Hill;;;;;;;;Fagiolini Restaurant;Murray Hill;334 Lexington Ave.;334 Lexington Ave;New York;NY;;;nan
Fiamma (CLOSED);SoHo;;;;;;;;Fiamma;Soho;206 Spring St-Btwn 6th Ave & Sullivan St;206 Spring St;New York;NY;;;Italian
Fitzgerald Edibles;Midtown West;;;;;;;;Fitzer’s;Midtown East;Fitzpatrick Manhattan Hotel -687 Lexington Avebetween 56th and 57th Sts;;New York;NY;British & Irish;;
Friend of a Farmer;Gramercy;77 Irving Pl;77 Irving Pl;New York;NY;;$;American;Friend of A Farmer;Gramercy/Flatiron;77 Irving Pl-Btwn 18th & 19th St;77 Irving Pl;New York;NY;;;American
Friend of a Farmer;Gramercy;77 Irving Pl;77 Irving Pl;New York;NY;;$;American;Friend of A Farmer;nan;77 Irving Pl-Btwn 18th & 19th St;77 Irving Pl;New York;NY;;;nan
Good World Bar and Grill;Lower E. Side;;;;;;;;Good World Bar & Grill;Lower East Side;3 Orchard St-Btwn Division & Canal St;3 Orchard St;New York;NY;;;Eclectic
Grove St. Brasserie;W. Village;;;;;;;;Grounded;West Village;28 Jane St.;28 Jane St;New York;NY;;;
Joe Broadway Steak House;Midtown West;;;;;;;;Joe Allen Restaurant;Midtown West;326 W 46th St;326 W 46th St;New York;NY;;;American
Kashmir;Midtown West;;;;;;;;Kashkaval;Midtown West; 856 Ninth Ave-between 55th & 56th Sts;856 9th Ave;New York;NY;Mediterranean;;
Kraft Restaurant;Midtown West;;;;;;;;Kr.space untitled;Midtown West; 34 W 32nd St-between Fifth Ave and Broadway;34 W 32nd St;New York;NY;Korean;;
Lattanzi Ristorante;Midtown West;;;;;;;;Lattanzi;Midtown West;361 W 46th St-Btwn 8th & 9th Ave;361 W 46th St;New York;NY;;;Italian
Le Biarritz Restaurant;Midtown West;;;;;;;;Le Bernardin;Midtown West; 155 W 51st St-between Sixth and Seventh Aves;155 W 51st St;New York;NY;French;;
