level_0;level_1;ristorante;indirizzo;Score;restaurant_x;address_x;addressGoogle_x;country_x;neighborhood_x;type_x;phone_x;restaurant_y;address_y;addressGoogle_y;country_y;neighborhood_y;type_y;phone_y
9637;940;0,975;1;1,975;Fresco on the go;40 E 52nd St-Btwn Madison Ave & Park Ave;40 E 52nd St;;;;;Fresco on the Go; 40 E 52nd St-between Madison and Park Aves;40 E 52nd St;New York;Midtown East;Italian;(212-754-2700)
9707;968;0,971;1;1,971;Gazala's Place;709 9th Ave-Btwn 48th & 49th St;709 9th Ave;;;;;Gazala Place; 709 Ninth Ave-between 48th and 49th Sts;709 9th Ave;New York;Midtown West;Middle Eastern;(212-245-0709)
9730;978;0,956;1;1,956;Giardino D'oro;5 Gold St-Btwn Maiden Ln & Platt St;5 Gold St;;;;;Giardino D'Oro; 5 Gold St-between Maiden Ln and Platt St;5 Gold St;New York;Financial District;Italian;(212-514-6400)
9757;9756;0,894;1;1,894;Go Sushi (CLOSED);1649 2nd Ave-Btwn 85th & 86th St;1649 2nd Ave;;;;;Go Sushi;1649 2nd Ave-Btwn 85th & 86th St;1649 2nd Ave;;;;
9759;996;0,975;1;1,975;Gold St.;2 Gold St-At Platt St;2 Gold St;;;;;Gold St; 2 Gold St-between Maiden Ln and Platt St;2 Gold St;New York;Financial District;Cafés & diners;(212-747-0797)
9789;9788;0,871;1;1,871;Grace (CLOSED);114 Franklin St-Btwn W Bway & Church St;114 Franklin St;;;;;Grace;114 Franklin St-Btwn W Bway & Church St;114 Franklin St;;;;
9807;1022;0,871;1;1,871;Grayz (CLOSED);13-15 W 54th St-Btwn 5th & 6th Ave;13 W 54th St;;;;;Grayz; 13–15 W 54th St-between Fifth and Sixth Aves;13 W 54th St;New York;Midtown East;Eclectic;(212-262-4600)
9820;1028;0,903;1;1,903;Greenwich Grill & Sushi Azabu;428 Greenwich St-Btwn Laight & Vestry St;428 Greenwich St;;;;;Greenwich Grill; 428 Greenwich St-between Vestry and Laight Sts;428 Greenwich St;New York;Tribeca;Eclectic;(212-274-0428)
9824;1031;0,907;1;1,907;Grey Dog Coffee;90 University Pl-Btwn 11th & 12th St;90 University Pl;;;;;Grey Dog; 90 University Pl-between 11th and 12th Sts;90 University Pl;New York;Greenwich Village;Cafés & diners;(212-414-4739)
9887;8159;0,909;1;1,909;Havana - NY;27 W 38th St-Btwn 5th & 6th Ave;27 W 38th St;;;;;Havana;27 West 38th Street;27 W 38th St;;;;
9892;1066;0,938;1;1,938;Hawaiian Tropic Zone (CLOSED);729 7th Ave-;729 7th Ave;;;;;Hawaiian Tropic Zone; 729 Seventh Ave-between 48th and 49th Sts;729 7th Ave;New York;Midtown West;American Creative;(212-626-7316)
9895;1068;0,945;1;1,945;Health Conscious Express (CLOSED);45 1st Ave-Btwn 2nd & 3rd St;45 1st Avenue;;;;;Health Conscious Express; 45 First Ave-between 2nd and 3rd Sts;45 1st Avenue;New York;East Village;Vegetarian & Organic;(212-677-8192)
9902;1071;0,917;1;1,917;Heartland Brewery & Beer Hall;93 South St-At Fulton St;93 South St;;;;;Heartland Brewery; 93 South St-at Fulton St;93 South St;New York;Financial District;American;(646-572-2742)
9929;5296;0,851;1;1,851;Hollywood Diner;574 6th Ave-At 16th St;574 6th Ave;;;;;Hollywood Coffee Shop;574 Avenue Of The Americas;574 6th Ave;New York;;;
9966;1100;0,941;1;1,941;Hudson Yards Cafe;450 10th Ave-At 35th St;450 10th Ave;;;;;Hudson Yards; 450 Tenth Ave-at 35th St;450 10th Ave;New York;Midtown West;American;(212-239-4606)
9989;5392;0,980;1;1,980;Il Mattone;413 Greenwich St-Btwn Hubert & Laight St;413 Greenwich St;;;;;Il Matone;413 Greenwich St;413 Greenwich St;New York;;;
9990;5395;0,874;1;1,874;Il Nido Ristorante Italiano;251 E 53rd St-Btwn 2nd & 3rd Ave;251 E 53rd St;;;;;Il Nido Restaurant;251 E 53rd St;251 E 53rd St;New York;;;
10007;8175;0,922;1;1,922;Incredi Fusion (CLOSED);363 3rd Ave-;363 3rd Ave;;;;;Incredi Fusion;363 Third Avenue;363 3rd Ave;;;;
10010;5421;0,909;1;1,909;Indian Tandoor-Oven;175 E 83rd St-At 3rd Ave;175 E 83rd St;;;;;Indian Tandoor Oven Restaurant;175 East 83rd Street;175 E 83rd St;New York;;;
10015;5431;0,876;1;1,876;International House;240 W 35th St-Btwn 7th & 8th Ave;240 W 35th St;;;;;International Food House Restaurant & Buffet;240 West 35th Street;240 W 35th St;New York;;;
10022;1154;0,885;1;1,885;Irving Farm Coffee Company;56 7th Ave-Btwn 13th & 14th St;56 7th Ave;;;;;Irving Farm; 56 Seventh Ave-between 13th and 14th Sts;56 7th Ave;New York;West Village;Cafés & diners;(212-475-5200)
10026;10025;0,925;1;1,925;Isabella's Oven (CLOSED);365 Grand St-;365 Grand St;;;;;Isabella's Oven;365 Grand St-Btwn Essex St & Norfolk St;365 Grand St;;;;
10030;1160;0,934;1;1,934;Island Burgers & Shakes;766 9th Ave-Btwn 51st & 52nd St;766 9th Ave;;;;;Island Burger and Shakes; 766 Ninth Ave-between 50th and 51st Sts;766 9th Ave;New York;Midtown West;American;(212-307-7934)
10041;10040;0,942;1;1,942;It's a Dominican Thing (CLOSED);144 W 19th St-;144 W 19th St;;;;;It's a Dominican Thing;144 W 19th St-Btwn 6th & 7th Ave;144 W 19th St;;;;
10047;5463;0,914;1;1,914;Ivy's Bistro;385 Greenwich St-At N Moore St;385 Greenwich St;;;;;Ivy Bistro;385 Greenwich St;385 Greenwich St;New York;;;
10061;10060;0,880;1;1,880;J.Marc (CLOSED);225 W Broadway-Btwn White & Franklin St;225 W Broadway;;;;;J.Marc;225 W Broadway-Btwn White & Franklin St;225 W Broadway;;;;
10105;10104;0,890;1;1,890;Jimmy's House & Jimmy's Grill;162 E 25th St-;162 E 25th St;;;;;Jimmy's House;162 E 25th St-Btwn 3rd & Lexington Ave;162 E 25th St;;;;
10112;1202;0,933;1;1,933;JivamukTea Cafe;841 Broadway-Btwn 13th & 14th St;841 Broadway;;;;;JivamukTea; 841 Broadway-between 13th and 14th Sts;841 Broadway;New York;Gramercy/Flatiron;Cafés & diners;(212-353-0214)
10116;10115;0,936;1;1,936;Joanna's Restaurant (CLOSED);1295 Madison Ave-;1295 Madison Ave;;;;;Joanna's Restaurant;1295 Madison Ave-At 92nd St;1295 Madison Ave;;;;
10167;10166;0,911;1;1,911;Kaffe 166;8275 Greenwich St-;Greenwich St;;;;;Kaffe;1668275 Greenwich St-Btwn Warren & Murray St;Greenwich St;;;;
10174;1235;0,860;1;1,860;Kampuchea Restaurant;78 Rivington St-At Allen St;78 Rivington St;;;;;Kampuchea Noodle Bar; 78 Rivington St-at Allen St;78 Rivington St;New York;Lower East Side;Asian: Cambodian;(212-529-3901)
10187;10186;0,880;1;1,880;Karani (CLOSED);591 1st Ave-;591 1st Avenue;;;;;Karani;591 1st Ave-At 34th St;591 1st Avenue;;;;
10272;1301;0,884;1;1,884;La Barra Cevicheria;250 Broome St-;250 Broome St;;;;;La Barra; 250 Broome St-between Ludlow and Orchard Sts;250 Broome St;New York;Lower East Side;Mexican;(212-260-3900)
10282;10281;0,933;1;1,933;La Cantina Toscana (CLOSED);1109 1st Ave-;1109 1st Avenue;;;;;La Cantina Toscana;1109 1st Ave-Btwn 60th & 61st St;1109 1st Avenue;;;;
10328;1343;0,979;1;1,979;Land Northeast Thai;1565 2nd Ave-Btwn 81st & 82nd St;1565 2nd Ave;;;;;Land NorthEast Thai; 1565 Second Ave-between 81st and 82nd Sts;1565 2nd Ave;New York;Upper East Side;Thai;(212-439-1847)
10337;5804;0,846;1;1,846;Lanza's;168 1st Ave-Btwn 10th & 11th St;168 1st Avenue;;;;;Lanza Restaurant;168 1st Ave;168 1st Avenue;New York;;;
10351;5820;0,943;1;1,943;Le Boeuf a la Mode;539 E 81st St-At East End Ave;539 E 81st St;;;;;Le Boeuf A La Mode;539 E 81st St;539 E 81st St;New York;;;
10354;10353;0,918;1;1,918;Le Gamin Cafe (CLOSED);132 Houston St-;132 W Houston St;;;;;Le Gamin Cafe;132 Houston St-At Sullivan St;132 W Houston St;;;;
10386;10385;0,936;1;1,936;Leone Pizza & Pasta (CLOSED);1674 Broadway-;1674 Broadway;;;;;Leone Pizza & Pasta;1674 Broadway-Btwn 52nd & 53rd St;1674 Broadway;;;;
10437;10436;0,925;1;1,925;Lola Restaurant (CLOSED);15 Watts St-;15 Watts St;;;;;Lola Restaurant;15 Watts St-At Thompson St;15 Watts St;;;;
10467;1435;0,960;1;1,960;Lulu';235 Mulberry St-At Spring St;235 Mulberry St;;;;;Lulu; 235 Mulberry St-at Spring St;235 Mulberry St;New York;Chinatown/Little Italy;Eclectic;(212-966-6616)
10538;6034;0,880;1;1,880;Mangia (CLOSED);40 Wall St-;40 Wall St;;;;;Mangia;40 Wall St;40 Wall St;New York;;;
10554;10553;0,933;1;1,933;Mantra 98;6986 2nd Ave-;2nd Ave;;;;;Mantra;986986 2nd Ave-Btwn 52nd & 53rd St;2nd Ave;;;;
10560;1497;0,914;1;1,914;Marco Polo Fusion Cafe;102 Saint Marks Pl-Btwn 1st Ave & Ave A;102 St Marks Pl;;;;;Marco Polo Café; 102 St. Marks Pl-between First Ave and Ave A;102 St Marks Pl;New York;East Village;Eclectic;(212-228-8456)
10562;1498;0,920;1;1,920;Mardigras Pizza;3-7 Maiden Lane-Btwn Nassau & Willian St;3 Maiden Ln;;;;;Mardigras; 3 Maiden Ln-between Broadway and Liberty Pl;3 Maiden Ln;New York;Financial District;American Regional;(212-233-6066)
10581;1516;0,895;1;1,895;Maruzzella Ristorante;1483 1st Ave-Btwn 77th & 78th Sts;1483 1st Avenue;;;;;Maruzzella; 1483 First Ave-between 77th and 78th Sts;1483 1st Avenue;New York;Upper East Side;Italian;(212-988-8877)
10593;10592;0,888;1;1,888;Matsu Sushi (fka Sounkyo);937 1st Ave-;937 1st Avenue;;;;;Matsu Sushi;937 1st Ave-;937 1st Avenue;;;;
10621;6140;0,953;1;1,953;Mediterraneo;1260 2nd Ave-At 66th St;1260 2nd Ave;;;;;Mediterranean;1260 2nd Ave;1260 2nd Ave;New York;;;
10622;6145;0,872;1;1,872;Mee Sun Cafe;26 Pell St-At Doyers St;26 Pell St;;;;;Mee Sum Coffee Shop;26 Pell St;26 Pell St;New York;;;
10624;6147;0,843;1;1,843;Mei Li Wah;64 Bayard St-Btwn Mott & Elizabeth St;64 Bayard St;;;;;Mei Lai Wah Coffee House;64 Bayard St;64 Bayard St;New York;;;
10682;1566;0,933;1;1,933;Milk & Cookies Bakery;19 Commerce St-Btwn 7th Ave S & Bedford St;19 Commerce St;;;;;Milk & Cookies; 19 Commerce St-at Seventh Ave South;19 Commerce St;New York;West Village;Cafés;(212-243-1640)
10699;6237;0,936;1;1,936;Miracle Bar & Grill (CLOSED);415 Bleecker St-;415 Bleecker St;;;;;Miracle Bar & Grill;415 Bleecker St;415 Bleecker St;New York;;;
10703;10702;0,862;1;1,862;Miso (CLOSED);561 2nd Ave-At 31st St;561 2nd Ave;;;;;Miso;561 2nd Ave-At 31st St;561 2nd Ave;;;;
10729;10728;0,905;1;1,905;Momo Sushi (CLOSED);947 8th Ave-At 56th St;947 8th Ave;;;;;Momo Sushi;947 8th Ave-At 56th St;947 8th Ave;;;;
10740;1602;0,863;1;1,863;Moomia Bar & Lounge;157 Lafayette St-Btwn Howard & Grand St;157 Lafayette St;;;;;Moomia; 157 Lafayette St-between Grand and Howard Sts;157 Lafayette St;New York;Soho;Moroccan;(212-219-4006)
10757;8233;0,915;1;1,915;Mr. Broadway Kosher Restaurant;1372 Broadway-At 38th St;1372 Broadway;;;;;Mr. Broadway Kosher Deli;1372 Broadway;1372 Broadway;;;;
10759;10758;0,905;1;1,905;Mr. Deng's (CLOSED);365 W 34th St-Btwn 8th & 9th Ave;365 W 34th St;;;;;Mr. Deng's;365 W 34th St-Btwn 8th & 9th Ave;365 W 34th St;;;;
10776;6334;0,879;1;1,879;Murano Ristorante;207 W 36th St-Btwn 7th & 8th Ave;207 W 36th St;;;;;Murano Restaurant Inc;207 W 36th St;207 W 36th St;New York;;;
10824;1646;0,862;1;1,862;Nero D' Avola;46 Gansevoort St-At Greenwich St;46 Gansevoort St;;;;;Nero; 46 Gansevoort St-at Greenwich St;46 Gansevoort St;New York;Meatpacking District;Italian;(212-675-5224)
10880;10879;0,881;1;1,881;Nice Green Bo (fka New Green Bo);66 Bayard St-Btwn Mott & Elizabeth St;66 Bayard St;;;;;Nice Green Bo;0(fka New Green Bo)66 Bayard St-;66 Bayard St;;;;
10895;1670;0,871;1;1,871;Ninja New York;25 Hudson St-Btwn Reade & Duane St;25 Hudson St;;;;;Ninja; 25 Hudson St-between Duane and Reade Sts;25 Hudson St;New York;Tribeca;Japanese;(212-274-8500)
10924;1700;0,871;1;1,871;Notaro Ristorante;635 2nd Ave-Btwn 34th & 35th St;635 2nd Ave;;;;;Notaro; 635 Second Ave-between 34th and 35th Sts;635 2nd Ave;New York;Midtown East;Italian;(212-686-3400)
10959;10958;0,931;1;1,931;Oko Frozen Yogurt (CLOSED);137 1st Ave-Btwn St Marks & 9th St;137 1st Avenue;;;;;Oko Frozen Yogurt;137 1st Ave-Btwn St Marks & 9th St;137 1st Avenue;;;;
10965;6529;0,885;1;1,885;Ole Restaurant (fka La Bodeguita);434 2nd Ave-;434 2nd Ave;;;;;Ole Restaurant;434 2nd Ave;434 2nd Ave;New York;;;
10998;1736;0,859;1;1,859;Orbit East Harlem;2257 1st Ave-At 116th St;2257 1st Avenue;;;;;Orbit; 2257 First Ave-at 116th St;2257 1st Avenue;New York;Upper East Side;Eclectic;(212-348-7818)
11045;6609;0,914;1;1,914;Pacific Echo (CLOSED);242 W 56th St-;242 W 56th St;;;;;Pacific Echo;242 W 56th Street;242 W 56th St;New York;;;
11054;1776;0,880;1;1,880;Panade (CLOSED);129 Eldridge St-;129 Eldridge St;;;;;Panade; 129 Eldridge St-between Broome and Delancey Sts;129 Eldridge St;New York;Lower East Side;Cafés;(212-219-9923)
11058;11057;0,877;1;1,877;Pane Peppe (Delivery Only);295 Greenwich St-;295 Greenwich St;;;;;Pane Peppe;295 Greenwich St-At Chambers St;295 Greenwich St;;;;
11060;11059;0,931;1;1,931;Pane e Cioccolato (CLOSED);10 Waverly Pl-At Mercer St;Kimball Block;;;;;Pane e Cioccolato;10 Waverly Pl-At Mercer St;Kimball Block;;;;
11064;11063;0,900;1;1,900;Panificio (CLOSED);175 Avenue B-At 11th St;175 Avenue B;;;;;Panificio;175 Avenue B-At 11th St;175 Avenue B;;;;
11071;6640;0,914;1;1,914;Panya Bakery (CLOSED);10 Stuyvesant St-At 3rd Ave & 9th St;10 Stuyvesant St;;;;;Panya Bakery;10 Stuyvesant St;10 Stuyvesant St;New York;;;
11078;11077;0,933;1;1,933;Paper Moon Express (CLOSED);54 E 59th St-;54 E 59th St;;;;;Paper Moon Express;54 E 59th St-Btwn Madison & Park Ave;54 E 59th St;;;;
11096;11095;0,918;1;1,918;Parkside Cafe (CLOSED);80 W 40th St-Btwn 5th & 6th Ave;80 W 40th St;;;;;Parkside Cafe;80 W 40th St-Btwn 5th & 6th Ave;80 W 40th St;;;;
11108;6686;0,938;1;1,938;Patrick Kavanagh's;497 3rd Ave-Btwn 33rd & 34th St;497 3rd Ave;;;;;Patrick Kavanagh Pub;497 3rd Ave;497 3rd Ave;New York;;;
11125;6704;0,868;1;1,868;Pearl Street Diner;212 Pearl St-At Fletcher St;212 Pearl St;;;;;Pearl St Diner Inc;212 Pearl St;212 Pearl St;New York;;;
11138;6718;0,927;1;1,927;Peoples Choice Kitchen;2733 8th Ave-At 145th St;2733 Frederick Douglass Blvd;;;;;Peoples Choice;2733 8th Ave # Ground;2733 Frederick Douglass Blvd;New York;;;
11141;1822;0,925;1;1,925;Pepe Verde To Go;559 Hudson St-Btwn Perry & W 11th St;559 Hudson St;;;;;Pepe Verde; 559 Hudson St-between Perry and W 11th Sts;559 Hudson St;New York;West Village;Italian;(212-255-2221)
11148;1831;0,884;1;1,884;Periyali Restaurant;35 W 20th St-Btwn 5th & 6th Ave;35 W 20th St;;;;;Periyali; 35 W 20th St-between Fifth and Sixth Aves;35 W 20th St;New York;Chelsea;Greek;(212-463-7890)
11165;1846;0,923;1;1,923;Philippe Chow;33 E 60th St-Btwn Madison & Park Ave;33 E 60th St;;;;;Philippe; 33 E 60th St-between Madison and Park Aves;33 E 60th St;New York;Upper East Side;Chinese;(212-644-8885)
11189;11188;0,914;1;1,914;Pick A Bagel (CLOSED);200 W 57th St-;200 W 57th St;;;;;Pick A Bagel;200 W 57th St-At 7th Ave;200 W 57th St;;;;
11202;11201;0,900;1;1,900;Pinehurst (CLOSED);43 E 28th St-;43 E 28th St;;;;;Pinehurst;43 E 28th St-Off of Park Ave;43 E 28th St;;;;
11220;6766;0,906;1;1,906;Pita City Falafel;180 7th Ave-Btwn 20th & 21st St;180 7th Ave;;;;;Pita City;180 7th Ave;180 7th Ave;New York;;;
11228;11227;0,905;1;1,905;Pizza Cave (CLOSED);218 W 72nd St-;218 W 72nd St;;;;;Pizza Cave;218 W 72nd St-Btwn W End Ave & Bway;218 W 72nd St;;;;
11232;11231;0,910;1;1,910;Pizza Lucca (CLOSED);535 Hudson St-;535 Hudson St;;;;;Pizza Lucca;535 Hudson St-At Charles St;535 Hudson St;;;;
11235;11234;0,900;1;1,900;Pizza Mia (CLOSED);1163 2nd Ave-;1163 2nd Ave;;;;;Pizza Mia;1163 2nd Ave-Btwn 61st & 62nd St;1163 2nd Ave;;;;
11255;6788;0,880;1;1,880;Playwright;202 W 49th St-Btwn Bway & 7th Ave;202 W 49th St;;;;;Play Wright Tavern;202 W 49th St;202 W 49th St;New York;;;
11294;11293;0,862;1;1,862;Prey (CLOSED);4 W 22nd St-Btwn 5th & 6th Ave;4 W 22nd St;;;;;Prey;4 W 22nd St-Btwn 5th & 6th Ave;4 W 22nd St;;;;
11298;1899;0,905;1;1,905;Primehouse New York;381 Park Ave S-At 27th St;381 Park Ave S;;;;;Primehouse; 381 Park Ave South-at 27th St;381 Park Ave S;New York;Gramercy/Flatiron;Steakhouses;(212-824-2600)
11299;6834;0,931;1;1,931;Primitivo Osteria (CLOSED);202 W 14th St-;202 W 14th St;;;;;Primitivo Osteria;202 West 14th Street (7th Avenue);202 W 14th St;New York;;;
11322;6845;0,915;1;1,915;Puglia Ristorante;189 Hester St-Btwn Mott & Mulberry St;189 Hester St;;;;;Puglia Restaurant;189 Hester St;189 Hester St;New York;;;
11364;1940;0,928;1;1,928;Rare Bar & Grill (CLOSED);228 Bleecker St-;228 Bleecker St;;;;;Rare Bar & Grill; 228 Bleecker St-at Sixth Ave;228 Bleecker St;New York;West Village;American;(212-691-7273)
11406;1968;0,940;1;1,940;Rickshaw Dumpling Bar (CLOSED);53 E 8th St-;53 E 8th St;;;;;Rickshaw Dumpling Bar; 53 E 8th St-between Broadway and University Pl;53 E 8th St;New York;Greenwich Village;Asian: Pan-Asian;(212-461-1750)
11431;6972;0,910;1;1,910;Rocco Ristorante;181 Thompson St-Btwn Houston & Bleecker St;181 Thompson St;;;;;Rocco Restaurant;181 Thompson St;181 Thompson St;New York;;;
11450;11449;0,894;1;1,894;Roppongi (CLOSED);434 Amsterdam Ave-At 81st St;434 Amsterdam Ave;;;;;Roppongi;434 Amsterdam Ave-At 81st St;434 Amsterdam Ave;;;;
11470;7009;0,922;1;1,922;Roy's New York (CLOSED);130 Washington St-;130 Washington St;;;;;Roy's New York;130 Washington Street;130 Washington St;New York;;;
11490;7025;0,905;1;1,905;Ryan Maguire's Ale House;28 Cliff St-Btwn Fulton & John St;28 Cliff St;;;;;Ryan & Maguire Alehouse;28 Cliff St;28 Cliff St;New York;;;
11511;2026;0,914;1;1,914;Sahara Grill (CLOSED);558 7th Ave-At 40th St;558 7th Ave;;;;;Sahara Grill; 558 7th Ave-at 40th St;558 7th Ave;New York;Midtown West;Turkish;(212-391-6555)
11521;7048;0,828;1;1,828;Sakura Hana;615 Hudson St-Btwn W 12th & Jane St;615 Hudson St;;;;;Sakura Downtown Restaurant Inc;615 Hudson St;615 Hudson St;New York;;;
11525;11524;0,950;1;1,950;Sal Anthony's City Gardener (CLOSED);119 E 17th St-;119 E 17th St;;;;;Sal Anthony's City Gardener;119 E 17th St-Btwn Park Ave S & Irving Pl;119 E 17th St;;;;
11527;11526;0,964;1;1,964;Sal Anthony's SPQR;133 Mulberry St-;133 Mulberry St;;;;;Sal Anthony's S.P.Q.R.;133 Mulberry St-Btwn Hester & Grand St;133 Mulberry St;;;;
11533;7059;0,941;1;1,941;SallyD's Party Sandwiches;488 9th Ave-Btwn 37th & 38th St;488 9th Ave;;;;;Sally D Party Sandwiches;488 9th Avenue Frnt;488 9th Ave;New York;;;
11562;2051;0,969;1;1,969;Sanctuary Tea;337B W Broadway-At Grand St;337b W Broadway;;;;;Sanctuary T; 337B West Broadway-at Grand St;337b W Broadway;New York;Soho;Cafés & diners;(212-941-7832)
11602;7138;0,954;1;1,954;Seeda Thai II;309 W 50th St-Btwn 8th & 9th Ave;Don Antonio's Pizza;;;;;Seeda Thai;309 W 50th St;Don Antonio's Pizza;New York;;;
11618;7152;0,840;1;1,840;Seven's Turkish Grill;158 W 72nd St-Btwn Amsterdam & Columbus Ave;158 W 72nd St;;;;;Seven's Mediterranean Grill;158 West 72nd Street;158 W 72nd St;New York;;;
11626;7159;0,987;1;1,987;Shades of Green Pub & Restaurant;125 E 15th St-At Irving Pl;125 E 15th St;;;;;Shades Of Green Pub & Restaurant;125 E 15th St;125 E 15th St;New York;;;
11636;7173;0,890;1;1,890;Shark Bar Restaurant;307 Amsterdam Ave-Btwn 74th & 75th St;307 Amsterdam Ave;;;;;Shark Bar;307 Amsterdam Ave;307 Amsterdam Ave;New York;;;
11650;7187;0,936;1;1,936;Ship of Fools;1590 2nd Ave-Btwn 82nd & 83rd Sts;1590 2nd Ave;;;;;Ship Of Fools;1590 2nd Ave;1590 2nd Ave;New York;;;
11662;2134;0,858;1;1,858;Sidecar At P.J. Clarke's;205 E 55th St-At 3rd Ave;205 E 55th St;;;;;Sidecar; 205 E 55th St-at Third Ave;205 E 55th St;New York;Midtown East;American;(212-317-2044)
11682;2145;0,893;1;1,893;Singas Pizza;176 2nd Ave-Btwn 11th & 12th St;176 2nd Ave;;;;;Singas Famous Pizza; 176 Second Ave-between 11th and 12th Sts;176 2nd Ave;New York;East Village;Italian: Pizza;(212-253-7300)
11718;2163;0,943;1;1,943;Sobakoh;309 E 5th St-At 2nd Ave;309 E 5th St;;;;;SobaKoh; 309 E 5th St-between First and Second Aves;309 E 5th St;New York;East Village;Japanese;(212-254-2244)
11746;2187;0,983;1;1,983;Soul Fixins';371 W 34th St-At 9th Ave;371 W 34th St;;;;;Soul Fixins; 371 W 34th St-between Eighth and Ninth Aves;371 W 34th St;New York;Midtown West;American Regional;(212-736-1345)
11762;11761;0,914;1;1,914;Spanky's BBQ (CLOSED);127 W 43rd St-;127 W 43rd St;;;;;Spanky's BBQ;127 W 43rd St-Btwn 6th & 7th Ave;127 W 43rd St;;;;
11766;11765;0,931;1;1,931;Spice1411;2nd Ave-;2nd Ave;;;;;Spice104;2nd Ave-;2nd Ave;;;;
11811;2223;0,862;1;1,862;Suba (CLOSED);109 Ludlow St-;109 Ludlow St;;;;;Suba; 109 Ludlow St-between Delancey and Rivington Sts;109 Ludlow St;New York;Lower East Side;Spanish;(212-982-5714)
11830;7357;0,851;1;1,851;Sunflower Diner;359 3rd Ave-At 26th St;359 3rd Ave;;;;;Sunflower Coffee Shop;359 3rd Ave;359 3rd Ave;New York;;;
11852;2251;0,934;1;1,934;Sushi Sennin;1420 3rd Ave-Btwn 80th & 81st St;1420 3rd Ave;;;;;Sushi Sen-Nin; 1420 Third Ave-between 80th and 81st Sts;1420 3rd Ave;New York;Upper East Side;Japanese;(212-889-2208)
11853;11852;0,914;1;1,914;Sushi Sennin (CLOSED);1420 3rd Ave-Btwn 80th & 81st St;1420 3rd Ave;;;;;Sushi Sennin;1420 3rd Ave-Btwn 80th & 81st St;1420 3rd Ave;;;;
11913;7422;0,920;1;1,920;Taco King Grill;1448 1st Ave-Btwn 75th and 76th Sts;1448 1st Avenue;;;;;Taco King;1448 1st Ave;1448 1st Avenue;New York;;;
11925;7432;0,893;1;1,893;Taj II;48 W 21st St-Btwn 5th & 6th Ave;DEZER BUILDING;;;;;Taj 2;48 W. 21st Street;DEZER BUILDING;New York;;;
12037;12036;0,928;1;1,928;The Casual Grill (CLOSED);24 John St-;24 John St;;;;;The Casual Grill;24 John St-Btwn Bway & Nassau St;24 John St;;;;
12049;12048;0,928;1;1,928;The Cutting Room (CLOSED);19 W 24th St-Btwn Bway & 6th Ave;19 W 24th St;;;;;The Cutting Room;19 W 24th St-Btwn Bway & 6th Ave;19 W 24th St;;;;
12070;12069;0,900;1;1,900;The Grill (CLOSED);1274 1st Ave-Btwn 68th & 69th St;1274 1st Avenue;;;;;The Grill;1274 1st Ave-Btwn 68th & 69th St;1274 1st Avenue;;;;
12081;2366;0,924;1;1,924;The Kati Roll Company;99 Macdougal St-Btwn Bleecker St & Minetta Ln;99 MacDougal St;;;;;The Kati Roll; 99 MacDougal St-between Bleecker and W 3rd Sts;99 MacDougal St;New York;Greenwich Village;Indian;(212-420-6517)
12088;7523;0,895;1;1,895;The Lobby at the Algonquin Hotel;59 W 44th St-Btwn 5th & 6th Ave;59 W 44th St;;;;;The Lobby Lounge af the Algonquin Hotel;59 West 44th Street;59 W 44th St;New York;;;
12099;2389;0,944;1;1,944;The Palm West Side;250 W 50th St-Btwn Bway & 8th Ave;250 W 50th St;;;;;The Palm West; 250 W 50th St-between Broadway and Eighth Ave;250 W 50th St;New York;Midtown West;Steakhouses;(212-333-7256)
12131;12130;0,933;1;1,933;The Ultimate Pizza;401 E 57th St-At 1st Ave;401 E 57th St;;;;;The Ultimate Pasta;401 E 57th St-At 1st Ave;401 E 57th St;;;;
12137;12136;0,944;1;1,944;The Westside Brewing Co (CLOSED);340 Amsterdam Ave-;340 Amsterdam Ave;;;;;The Westside Brewing Co;340 Amsterdam Ave-At 76th St;340 Amsterdam Ave;;;;
12146;2423;0,877;1;1,877;Tides Seafood;102 Norfolk St-Btwn Delancey & Rivington St;The Back Room;;;;;Tides; 102 Norfolk St-at Delancey St;The Back Room;New York;Lower East Side;Seafood;(212-254-8855)
12175;2439;0,862;1;1,862;Tomo (CLOSED);2850 Broadway-;2850 Broadway;;;;;Tomo; 2850 Broadway-at 111th St;2850 Broadway;New York;Upper West Side;Japanese;(212-665-2915)
12207;7599;0,833;1;1,833;Tramway Diner;1143 2nd Ave-At 60th St;1143 2nd Ave;;;;;Tramway Coffee Shop;1143 2nd Ave;1143 2nd Ave;New York;;;
12217;7616;0,822;1;1,822;Trevi Deli;48 Union Sq E-Btwn 16th & 17th St;48 Union Square E;;;;;Trevi Coffee Shop;48 Union Sq E;48 Union Square E;New York;;;
12227;12226;0,887;1;1,887;Tropica (CLOSED);200 Park Ave-;MetLife Building;;;;;Tropica;200 Park Ave-At 45th St;MetLife Building;;;;
12232;2474;0,844;1;1,844;Troy Turkish Grill;539 9th Ave-At 40th St;539 9th Ave;;;;;Troy; 539 Ninth Ave-at 40th St;539 9th Ave;New York;Midtown West;Turkish;(212-465-0888)
12278;7683;0,922;1;1,922;University Restaurant;101 University Pl-At 12th St;101 University Pl;;;;;University Place Restaurant;101 University Pl;101 University Pl;New York;;;
12314;12313;0,900;1;1,900;Vero1483;2nd Ave-;2nd Ave;;;;;Vero1004;2nd Ave-;2nd Ave;;;;
