Name;Neighborhood;Address;Country;Country code;Type;Cost;1_country_code;1_cost
Red;;;New York;NY;;;NY;
Red Apple Chinese Restaurant;;;New York;NY;;;NY;
Red Bamboo;Greenwich Village;;New York;NY;;;;
Red Bamboo Vegetarian Soul Café;Greenwich Village;;New York;NY;Vegetarian & Organic;;NY;
Red Bar Restaurant;;;New York;NY;;;NY;
Red Blazer Hideaway;Midtown West;;New York;NY;;;;
Red Cat;Chelsea;;New York;NY;American;$$$;;
Red Curry;;;New York;NY;;;NY;
Red Egg;Chinatown;;New York;NY;;;;
Red Egg20;;;New York;NY;;;NY;
Red Flame Coffee Shop;;;New York;NY;;;NY;
Red Fort Tandoori;Upper E. Side;;New York;NY;;;;
Red Garlic;;;New York;NY;;;NY;
Red House Restaurant Of Ny;;;New York;NY;;;NY;
Red Light Bistro;;;New York;NY;;;NY;
Red Lion;;;New York;NY;;;NY;
Red Lion Music, Pub & Restaurant;W. Village;;New York;NY;;;;
Red Lobster;;;New York;NY;;;NY;
Red Mango;West Village;;New York;NY;;;;
Red Restaurant;South Street Seaport;;New York;NY;;;;
Red Star;;;New York;NY;;;NY;
Red Star Restaurant;;;New York;NY;;;NY;
Red Tulip;;;New York;NY;;;NY;
Red Tulip Hungarian Restaurant;Upper E. Side;;New York;NY;;;;
Red Wine With Fish?;Tribeca/soho;;New York;NY;;;;
Redemption;;;New York;NY;;;NY;
Redeye Grill;Midtown West;;New York;NY;American;$$$;;
Redstone Pizzeria;;;New York;NY;;;NY;
Redwood;;;New York;NY;;;NY;
Regate;;;New York;NY;;;NY;
Regency;;;New York;NY;;;NY;
Regents;;;New York;NY;;;NY;
Regional;Upper W. Side;;New York;NY;;;;
Regional Restaurant;Upper West Side;;New York;NY;Italian;;NY;
Regional Thai;Chelsea;;New York;NY;;;;
Regional Thai Sa-Woy;;;New York;NY;;;NY;
Regional Thai Taste;Chelsea;;New York;NY;Thai;;NY;
Regional Thai Taste Restaurant;;;New York;NY;;;NY;
Reliable Catering Svc;;;New York;NY;;;NY;
Relish Caterers;;;New York;NY;;;NY;
Remache Store;;;New York;NY;;;NY;
Reme;;;New York;NY;;;NY;
Remedy Diner;Lower East Side;;New York;NY;Cafés & diners;;NY;
Remi;Midtown West;;New York;NY;Italian;$$$;;
Remi Restaurant;Midtown West;;New York;NY;Italian;;NY;
Remi145 W;;;New York;NY;;;NY;
Reminisce Bar & Lounge;;;New York;NY;;;NY;
Remy Lounge;Tribeca/soho;;New York;NY;;;;
Renaissance Diner;;;New York;NY;;;NY;
Renchers Crab Inn Inc;;;New York;NY;;;NY;
Rene Pujol Restaurant;;;New York;NY;;;NY;
René Pujol (CLOSED);;;New York;NY;;;NY;
Republic;Flatiron/u. Sq.;;New York;NY;;;;
Reservoir;;;New York;NY;;;NY;
Resman Corp;;;New York;NY;;;NY;
Restaurant;;;New York;NY;;;NY;
Restaurant 222;;;New York;NY;;;NY;
Restaurant 92;;;New York;NY;;;NY;
Restaurant Advisory Svc;;;New York;NY;;;NY;
Restaurant Assoc;;;New York;NY;;;NY;
Restaurant Associates;Upper W. Side;;New York;NY;;;;
Restaurant At South Park Hotel;;;New York;NY;;;NY;
Restaurant Carlyle;;;New York;NY;;;NY;
Restaurant Charlotte;;;New York;NY;;;NY;
Restaurant Daniel;;;New York;NY;;;NY;
Restaurant El Ranchito;;;New York;NY;;;NY;
Restaurant Forte Baden Baden;;;New York;NY;;;NY;
Restaurant Group La Juquilita;;;New York;NY;;;NY;
Restaurant Ichimura;Midtown East;;New York;NY;;;;
Restaurant Juquila;;;New York;NY;;;NY;
Restaurant La Fenice;Upper West Side;;New York;NY;;;;
Restaurant Nippon;;;New York;NY;;;NY;
Restaurant ON;;;New York;NY;;;NY;
Restaurant Puglia;;;New York;NY;;;NY;
Restaurant Punto Fijo;;;New York;NY;;;NY;
Restaurant Raphael;;;New York;NY;;;NY;
Restaurant Riki;;;New York;NY;;;NY;
Restaurant SEO;;;New York;NY;;;NY;
Restaurant Sambuca;;;New York;NY;;;NY;
Restaurant Seo;Midtown East;;New York;NY;;;;
Restaurant Tokyo;Murray Hill;;New York;NY;;;;
Restaurante Ecuatoriano GNS II;;;New York;NY;;;NY;
Restaurante Ecuatoriano Gensis;;;New York;NY;;;NY;
Restaurante El Mismo;;;New York;NY;;;NY;
Restaurante El Taxista Ectorno;;;New York;NY;;;NY;
Restivo Ristorante;;;New York;NY;;;NY;
Resto;Gramercy / Flatiron;;New York;NY;Belgian;$$;;
Resto Leon;East Village;;New York;NY;;;;
Resto111 E;;;New York;NY;;;NY;
Retsina;Midtown East;;New York;NY;;;;
Reunion;;;New York;NY;;;NY;
Revel;;;New York;NY;;;NY;
Revival;Harlem;;New York;NY;Caribbean;$$;;
Revival Restaurant Bar Lounge;Harlem;;New York;NY;American;;NY;
Revival23;;;New York;NY;;;NY;
Revolution;;;New York;NY;;;NY;
Rheon Cafe;Soho;;New York;NY;Cafés & diners;;NY;
Rheon Café;Soho;;New York;NY;;;;
Rhodes Restaurant Inc;;;New York;NY;;;NY;
Rhong Tiam;Greenwich Village;;New York;NY;;;;
Rhong-Tiam;Greenwich Village;;New York;NY;Thai;;NY;
Rhong-Tiam Express;;;New York;NY;;;NY;
Rialto (CLOSED);;;New York;NY;;;NY;
Riazor;;;New York;NY;;;NY;
Ribollita;Flatiron/u. Sq.;;New York;NY;;;;
Ribot;;;New York;NY;;;;
Ricardo Steak House;;;New York;NY;;;NY;
Ricardo Steakhouse;Upper East Side;;New York;NY;Caribbean;;NY;
Rice;Chinatown/little Italy;;New York;NY;Eclectic;;NY;
Rice & Beans Restaurant;;;New York;NY;;;NY;
Rice & Spice;Lower East Side;;New York;NY;Thai;;NY;
Rice 'N Beans;West 50s;;New York;NY;;;NY;
Rice 'N' Beans;;;New York;NY;;;NY;
Rice 'n Beans;Hell's Kitchen;;New York;NY;;;;
Rice 'n' Beans II;W. Village;;New York;NY;;;;
Rice Bar & Restaurant;;;New York;NY;;;NY;
Rice Take Out Restaurant;;;New York;NY;;;NY;
Rice To Riches;Chinatown/little Italy;;New York;NY;Cafés & diners;;NY;
Rice to Riches;Chinatown;;New York;NY;;;;
Rice ’n’ Beans;Midtown West;;New York;NY;Brazilian;;NY;
Richards Pasta Cafe;;;New York;NY;;;NY;
Richies Gourmet;;;New York;NY;;;NY;
Rick's Cabaret & Steakhouse;;;New York;NY;;;NY;
Rickshaw Dumpling Bar;Chelsea;;New York;NY;;;;
Rickshaw Dumpling Bar (CLOSED);Greenwich Village;;New York;NY;Asian: Pan-Asian;;NY;
Rickshaw Dumpling Bar (Closed);;;New York;NY;;;NY;
Rick’s Cabaret;Midtown West;;New York;NY;Steakhouses;;NY;
Rico;East Village;;New York;NY;Middle Eastern;;NY;
Rico Food Shop;;;New York;NY;;;NY;
Rico's Restaurant;Flatiron/u. Sq.;;New York;NY;;;;
Ricos Restaurant;;;New York;NY;;;NY;
Riese Ny;;;New York;NY;;;NY;
Right Bank Restaurant;;;New York;NY;;;NY;
Rigoletto Pizza & Pasta;;;New York;NY;;;NY;
Riingo;Midtown East;;New York;NY;Japanese;$$$$;;
Riingo Restaurant;;;New York;NY;;;NY;
Riingo205 E;;;New York;NY;;;NY;
Riki;;;New York;NY;;;NY;
Riki141 E;;;New York;NY;;;NY;
Rikyu Japanese Restaurant;;;New York;NY;;;NY;
Rincon De Espana;;;New York;NY;;;NY;
Rinconcito;West 40s;;New York;NY;;;NY;
Rinconcito Mexicano;;;New York;NY;;;NY;
Rinconcito Peruano;Midtown West;;New York;NY;Peruvian;;NY;
Rink Bar & Café;Midtown West;;New York;NY;American;;NY;
Rink BarRockefeller Center;;;New York;NY;;;NY;
Rino Trattoria;;;New York;NY;;;NY;
Rio & You;;;New York;NY;;;NY;
Rio Churrascaria;Gramercy/flatiron;;New York;NY;Brazilian;;NY;
Rio Mar Restaurant;;;New York;NY;;;NY;
Rio Restaurant;;;New York;NY;;;NY;
Rio's Churrascaria (Porcão Churrascaria);;;New York;NY;;;NY;
Riodizio;;;New York;NY;;;NY;
Rios Churrascaria;;;New York;NY;;;NY;
Riposo;;;New York;NY;;;NY;
Riposo 46;;;New York;NY;;;NY;
Riposo 72;;;New York;NY;;;NY;
Risa;;;New York;NY;;;NY;
Rise Bar;;;New York;NY;;;NY;
Rising Dragon;;;New York;NY;;;NY;
Risotteria;;;New York;NY;;;;
Riss;Chelsea;;New York;NY;;;;
Riss Restaurant;;;New York;NY;;;NY;
Ristorante 110;;;New York;NY;;;NY;
Ristorante Brunelli;Upper East Side;;New York;NY;Italian;;NY;
Ristorante DeGrezia;;;New York;NY;;;NY;
Ristorante Del Sole;;;New York;NY;;;NY;
Ristorante Grifone;;;New York;NY;;;NY;
Ristorante La Grolla;Upper West Side;;New York;NY;Italian;;NY;
Ristorante Primavera;Upper East Side;;New York;NY;Italian;;NY;
Ristorante San Pietro;;;New York;NY;;;NY;
Ritas Burgers;;;New York;NY;;;NY;
Ritas Restaurant;;;New York;NY;;;NY;
Ritz Asia;;;New York;NY;;;NY;
Ritz Diner;;;New York;NY;;;NY;
Rive Gauche;;;New York;NY;;;NY;
River;;;New York;NY;;;NY;
River Diner Inc;;;New York;NY;;;NY;
River Room/Earl Monroe's;;;New York;NY;;;NY;
Riverrun Cafe;;;New York;NY;;;NY;
Rivers;;;New York;NY;;;NY;
Riverside Marketplace;;;New York;NY;;;NY;
Riverview;Murray Hill;;New York;NY;;;;
Riverview Restaurant Inc;;;New York;NY;;;NY;
Riviera Cafe;;;New York;NY;;;NY;
Riviera Cafe & Sports Bar;;;New York;NY;;;NY;
Rivoli Pizza;;;New York;NY;;;NY;
Rivoli Pizza II;;;New York;NY;;;NY;
Roadhouse America;;;New York;NY;;;NY;
Roasting Plant;Lower East Side;;New York;NY;Food or Beverage Shop;;NY;
Robert Emmett's;;;New York;NY;;;NY;
Robert's Steakhouse;;;New York;NY;;;NY;
Roberto;West 50s;;New York;NY;Italian;;NY;
Roberto Passon;Hell's Kitchen;;New York;NY;;;;
Robert’s Steakhouse;Midtown West;;New York;NY;Steakhouses;;NY;
Robiola Restaurant;;;New York;NY;;;NY;
Robongi Sushi;;;New York;NY;;;NY;
Roc;Tribeca;;New York;NY;;;;
Roc Restaurant;Tribeca - Downtown;;New York;NY;;;;
Rocco;;;New York;NY;;;NY;
Rocco Pastry Shop;;;New York;NY;;;NY;
Rocco Ristorante;;;New York;NY;;;NY;
Rocco's;;;New York;NY;;;NY;
Rocco's Pastry Shop;;;New York;NY;;;;
Rocco's Pizza Joint;;;New York;NY;;;NY;
Rocco's24;;;New York;NY;;;NY;
Rock Center Cafe;Midtown West;;New York;NY;American;;NY;
Rock Center Café;Midtown West;;New York;NY;American;$$$;;
Rock Ii;;;New York;NY;;;NY;
Rock N Roll Noodle Hse;;;New York;NY;;;NY;
Rock-n-Sake;Chelsea;;New York;NY;Japanese;;NY;
Rocket Joe's East;;;New York;NY;;;NY;
Rocket To Asia;;;New York;NY;;;NY;
Rocking Horse;Chelsea;;New York;NY;Mexican;;NY;
Rocking Horse Cafe;Chelsea;;New York;NY;Mexican;$$;;
Rockmeisha Izakaya;;;New York;NY;;;NY;
Rockwell's;;;New York;NY;;;NY;
Rockwels Restaurant;;;New York;NY;;;NY;
Rocky's Italian Restaurant;;;New York;NY;;;NY;
Rocky's Number II;;;New York;NY;;;NY;
Rocky's Restaurant;Tribeca/soho;;New York;NY;;;;
Rockys Restaurant;;;New York;NY;;;NY;
Rodeo Bar;Gramercy/flatiron;;New York;NY;American Regional;;NY;
Rodeo Bar & Grill 27th St.;Gramercy/flatiron;;New York;NY;American Regional;;NY;
Rodriguez;Lower E. Side;;New York;NY;;;;
Rodriguez Restaurant;;;New York;NY;;;NY;
Roettele A G;;;New York;NY;;;NY;
Rogue;;;New York;NY;;;NY;
Rogue757;;;New York;NY;;;NY;
Rohm;;;New York;NY;;;NY;
Rohm27 E;;;New York;NY;;;NY;
Roisin Dubh;;;New York;NY;;;NY;
Rokkas #5 Restaurant Corp;;;New York;NY;;;NY;
Rolf's;;;New York;NY;German;$$;;
Rolf's Bar & Restaurant;Flatiron/u. Sq.;;New York;NY;;;;
Rolls ’N’ Curry;Gramercy/flatiron;;New York;NY;Indian;;NY;
Roma Pizza & Pasta;Lower E. Side;;New York;NY;;;;
Roma's Pizza;;;New York;NY;;;NY;
Romana Restaurant;;;New York;NY;;;NY;
Romantica Restaurant;;;New York;NY;;;NY;
Romeos Pizza Pasta;;;New York;NY;;;NY;
Romeos Ristorante;;;New York;NY;;;NY;
Ronald's Pizza Cafe;;;New York;NY;;;NY;
Ronat Restaurant Inc;;;New York;NY;;;NY;
Roni-Sue's Chocolates;;;New York;NY;;;NY;
Roni-Sue’s Chocolates;Lower East Side;;New York;NY;Food or Beverage Shop;;NY;
Ronnybrook Farm Dairy;Chelsea;;New York;NY;;;;
Ronnybrook Milk Bar;Chelsea;;New York;NY;Food or Beverage Shop;;NY;
Room;;;New York;NY;;;NY;
Room 18;Chinatown/little Italy;;New York;NY;Asian: Pan-Asian;;NY;
Room 4 Dessert (CLOSED);Chinatown/little Italy;;New York;NY;Cafés & diners;;NY;
Room Service;;;New York;NY;;;NY;
Room With a View;Midtown West;;New York;NY;;;;
Roomali;Gramercy;;New York;NY;;;;
Roonybrook Farm Dairy;;;New York;NY;;;NY;
Roosevelt Gourmet Deli;;;New York;NY;;;NY;
Rooster King Corp;;;New York;NY;;;NY;
Roosters;;;New York;NY;;;NY;
Roots & Vines;;;New York;NY;;;NY;
Roots and Vines;Lower East Side;;New York;NY;;;;
Ropa Vieja;East Village;;New York;NY;Caribbean: Cuban;;NY;
Roppongi;Upper West Side;;New York;NY;Sushi;$$;;
Roppongi (CLOSED);;;New York;NY;;;NY;
Rosa Mexicano;Flatiron/u. Sq.;;New York;NY;Mexican;$$$;;
Rosa Mexicano - Lincoln Center;Lincoln Center;;New York;NY;;;;
Rosa Mexicano - Union Square;Union Square;;New York;NY;;;;
Rosa Mexicano First Avenue;Midtown East;;New York;NY;;;;
Rosa Mexicano Lincoln Center;;;New York;NY;;;NY;
Rosa's;;;New York;NY;;;NY;
Rosa's Pizza;;;New York;NY;;;NY;
Rosa's Pizzeria;;;New York;NY;;;NY;
Rosa's Place Restaurant;Midtown West;;New York;NY;;;;
Rosanjin;Tribeca;;New York;NY;Japanese;;NY;
Rosario Deli Cafe;;;New York;NY;;;NY;
Rosario's Kitchen;;;New York;NY;;;NY;
Rosario's Pizza;;;New York;NY;;;NY;
Rosarios (CLOSED);Financial District;;New York;NY;Italian;;NY;
Rosario’s Pizza;Lower East Side;;New York;NY;Italian: Pizza;;NY;
Rosas Pizza & Pasta;;;New York;NY;;;NY;
Rosas Place Restaurant Inc;;;New York;NY;;;NY;
Rose Bar;;;New York;NY;;;NY;
Rose Cafe;;;New York;NY;;;NY;
Rose Club;Midtown West;;New York;NY;;;;
Rose Hall;W. Village;;New York;NY;;;;
Rose Of India;;;New York;NY;;;NY;
Rose Restaurant;;;New York;NY;;;NY;
Rose Water;Park Slope;;New York;NY;;;;
Rose of Bombay;;;New York;NY;;;NY;
Rose's Restaurant;;;New York;NY;;;NY;
Rosella's Pizzeria;;;New York;NY;;;NY;
Rosemarie's;Tribeca/soho;;New York;NY;;;;
Rosemaries Restaurant;;;New York;NY;;;NY;
Rosen's Delicatessen;;;New York;NY;;;NY;
Rosenthal Wine Merchant;;;New York;NY;;;NY;
Rosie & Ting;;;New York;NY;;;NY;
Rosie O'Grady's;;;New York;NY;;;NY;
Rosie O'Grady's - Times Square;Times Square;;New York;NY;;;;
Rosie O'grady's Midtown;Midtown West;;New York;NY;;;;
Rosie O'grady's Pub;Tribeca/soho;;New York;NY;;;;
Rosie Ogradys Midtown;;;New York;NY;;;NY;
Rosies Pub;;;New York;NY;;;NY;
Rosina Pizzeria Restaurant;;;New York;NY;;;NY;
Rossetti's Pizza;;;New York;NY;;;NY;
Rossetti’s Pizza;Soho;;New York;NY;;;;
Rossini's;;;New York;NY;;;NY;
Roth's Westside Steak House;Upper W. Side;;New York;NY;;;;
Roth's Westside Steakhouse;;;New York;NY;;;NY;
Rothmann's;Midtown East;;New York;NY;;;;
Rothmann's Steakhouse & Grill;Midtown East;;New York;NY;Steakhouses;;NY;
Rothmann's Steakhouse - NYC;Midtown East;;New York;NY;;;;
Rothmann's Steakhouse and Grill;Midtown East;;New York;NY;;;;
Roti Plus;Harlem;;New York;NY;;;;
Roti Roll Bombay Frankie;;;New York;NY;;;NY;
Rouge Tomate;Midtown East;;New York;NY;;;;
Round Table Restaurant at the Algonquin Hotel;;;New York;NY;;;NY;
Round Table Room;;;New York;NY;;;NY;
Round Table Room at the Algonquin Hotel;;;New York;NY;;;NY;
Route;;;New York;NY;;;NY;
Route 66 Cafe;;;New York;NY;;;NY;
Route 66 Cafe Inc;;;New York;NY;;;NY;
Roxanns Italian Restaurant;;;New York;NY;;;NY;
Roxy Coffee Shop;;;New York;NY;;;NY;
Roxy Delicatessen;;;New York;NY;;;NY;
Roxy Delicatessen & Marketplc;;;New York;NY;;;NY;
Roy Rogers;;;New York;NY;;;NY;
Roy Rogers Restaurant;Midtown East;;New York;NY;;;;
Roy's;Tribeca;;New York;NY;Fusion;$$$;;
Roy's - New York;Financial District;;New York;NY;;;;
Roy's New York;Lower Manhattan;;New York;NY;;;;
Roy's New York (CLOSED);;;New York;NY;;;NY;
Royal Bangladesh;;;New York;NY;;;NY;
Royal Canadian Pancake House;;;New York;NY;;;NY;
Royal Chinese Restaurant;Midtown West;;New York;NY;;;;
Royal Deli;;;New York;NY;;;NY;
Royal Indian Cuisine;;;New York;NY;;;NY;
Royal Kebab And Curry House;;;New York;NY;;;NY;
Royal Kebab and Curry House;Upper W. Side;;New York;NY;;;;
Royal Pizza;;;New York;NY;;;NY;
Royal Siam;;;New York;NY;;;NY;
Royal Siam Thai Cuisine;;;New York;NY;;;NY;
Royal Thai Cuisine II;;;New York;NY;;;NY;
Royale;E. Village;;New York;NY;;;;
Royale Cafe & Pastry;West Village;;New York;NY;Cafés & diners;;NY;
Royale Cafe + Pastry;West Village;;New York;NY;;;;
Roy’s New York;Financial District;;New York;NY;Asian: Pan-Asian;;NY;
Roy’s New York (CLOSED);;;New York;NY;;;NY;
Rub Bbq;;;New York;NY;;;;
Rubellino Inc;Upper W. Side;;New York;NY;;;;
Ruben's Empanadas;;;New York;NY;;;NY;
Rubens Empandadas Inc;;;New York;NY;;;NY;
Ruby E Violette's Gourmet Cookie Company;;;New York;NY;;;NY;
Ruby Foo's;;;New York;NY;;;NY;
Ruby Foo's (CLOSED);;;New York;NY;;;NY;
Ruby Foo's - Times Square;Times Square;;New York;NY;;;;
Ruby Foo's Times Square;Midtown West;;New York;NY;Pan-Asian;$$$;;
Ruby Foo's Uptown;Upper West Side;;New York;NY;Pan-Asian;$$$;;
Ruby Foo’s;Midtown West;;New York;NY;Asian: Pan-Asian;;NY;
Ruby Fruit Bar & Grill;W. Village;;New York;NY;;;;
Ruby Fruit Bar and Grill;;;New York;NY;;;NY;
Ruby et Violette;Midtown West;;New York;NY;Cafés;;NY;
Ruby's;;;New York;NY;;;NY;
Ruby's Tap House;Upper E. Side;;New York;NY;;;;
Ruby's259;;;New York;NY;;;NY;
Rubys;;;New York;NY;;;NY;
Ruby’s;Chinatown/little Italy;;New York;NY;Australian & New Zealand;;NY;
Ruby’s Café;Nolita;;New York;NY;;;;
Rudy Pizza & Restaurant;;;New York;NY;;;NY;
Rudy's Bar & Grill;West 40s;;New York;NY;;;NY;
Rue;;;New York;NY;;;NY;
Rue 57;;;New York;NY;;;;
Rue 5760 W;;;New York;NY;;;NY;
Rue Des Crepes;;;New York;NY;;;NY;
Rue-B;;;New York;NY;;;NY;
Rufus T Firefly;;;New York;NY;;;NY;
Rughetta;;;New York;NY;;;NY;
Rughetta Ristorante;Upper East Side;;New York;NY;;;;
Rungsit II Thai Food & Noodles;Murray Hill;;New York;NY;;;;
Rungsit Ii Thai Food & Noodles;;;New York;NY;;;NY;
Rungsit Thai Food;;;New York;NY;;;NY;
Runyon's Of 50th;Midtown East;;New York;NY;;;;
Runyons On 2nd;;;New York;NY;;;NY;
Rupali Restaurant;;;New York;NY;;;NY;
Rush Hour;;;New York;NY;;;NY;
Rushan Bros;;;New York;NY;;;NY;
Russ & Daughters;Lower E. Side;;New York;NY;;;;
Russian Firebird Restaurant;Theater District;;New York;NY;;;;
Russian Samovar;Times Square;;New York;NY;;;;
Russian Samovar Restaurant;Midtown West;;New York;NY;Continental;$$$;;
Russian Tea Room;;;New York;NY;;;NY;
Russian Tea Room - NYC;Midtown West;;New York;NY;;;;
Russian Vodka Room;Midtown West;;New York;NY;Russian;;NY;
Russo's Steak & Pasta;;;New York;NY;;;NY;
Rusty Knot;Greenwich Village;;New York;NY;;;;
Rusty's Happy Choice;;;New York;NY;;;NY;
Ruth's Chris Steak House;;;New York;NY;;;NY;
Ruth's Chris Steak House - New York City - Midtown;Theater District;;New York;NY;;;;
Ruth's Chris Steakhouse;Times Square;;New York;NY;;;;
Ruthy's Bakery & Cafe;;;New York;NY;;;NY;
Ruthy's Bakery & CafePier;;;New York;NY;;;NY;
Ryan Maguire's Ale House;;;New York;NY;;;NY;
Ryans Daughter;;;New York;NY;;;NY;
Ryans Irish Pub;;;New York;NY;;;NY;
Ryans Sports Bar & Restaurant;;;New York;NY;;;NY;
S Mac;;;New York;NY;;;NY;
S P Restaurant Corp;Tribeca/soho;;New York;NY;;;;
S'Mac;East Village;;New York;NY;;;;
S'Mac345 E;;;New York;NY;;;NY;
S'mac;East Village;;New York;NY;;;NY;
S. Dynasty;;;New York;NY;;;NY;
S.G.S. Donuts;Chelsea;;New York;NY;;;;
S.O.B.'s;;;New York;NY;;;NY;
S.O.S. Chefs;East Village;;New York;NY;Food or Beverage Shop;;NY;
SALONTEA TeaBar;;;New York;NY;;;NY;
SB;;;New York;NY;;;NY;
SEA;East Village;;New York;NY;;;;
SIDECAR at P.J. Clarke's;Midtown East;;New York;NY;;;;
SIP;;;New York;NY;;;NY;
SOY;;;New York;NY;;;NY;
SQC;Upper W. Side;;New York;NY;;;;
ST. ANDREWS;;;New York;NY;;;NY;
STK;Meatpacking District;;New York;NY;;;;
SUGARCANE;Gramercy/flatiron;;New York;NY;Brazilian;;NY;
SUSHISAMBA 7;Greenwich Village;;New York;NY;;;;
SUSHISAMBA park;Gramercy / Flatiron;;New York;NY;;;;
SUteiShi;Financial District;;New York;NY;;;;
Sa Woy;Upper E. Side;;New York;NY;;;;
Sabaa Deli;;;New York;NY;;;NY;
Sabarro Italian Eat;;;New York;NY;;;NY;
Sabenas A Good Food Place;;;New York;NY;;;NY;
Saber Coffee Shop;Flatiron/u. Sq.;;New York;NY;;;;
Sabinas Restaurant;;;New York;NY;;;NY;
Sable's;Upper E. Side;;New York;NY;;;;
Sable's Smoked Fish;;;New York;NY;;;NY;
Sable's14;;;New York;NY;;;NY;
Sable’s;Upper East Side;;New York;NY;Food or Beverage Shop;;NY;
Sabor A Mexico;;;New York;NY;;;NY;
Sabor A Mexico II;;;New York;NY;;;NY;
Sabor Latino;;;New York;NY;;;NY;
Sabora Mexico;;;New York;NY;;;NY;
Saburi;;;New York;NY;;;NY;
Sacco Pizza;;;New York;NY;;;NY;
Sachi;;;New York;NY;;;NY;
Sachiko's on Clinton;;;New York;NY;;;NY;
Sacred Chow;Greenwich Village;;New York;NY;Vegetarian;$;;
Saffee Sandwich Bar and Deli;;;New York;NY;;;NY;
Saffron;Flatiron/u. Sq.;;New York;NY;;;;
Safran;Chelsea;;New York;NY;;;;
Safran88;;;New York;NY;;;NY;
Sag Harbor;Midtown West;;New York;NY;;;;
Saga Grill;;;New York;NY;;;NY;
Sage - St. Vartan Cafe;;;New York;NY;;;NY;
Saha Thai Cuisine;;;New York;NY;;;NY;
Sahara East Restaurant;E. Village;;New York;NY;;;;
Sahara Grill;Midtown West;;New York;NY;;;;
Sahara Grill (CLOSED);Midtown West;;New York;NY;Turkish;;NY;
Sahara's Turkish Cuisine;;;New York;NY;;;NY;
Sai Gan Restaurant;;;New York;NY;;;NY;
Saigon;;;New York;NY;;;NY;
Saigon 48;Midtown West;;New York;NY;;;;
Saigon BANH MI 1INC;;;New York;NY;;;NY;
Saigon Banh Mi;Chinatown;;New York;NY;;;;
Saigon Banh Mi Bakery;Chinatown;;New York;NY;Thai;;NY;
Saigon Cuisine De;;;New York;NY;;;NY;
Saigon Grill;;;New York;NY;;;NY;
Saigon River;Flatiron/u. Sq.;;New York;NY;;;;
Saigon River Vietnamese Rstrnt;;;New York;NY;;;NY;
Saint Alp's Tea House;;;New York;NY;;;NY;
Saint James Gate Publick House;;;New York;NY;;;NY;
Saint Marks Pizza;E. Village;;New York;NY;;;;
Saint's Alp Tea House 1;;;New York;NY;;;NY;
Saint's Alp Teahouse;;;New York;NY;;;NY;
Saint’s Alp Teahouse;East Village;;New York;NY;;;;
Saji's;;;New York;NY;;;NY;
Saji's Kitchen of Japan;Upper W. Side;;New York;NY;;;;
Saji's256 W;;;New York;NY;;;NY;
Saju;Midtown West;;New York;NY;;;;
Saju Bistro;Theater District;;New York;NY;;;;
Saju120 W;;;New York;NY;;;NY;
Sakae Sushi;Greenwich Village;;New York;NY;;;;
Sakae Sushi (CLOSED);Midtown East;;New York;NY;;;;
Sakagura;Midtown East;;New York;NY;;;;
Sakagura Restaurant;Midtown East;;New York;NY;Japanese;;NY;
Sakaya;East Village;;New York;NY;Food or Beverage Shop;;NY;
Sake Bar Decibel;;;New York;NY;;;NY;
Sake Bar Hagi;;;New York;NY;;;NY;
Sake Bar Satsko;;;New York;NY;;;NY;
Sake Club Inc;;;New York;NY;;;NY;
Sake Hana;Upper East Side;;New York;NY;Japanese;;NY;
Saki Restaurant Corp;;;New York;NY;;;NY;
Sakkio Japan;;;New York;NY;;;NY;
Sakura;Chinatown/little Italy;;New York;NY;Japanese;;NY;
Sakura Cafe;Park Slope;;New York;NY;;;;
Sakura Hana;;;New York;NY;;;NY;
Sakura Restaurant;;;New York;NY;;;NY;
Sakura Sushi;;;New York;NY;;;NY;
Sal & Carmine's Pizza;;;New York;NY;;;NY;
Sal Anthony's Cafe Adelina;;;New York;NY;;;NY;
Sal Anthony's City Gardener (CLOSED);;;New York;NY;;;NY;
Sal Anthony's Lanza;;;New York;NY;;;NY;
Sal Anthony's Restaurant;Flatiron/u. Sq.;;New York;NY;;;;
Sal Anthony's S.P.Q.R.;Little Italy;;New York;NY;Italian;$$;;
Sal Anthony's SPQR;;;New York;NY;;;NY;
Sal Anthony's Spqr Rstrnt;Chinatown;;New York;NY;;;;
Sal Anthonys Restaurant;;;New York;NY;;;NY;
Sal Anthonys Spqr Rstrnt;;;New York;NY;;;NY;
Sal's;;;New York;NY;;;NY;
Sal's & Carmine's Pizza;Upper West Side;;New York;NY;;;;
Sal's And Carmine's Pizza;;;New York;NY;;;NY;
Sal's Comedy Hole;;;New York;NY;;;NY;
Sal's Pizza;;;New York;NY;;;NY;
Sal's Pizzeria;Murray Hill;;New York;NY;;;;
Sal's Pizzeria & Restaurant;Chinatown;;New York;NY;;;;
Sal's and Carmine's;West 100s;;New York;NY;;;NY;
Sal's and Carmine's Pizza;Upper W. Side;;New York;NY;;;;
Sala;E. Village;;New York;NY;;;;
Sala One-Nine;Chelsea;;New York;NY;Spanish;;NY;
Sala Thai;;;New York;NY;;;NY;
Sala on 19th;;;New York;NY;;;NY;
Salaam Bombay;Tribeca;;New York;NY;Indian;$$;;
Salaam Bombay Indian Cuisine;;;New York;NY;;;NY;
Salad Mania;;;New York;NY;;;NY;
Salad Works;;;New York;NY;;;NY;
Salam Cafe & Restaurant;;;New York;NY;;;NY;
