;restaurant;address;neighborhood;addressGoogle
1228;Sarabeth's;423 Amsterdam Ave btwn 80th and 81st Sts;Upper West Side;E 81st St
1229;Sarabeth's;423 Amsterdam Ave btwn 80th and 81st Sts;Upper East Side;E 81st St
1230;Sarabeth's Central Park South;40 Central Park So btwn Fifth and Sixth...;Midtown West;New York
1231;Sardi's;;Midtown West;
1232;Sarge's Deli;;Midtown East;
1233;Sasabune;;Upper East Side;
1234;Satsko;;Lower East Side;
1235;Saucy;1409 York Ave;Upper East Side;1409 York Ave
1236;Savann;;Upper West Side;
1237;Savore;;SoHo;
1238;Savoy;70 Prince St btwn Broadway and Crosby St;SoHo;70 Prince St
1239;Scalinatella;201 E 61st St btwn Second and Third Aves;Upper East Side;201 E 61st St
1240;Scarlatto;;Midtown West;
1241;Schiller's Liquor Bar;131 Rivington St at Norfolk St;Lower East Side;131 Rivington St
1242;Schnipper's Quality Kitchen;;Midtown West;
1243;Seasonal;132 W 58th St btwn 6th & 7th Aves;Midtown West;132 W 58th St
1244;Sel et Poivre;853 Lexington Ave btwn 64th and 65th Sts;Upper East Side;853 Lexington Avenue between 64th and
1245;Seoul Station;81 St Marks Pl btwn 1st and 2nd Aves;East Village;81 St Marks Pl btwn 1st and 2nd Aves
1246;Seppi's;;Midtown West;
1247;Serafina Broadway;;Midtown West;
1248;Serafina Fabulous Grill;29 E 61st St btwn Park and Madison Aves;Upper East Side;29 E 61st St
1249;Serafina Fabulous Pizza;1022 Madison Ave at 79th St;Upper East Side;1022 Madison Ave
1250;Serafina Lafayette;;East Village;
1251;Serendipity 3;225 E 60th St btwn Second and Third Aves;Upper East Side;225 E 60th St
1252;Setacci;420 Hudson St at Leroy St;Greenwich Village;420 Hudson St
1253;Sette Enoteca e Cucina;207 7th Ave at 3rd St;Park Slope;207 7th Ave at 3rd St
1254;Sette Mezzo;969 Lexington Ave btwn 70th and 71st Sts;Upper East Side;969 Lexington Ave btwn 70th and 71st Sts
1255;Seven;350 Seventh Ave btwn 29th and 30th Sts;Chelsea;350 Seventh Ave btwn 29th and 30th Sts
1256;Sevilla;62 Charles St at W 4th St;Greenwich Village;62 Charles St
1257;Sfoglia;1402 Lexington Ave at 92nd St;Upper East Side;1402 Lexington Ave
1258;Shabu-Shabu 70;;Upper East Side;
1259;Shaburi;125 E 39th St btwn Park and Lexington...;Midtown East;125 E 39th St
1260;Shaffer City Oyster Bar and Grill;5 W 21st St btwn Fifth and Sixth Aves;Chelsea;7 W 21st St
1261;Shake Shack;;Upper West Side;
1262;Shalizar;1420 Third Ave btwn 80th and 81st Sts;Upper East Side;E 81st St
1263;Shang;187 Orchard St btwn Stanton and Houston...;Lower East Side;187 Orchard St
1264;Shanghai Mong;;Midtown West;
1265;Shanghai Pavilion;1378 Third Ave btwn 78th and 79th Sts;Upper East Side;1378 Third Ave btwn 78th and 79th Sts
1266;Sheep Station;149 4th Ave at Douglass St;Park Slope;149 4th Ave
1267;Shelly's New York;;Midtown West;
1268;Shimizu;;Midtown West;
1269;Shopsin's;;Lower East Side;
1270;Shorty's;576 Ninth Ave at 41st St;Midtown West;576 9th Ave
1271;Shorty's.32;;SoHo;
1272;Shula's;;Midtown West;
1273;Shun Lee Cafe;43 W 65th St btwn Central Park West and...;Upper West Side;43 W 65th St
1274;Shun Lee Palace;;Midtown East;
1275;Shun Lee West;43 W 65th St btwn Central Park West and...;Upper West Side;43 W 65th St
1276;Sidecar;560 Fifth Ave btwn 15th and 16th Sts;Park Slope;560 Fifth Ave btwn 15th and 16th Sts
1277;Sidecar at P.J. Clarke's;;Midtown East;
1278;Sigiri;91 First Ave btwn 5th and 6th Sts;East Village;6th Ave
1279;Silverleaf Tavern;70 Park Ave at 38th St;Midtown East;70 Park Ave
1280;Simon Sips;;East Village;
1281;Singas Famous Pizza;;East Village;
1282;Sip Sak;928 Second Ave btwn 49th and 50th Sts;Midtown East;50th Ave
1283;Sistina;1555 Second Ave btwn 80th and 81st Sts;Upper East Side;1555 Second Ave btwn 80th and 81st Sts
1284;Slice;1413 Second Ave btwn 73rd and 74th Sts;Upper East Side;1413 Second Ave btwn 73rd and 74th Sts
1285;Slurp;84 Stanton St at Orchard St;Lower East Side;84 Stanton St
1286;Smith and Wollensky;797 Third Ave at 49th St;Midtown East;797 3rd Ave
1287;Smith's;79 MacDougal St btwn Bleecker and W...;Greenwich Village;79 MacDougal St
1288;Smokin' Q;;Upper East Side;
1289;Smokin' Q (CLOSED);;Upper East Side;
1290;Smorgas Chef;;Midtown East;
1291;Smorgas Chef;;Greenwich Village;
1292;Snack;;SoHo;
1293;Snack Taverna;;Greenwich Village;
1294;Soba Totto;;Midtown East;
1295;SobaKoh;;East Village;
1296;Sobaya;229 E 9th St btwn Second and Third Aves;East Village;60E W 9th St
1297;Socarrat Paella Bar;259 W 19th St btwn Seventh and Eighth...;Chelsea;259 W 19th St
1298;Socialista (CLOSED);505 West St at Jane St;Greenwich Village;505 W 19th St
1299;Sofrito;400 E 57th St btwn First Ave and Sutton...;Midtown East;400 E 57th St
1300;Solera;;Midtown East;
1301;Solex;103 First Ave btwn 6th and 7th Sts;East Village;103 First Ave btwn 6th and 7th Sts
1302;Solo;550 Madison Ave btwn 55th and 56th Sts;Midtown East;550 Madison Ave btwn 55th and 56th Sts
1303;Song 7.2;;East Village;
1304;Sonia Rose;;Lower East Side;
1305;Sookk;;Upper West Side;
1306;Sorella;;Lower East Side;
1307;Sosa Borella;;Midtown West;
1308;Soto;;Greenwich Village;
1309;Sotto Voce;;Park Slope;
1310;Souen;28 E 13th St btwn Fifth Ave and...;Greenwich Village;28 E 13th St
1311;Souen;28 E 13th St btwn Fifth Ave and...;SoHo;28 E 13th St
1312;Souen Ramen;;East Village;
1313;Soul Fixins;371 W 34th St btwn Eighth and Ninth Aves;Midtown West;371 W 34th St
1314;Soup Burg;1095 Lexington Ave at 77th St;Upper East Side;1095 Lexington Ave
1315;Soup Burg (CLOSED);;Upper East Side;
1316;South Gate;160 Central Park South btwn 6th and 7th...;Midtown West;160 Central Park S
1317;Southern Hospitality;;Upper East Side;
1318;Soy;;Lower East Side;
1319;Spanky's BBQ;127 W 43rd St btwn Broadway and Sixth...;Midtown West;127 W 43rd St #2
1320;Spanky's BBQ (CLOSED);;Midtown West;
1321;Sparks Steak House;210 E 46th St btwn Second and Third Aves;Midtown East;210 E 46th St
1322;Sparky's American Food;;East Village;
1323;Spice;;Chelsea;
1324;Spice;;Upper East Side;
1325;Spice;;Greenwich Village;
1326;Spiga;;Upper West Side;
1327;Spigolo;;Upper East Side;
1328;Spitzer's Corner;101 Rivington St at Ludlow St;Lower East Side;101 Rivington St
1329;Spotlight Live;;Midtown West;
1330;Spotlight Live (CLOSED);;Midtown West;
1331;Spring Street Natural;62 Spring St at Lafayette St;SoHo;62 Spring St
1332;Spunto;;Greenwich Village;
1333;Square Meal;30 E 92nd St btwn 5th Ave and Madison...;Upper East Side;30 E 92nd St btwn 5th Ave and Madison...
1334;Stage Deli;1481 Second Ave at 77th St;Upper East Side;1481 2nd Ave
1335;Stage Deli;1481 Second Ave at 77th St;Midtown West;1481 2nd Ave
1336;Staghorn Steakhouse;;Midtown West;
1337;Stand;;Greenwich Village;
1338;Steak Frites;;Greenwich Village;
1339;Stone Park Cafe;;Park Slope;
1340;Strip House;;Greenwich Village;
1341;Suba;;Lower East Side;
1342;Suba (CLOSED);;Lower East Side;
1343;Suenos;;Chelsea;
1344;Sugarcane;;Park Slope;
1345;Sugiyama;;Midtown West;
1346;Sumile Sushi;;Greenwich Village;
1347;Supermac;;Chelsea;
1348;Supper;156 E 2nd St btwn Aves A and B;East Village;156 E 2nd St
1349;Surya;302 Bleecker St btwn Seventh Ave South...;Greenwich Village;302 Bleecker St
1350;Sushi Ann;38 E 51st St btwn Madison and Park Aves;Midtown East;38 E 51st St
1351;Sushi Hana;;Upper East Side;
1352;Sushi Jun;;Midtown West;
1353;Sushi Samba 7;87 Seventh Ave So at Barrow St;Greenwich Village;87 7th Ave S
1354;Sushi Seki;1143 1st Ave btwn 62nd and 63rd Sts;Upper East Side;1143 1st Avenue
1355;Sushi Yasuda;204 E 43rd St btwn 2nd and 3rd Aves;Midtown East;204 E 43rd St
1356;Sushi Zen;;Midtown West;
1357;Sushi of Gari;;Upper East Side;
1358;Sushi of Gari 46;;Midtown West;
1359;Sushiden;19 E 49th St btwn Fifth and Madison Aves;Midtown East;12 E 49th St
1360;Sushiden;19 E 49th St btwn Fifth and Madison Aves;Midtown West;12 E 49th St
1361;Sweet Emily's;;Midtown West;
1362;Sweet and Lowdown;123 Allen St btwn Delancey and...;Lower East Side;123 Allen St
1363;Sweetiepie;19 Greenwich Ave btwn W 10th and...;Greenwich Village;57 W 10th St
1364;Swich;104 8th Ave btwn 15th and 16th Sts;Chelsea;104 8th Ave btwn 15th and 16th Sts
1365;Swifty's;1007 Lexington Ave btwn 72nd and 73rd...;Upper East Side;1007 Lexington Ave btwn 72nd and 73rd...
1366;Swizz Restaurant and Wine Bar;310 W 53rd St btwn Eighth and Ninth...;Midtown West;310 W 53rd St
1367;Symposium;544 W 113th St btwn Amsterdam Ave and...;Upper West Side;544 W 113th St
1368;Szechuan Gourmet;21 West 39th St btwn Fifth and Sixth Ave;Midtown West;21 W 39th St
1369;T-Bar Steak and Lounge;;Upper East Side;
1370;Taam Tov;41 W 47th St btwn Fifth and Sixth Aves;Midtown West;41 W 47th St
1371;Taboon;773 10th Ave btwn 52nd and 53rd Sts;Midtown West;773 10th Ave btwn 52nd and 53rd Sts
1372;Taco Taco;;Upper East Side;
1373;Tagine Dining Gallery;537 Ninth Ave btwn 39th and 40th Sts;Midtown West;537 Ninth Ave btwn 39th and 40th Sts
1374;Tahini;23 Third Ave at St Marks Pl;East Village;23 3rd Ave
1375;Tailor;525 Broome St btwn Thompson and...;SoHo;525 Broome St
1376;Taim;222 Waverly Pl btwn Perry and W 11th Sts;Greenwich Village;222 Waverly Pl
1377;Takahachi;;East Village;
1378;Taksim;99 Second Ave btwn 5th and 6th Sts;East Village;6th Ave
1379;Talia's Steakhouse and Bar;;Upper West Side;
1380;Tang Pavilion;;Midtown West;
1381;Tanti Baci Caffe;;Greenwich Village;
1382;Tao;;Midtown East;
1383;Taralluccci e Vino;163 First Ave Corner of 10th St;East Village;163 First Ave Corner of 10th St
1384;Taro Sushi;446 Dean St btwn Fifth and Flatbush...;Park Slope;446 Dean St btwn Fifth and Flatbush...
1385;Tartine;253 W 11th St at 4th St;Greenwich Village;253 W 11th St at 4th St
1386;Tasca (CLOSED);130 Seventh Avenue So at W 10th St;Greenwich Village;130 7th Ave S
1387;Taste;;Upper East Side;
1388;Tavern on Nostrand;813 Nostrand Ave btwn Union and...;Park Slope;813 Nostrand Ave
1389;Tavern on the Green;Central Park West at 67th St;Upper West Side;Central Park West & W 67th St
1390;Tea and Sympathy;108 Greenwich Ave near Jane St;Greenwich Village;108 Greenwich Ave
1391;Teany;90 Rivington St btwn Ludlow and Orchard...;Lower East Side;90 Rivington St
1392;Tebaya;;Chelsea;
1393;Ted's Montana Grill;110 W 51st St btwn Sixth and Seventh...;Midtown West;110 W 51st St
1394;Telepan;;Upper West Side;
1395;Tello's;;Chelsea;
1396;Tempo;;Park Slope;
1397;Teodora;;Midtown East;
1398;Terroir;413 E 12th St btwn First Ave and Ave A;East Village;413 E 12th St btwn First Ave and Ave A
1399;Tet;83 Ave A btwn 5th and 6th Sts;East Village;6th Ave
1400;Thai on Clinton;;Lower East Side;
1401;Thalia;828 Eighth Ave at 50th St;Midtown West;308 W 50th St
1402;The Capital Grille;155 E 42nd St btwn Lexington & 3rd Aves;Midtown East;155 E 42nd St
1403;The Carlyle Restaurant;35 E 76th St at Madison Ave;Upper East Side;35 E 76th St
1404;The Charles;234 W 4th St btwn W 10th and Charles Sts;Greenwich Village;234 W 4th St btwn W 10th and Charles Sts
1405;The E.U.;235 E 4th St near Ave B;East Village;235 E 4th St
1406;The E.U. (CLOSED);;East Village;
1407;The Elephant;;East Village;
1408;The Ethiopian Restaurant;;Upper East Side;
1409;The Four Seasons;99 E 52nd St btwn Park and Lexington...;Midtown East;99 E 52nd St
1410;The Great Burrito;405 Amsterdam Ave at 79th St;Upper West Side;405 Amsterdam Ave
1411;The Green Table;75 Ninth Ave at 15th St;Chelsea;75 9th Ave
1412;The Little Owl;90 Bedford St at Grove St;Greenwich Village;Apartment Building from the TV Show Friends
1413;The Mercury Dime;246 E 5th St btwn Cooper Square and...;East Village;200 E 5th St
1414;The Mermaid Inn;568 Amsterdam Ave btwn 87th and 88th Sts;Upper West Side;568 Amsterdam Ave btwn 87th and 88th Sts
1415;The Mermaid Inn;568 Amsterdam Ave btwn 87th and 88th Sts;East Village;568 Amsterdam Ave btwn 87th and 88th Sts
1416;The Modern;;Midtown West;
1417;The Morgan Dining Room;;Midtown East;
1418;The New French;;Greenwich Village;
1419;The Noho Star;;East Village;
1420;The Oak Room;;Midtown West;
1421;The Orchard;162 Orchard St at Rivington St;Lower East Side;WASSAIL
1422;The Organic Grill;123 First Ave btwn St Marks Pl and E...;East Village;123 1st Avenue
1423;The Palm;;Midtown East;
1424;The Palm Too;;Midtown East;
1425;The Palm West Side;;Midtown West;
1426;The Park;118 10th Ave at 18th St;Chelsea;New York
1427;The Park Room;;Midtown West;
1428;The Place;310 W 4th St btwn Bank and W 12th Sts;Greenwich Village;310 West 4th Street
1429;The Pod Cafe;230 E 51st St btwn 2nd and 3rd Aves;Midtown East;3rd Ave
1430;The Post House;28 E 63rd St btwn Madison and Park Aves;Upper East Side;28 E 63rd St
1431;The Prime Grill;60 E 49th St btwn Madison and Park Aves;Midtown East;12 E 49th St
1432;The Red Cat;227 10th Ave btwn 23rd and 24th Sts;Chelsea;227 10th Ave btwn 23rd and 24th Sts
1433;The Redhead;349 E 13th St at First Ave;East Village;349 E 13th St
1434;The Restaurant at The Jumeirah Essex House;160 Central Park South btwn 6th and 7th...;Midtown West;160 Central Park S
1435;The Russian Tea Room;;Midtown West;
1436;The Sea Grill;;Midtown West;
1437;The Sheep Meadow Cafe;;Upper West Side;
1438;The Smith;55 Third Ave btwn 10th and 11th Sts;East Village;55 Third Ave btwn 10th and 11th Sts
1439;The Spotted Pig;314 W 11th St at Greenwich St;Greenwich Village;314 W 11th St
1440;The Stanton Social;;Lower East Side;
1441;The Sunburnt Cow;137 Ave C btwn 8th and 9th Sts;East Village;9th Ave
1442;The Tasting Room Wine Bar and Cafe;72 East 1st Street Btwn First and...;East Village;72 E 1st St
1443;The Twisted Burger (CLOSED);430 E 14th St btwn First Ave and Ave A;East Village;430 E 14th St btwn First Ave and Ave A
1444;The West Branch;;Upper West Side;
1445;Thor;107 Rivington St at Essex St;Lower East Side;107 Rivington St
1446;Three of Cups;;East Village;
1447;Tia Pol;205 10th Ave btwn 22nd and 23rd Sts;Chelsea;205 10th Ave btwn 22nd and 23rd Sts
1448;Tides;102 Norfolk St at Delancey St;Lower East Side;The Back Room
1449;Tiengarden;170 Allen St btwn Rivington and Stanton...;Lower East Side;170 Allen St
1450;Tisserie;870 7th Ave btwn 55th and 56th Sts;Midtown West;870 7th Ave btwn 55th and 56th Sts
1451;Tokyo Pop;;Upper West Side;
1452;Tokyo Pop (CLOSED);;Upper West Side;
1453;Toledo;6 E 36th St btwn Fifth and Madison Aves;Midtown East;6 E 36th St btwn Fifth and Madison Aves
1454;Toloache;;Midtown West;
1455;Tomoe Sushi;172 Thompson St btwn Bleecker and...;Greenwich Village;172 Thompson St
1456;Tong Thai Brasserie;;East Village;
1457;Tony's Di Napoli;;Midtown West;
1458;Tony's Di Napoli;;Upper East Side;
1459;Tori Shin;;Upper East Side;
1460;Tout Va Bien;;Midtown West;
1461;Town;15 W 56th St btwn 5th and 6th Aves;Midtown West;15 W 56th St
1462;Trata Estiatorio;;Upper East Side;
1463;Trattoria Dopo Teatro;125 W 44th St btwn Broadway and 6th Ave;Midtown West;125 W 44th St
1464;Trattoria Spaghetto;;Greenwich Village;
1465;Trattoria dell'Arte;;Midtown West;
1466;Tre;173 Ludlow St btwn Stanton and Houston...;Lower East Side;173 Ludlow St btwn Stanton and Houston...
1467;Tre Dici;;Chelsea;
1468;Tre Dici Steak;128 W 26th St btwn Sixth and Seventh...;Chelsea;128 W 26th St
1469;Tree;;East Village;
1470;Trestle on Tenth;;Chelsea;
1471;Triangolo;;Upper East Side;
1472;Trio;167 E 33rd St btwn Lexington and Third...;Midtown East;167 E 33rd St
1473;Triomphe;;Midtown West;
1474;Tsampa;;East Village;
1475;Tse Yang;34 E 51st St btwn Madison and Park Aves;Midtown East;34 E 51st St btwn Madison and Park Aves
1476;Tsushima;141 E 47th St btwn Lexington and Third...;Midtown East;141 E 47th St
1477;Tuck Shop;68 E 1st St btwn First and Second Aves;East Village;68 E 1st St btwn First and Second Aves
1478;Turkuaz (CLOSED);2637 Broadway at 100th St;Upper West Side;2637 Broadway
1479;Turquoise;;Upper East Side;
1480;Udon West;;Midtown East;
1481;Una Pizza Napoletana;;East Village;
1482;Uncle Jack's Steakhouse;;Midtown West;
1483;Uncle Nick's;;Chelsea;
1484;Uncle Nick's Ouzaria;;Midtown West;
1485;Upstairs at '21';;Midtown West;
1486;Ushiwakamaru;136 W Houston St btwn MacDougal and...;Greenwich Village;136 W Houston St
1487;Utsav;;Midtown West;
1488;Uva;1486 Second Ave at 77th St;Upper East Side;1486 2nd Ave
1489;Vai Restaurant and Wine Bar;225 W 77 St near Broadway;Upper East Side;225 W 77th St
1490;Valbella;421 W 13th St btwn Ninth Ave and...;Greenwich Village;421 W 13th St
1491;Valdino West (CLOSED);;Greenwich Village;
1492;Vero Midtown;;Midtown East;
1493;Veselka;;East Village;
1494;Vespa;1625 Second Ave btwn 84th and 85th Sts;Upper East Side;1625 Second Ave btwn 84th and 85th Sts
1495;Via dei Mille;;SoHo;
1496;ViceVersa;;Midtown West;
1497;Vico;;Upper East Side;
1498;Villa Berulia;;Midtown East;
1499;Villa Pazzo;;Greenwich Village;
1500;Village;;Greenwich Village;
1501;Village Mingala;;East Village;
1502;Village Natural;;Greenwich Village;
1503;Village Yokocho;;East Village;
1504;Vince and Eddie's;;Upper West Side;
1505;Vino 313;;Midtown East;
1506;Virgil's Real BBQ;152 W 44th St btwn Broadway and Sixth...;Midtown West;145 W 44th St
1507;Vong;200 E 54th St at 3rd Ave;Midtown East;200 E 54th St
1508;Vynl;1491 Second Ave btwn 77th and 78th Sts;Upper East Side;1491 Second Ave btwn 77th and 78th Sts
1509;Vynl;1491 Second Ave btwn 77th and 78th Sts;Upper West Side;1491 Second Ave btwn 77th and 78th Sts
1510;Vynl;1491 Second Ave btwn 77th and 78th Sts;Chelsea;1491 Second Ave btwn 77th and 78th Sts
1511;Vynl;1491 Second Ave btwn 77th and 78th Sts;Midtown West;1491 Second Ave btwn 77th and 78th Sts
1512;Waldy's Wood Fired Pizza and Penne;80 6th Ave btwn 27th and 28th Sts;Chelsea;80 6th Ave btwn 27th and 28th Sts
1513;Wallse;344 W 11th St at Washington St;Greenwich Village;344 W 11th St
1514;Wasabi Lobby;1584 2nd Ave btwn 82nd and 83rd Sts;Upper East Side;1584 2nd Ave btwn 82nd and 83rd Sts
1515;Waverly Inn;16 Bank St at Waverly Pl;Greenwich Village;16 Bank St
1516;Wawa Canteen;;Greenwich Village;
1517;Wd-50;;Lower East Side;
1518;Wechsler's;;East Village;
1519;West Bank Cafe;407 W 42nd St at Ninth Ave;Midtown West;407 W 42nd St
1520;Westville;;Greenwich Village;
1521;Westville East;173 Ave A at 11th St;East Village;173 Avenue A
1522;Whym;;Midtown West;
1523;Wild Ginger;;Greenwich Village;
1524;Wilfie and Nell;228 W 4th St btwn W 10th and...;Greenwich Village;228 W 4th St btwn W 10th and...
1525;Wogie's Bar and Grill;39 Greenwich Ave at Charles St;Greenwich Village;39 Greenwich Ave
1526;Wollensky's Grill;201 E 49th St at Third Ave;Midtown East;201 E 49th St at Third Ave
1527;Won Jo;;Midtown West;
1528;Wondee Siam;792 Ninth Ave btwn 52nd and 53rd Sts;Midtown West;792 Ninth Ave btwn 52nd and 53rd Sts
1529;Wondee Siam II;813 Ninth Ave btwn 53rd and 54th Sts;Midtown West;54th St
1530;Woo Chon;8-10 W 36th St btwn Fifth and Sixth Aves;Midtown West;8 W 36th St #10
1531;Woo Lae Oak;148 Mercer St btwn Prince and Houston St;SoHo;148 Mercer St
1532;Wu Liang Ye;;Midtown West;
1533;Wu Liang Ye;;Midtown East;
1534;Wu Liang Ye;;Upper East Side;
1535;Xunta;;East Village;
1536;Yaffa Cafe;;East Village;
1537;Yakitori Taisho;;East Village;
1538;Yakitori Torys;;Midtown East;
1539;Yakitori Totto;;Midtown West;
1540;Yama;92 W Houston St btwn La Guardia Pl and...;Midtown East;Queens
1541;Yama;92 W Houston St btwn La Guardia Pl and...;Greenwich Village;Queens
1542;Yamato;;Park Slope;
1543;Yerba Buena;23 Avenue A at E 2nd St;East Village;23 Avenue A
1544;York Grill;;Upper East Side;
1545;Yuca Bar;111 Ave A at 7th St;East Village;111 Avenue A
1546;Yuva;230 E 58th St btwn Second and Third Aves;Midtown East;230 E 58th St
1547;Zarela;953 Second Ave btwn 50th and 51st Sts;Midtown East;953 Second Ave btwn 50th and 51st Sts
1548;Zen Burger (CLOSED);465 Lexington Ave btwn 45th and 46th Sts;Midtown East;465 Lexington Ave btwn 45th and 46th Sts
1549;Zen Palate;;Midtown West;
1550;Zerza;;East Village;
1551;Zeytin;519 Columbus Ave at 85th St;Upper West Side;519 Columbus Ave
1552;Zip Burger (CLOSED);300 1/2 E 52nd St at 2nd Ave;Midtown East;300 1/2 E 52nd St
1553;Zipper Tavern;336 W 37th St btwn 8th and 9th St;Midtown West;336 W 37th St
1554;Zoe;;SoHo;
1555;Zoe Townhouse (CLOSED);;Upper East Side;
1556;Zona Rosa;40 W 56th St btwn Fifth and Sixth Aves;Midtown West;40 W 56th St
1557;Zona Rosa (CLOSED);;Midtown West;
1558;Zucchero e Pomodori;;Upper East Side;
1559;Zucco: Le French Diner;;Lower East Side;
1560;Zuni;;Midtown West;
1561;al di la vino;;Park Slope;
1562;b-bap;830 9th Ave btwn 54th and 55th St;Midtown West;55th St
1563;bar.vetro;222 E 58th St btwn Second and Third Aves;Midtown East;222 E 58th St
1564;per se;10 Columbus Circle at 60th St;Midtown West;10 Columbus Cir
