restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone;source
California Burrito Co;295 Park Ave S;;New York;NY;;;;ActiveDiner
California Lovers Corporation;38 Union Square E;;New York;NY;;;;ActiveDiner
Calle OCHO;446 Columbus Ave;;New York;NY;;;;ActiveDiner
Calo & Co;18 E 41st St STE 403;;New York;NY;;;;ActiveDiner
Camel Cafe;28 W 33rd St;;New York;NY;;;;ActiveDiner
Camel Cafe;5 E 19th St;;New York;NY;;;;ActiveDiner
Camilles Restaurants;1135 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Campagna;24 E 21st St;;New York;NY;;;;ActiveDiner
Campagnola Restaurant;1382 1st Avenue;;New York;NY;;;;ActiveDiner
Campanile Restaurant Inc;30 E 29th St;;New York;NY;;;;ActiveDiner
Campus Eatery;31 West 4th Street #1;;New York;NY;;;;ActiveDiner
Can Restaurant;482 W Broadway;;New York;NY;;;;ActiveDiner
Canaan Japanese Restaurant;154 W 29th St;;New York;NY;;;;ActiveDiner
Canal House;310 W Broadway;;New York;NY;;;;ActiveDiner
Candela Restaurant;116 E 16th St;;New York;NY;;;;ActiveDiner
Candido;1606 1st Avenue;;New York;NY;;;;ActiveDiner
Candle Cafe;1307 3rd Ave #1;;New York;NY;;;;ActiveDiner
Candlewood Oaks Corporation;708 3rd Ave;;New York;NY;;;;ActiveDiner
Canton Restaurant;45 Division St;;New York;NY;;;;ActiveDiner
Canyon Road Bar & Grill;1470 1st Avenue;;New York;NY;;;;ActiveDiner
Capellini Pasta Group;26 Carmine St;;New York;NY;;;;ActiveDiner
Capital Grille;155 E 42nd St;;New York;NY;;;;ActiveDiner
Capitale Restaurant;130 Bowery;;New York;NY;;;;ActiveDiner
Capitol Restaurant;4933 Broadway;;New York;NY;;;;ActiveDiner
Capitol Sushi Restaurant;29 2nd Ave;;New York;NY;;;;ActiveDiner
Capo Verde;589 Fort Washington Ave;;New York;NY;;;;ActiveDiner
Capri Bakery Corporation;186 E 116th St;;New York;NY;;;;ActiveDiner
Capri Restaurant;1342 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Capri Restaurant & Pizzeria;532 Main St;;New York;NY;;;;ActiveDiner
Caprice Cafe;199 Columbus Ave #1;;New York;NY;;;;ActiveDiner
Capsouto Freres Bistro Restaurant;451 Washington St;;New York;NY;;;;ActiveDiner
Captain Cafe;196 Orchard St;;New York;NY;;;;ActiveDiner
Captain's Ketch Restaurant;181 Pearl St;;New York;NY;;;;ActiveDiner
Captains Table Restaurant & Fish Market;860 2 Av;;New York;NY;;;;ActiveDiner
Caracello;108 Greenwich St;;New York;NY;;;;ActiveDiner
Caravan of Dreams Restaurant;405 E 6th St #1;;New York;NY;;;;ActiveDiner
Caravelle La Restaurant;33 W 55th St #1;;New York;NY;;;;ActiveDiner
Cardamomm Fine Indian Cuisine;100 Lexington Ave;;New York;NY;;;;ActiveDiner
Cardpro Inc;1776 2nd Ave;;New York;NY;;;;ActiveDiner
Caribbean American Restaurant;64 W 116th St;;New York;NY;;;;ActiveDiner
Caribbean Kitchen;901 6th Ave;;New York;NY;;;;ActiveDiner
Caribbean Spice Restaurant;402 West 44th Street Frnt;;New York;NY;;;;ActiveDiner
Caribe;117 Perry St;;New York;NY;;;;ActiveDiner
Caribe Ocean Restaurant Corp;2153 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Caribe On The Hudson Restaurant;348 Dyckman St;;New York;NY;;;;ActiveDiner
Caribiner Producers;16 W 61st St;;New York;NY;;;;ActiveDiner
Caridad;554 W 181st St;;New York;NY;;;;ActiveDiner
Caridad Restaurant;4799 Broadway;;New York;NY;;;;ActiveDiner
Caridad Restaurant;1004 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Caridad Restaurant;565 W 207th St;;New York;NY;;;;ActiveDiner
Caridad Restaurant;455 E 116th St;;New York;NY;;;;ActiveDiner
Carino Ristorante Italiano;1710 2nd Ave;;New York;NY;;;;ActiveDiner
Carlitos Cafe Ey Galeria;1701 Lexington Ave;;New York;NY;;;;ActiveDiner
Carlow East;1254 Lexington Ave;;New York;NY;;;;ActiveDiner
Carlton New York;22 E 29th St;;New York;NY;;;;ActiveDiner
Carnegie Hall Restaurants;154 W 57th St;;New York;NY;;;;ActiveDiner
Carnegie Restaurant;1361 Lexington Ave;;New York;NY;;;;ActiveDiner
Carnevale;410 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Carousel Cafe Inc;75 Clarkson St;;New York;NY;;;;ActiveDiner
Carpos Cafe;189 Bleecker St;;New York;NY;;;;ActiveDiner
Carribean Restaurant;166 E 118th St;;New York;NY;;;;ActiveDiner
Carrols Corp;635 Madison Ave #400;;New York;NY;;;;ActiveDiner
Carryhot;511 W 33rd St;;New York;NY;;;;ActiveDiner
Carter Joseph H Inc;33 Fulton St;;New York;NY;;;;ActiveDiner
Caruso's;162 W 34th St;;New York;NY;;;;ActiveDiner
Caruso's Pizza;42 Broadway;;New York;NY;;;;ActiveDiner
Caruso's Pizza;204 Broadway;;New York;NY;;;;ActiveDiner
Carusso Pizza I;1 Pennsylvania Plaza;;New York;NY;;;;ActiveDiner
Casa Di Pre Restrnt;283 W 12th St;;New York;NY;;;;ActiveDiner
Casa La Femme;150 Wooster St #1;;New York;NY;;;;ActiveDiner
Casa Mexicana Nyc;133 Ludlow St;;New York;NY;;;;ActiveDiner
Casa Pacifico;4247 Broadway;;New York;NY;;;;ActiveDiner
Casa Restaurant;72 Bedford St;;New York;NY;;;;ActiveDiner
Casa Victoria Cafe;271 Bleecker St;;New York;NY;;;;ActiveDiner
Casa de Los Tacos Restaurant;2277 1st Avenue;;New York;NY;;;;ActiveDiner
Casablanca Cafe;235 E 53rd St;;New York;NY;;;;ActiveDiner
Casanova Pizzeria Restaurant;664 9th Ave;;New York;NY;;;;ActiveDiner
Casbah Rouge;2841 Broadway;Upper West Side;New York;NY;Moroccan;;(212-932-2222);"ActiveDiner; TimeOut"
Cascina;647 9th Ave;;New York;NY;;;;ActiveDiner
Cascina Downtown;281 Bleecker St;;New York;NY;;;;ActiveDiner
Casimir Restaurant;103 Avenue B;;New York;NY;;;;ActiveDiner
Casserola Cafe Restaurant Inc;944 Columbus Ave;;New York;NY;;;;ActiveDiner
Cassina USA Inc;155 E 56th St;;New York;NY;;;;ActiveDiner
Cassis On Stone;52 Stone St;;New York;NY;;;;ActiveDiner
Cast Iron Cafe;641 6th Ave;Chelsea;New York;NY;Cafés;;(212-462-2244);"ActiveDiner; TimeOut"
Castellano Restaurant;138 W 55th St;;New York;NY;;;;ActiveDiner
Castillo de Jagua Restaurant;125 Avenue D;;New York;NY;;;;ActiveDiner
Castle Village Owners Corporation;120 Cabrini Blvd;;New York;NY;;;;ActiveDiner
Catania Imports;105 Mulberry St;;New York;NY;;;;ActiveDiner
Caterina's Restaurant;316 E 53rd St;;New York;NY;;;;ActiveDiner
Caterinas Restaurant Corp;213 E 38th St #1;;New York;NY;;;;ActiveDiner
Cathy's MKT;790 Lexington Ave;;New York;NY;;;;ActiveDiner
Catwalk Bar & Cafe;2 W 35th St;;New York;NY;;;;ActiveDiner
Cavaliere;192 3rd Ave;;New York;NY;;;;ActiveDiner
Cavatappo Wine Bar;1728 2 Av;;New York;NY;;;;ActiveDiner
Cazuelas Restaurant;559 Hudson St;;New York;NY;;;;ActiveDiner
Cbb Restaurant;314 W 36th St;;New York;NY;;;;ActiveDiner
Cbr Restaurant Inc;244 E 53rd St;;New York;NY;;;;ActiveDiner
Ceasar's Falafel;32 St Marks Pl;;New York;NY;;;;ActiveDiner
Ceasars Pizza;861 Broadway;;New York;NY;;;;ActiveDiner
Cecil's Restaurant;304 E 42nd St;;New York;NY;;;;ActiveDiner
Cedar Tavern;82 University Pl;;New York;NY;;;;ActiveDiner
Cedars Of Lebanon;8 W 38th St;;New York;NY;;;;ActiveDiner
Celebrity Delicatessen;700 8th Ave;;New York;NY;;;;ActiveDiner
Celeste Restaurant;502 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Cent'Anni Restaurant;50 Carmine St;;New York;NY;;;;ActiveDiner
Central Fish Market;527 9th Ave;;New York;NY;;;;ActiveDiner
Central Harlem Deli Grocery;187 W 135th St;;New York;NY;;;;ActiveDiner
Central Market;52 Vanderbilt Ave;;New York;NY;;;;ActiveDiner
Central Market;202 W 34th St;;New York;NY;;;;ActiveDiner
Central Market;30 Rockefeller Plaza;;New York;NY;;;;ActiveDiner
Central Market Grill;412 Lexington Ave;;New York;NY;;;;ActiveDiner
Central Park Cafe;760 Columbus Ave;;New York;NY;;;;ActiveDiner
Central Park Super Deli;50 W 72nd St #812;;New York;NY;;;;ActiveDiner
Central Tavern;W 101st St;;New York;NY;;;;ActiveDiner
Centre Seafood Inc;206 Centre St;;New York;NY;;;;ActiveDiner
Ceramies Corporation;145 E 60th St;;New York;NY;;;;ActiveDiner
Cerutti & Miller;40 W 17th St;;New York;NY;;;;ActiveDiner
Cesar Place;1229 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Cestbon Deli;17 W 20th St #1;;New York;NY;;;;ActiveDiner
Cevicheria Grove Inc;100 7th Ave;;New York;NY;;;;ActiveDiner
Cfn Of New York Inc;370 Lexington Ave #11;;New York;NY;;;;ActiveDiner
Cha Kuan Restaurant;34 E 8th St;;New York;NY;;;;ActiveDiner
Cham Dubu;55 W 35th St;;New York;NY;;;;ActiveDiner
Chambord Deli;1377 6th Ave;;New York;NY;;;;ActiveDiner
Champ Gourmet Croissant Shop;30 Broad St;;New York;NY;;;;ActiveDiner
Champagnes;20 W 55th St #1;;New York;NY;;;;ActiveDiner
Champions Sports Bar;525 Lexington Ave;;New York;NY;;;;ActiveDiner
Chan's Kitchen;4421 Broadway;;New York;NY;;;;ActiveDiner
Chan's Kitchen;155 Sherman Ave A;;New York;NY;;;;ActiveDiner
Chandni Food Inc;11 W 29th St;;New York;NY;;;;ActiveDiner
Chandresh Food Corporation;28 Water St;;New York;NY;;;;ActiveDiner
Chang Mi Restaurant;46 W 56th St;;New York;NY;;;;ActiveDiner
Chang NING Corporation;106 W 32nd St;;New York;NY;;;;ActiveDiner
Chango;239 Park Ave S;;New York;NY;;;;ActiveDiner
Channel Deli Grocery;1618 Madison Ave;;New York;NY;;;;ActiveDiner
Chanpen Thai Restaurant;761 9th Ave;;New York;NY;;;;ActiveDiner
Chans Garden Restaurant;1003 Columbus Ave;;New York;NY;;;;ActiveDiner
Chantales Cajun Kitchen;510 9th Ave;;New York;NY;;;;ActiveDiner
Chao Chow;111 Mott St;;New York;NY;;;;ActiveDiner
Chardy Deli Grocery;1694 Park Ave;;New York;NY;;;;ActiveDiner
Charisma Group Inc;2370 Adam Clayton Powell Jr Blvd;;New York;NY;;;;ActiveDiner
Charles Southern Style Kitchen;2837 Frederick Douglass Blvd;;New York;NY;;;;ActiveDiner
Charles West Delicatessen;690 Washington St;;New York;NY;;;;ActiveDiner
Charley Os;9 Pennsylvania Plaza;;New York;NY;;;;ActiveDiner
Charley Os Shubert Alley At 45;218 W 45th St;;New York;NY;;;;ActiveDiner
Charlie Mom;47 7th Ave S #1;;New York;NY;;;;ActiveDiner
Charlie Mom Chinese Cuisine;464 6th Ave;;New York;NY;;;;ActiveDiner
Charlie Mom Chinese Restaurant;408 8th Ave;;New York;NY;;;;ActiveDiner
Charlie Mom Noodle Shop;404 6th Ave;;New York;NY;;;;ActiveDiner
Charlie Mom Restaurant;1491 1st Avenue;;New York;NY;;;;ActiveDiner
Charlies On Fifth Ave Inc;2014 5th Ave;;New York;NY;;;;ActiveDiner
Charro Mexicano Inc;564 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Chatham and Campbell Oriental Caffes Lim;95 1st Avenue;;New York;NY;;;;ActiveDiner
Chatkhara;103 Lexington Ave;;New York;NY;;;;ActiveDiner
Chaz & Wilsons Grill;201 W 79th St;;New York;NY;;;;ActiveDiner
Che 2020;149 8th Ave;;New York;NY;;;;ActiveDiner
Cheap Shots Inc;140 1st Avenue;;New York;NY;;;;ActiveDiner
Checkerboard Gourmet;519 Madison Ave;;New York;NY;;;;ActiveDiner
Checkers;62 W 62nd St;;New York;NY;;;;ActiveDiner
Checkers Chargrilled Chicken & Ribs;201 E 34th St;;New York;NY;;;;ActiveDiner
Checkmate;150 W 82nd St;;New York;NY;;;;ActiveDiner
Chef & Company;8 W 18th St;;New York;NY;;;;ActiveDiner
Chef 28 Restaurant;29 E 28th St;;New York;NY;;;;ActiveDiner
Chef 93;1424 Lexington Ave;;New York;NY;;;;ActiveDiner
Chef Cafe Intl;184 11th Ave;;New York;NY;;;;ActiveDiner
Chef Ho's Chinese Restaurant;1720 2nd Ave;;New York;NY;;;;ActiveDiner
Chefs 93;1424 Lexington Ave;;New York;NY;;;;ActiveDiner
Chelsea Better Burger Corporation;265 W 19th St;;New York;NY;;;;ActiveDiner
Chelsea Brewing;61 Chelsea Piers;;New York;NY;;;;ActiveDiner
Chelsea Commons Restaurant;242 10th Ave;;New York;NY;;;;ActiveDiner
Chelsea Commons Restaurant;463 W 24th St;;New York;NY;;;;ActiveDiner
Chelsea Cottage Chinese Restaurant;206 9th Ave;;New York;NY;;;;ActiveDiner
Chelsea Feast;505 W 23rd St;;New York;NY;;;;ActiveDiner
Chelsea Gourmet Deli Inc;234 8th Ave;;New York;NY;;;;ActiveDiner
Chelsea Lobster Co;156 7th Ave;;New York;NY;;;;ActiveDiner
Chelsea Matchbox Limited;403 W 24th St;;New York;NY;;;;ActiveDiner
Chelsea Morans Sea Food Inc;146 10th Ave;;New York;NY;;;;ActiveDiner
Chelsea Trattoria;108 8th Ave;;New York;NY;;;;ActiveDiner
Chelseas Choice Inc;210 7th Ave;;New York;NY;;;;ActiveDiner
Chen Chang HUA;2133 3rd Ave;;New York;NY;;;;ActiveDiner
Chen Chinese Restaurant;1495 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Chen Hall Restaurant;10 Murray Street;;New York;NY;;;;ActiveDiner
Chen Wong Restaurant;197 Madison St;;New York;NY;;;;ActiveDiner
Chen Zhi Cheng;60 Mulberry St;;New York;NY;;;;ActiveDiner
Chen's Garden Restaurant;New Way Gourmet Deli;;New York;NY;;;;ActiveDiner
Chenab Restaurant;540 9th Ave;;New York;NY;;;;ActiveDiner
Chenab Restaurant Inc;540 9th Ave;;New York;NY;;;;ActiveDiner
Cheng Restaurant;1614 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Chens Garden Restaurant;1902 7th Ave;;New York;NY;;;;ActiveDiner
Cherry Chinese Rest;1 7th Ave;;New York;NY;;;;ActiveDiner
Cherry Tavern;441 E 6th St;;New York;NY;;;;ActiveDiner
Cherry at W New York the Tuscany Hotel;120 E 39th St;;New York;NY;;;;ActiveDiner
Chester Fried Chicken;384 Grand St;;New York;NY;;;;ActiveDiner
Cheung Hing Chinese Restaurant;213 E Broadway;;New York;NY;;;;ActiveDiner
Cheung Seng Restaurant;24 8th Ave;;New York;NY;;;;ActiveDiner
Chevy's Fresh Mex;102 North End Ave;;New York;NY;;;;ActiveDiner
Chevys Fresh Mex Restaurant;259 W 42nd St;;New York;NY;;;;ActiveDiner
Chevys Lunchnette;798 9th Ave;;New York;NY;;;;ActiveDiner
Chez Bernard;323 W Broadway;;New York;NY;;;;ActiveDiner
Chez Brigitte Restaurant;77 Greenwich Ave;;New York;NY;;;;ActiveDiner
Chez Laurence Patisserie Inc;245 Madison Ave;;New York;NY;;;;ActiveDiner
Chez Michallet Restaurant;Apartment Building from the TV Show Friends;;New York;NY;;;;ActiveDiner
Chez Paris Cafe;135 W 56th St;;New York;NY;;;;ActiveDiner
Chez Suzette Restaurant;675 9th Ave;;New York;NY;;;;ActiveDiner
Chiam Restaurant;160 E 48th St;;New York;NY;;;;ActiveDiner
Chicago Blues;73 8th Ave;;New York;NY;;;;ActiveDiner
Chichi Steak;135 Christopher St;;New York;NY;;;;ActiveDiner
Chick Chuck Chicken Inc;121 University Pl;;New York;NY;;;;ActiveDiner
Chicken Bar;145 E 52nd St #1;;New York;NY;;;;ActiveDiner
Chicken Delight;269 8th Ave #1;;New York;NY;;;;ActiveDiner
Chicken Fair;2071 Broadway #1;;New York;NY;;;;ActiveDiner
Chicken Fair Inc;2393 Broadway;;New York;NY;;;;ActiveDiner
Chicken House;270 W 36th St;;New York;NY;;;;ActiveDiner
Chicken Kitchen;980 2nd Ave;;New York;NY;;;;ActiveDiner
Chicken Kitchen;42 E 23rd St;;New York;NY;;;;ActiveDiner
Chicken Stop;584 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Chickenfest;2818 Broadway;;New York;NY;;;;ActiveDiner
Chickenfest Garden Cafe;413 E 71st St;;New York;NY;;;;ActiveDiner
Chicky's On 86 Street;355 East 86th St;;New York;NY;;;;ActiveDiner
Chicos Pizza & Mexican Food;343 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Chikibu 2;188 2nd Ave;;New York;NY;;;;ActiveDiner
Chikubu Japanese Restaurant;12 East 44th Street Frnt;;New York;NY;;;;ActiveDiner
Childs Restaurant;27 W 34th St;;New York;NY;;;;ActiveDiner
Childs Restaurant;604 5th Ave;;New York;NY;;;;ActiveDiner
Childs Restaurant;560 5th Ave;;New York;NY;;;;ActiveDiner
Chili Peppers;198 Orchard St;;New York;NY;;;;ActiveDiner
Chimichurri Grill Corporation;606 9th Ave #4;;New York;NY;;;;ActiveDiner
Chin-Chin Restaurant Inc;216 E 49th St;;New York;NY;;;;ActiveDiner
Chin-Ya Restaurant;210 W 55th St;;New York;NY;;;;ActiveDiner
China 1;50 Avenue B;;New York;NY;;;;ActiveDiner
China 1 Kitchen;60-9 Main St;;New York;NY;;;;ActiveDiner
China 59 Restaurant;59 Nassau St;;New York;NY;;;;ActiveDiner
China 99 Restaurant;64 Fulton St;;New York;NY;;;;ActiveDiner
China Cafe;205 Pearl St;;New York;NY;;;;ActiveDiner
China Chalet Restaurant;110 John St;;New York;NY;;;;ActiveDiner
China Club;268 W 47th St Floor 2;;New York;NY;;;;ActiveDiner
China Cottage;316 W 36th St;;New York;NY;;;;ActiveDiner
China Evian Restaurant Inc;144 W 46th St;;New York;NY;;;;ActiveDiner
China Express;435 Park Ave;;New York;NY;;;;ActiveDiner
China Fun;250 E 65th St;;New York;NY;;;;ActiveDiner
China Gourmet Chinese Restaurant;877 8th Ave;;New York;NY;;;;ActiveDiner
China House Restaurant;353 Grand St;;New York;NY;;;;ActiveDiner
China Inn Chinese Restaurant;38 Monroe St;;New York;NY;;;;ActiveDiner
China Internet Cafe Bar;33 Henry St;;New York;NY;;;;ActiveDiner
China King;1415 5th Ave;;New York;NY;;;;ActiveDiner
China Lantern Express;2245 1st Avenue;;New York;NY;;;;ActiveDiner
China Moon;38 Avenue B;;New York;NY;;;;ActiveDiner
China Palace;21 E 33rd St;;New York;NY;;;;ActiveDiner
China Red Restaurant;118 Chambers St;;New York;NY;;;;ActiveDiner
China Seas Inc;152 Madison Ave;;New York;NY;;;;ActiveDiner
China Shalom Glatt Kosher Inc;686 Columbus Ave;;New York;NY;;;;ActiveDiner
China Star;595 W 207th St;;New York;NY;;;;ActiveDiner
China Star Restaurant;330 8th Ave;;New York;NY;;;;ActiveDiner
China Stop;330 8th Ave;;New York;NY;;;;ActiveDiner
China Taste On Bleeker Restaurant;277 Bleecker St;;New York;NY;;;;ActiveDiner
China Wok Restaurant;816 W 187th St;;New York;NY;;;;ActiveDiner
China Woks;221 Avenue B;;New York;NY;;;;ActiveDiner
Chinar India Sweets And Restaurant;156 W 29th St;;New York;NY;;;;ActiveDiner
Chinar India Sweets And Restaurant;204 W 50th St;;New York;NY;;;;ActiveDiner
Chinatown Brokerage House;197 Worth St;;New York;NY;;;;ActiveDiner
Chinatown Chinese Restaurant;250 E Houston St #1034;;New York;NY;;;;ActiveDiner
Chinatown East;1650 3rd Ave #1;;New York;NY;;;;ActiveDiner
Chinatown Kitchen;514 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Chinatown Palace Chinese Fast Food Inc;592 8th Ave;;New York;NY;;;;ActiveDiner
Chinatown Restaurant;47 W 14th St;;New York;NY;;;;ActiveDiner
Chinatown Restaurant;238 E 14th St;;New York;NY;;;;ActiveDiner
Chinatown Restaurant;219 E 23rd St;;New York;NY;;;;ActiveDiner
Chinese American Brother Enterprise Inc;295 Grand St;;New York;NY;;;;ActiveDiner
Chinese Chicken Inc;230 7th Ave;;New York;NY;;;;ActiveDiner
Chinese Fried Chicken;908 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Chinese Museum & Chinese Dragon;8 Mott St;;New York;NY;;;;ActiveDiner
Chinese Restaurant;152 E 110th St;;New York;NY;;;;ActiveDiner
Chino's Asian Tapas;173 3rd Ave;;New York;NY;;;;ActiveDiner
Chipotle Mexican Grill;283 7th Ave;;New York;NY;;;;ActiveDiner
Chipotle Mexican Grill;200 Varick St;;New York;NY;;;;ActiveDiner
Chipotle Mexican Grill;510 6th Ave;;New York;NY;;;;ActiveDiner
Chipotle Mexican Grill 0681;620 9th Ave;;New York;NY;;;;ActiveDiner
Chirping Chicken;42 W 33rd St;;New York;NY;;;;ActiveDiner
Chirping Chicken;377 1st Avenue;;New York;NY;;;;ActiveDiner
Chirping Chicken;350 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Chirping Chicken Lexington Corporation;1260 Lexington Ave;;New York;NY;;;;ActiveDiner
Chitose Japanese Rstrnt;1144 1st Avenue;;New York;NY;;;;ActiveDiner
Chiu Fai Kitchen;142 Hamilton Pl;;New York;NY;;;;ActiveDiner
Choi Jade Garden;4093 Broadway;;New York;NY;;;;ActiveDiner
Choice Grocery & Deli;2224 1st Avenue;;New York;NY;;;;ActiveDiner
Chola Eclectic Indian Cuisine;232 E 58th St;;New York;NY;;;;ActiveDiner
Chop Stick House;128 W 36th St;;New York;NY;;;;ActiveDiner
Chopstick On First Av;259 1st Avenue #1;;New York;NY;;;;ActiveDiner
Chosun Deli;United Nations Secretariat Building;;New York;NY;;;;ActiveDiner
Chow GUI Ping;90 Worth St;;New York;NY;;;;ActiveDiner
Chow Time Noodle N Grill;141 Fulton St;;New York;NY;;;;ActiveDiner
Christer's Restaurant;145 W 55th St;;New York;NY;;;;ActiveDiner
Christines Polish American;208 1st Avenue;;New York;NY;;;;ActiveDiner
Christopher St Food & Deli Corp;501 Hudson St;;New York;NY;;;;ActiveDiner
Christy William Internet Cafe;159 Centre Ave;;New York;NY;;;;ActiveDiner
Chu Garden;222 1st Avenue;;New York;NY;;;;ActiveDiner
Chuen Mei Corp;33 Catherine St;;New York;NY;;;;ActiveDiner
Chun Fu;2033 1st Avenue;;New York;NY;;;;ActiveDiner
Chun Jee Inc;20 W 33rd St;;New York;NY;;;;ActiveDiner
Chung LAN Gardens;454 Malcolm X Blvd;;New York;NY;;;;ActiveDiner
Chung Moo Ro BBQ Restaurant;10 W 32nd St;;New York;NY;;;;ActiveDiner
Chung Wah Restaurant;844 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Chung Wah Restaurant;23 W 100th St;;New York;NY;;;;ActiveDiner
Chung Yung Tsuang Inc;103 W 27th St;;New York;NY;;;;ActiveDiner
Church & Dey-Restaurant;55 Church St;;New York;NY;;;;ActiveDiner
Churrascaria Plantation;150 Central Park S;;New York;NY;;;;ActiveDiner
Churrascaria Plataforma Tribeca;221 W Broadway;;New York;NY;;;;ActiveDiner
Chutney Mary;320 E 20th St;;New York;NY;;;;ActiveDiner
Ciao Europa;63 W 54th St;;New York;NY;;;;ActiveDiner
Ciao West;185 Bleecker St;;New York;NY;;;;ActiveDiner
Cibar;56 Irving Pl;;New York;NY;;;;ActiveDiner
Ciccio & Tonis Ii;561 3rd Ave #1;;New York;NY;;;;ActiveDiner
Cielito Lindo Restaurant;1354 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Cigar Room at Trumpets;Park Avenue At Grnd;;New York;NY;;;;ActiveDiner
Cigar Room at Trumpets;(212) 850-5999;;New York;NY;;;;ActiveDiner
Cindy Lou Restaurant;38 8th Ave;;New York;NY;;;;ActiveDiner
Cindys Hideaway Bar & Rstrnt;32 W 37th St;;New York;NY;;;;ActiveDiner
Cinecitta Cafe;1134 1st Avenue;;New York;NY;;;;ActiveDiner
Cinema;1315 2nd Ave;;New York;NY;;;;ActiveDiner
Cinema Cafe On 34th;505 3rd Ave;;New York;NY;;;;ActiveDiner
Cinema Cafe On 45th;2 E 45th St;;New York;NY;;;;ActiveDiner
Cinema Cafe On 70th;1327 2 Av;;New York;NY;;;;ActiveDiner
Cinema Restaurant;2 E 45th St;;New York;NY;;;;ActiveDiner
Cipriani;781 5th Ave;;New York;NY;;;;ActiveDiner
Cipriani At 55 Wall;55 Wall St;;New York;NY;;;;ActiveDiner
Circa NY;35 W 33rd St;;New York;NY;;;;ActiveDiner
Circa by Dey;5 Dey St;;New York;NY;;;;ActiveDiner
Circle Industries Corp;242 E 58th St;;New York;NY;;;;ActiveDiner
Circo Restaurant Inc;120 W 55th St;;New York;NY;;;;ActiveDiner
Circus;808 Lexington Ave;;New York;NY;;;;ActiveDiner
Circus Restaurant;808 Lexington Ave;;New York;NY;;;;ActiveDiner
Cirella Sal;488 3rd Ave;;New York;NY;;;;ActiveDiner
Cite Grille;120 W 51st St;;New York;NY;;;;ActiveDiner
Citi Deli & Grocery Inc;423 9th Ave;;New York;NY;;;;ActiveDiner
Citron 47;401 W 47th St;;New York;NY;;;;ActiveDiner
City Bite;2061 Broadway;;New York;NY;;;;ActiveDiner
City Chow # 2 LLC;Paramount Plaza;;New York;NY;;;;ActiveDiner
City Chow Cafe;140 E 63rd St;;New York;NY;;;;ActiveDiner
City Chow Cafe;895 Broadway;;New York;NY;;;;ActiveDiner
City Dragon Corporation;913 2nd Ave;;New York;NY;;;;ActiveDiner
City Food Bar;11 Pennsylvania Plaza Bsmt 105;;New York;NY;;;;ActiveDiner
City Food Deli & Market;1370 1st Avenue;;New York;NY;;;;ActiveDiner
City Garden Express Restaurant Inc;96 Walker St;;New York;NY;;;;ActiveDiner
City Hall Restaurant;131 Duane St;;New York;NY;;;;ActiveDiner
City Hall the Restaurant;131 Duane St;;New York;NY;;;;ActiveDiner
City Lobster & Crab CO;1251 Avenue of the Americas;;New York;NY;;;;ActiveDiner
City Perk;11 Pennsylvania Plaza;;New York;NY;;;;ActiveDiner
City Perk;1740 Broadway;;New York;NY;;;;ActiveDiner
City Perk;401 7th Ave;;New York;NY;;;;ActiveDiner
Ckl Co;23 W 32nd St;;New York;NY;;;;ActiveDiner
Clancy's;2nd Ave;;New York;NY;;;;ActiveDiner
Classic Burrito;235 E 53rd St;;New York;NY;;;;ActiveDiner
Classic Coffee Shop;56 Hester St;;New York;NY;;;;ActiveDiner
Classico;166 William St;;New York;NY;;;;ActiveDiner
Clay Oven;1007 2nd Ave;;New York;NY;;;;ActiveDiner
Clay Restaurant;202 Mott St;;New York;NY;;;;ActiveDiner
Clayee Restaurant;2360 Frederick Douglass Blvd;;New York;NY;;;;ActiveDiner
Clementine;1 5th Ave;;New York;NY;;;;ActiveDiner
Cloisters Restaurant Pizza;4754 Broadway;;New York;NY;;;;ActiveDiner
Clover Delicatessen Inc;621 2nd Ave;;New York;NY;;;;ActiveDiner
Clownee Bistro & Bar;28 Avenue B;;New York;NY;;;;ActiveDiner
Club 44;689 8th Ave;;New York;NY;;;;ActiveDiner
Club 58;40 E 58th St;;New York;NY;;;;ActiveDiner
Club Enclare;211 E 43rd St;;New York;NY;;;;ActiveDiner
Club Metropolitan Tower Inc;146 W 57th St #30;;New York;NY;;;;ActiveDiner
Club Saikai;141 E 45th St #2;;New York;NY;;;;ActiveDiner
Coastal At Lincoln Plaza;1900 Broadway;;New York;NY;;;;ActiveDiner
