restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone;source
Red House Restaurant Of Ny;203 E 14th St;;New York;NY;;;;ActiveDiner
Red Light Bistro;50 9th Ave;;New York;NY;;;;ActiveDiner
Red Tulip;439 E 75th St;;New York;NY;;;;ActiveDiner
Redemption Cocktail Lounge & Cafe;1003 2nd Ave;;New York;NY;;;;ActiveDiner
Redwood;2077 Broadway;;New York;NY;;;;ActiveDiner
Regents;317 E 53rd St;;New York;NY;;;;ActiveDiner
Regional Thai Taste Restaurant;Thai;;New York;NY;;;;ActiveDiner
Reliable Catering Svc;549 W 145th St;;New York;NY;;;;ActiveDiner
Remache Store;55 W 125th St;;New York;NY;;;;ActiveDiner
Reme Food Inc;4021 Broadway;;New York;NY;;;;ActiveDiner
Remi Restaurant;145 W 53rd St;;New York;NY;;;;ActiveDiner
Reminisce Bar & Lounge;334 E 73rd St;;New York;NY;;;;ActiveDiner
Renchers Crab Inn Inc;15 W 125th St;;New York;NY;;;;ActiveDiner
Resman Corp;200 W 84th St;;New York;NY;;;;ActiveDiner
Restaurant 222;222 W 79th St;;New York;NY;;;;ActiveDiner
Restaurant 92;92 Fulton St;;New York;NY;;;;ActiveDiner
Restaurant Advisory Svc;160 E 64th St #3f;;New York;NY;;;;ActiveDiner
Restaurant Assoc;120 W 45th St #16;;New York;NY;;;;ActiveDiner
Restaurant At South Park Hotel;122 E 28th St;;New York;NY;;;;ActiveDiner
Restaurant Daniel;20 E 76th St;;New York;NY;;;;ActiveDiner
Restaurant El Ranchito;4129 Broadway;;New York;NY;;;;ActiveDiner
Restaurant Group La Juquilita;710 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Restaurant Juquila;926 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Restaurant Punto Fijo;2102 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Restaurant Raphael;33 W 54th St;;New York;NY;;;;ActiveDiner
Restaurant Sambuca;4199 Broadway;;New York;NY;;;;ActiveDiner
Restaurante Ecuatoriano Gensis;511 W 181st St #3;;New York;NY;;;;ActiveDiner
Restaurante El Taxista Ectorno;206 Audubon Ave;;New York;NY;;;;ActiveDiner
Reunion;301 W 57th St;;New York;NY;;;;ActiveDiner
Revolution;611 9th Ave;;New York;NY;;;;ActiveDiner
Rhodes Restaurant Inc;3 Hanover Square #1;;New York;NY;;;;ActiveDiner
Riazor;245 W 16th St;;New York;NY;;;;ActiveDiner
Ricardo Steak House;Steak House;;New York;NY;;;;ActiveDiner
Rice & Beans Restaurant;744 9th Ave;;New York;NY;;;;ActiveDiner
Rice Take Out Restaurant;227 Mott St #1;;New York;NY;;;;ActiveDiner
Richards Pasta Cafe;23 St James Pl;;New York;NY;;;;ActiveDiner
Richies Gourmet;1408 Madison Ave;;New York;NY;;;;ActiveDiner
Rico Food Shop;91 South St;;New York;NY;;;;ActiveDiner
Ricos Restaurant;110 E 23rd St;;New York;NY;;;;ActiveDiner
Riese Ny;401 E 63rd St;;New York;NY;;;;ActiveDiner
Right Bank Restaurant;822 Madison Ave;;New York;NY;;;;ActiveDiner
Rikyu Japanese Restaurant;210 Columbus Ave #1;;New York;NY;;;;ActiveDiner
Rincon De Espana;226 Thompson St;;New York;NY;;;;ActiveDiner
Rinconcito Mexicano;137 E 110th St;;New York;NY;;;;ActiveDiner
Rinconcito Peruano;803 9th Ave;;New York;NY;;;;ActiveDiner
Rio Mar Restaurant;7 9th Ave;;New York;NY;;;;ActiveDiner
Rio Restaurant;127 W 43rd St;;New York;NY;;;;ActiveDiner
Riodizio;417 Lafayette St;;New York;NY;;;;ActiveDiner
Riss Restaurant;242 8th Ave;;New York;NY;;;;ActiveDiner
Ristorante Del Sole;430 3rd Ave;;New York;NY;;;;ActiveDiner
Ritas Burgers;61 Chelsea Piers;;New York;NY;;;;ActiveDiner
Ritas Restaurant;371 3rd Ave;;New York;NY;;;;ActiveDiner
River;345 Amsterdam Ave #345;;New York;NY;;;;ActiveDiner
River;Korean/Vietnamese;;New York;NY;;;;ActiveDiner
River Diner Inc;452 11th Ave;;New York;NY;;;;ActiveDiner
Riverrun Cafe;176 Franklin St;;New York;NY;;;;ActiveDiner
Riverview Restaurant Inc;1654 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Riviera Cafe;225 West 4th Street #1;;New York;NY;;;;ActiveDiner
Roadhouse America;240 W 52nd St;;New York;NY;;;;ActiveDiner
Robiola Restaurant;535 Hudson St;;New York;NY;;;;ActiveDiner
Rock Ii;607 2nd Ave;;New York;NY;;;;ActiveDiner
Rock N Roll Noodle Hse;19 Murray Street;;New York;NY;;;;ActiveDiner
Rocket To Asia;1221 6th Ave;;New York;NY;;;;ActiveDiner
Rockwels Restaurant;105 Broadway;;New York;NY;;;;ActiveDiner
Rockys Restaurant;45 Spring St;;New York;NY;;;;ActiveDiner
Rodeo Bar & Grill 27th St.;375 3rd Ave;;New York;NY;;;;ActiveDiner
Roettele A G;126 E 7th St;;New York;NY;;;;ActiveDiner
Rokkas #5 Restaurant Corp;22 Chatham Square;;New York;NY;;;;ActiveDiner
Romana Restaurant;1263 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Romantica Restaurant;373 5th Ave;;New York;NY;;;;ActiveDiner
Romeos Pizza Pasta;3151 Broadway;;New York;NY;;;;ActiveDiner
Romeos Ristorante;120 E 15th St;;New York;NY;;;;ActiveDiner
Ronat Restaurant Inc;1269 Lexington Ave #1;;New York;NY;;;;ActiveDiner
Rooster King Corp;47 W 14th St;;New York;NY;;;;ActiveDiner
Roosters;1641 3rd Ave;;New York;NY;;;;ActiveDiner
Rosario Deli Cafe;17 W 39th St;;New York;NY;;;;ActiveDiner
Rosas Pizza & Pasta;37 E 28th St;;New York;NY;;;;ActiveDiner
Rosas Place Restaurant Inc;303 W 48th St;;New York;NY;;;;ActiveDiner
Rose Cafe;24 5th Ave;;New York;NY;;;;ActiveDiner
Rose Of India;308 E 6th St;;New York;NY;;;;ActiveDiner
Rosemaries Restaurant;145 Duane St;;New York;NY;;;;ActiveDiner
Rosie & Ting Noodles & Grille;85 4th Ave;;New York;NY;;;;ActiveDiner
Rosie Ogradys Midtown;800 7th Ave;;New York;NY;;;;ActiveDiner
Rosies Pub;41 Murray Street #1;;New York;NY;;;;ActiveDiner
Rosina Pizzeria Restaurant;744 9th Ave;;New York;NY;;;;ActiveDiner
Rossinis Restaurant;108 E 38th St;;New York;NY;;;;ActiveDiner
Round Table Restaurant at the Algonquin Hotel;59 W 44th St;;New York;NY;;;;ActiveDiner
Route 66 Cafe Inc;858 9th Ave #1;;New York;NY;;;;ActiveDiner
Roxanns Italian Restaurant;445 E 77th St;;New York;NY;;;;ActiveDiner
Roxy Delicatessen;857 7th Ave;;New York;NY;;;;ActiveDiner
Roxy Delicatessen & Marketplc;1155 3rd Ave;;New York;NY;;;;ActiveDiner
Roy Rogers;1 Pennsylvania Plaza;;New York;NY;;;;ActiveDiner
Roy Rogers;1515 Broadway #1;;New York;NY;;;;ActiveDiner
Royal Canadian Pancake House;Breakfast;;New York;NY;;;;ActiveDiner
Royal Canadian Pancake House;2286 Broadway;;New York;NY;;;;ActiveDiner
Royal Canadian Pancake House;1004 2nd Ave #1;;New York;NY;;;;ActiveDiner
Royal Canadian Pancake House;180 3rd Ave;;New York;NY;;;;ActiveDiner
Royal Indian Cuisine;93 1st Avenue;;New York;NY;;;;ActiveDiner
Royal Siam Thai Cuisine;240 8th Ave #1;;New York;NY;;;;ActiveDiner
Rubys;301 W 154th St;;New York;NY;;;;ActiveDiner
Rufus T Firefly;75 Bleecker St #1;;New York;NY;;;;ActiveDiner
Rungsit Ii Thai Food & Noodles;208 E 34th St;;New York;NY;;;;ActiveDiner
Rungsit Thai Food;161 E 23rd St;;New York;NY;;;;ActiveDiner
Runyons On 2nd;932 2nd Ave;;New York;NY;;;;ActiveDiner
Rupali Restaurant;91 1st Avenue;;New York;NY;;;;ActiveDiner
Rushan Bros;179 E 96th St;;New York;NY;;;;ActiveDiner
Ruth Chris Steakhouse;148 W 51st St;;New York;NY;;;;ActiveDiner
Ryans Daughter;350 E 85th St;;New York;NY;;;;ActiveDiner
Ryans Irish Pub;Irish;;New York;NY;;;;ActiveDiner
Ryans Irish Pub;151 2nd Ave;;New York;NY;;;;ActiveDiner
Ryans Sports Bar & Restaurant;46 Gold St;;New York;NY;;;;ActiveDiner
ST. ANDREWS;120 W 44th St;;NEW YORK;NY;;;;ActiveDiner
Sabarro Italian Eat;701 7th Ave;;New York;NY;;;;ActiveDiner
Sabenas A Good Food Place;111 Nassau St #2;;New York;NY;;;;ActiveDiner
Sabinas Restaurant;111 Nassau St;;New York;NY;;;;ActiveDiner
Sabor Latino;1598 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Sage - St. Vartan Cafe;630 2nd Ave;;New York;NY;;;;ActiveDiner
Sai Gan Restaurant;693 9th Ave;;New York;NY;;;;ActiveDiner
Saigon BANH MI 1INC;369 Broome St;;New York;NY;;;;ActiveDiner
Saigon Cuisine De;154 W 13th St;;New York;NY;;;;ActiveDiner
Saigon Grill;1700 2nd Ave. (corner of 88th St>);;New York;NY;;;;ActiveDiner
Saigon River Vietnamese Rstrnt;210 E 23rd St #1;;New York;NY;;;;ActiveDiner
Saint James Gate Publick House;974 2nd Avenue (Between 51st and 52nd Av;;New York;NY;;;;ActiveDiner
Sake Club Inc;211 E 43rd St;;New York;NY;;;;ActiveDiner
Saki Restaurant Corp;30 St Marks Pl;;New York;NY;;;;ActiveDiner
Sakkio Japan;901 6th Ave #7;;New York;NY;;;;ActiveDiner
Sakura Downtown Restaurant Inc;615 Hudson St;;New York;NY;;;;ActiveDiner
Sakura Restaurant;581 3rd Ave;;New York;NY;;;;ActiveDiner
Sal Anthony's Cafe Adelina;119 E 17th St #1;;New York;NY;;;;ActiveDiner
Sal Anthonys Restaurant;55 Irving Pl;;New York;NY;;;;ActiveDiner
Sal Anthonys Spqr Rstrnt;133 Mulberry St;;New York;NY;;;;ActiveDiner
Sala Thai Restaurant;1718 2nd Ave;;New York;NY;;;;ActiveDiner
Salaam Bombay Indian Cuisine;317 Greenwich St #1;;New York;NY;;;;ActiveDiner
Salad Mania;89 South St;;New York;NY;;;;ActiveDiner
Salad Works;901 6th Ave #7;;New York;NY;;;;ActiveDiner
Salam Restrnt;104 W 13th St;;New York;NY;;;;ActiveDiner
Salon Mexico;136 E 26th St;;New York;NY;;;;ActiveDiner
Saloon;1920 Broadway;;New York;NY;;;;ActiveDiner
Sals Pizzeria;766 2nd Ave #1;;New York;NY;;;;ActiveDiner
Sals Pizzeria & Restaurant;369 Broome St;;New York;NY;;;;ActiveDiner
Salt;507 Columbus Ave;;New York;NY;;;;ActiveDiner
Salt Bar;294 Clinton St;;New York;NY;;;;ActiveDiner
Sam Chinita Restaurant;176 8th Ave;;New York;NY;;;;ActiveDiner
Sam Deli;30 Mulberry St;;New York;NY;;;;ActiveDiner
Sam Giusto Restaurant;935 2nd Ave;;New York;NY;;;;ActiveDiner
Sam Lok Chinese Restaurant;3522 Broadway;;New York;NY;;;;ActiveDiner
Samalitas;1429 3rd Ave;;New York;NY;;;;ActiveDiner
Sammys Noodle Shop & Grill;453 6th Ave #1;;New York;NY;;;;ActiveDiner
Sammys Restaurant;157 Chrystie St;;New York;NY;;;;ActiveDiner
Sams Noodle Shop Bar & Grill;411 3rd Ave;;New York;NY;;;;ActiveDiner
Sams Place;132 E 39th St;;New York;NY;;;;ActiveDiner
Sams Two-Sexty-Three Restaurant;263 W 45th St;;New York;NY;;;;ActiveDiner
San Francisco Plum;544 6th Ave;;New York;NY;;;;ActiveDiner
San Luis Food Inc;239 1st Avenue;;New York;NY;;;;ActiveDiner
San Marcos;12 St Marks Pl;Lower East Side;New York;NY;;;;"ActiveDiner; SavoryCities"
San Marino Ristorante;15 Gold St;;New York;NY;;;;ActiveDiner
San Pietro Restaurant;18 E 54th St;;New York;NY;;;;ActiveDiner
Sanam Indian Restaurant;150 E 14th St;;New York;NY;;;;ActiveDiner
Sandbox;51 W 51st St;;New York;NY;;;;ActiveDiner
Sandbox;1394 6th Ave;;New York;NY;;;;ActiveDiner
Sandbox;289 Madison Ave;;New York;NY;;;;ActiveDiner
Sandella's Cafe;195 Broadway;;New York;NY;;;;ActiveDiner
Sandellas 7 Cafe;120 Lexington Ave;;New York;NY;;;;ActiveDiner
Sandolino Restaurant;9 Jones St;;New York;NY;;;;ActiveDiner
Sandwich;60 Greenwich Ave;;New York;NY;;;;ActiveDiner
Sandy's Deli;328 8th Ave;;New York;NY;;;;ActiveDiner
Sandys Place;699 2nd Ave;;New York;NY;;;;ActiveDiner
Santa Fe Grill Inc;323 1st Avenue;;New York;NY;;;;ActiveDiner
Santa Fe Restaurant;72 W 69th St #1;;New York;NY;;;;ActiveDiner
Santiago Luncheonette;2327 1st Avenue;;New York;NY;;;;ActiveDiner
Sapa;Breakfast;;New York;NY;;;;ActiveDiner
Sappora Vlg Japanese Restaurant;245 E 10th St;;New York;NY;;;;ActiveDiner
Saray Food Inc;274 W 40th St;;New York;NY;;;;ActiveDiner
Sarges Deli & Restaurant;548 3rd Ave;;New York;NY;;;;ActiveDiner
Sarong & Sarong;343 Bleecker St;;New York;NY;;;;ActiveDiner
Sasha's;255 W 55th St;;New York;NY;;;;ActiveDiner
Sasha's;Wine Cellar;;New York;NY;;;;ActiveDiner
Sassys Sliders;163 1st Avenue;;New York;NY;;;;ActiveDiner
Satay;541 LaGuardia Pl;;New York;NY;;;;ActiveDiner
Savann Restaurant;414 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Savannah Club;2420 Broadway;;New York;NY;;;;ActiveDiner
Savino Pizzaria;51 Columbia St;;New York;NY;;;;ActiveDiner
Savore Ristorante;200 Spring St;;New York;NY;;;;ActiveDiner
Savoy Restaurant;70 Prince St;;New York;NY;;;;ActiveDiner
Say Eng Look Restaurant Inc;5 E Broadway;;New York;NY;;;;ActiveDiner
Sazerac Hse;533 Hudson St;;New York;NY;;;;ActiveDiner
Sbarro;5 World Trade Center;;New York;NY;;;;ActiveDiner
Sbarro;701 7th Ave;;New York;NY;;;;ActiveDiner
Sbarro;451 Lexington Ave #542;;New York;NY;;;;ActiveDiner
Sbarro;22 W 34th St;;New York;NY;;;;ActiveDiner
Sbarro;159 W 33rd St;;New York;NY;;;;ActiveDiner
Sbarro;1520 Broadway;;New York;NY;;;;ActiveDiner
Sbarro;1250 6th Ave;;New York;NY;;;;ActiveDiner
Scaletta Ristorante Inc;50 W 77th St;;New York;NY;;;;ActiveDiner
Scarlato Cafe;89 South St #17;;New York;NY;;;;ActiveDiner
Schlotzsky's Deli;1380 6th Ave;;New York;NY;;;;ActiveDiner
Schupak Group Inc;730 5th Ave #1901;;New York;NY;;;;ActiveDiner
Scotch Bonnet;32 W 31st St;;New York;NY;;;;ActiveDiner
Scotts Food;141 W 41st St;;New York;NY;;;;ActiveDiner
Scratch;150 Spring St;;New York;NY;;;;ActiveDiner
Scratcher;209 E 5th St;;New York;NY;;;;ActiveDiner
Screening Room;54 Varick St;;New York;NY;;;;ActiveDiner
Sea Gull Restaurant;140 Centre St;;New York;NY;;;;ActiveDiner
Seagrill Rockefeller Plaza;19 W 49th St;;New York;NY;;;;ActiveDiner
Seaport Marketplace;19 Fulton St #201;;New York;NY;;;;ActiveDiner
Seasons Restaurant;1814 2nd Ave;;New York;NY;;;;ActiveDiner
Seaun Garden;W 34 2nd Flr;;New York;NY;;;;ActiveDiner
Seaworld Restaurant;26 E 17th St;;New York;NY;;;;ActiveDiner
Seaworld Seafood Restaurant;32 Lexington Ave;;New York;NY;;;;ActiveDiner
Second Avenue Kosher Deli Inc;156 2nd Ave #1;;New York;NY;;;;ActiveDiner
Secret Harbor Bistro;303 Lexington Ave;;New York;NY;;;;ActiveDiner
Sedexho Usa Management Svc;500 5th Ave #430;;New York;NY;;;;ActiveDiner
Sekku Restaurant;343 Lexington Ave;;New York;NY;;;;ActiveDiner
Selena Restaurant Inc;252 W 38th St;;New York;NY;;;;ActiveDiner
Seng Wah Inc;222 Lafayette St B;;New York;NY;;;;ActiveDiner
Senor Swanky's Speak Easy Lounge & Celebrity Hango;513 Columbus Ave;;New York;NY;;;;ActiveDiner
Senor Swankys Inc;287 Columbus Ave;;New York;NY;;;;ActiveDiner
Sequoia Restaurant;89 Fulton St;;New York;NY;;;;ActiveDiner
Serrata Deli Corp;203 Audubon Ave;;New York;NY;;;;ActiveDiner
Seryna International Inc;11 E 53rd St;;New York;NY;;;;ActiveDiner
Session 73;1359 First avenue @ 73rd Street;;New York;NY;;;;ActiveDiner
Sesumi Japanese Restaurant Inc;1649 2nd Ave;;New York;NY;;;;ActiveDiner
Seven Bar And Grill;350 7th Ave;;New York;NY;;;;ActiveDiner
Seven's Mediterranean Grill;158 W 72nd St;;New York;NY;;;;ActiveDiner
Seyna International Inc;68 E 56th St;;New York;NY;;;;ActiveDiner
Sfuzzi Restaurant;58 W 65th St;;New York;NY;;;;ActiveDiner
Sgs Donuts Inc;254 8th Ave;;New York;NY;;;;ActiveDiner
Shabazs Restaurant Corp;1998 2nd Ave;;New York;NY;;;;ActiveDiner
Shaheen Restaurant Inc;99 Lexington Ave;;New York;NY;;;;ActiveDiner
Shalel Lounge;65 W 70th St;;New York;NY;;;;ActiveDiner
Shalel Lounge;Wine Cellar;;New York;NY;;;;ActiveDiner
Shaliga Thai Cuisine;834 2nd Ave;;New York;NY;;;;ActiveDiner
Shamrat Indian Restaurant;197 E 76th St;;New York;NY;;;;ActiveDiner
Shandon Star Restaurant;938 8th Ave;;New York;NY;;;;ActiveDiner
Shanghai Cafe;Chinese;;New York;NY;;;;ActiveDiner
Shanghai Gourmet;57 Mott St;;New York;NY;;;;ActiveDiner
Shanghai Manor Restaurant;141 E 55th St;;New York;NY;;;;ActiveDiner
Shanghai Snack Bar;14 Elizabeth St A;;New York;NY;;;;ActiveDiner
Shangri-la Restaurant;228 Fort Washington Ave #1;;New York;NY;;;;ActiveDiner
Sharaku Japanese Restaurant;14 Stuyvesant St;;New York;NY;;;;ActiveDiner
Sharz Cafe;177 E 90th St;;New York;NY;;;;ActiveDiner
Shelter Rupperts Group;2328 Broadway #2;;New York;NY;;;;ActiveDiner
Shelton Grille;525 Lexington Avenue At;;New York;NY;;;;ActiveDiner
Shermans Bar B Q;Barbecue;;New York;NY;;;;ActiveDiner
Shermans Bar B Q;1 7th Ave;;New York;NY;;;;ActiveDiner
Shermans Bar B-q;1835 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Shikis Restaurant Inc;69 7th Ave S;;New York;NY;;;;ActiveDiner
Shinbashi An;80 Park Ave;;New York;NY;;;;ActiveDiner
Shinbashi Restaurant;280 Park Ave;;New York;NY;;;;ActiveDiner
Shine Bar & Lounge;285 W Broadway;;New York;NY;;;;ActiveDiner
Shing Lung Chinese Restaurant;424 E 14th St;;New York;NY;;;;ActiveDiner
Shinko Foods Inc;483 Columbus Ave;;New York;NY;;;;ActiveDiner
Shinko Foods Inc;1414 York Ave;;New York;NY;;;;ActiveDiner
Shore Points Interprise Inc;867 9th Ave;;New York;NY;;;;ActiveDiner
Shortys Jamacian Kitchen;2003 7th Ave;;New York;NY;;;;ActiveDiner
Shun Cheong Chinese Kitchen;2 W 111th St;;New York;NY;;;;ActiveDiner
Shutters Bar & Cafe Inc;433 W 34th St Apt 1d;;New York;NY;;;;ActiveDiner
Siam City Thai Restaurant;1668 1st Avenue;;New York;NY;;;;ActiveDiner
Siam Grill Restaurant;586 9th Ave;;New York;NY;;;;ActiveDiner
Siam Grill Restaurant;Thai;;New York;NY;;;;ActiveDiner
Siam Inn Restaurant;916 8th Ave;;New York;NY;;;;ActiveDiner
Siam Square Restaurant;92 2nd Ave;;New York;NY;;;;ActiveDiner
Siberia Bar;1627 Broadway;;New York;NY;;;;ActiveDiner
Sidebar;118 E 15th St;;New York;NY;;;;ActiveDiner
Sidewalk Bar Restaurant;94 Avenue A;;New York;NY;;;;ActiveDiner
Sidney B Restaurant;202 9th Ave;;New York;NY;;;;ActiveDiner
Sido Kitchen;1608 3rd Ave;;New York;NY;;;;ActiveDiner
Sido On 34th Street;210 E 34th St;;New York;NY;;;;ActiveDiner
Sids One Stop Inc;36 W 47th St;;New York;NY;;;;ActiveDiner
Siew Garden Restaurant;538 2nd Ave #1;;New York;NY;;;;ActiveDiner
Siew Garden Restaurant;2142 Frederick Douglass Blvd;;New York;NY;;;;ActiveDiner
Silk Road Palace Inc;447 Amsterdam Ave B;;New York;NY;;;;ActiveDiner
Silver Palace Chinese Restarnt;1430 St Nicholas Ave;;New York;NY;;;;ActiveDiner
Silver Spoon Restaurant;1317 1st Avenue;;New York;NY;;;;ActiveDiner
Silver Star Restaurant Inc;1236 2nd Ave;;New York;NY;;;;ActiveDiner
Silver Wing Foods Corp;341 5th Ave;;New York;NY;;;;ActiveDiner
Simla Indian Restaurant;304 E 78th St;;New York;NY;;;;ActiveDiner
Simone Espreso & Wine Bar;134 1st Avenue;;New York;NY;;;;ActiveDiner
Simons Noodle Shop & Grill;1395 2nd Ave;;New York;NY;;;;ActiveDiner
Simply Caviar;350 Park Ave;;New York;NY;;;;ActiveDiner
Simply Pasta;120 W 41st St #120;;New York;NY;;;;ActiveDiner
Sin Ma Restaurant;66 Bayard St #1;;New York;NY;;;;ActiveDiner
Sing Dragon Restaurant;206 Audubon Ave;;New York;NY;;;;ActiveDiner
Sing Wah Kitchen;3575 Broadway;;New York;NY;;;;ActiveDiner
Singletons;525 Lenox Ave;;New York;NY;;;;ActiveDiner
Singluck Kitchen;3783 Broadway A;;New York;NY;;;;ActiveDiner
Sirabellas Restaurant;72 East End Ave #1;;New York;NY;;;;ActiveDiner
Sirtaj Indo Pak Cuisine Inc;36 W 26th St;;New York;NY;;;;ActiveDiner
Sisters Cuisine;1931 Madison Ave;;New York;NY;;;;ActiveDiner
Sitar Indian Cuisine Inc;58 W 56th St #2;;New York;NY;;;;ActiveDiner
Skretas Dimitrios;1932 3rd Ave;;New York;NY;;;;ActiveDiner
Sky Dive Restaurant;285 Fulton St;;New York;NY;;;;ActiveDiner
Skyline Restant Cafe;1055 Lexington Ave;;New York;NY;;;;ActiveDiner
Skyscraper Restaurant;22 W 33rd St;;New York;NY;;;;ActiveDiner
Slaughtered Lamb Pub;182 West 4th Street;;New York;NY;;;;ActiveDiner
Slurp;84 William St;;New York;NY;;;;ActiveDiner
Smith & Wollensky Steak House;201 E 49th St;;New York;NY;;;;ActiveDiner
Smiths Bar & Restaurant;701 8th Ave;Midtown West;New York;NY;American;;(212-246-3268);"ActiveDiner; TimeOut"
Snowpea Cafe;772 9th Ave #1;;New York;NY;;;;ActiveDiner
So Ho Kitchen;103 Greene St;;New York;NY;;;;ActiveDiner
Sockobolee Restaurant;2529 Frederick Douglass Blvd;;New York;NY;;;;ActiveDiner
Socrates Restaurant;101 Hudson St;;New York;NY;;;;ActiveDiner
Sofia Fabulous Grill;29 E 61st St #1;;New York;NY;;;;ActiveDiner
Sofias;221 W 46th St #1;;New York;NY;;;;ActiveDiner
Soft Spot Food Inc;1384 Broadway;;New York;NY;;;;ActiveDiner
Sogo NY Japanese Cuisine & Bar;337b W Broadway;;New York;NY;;;;ActiveDiner
Soho Kitchen And Bar;103 Greene St;;New York;NY;;;;ActiveDiner
Soho Le Petite Cafe Inc;156 Spring St;;New York;NY;;;;ActiveDiner
Solera Restaurant;216 E 53rd St #1;;New York;NY;;;;ActiveDiner
Solex;470 W 23rd St;;New York;NY;;;;ActiveDiner
Som Pop Thai Food;183 W 10th St;;New York;NY;;;;ActiveDiner
Somalas Originals 3 Marias;2222 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Sonar Goan Restaurant;328 E 6th St;;New York;NY;;;;ActiveDiner
Song Piano Corp;249 E 49th St;;New York;NY;;;;ActiveDiner
Song Vietnamese Cuisine Inc;107 MacDougal St;;New York;NY;;;;ActiveDiner
Sonia Rose Restaurant;132 Lexington Ave;;New York;NY;;;;ActiveDiner
Sophia On Bleecker;330 Bleecker St;;New York;NY;;;;ActiveDiner
Sophias;998 Amsterdam Ave;;New York;NY;;;;ActiveDiner
Sophies Restaurant;106 Greenwich St;;New York;NY;;;;ActiveDiner
Sopin Inc;60 W 39th St;;New York;NY;;;;ActiveDiner
Sos Restaurant;203 Spring St Apt 1;;New York;NY;;;;ActiveDiner
Sotto Cinque;1644 2nd Ave;;New York;NY;;;;ActiveDiner
Sotto Cinque Inc;417 3rd Ave #1;;New York;NY;;;;ActiveDiner
Souen Restaurant;210 6th Ave;;New York;NY;;;;ActiveDiner
Souen Restaurant;28 E 13th St #1;;New York;NY;;;;ActiveDiner
Soul Food Concepts Inc;630 9th Ave;;New York;NY;;;;ActiveDiner
Sounds Of Brazil;200 Varick St #5;;New York;NY;;;;ActiveDiner
Soup Burg;1026 1st Avenue;;New York;NY;;;;ActiveDiner
Soup Nutsy;148 E 46th St;;New York;NY;;;;ActiveDiner
Soup Talk;52 Vanderbilt Ave;;New York;NY;;;;ActiveDiner
Souperdog;692 8th Ave;;New York;NY;;;;ActiveDiner
Souperman Inc;77 Pearl St;;New York;NY;;;;ActiveDiner
South St Diner;203 South St;;New York;NY;;;;ActiveDiner
Sovereign Management Corp;600 3rd Ave #18;;New York;NY;;;;ActiveDiner
Spades Noodle Rice & More;557 3rd Ave;;New York;NY;;;;ActiveDiner
Spartina;355 Greenwich St;;New York;NY;;;;ActiveDiner
Speedy Deli;1271 Broadway #1;;New York;NY;;;;ActiveDiner
Spice Thai Hot & Cool;1411 2nd Ave;;New York;NY;;;;ActiveDiner
Spicy Pot Express Caribbean & American R;2173 2nd Ave;;New York;NY;;;;ActiveDiner
Spirit Cruises;W 23rd St;;New York;NY;;;;ActiveDiner
Spoonbread Two;366 W 110th St;;New York;NY;;;;ActiveDiner
Spring Joy;172 8th Ave;;New York;NY;;;;ActiveDiner
Spring Street Natural Restaurant and Bar;Health;;New York;NY;;;;ActiveDiner
Spy Bar;101 Greene St;;New York;NY;;;;ActiveDiner
Square Diner Corp;33 Leonard St;;New York;NY;;;;ActiveDiner
Sripa Diner;205 Hudson St;;New York;NY;;;;ActiveDiner
St Carlos Bakery Inc;103 E 172nd St;;New York;NY;;;;ActiveDiner
St. Maggies Cafe;120 Wall Street;;New York;NY;;;;ActiveDiner
Stage Deli & Restaurant Inc;834 7th Ave;;New York;NY;;;;ActiveDiner
Stage Store Deli;99 Maiden Ln;;New York;NY;;;;ActiveDiner
Standard;158 1st Avenue;;New York;NY;;;;ActiveDiner
Standard Notions;161 Ludlow St #1;;New York;NY;;;;ActiveDiner
Star Diner Restaurants Inc;839 7th Ave;;New York;NY;;;;ActiveDiner
Star Express;140 Fulton St;;New York;NY;;;;ActiveDiner
Star Fried Chicken Inc;1764 1st Avenue;;New York;NY;;;;ActiveDiner
Stardust Chinese Restaurant;162 Lafayette St;;New York;NY;;;;ActiveDiner
Starks Veranda Restaurant;319 Broadway;;New York;NY;;;;ActiveDiner
Starlight Deli;212 W 44th St;;New York;NY;;;;ActiveDiner
Starlight Restaurant & Deli;211 E 46thst Grround;;New York;NY;;;;ActiveDiner
Starlight Restaurant & Diner;211 E 46th St;;New York;NY;;;;ActiveDiner
Starlite Diner Cafe;Diner;;New York;NY;;;;ActiveDiner
Starlite Diner Cafe;1279 1st Avenue #1;;New York;NY;;;;ActiveDiner
Starrett Restaurant Inc;Starrett-Lehigh Building;;New York;NY;;;;ActiveDiner
Stingy Lulus;129 St Marks Pl;;New York;NY;;;;ActiveDiner
Stock & Tankard;587 3rd Ave;;New York;NY;;;;ActiveDiner
Stoned Crow;85 Washington Pl;;New York;NY;;;;ActiveDiner
Stonewall;53 Christopher St;;New York;NY;;;;ActiveDiner
