restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone
California Burrito CO;250 Vesey St;;New York;NY;;;
California Burrito Co;295 Park Ave S;;New York;NY;;;
California Lovers Corporation;38 Union Square E;;New York;NY;;;
Calle OCHO;446 Columbus Ave;;New York;NY;;;
Calo & Co;18 E 41st St STE 403;;New York;NY;;;
Camel Cafe;28 W 33rd St;;New York;NY;;;
Camel Cafe;5 E 19th St;;New York;NY;;;
Camilles Restaurants;1135 Amsterdam Ave;;New York;NY;;;
Campagna;24 E 21st St;;New York;NY;;;
Campagnola Restaurant;1382 1st Avenue;;New York;NY;;;
Campanile Restaurant Inc;30 E 29th St;;New York;NY;;;
Campus Eatery;31 West 4th Street #1;;New York;NY;;;
Can Restaurant;482 W Broadway;;New York;NY;;;
Canaan Japanese Restaurant;154 W 29th St;;New York;NY;;;
Canal House;310 W Broadway;;New York;NY;;;
Candela Restaurant;116 E 16th St;;New York;NY;;;
Candido;1606 1st Avenue;;New York;NY;;;
Candle Cafe;1307 3rd Ave #1;;New York;NY;;;
Candlewood Oaks Corporation;708 3rd Ave;;New York;NY;;;
Canton Restaurant;45 Division St;;New York;NY;;;
Canyon Road Bar & Grill;1470 1st Avenue;;New York;NY;;;
Capellini Pasta Group;26 Carmine St;;New York;NY;;;
Capitale Restaurant;130 Bowery;;New York;NY;;;
Capitol Restaurant;4933 Broadway;;New York;NY;;;
Capitol Sushi Restaurant;29 2nd Ave;;New York;NY;;;
Capo Verde;589 Fort Washington Ave;;New York;NY;;;
Capri Bakery Corporation;186 E 116th St;;New York;NY;;;
Capri Restaurant;1342 St Nicholas Ave;;New York;NY;;;
Capri Restaurant & Pizzeria;532 Main St;;New York;NY;;;
Caprice Cafe;199 Columbus Ave #1;;New York;NY;;;
Capsouto Freres Bistro Restaurant;451 Washington St;;New York;NY;;;
Captain Cafe;196 Orchard St;;New York;NY;;;
Captain's Ketch Restaurant;181 Pearl St;;New York;NY;;;
Captains Table Restaurant & Fish Market;860 2 Av;;New York;NY;;;
Caracello;108 Greenwich St;;New York;NY;;;
Caravan of Dreams Restaurant;405 E 6th St #1;;New York;NY;;;
Caravelle La Restaurant;33 W 55th St #1;;New York;NY;;;
Cardamomm Fine Indian Cuisine;100 Lexington Ave;;New York;NY;;;
Cardpro Inc;1776 2nd Ave;;New York;NY;;;
Caribbean American Restaurant;64 W 116th St;;New York;NY;;;
Caribbean Kitchen;901 6th Ave;;New York;NY;;;
Caribbean Spice Restaurant;402 West 44th Street Frnt;;New York;NY;;;
Caribe;117 Perry St;;New York;NY;;;
Caribe Ocean Restaurant Corp;2153 Amsterdam Ave;;New York;NY;;;
Caribe On The Hudson Restaurant;348 Dyckman St;;New York;NY;;;
Caribiner Producers;16 W 61st St;;New York;NY;;;
Caridad;554 W 181st St;;New York;NY;;;
Caridad Restaurant;4799 Broadway;;New York;NY;;;
Caridad Restaurant;1004 St Nicholas Ave;;New York;NY;;;
Caridad Restaurant;565 W 207th St;;New York;NY;;;
Caridad Restaurant;455 E 116th St;;New York;NY;;;
Carino Ristorante Italiano;1710 2nd Ave;;New York;NY;;;
Carlitos Cafe Ey Galeria;1701 Lexington Ave;;New York;NY;;;
Carlow East;1254 Lexington Ave;;New York;NY;;;
Carlton New York;22 E 29th St;;New York;NY;;;
Carnegie Hall Restaurants;154 W 57th St;;New York;NY;;;
Carnegie Restaurant;1361 Lexington Ave;;New York;NY;;;
Carnevale;410 Amsterdam Ave;;New York;NY;;;
Carousel Cafe Inc;75 Clarkson St;;New York;NY;;;
Carpos Cafe;189 Bleecker St;;New York;NY;;;
Carribean Restaurant;166 E 118th St;;New York;NY;;;
Carrols Corp;635 Madison Ave #400;;New York;NY;;;
Carryhot;511 W 33rd St;;New York;NY;;;
Carter Joseph H Inc;33 Fulton St;;New York;NY;;;
Caruso's;162 W 34th St;;New York;NY;;;
Caruso's Pizza;42 Broadway;;New York;NY;;;
Caruso's Pizza;204 Broadway;;New York;NY;;;
Carusso Pizza I;1 Pennsylvania Plaza;;New York;NY;;;
Casa Di Pre Restrnt;283 W 12th St;;New York;NY;;;
Casa La Femme;150 Wooster St #1;;New York;NY;;;
Casa Mexicana Nyc;133 Ludlow St;;New York;NY;;;
Casa Pacifico;4247 Broadway;;New York;NY;;;
Casa Restaurant;72 Bedford St;;New York;NY;;;
Casa Victoria Cafe;271 Bleecker St;;New York;NY;;;
Casa de Los Tacos Restaurant;2277 1st Avenue;;New York;NY;;;
Casablanca Cafe;235 E 53rd St;;New York;NY;;;
Casanova Pizzeria Restaurant;664 9th Ave;;New York;NY;;;
Casbah Rouge;2841 Broadway;Upper West Side;New York;NY;Moroccan;;(212-932-2222)
Cascina;647 9th Ave;Midtown West;New York;NY;Italian;;(212-245-4422)
Cascina Downtown;281 Bleecker St;;New York;NY;;;
Casimir Restaurant;103 Avenue B;;New York;NY;;;
Casserola Cafe Restaurant Inc;944 Columbus Ave;;New York;NY;;;
Cassina USA Inc;155 E 56th St;;New York;NY;;;
Cassis On Stone;52 Stone St;;New York;NY;;;
Cast Iron Cafe;641 6th Ave;Chelsea;New York;NY;Cafés;;(212-462-2244)
Castellano Restaurant;138 W 55th St;;New York;NY;;;
Castillo de Jagua Restaurant;125 Avenue D;;New York;NY;;;
Castle Village Owners Corporation;120 Cabrini Blvd;;New York;NY;;;
Catania Imports;105 Mulberry St;;New York;NY;;;
Caterina's Restaurant;316 E 53rd St;;New York;NY;;;
Caterinas Restaurant Corp;213 E 38th St #1;;New York;NY;;;
Cathy's MKT;790 Lexington Ave;;New York;NY;;;
Catwalk Bar & Cafe;2 W 35th St;;New York;NY;;;
Cavaliere;192 3rd Ave;;New York;NY;;;
Cavatappo Wine Bar;1728 2 Av;;New York;NY;;;
Cazuelas Restaurant;559 Hudson St;;New York;NY;;;
Cbb Restaurant;314 W 36th St;;New York;NY;;;
Cbr Restaurant Inc;244 E 53rd St;;New York;NY;;;
Ceasar's Falafel;32 St Marks Pl;;New York;NY;;;
Ceasars Pizza;861 Broadway;;New York;NY;;;
Cecil's Restaurant;304 E 42nd St;;New York;NY;;;
Cedar Tavern;82 University Pl;;New York;NY;;;
Cedars Of Lebanon;8 W 38th St;;New York;NY;;;
Celebrity Delicatessen;700 8th Ave;;New York;NY;;;
Celeste Restaurant;502 Amsterdam Ave;;New York;NY;;;
Cent'Anni Restaurant;50 Carmine St;;New York;NY;;;
Central Fish Market;527 9th Ave;;New York;NY;;;
Central Harlem Deli Grocery;187 W 135th St;;New York;NY;;;
Central Market;52 Vanderbilt Ave;;New York;NY;;;
Central Market;202 W 34th St;;New York;NY;;;
Central Market;30 Rockefeller Plaza;;New York;NY;;;
Central Market Grill;412 Lexington Ave;;New York;NY;;;
Central Park Cafe;760 Columbus Ave;;New York;NY;;;
Central Park Super Deli;50 W 72nd St #812;;New York;NY;;;
Central Tavern;W 101st St;;New York;NY;;;
Centre Seafood Inc;206 Centre St;;New York;NY;;;
Ceramies Corporation;145 E 60th St;;New York;NY;;;
Cerutti & Miller;40 W 17th St;;New York;NY;;;
Cesar Place;1229 St Nicholas Ave;;New York;NY;;;
Cestbon Deli;17 W 20th St #1;;New York;NY;;;
Cevicheria Grove Inc;100 7th Ave;;New York;NY;;;
Cfn Of New York Inc;370 Lexington Ave #11;;New York;NY;;;
Cha Kuan Restaurant;34 E 8th St;;New York;NY;;;
Cham Dubu;55 W 35th St;;New York;NY;;;
Chambord Deli;1377 6th Ave;;New York;NY;;;
Champ Gourmet Croissant Shop;30 Broad St;;New York;NY;;;
Champagnes;20 W 55th St #1;;New York;NY;;;
Champions Sports Bar;525 Lexington Ave;;New York;NY;;;
Chan's Kitchen;4421 Broadway;;New York;NY;;;
Chan's Kitchen;155 Sherman Ave A;;New York;NY;;;
Chandni Food Inc;11 W 29th St;;New York;NY;;;
Chandresh Food Corporation;28 Water St;;New York;NY;;;
Chang Mi Restaurant;46 W 56th St;;New York;NY;;;
Chang NING Corporation;106 W 32nd St;;New York;NY;;;
Chango;239 Park Ave S;;New York;NY;;;
Channel Deli Grocery;1618 Madison Ave;;New York;NY;;;
Chanpen Thai Restaurant;761 9th Ave;;New York;NY;;;
Chans Garden Restaurant;1003 Columbus Ave;;New York;NY;;;
Chantales Cajun Kitchen;510 9th Ave;;New York;NY;;;
Chao Chow;111 Mott St;;New York;NY;;;
Chardy Deli Grocery;1694 Park Ave;;New York;NY;;;
Charisma Group Inc;2370 Adam Clayton Powell Jr Blvd;;New York;NY;;;
Charles Southern Style Kitchen;2837 Frederick Douglass Blvd;Harlem;New York;NY;American Regional;;(212-926-4313)
Charles West Delicatessen;690 Washington St;;New York;NY;;;
Charley Os;9 Pennsylvania Plaza;;New York;NY;;;
Charley Os Shubert Alley At 45;218 W 45th St;;New York;NY;;;
Charlie Mom;47 7th Ave S #1;;New York;NY;;;
Charlie Mom Chinese Cuisine;464 6th Ave;;New York;NY;;;
Charlie Mom Chinese Restaurant;408 8th Ave;;New York;NY;;;
Charlie Mom Noodle Shop;404 6th Ave;;New York;NY;;;
Charlie Mom Restaurant;1491 1st Avenue;;New York;NY;;;
Charlies On Fifth Ave Inc;2014 5th Ave;;New York;NY;;;
Charro Mexicano Inc;564 Amsterdam Ave;;New York;NY;;;
Chatham and Campbell Oriental Caffes Lim;95 1st Avenue;;New York;NY;;;
Chatkhara;103 Lexington Ave;;New York;NY;;;
Chaz & Wilsons Grill;201 W 79th St;;New York;NY;;;
Che 2020;149 8th Ave;;New York;NY;;;
Cheap Shots Inc;140 1st Avenue;;New York;NY;;;
Checkerboard Gourmet;519 Madison Ave;;New York;NY;;;
Checkers;62 W 62nd St;;New York;NY;;;
Checkers Chargrilled Chicken & Ribs;201 E 34th St;;New York;NY;;;
Checkmate;150 W 82nd St;;New York;NY;;;
Chef & Company;8 W 18th St;;New York;NY;;;
Chef 28 Restaurant;29 E 28th St;;New York;NY;;;
Chef 93;1424 Lexington Ave;;New York;NY;;;
Chef Cafe Intl;184 11th Ave;;New York;NY;;;
Chef Ho's Chinese Restaurant;1720 2nd Ave;;New York;NY;;;
Chefs 93;1424 Lexington Ave;;New York;NY;;;
Chelsea Better Burger Corporation;265 W 19th St;;New York;NY;;;
Chelsea Brewing;61 Chelsea Piers;;New York;NY;;;
Chelsea Commons Restaurant;242 10th Ave;;New York;NY;;;
Chelsea Commons Restaurant;463 W 24th St;;New York;NY;;;
Chelsea Cottage Chinese Restaurant;206 9th Ave;;New York;NY;;;
Chelsea Feast;505 W 23rd St;;New York;NY;;;
Chelsea Gourmet Deli Inc;234 8th Ave;;New York;NY;;;
Chelsea Lobster Co;156 7th Ave;;New York;NY;;;
Chelsea Matchbox Limited;403 W 24th St;;New York;NY;;;
Chelsea Morans Sea Food Inc;146 10th Ave;;New York;NY;;;
Chelsea Trattoria;108 8th Ave;;New York;NY;;;
Chelseas Choice Inc;210 7th Ave;;New York;NY;;;
Chen Chang HUA;2133 3rd Ave;;New York;NY;;;
Chen Chinese Restaurant;1495 St Nicholas Ave;;New York;NY;;;
Chen Hall Restaurant;10 Murray Street;;New York;NY;;;
Chen Wong Restaurant;197 Madison St;;New York;NY;;;
Chen Zhi Cheng;60 Mulberry St;;New York;NY;;;
Chen's Garden Restaurant;New Way Gourmet Deli;;New York;NY;;;
Chenab Restaurant;540 9th Ave;;New York;NY;;;
Chenab Restaurant Inc;540 9th Ave;;New York;NY;;;
Cheng Restaurant;1614 St Nicholas Ave;;New York;NY;;;
Chens Garden Restaurant;1902 7th Ave;;New York;NY;;;
Cherry Chinese Rest;1 7th Ave;;New York;NY;;;
Cherry Tavern;441 E 6th St;;New York;NY;;;
Cherry at W New York the Tuscany Hotel;120 E 39th St;;New York;NY;;;
Chester Fried Chicken;384 Grand St;;New York;NY;;;
Cheung Hing Chinese Restaurant;213 E Broadway;;New York;NY;;;
Cheung Seng Restaurant;24 8th Ave;;New York;NY;;;
Chevy's Fresh Mex;102 North End Ave;;New York;NY;;;
Chevys Fresh Mex Restaurant;259 W 42nd St;;New York;NY;;;
Chevys Lunchnette;798 9th Ave;;New York;NY;;;
Chez Bernard;323 W Broadway;;New York;NY;;;
Chez Brigitte Restaurant;77 Greenwich Ave;;New York;NY;;;
Chez Laurence Patisserie Inc;245 Madison Ave;;New York;NY;;;
Chez Michallet Restaurant;Apartment Building from the TV Show Friends;;New York;NY;;;
Chez Paris Cafe;135 W 56th St;;New York;NY;;;
Chez Suzette Restaurant;675 9th Ave;;New York;NY;;;
Chiam Restaurant;160 E 48th St;;New York;NY;;;
Chicago Blues;73 8th Ave;;New York;NY;;;
Chichi Steak;135 Christopher St;;New York;NY;;;
Chick Chuck Chicken Inc;121 University Pl;;New York;NY;;;
Chicken Bar;145 E 52nd St #1;;New York;NY;;;
Chicken Delight;269 8th Ave #1;;New York;NY;;;
Chicken Fair;2071 Broadway #1;;New York;NY;;;
Chicken Fair Inc;2393 Broadway;;New York;NY;;;
Chicken House;270 W 36th St;;New York;NY;;;
Chicken Kitchen;980 2nd Ave;;New York;NY;;;
Chicken Kitchen;42 E 23rd St;;New York;NY;;;
Chicken Stop;584 Amsterdam Ave;;New York;NY;;;
Chickenfest;2818 Broadway;;New York;NY;;;
Chickenfest Garden Cafe;413 E 71st St;;New York;NY;;;
Chicky's On 86 Street;355 East 86th St;;New York;NY;;;
Chicos Pizza & Mexican Food;343 St Nicholas Ave;;New York;NY;;;
Chikibu 2;188 2nd Ave;;New York;NY;;;
Chikubu Japanese Restaurant;12 East 44th Street Frnt;;New York;NY;;;
Childs Restaurant;27 W 34th St;;New York;NY;;;
Childs Restaurant;604 5th Ave;;New York;NY;;;
Childs Restaurant;560 5th Ave;;New York;NY;;;
Chili Peppers;198 Orchard St;;New York;NY;;;
Chimichurri Grill Corporation;606 9th Ave #4;;New York;NY;;;
Chin-Chin Restaurant Inc;216 E 49th St;;New York;NY;;;
Chin-Ya Restaurant;210 W 55th St;;New York;NY;;;
China 1;50 Avenue B;;New York;NY;;;
China 1 Kitchen;60-9 Main St;;New York;NY;;;
China 59 Restaurant;59 Nassau St;;New York;NY;;;
China 99 Restaurant;64 Fulton St;;New York;NY;;;
China Cafe;205 Pearl St;;New York;NY;;;
China Chalet Restaurant;110 John St;;New York;NY;;;
China Club;268 W 47th St Floor 2;;New York;NY;;;
China Cottage;316 W 36th St;;New York;NY;;;
China Evian Restaurant Inc;144 W 46th St;;New York;NY;;;
China Express;435 Park Ave;;New York;NY;;;
China Fun;250 E 65th St;;New York;NY;;;
China Gourmet Chinese Restaurant;877 8th Ave;;New York;NY;;;
China House Restaurant;353 Grand St;;New York;NY;;;
China Inn Chinese Restaurant;38 Monroe St;;New York;NY;;;
China Internet Cafe Bar;33 Henry St;;New York;NY;;;
China King;1415 5th Ave;;New York;NY;;;
China Lantern Express;2245 1st Avenue;;New York;NY;;;
China Moon;38 Avenue B;;New York;NY;;;
China Palace;21 E 33rd St;;New York;NY;;;
China Red Restaurant;118 Chambers St;;New York;NY;;;
China Seas Inc;152 Madison Ave;;New York;NY;;;
China Shalom Glatt Kosher Inc;686 Columbus Ave;;New York;NY;;;
China Star;595 W 207th St;;New York;NY;;;
China Star Restaurant;330 8th Ave;;New York;NY;;;
China Stop;330 8th Ave;;New York;NY;;;
China Taste On Bleeker Restaurant;277 Bleecker St;;New York;NY;;;
China Wok Restaurant;816 W 187th St;;New York;NY;;;
China Woks;221 Avenue B;;New York;NY;;;
Chinar India Sweets And Restaurant;156 W 29th St;;New York;NY;;;
Chinar India Sweets And Restaurant;204 W 50th St;;New York;NY;;;
Chinatown Brokerage House;197 Worth St;;New York;NY;;;
Chinatown Chinese Restaurant;250 E Houston St #1034;;New York;NY;;;
Chinatown East;1650 3rd Ave #1;;New York;NY;;;
Chinatown Kitchen;514 Amsterdam Ave;;New York;NY;;;
Chinatown Palace Chinese Fast Food Inc;592 8th Ave;;New York;NY;;;
Chinatown Restaurant;47 W 14th St;;New York;NY;;;
Chinatown Restaurant;238 E 14th St;;New York;NY;;;
Chinatown Restaurant;219 E 23rd St;;New York;NY;;;
Chinese American Brother Enterprise Inc;295 Grand St;;New York;NY;;;
Chinese Chicken Inc;230 7th Ave;;New York;NY;;;
Chinese Fried Chicken;908 St Nicholas Ave;;New York;NY;;;
Chinese Museum & Chinese Dragon;8 Mott St;;New York;NY;;;
Chinese Restaurant;152 E 110th St;;New York;NY;;;
Chino's Asian Tapas;173 3rd Ave;;New York;NY;;;
Chipotle Mexican Grill;283 7th Ave;;New York;NY;;;
Chipotle Mexican Grill;200 Varick St;;New York;NY;;;
Chipotle Mexican Grill;510 6th Ave;;New York;NY;;;
Chipotle Mexican Grill 0681;620 9th Ave;;New York;NY;;;
Chirping Chicken;42 W 33rd St;;New York;NY;;;
Chirping Chicken;377 1st Avenue;;New York;NY;;;
Chirping Chicken;350 Amsterdam Ave;;New York;NY;;;
Chirping Chicken Lexington Corporation;1260 Lexington Ave;;New York;NY;;;
Chitose Japanese Rstrnt;1144 1st Avenue;;New York;NY;;;
Chiu Fai Kitchen;142 Hamilton Pl;;New York;NY;;;
Choi Jade Garden;4093 Broadway;;New York;NY;;;
Choice Grocery & Deli;2224 1st Avenue;;New York;NY;;;
Chola Eclectic Indian Cuisine;232 E 58th St;;New York;NY;;;
Chop Stick House;128 W 36th St;;New York;NY;;;
Chopstick On First Av;259 1st Avenue #1;;New York;NY;;;
Chosun Deli;United Nations Secretariat Building;;New York;NY;;;
Chow GUI Ping;90 Worth St;;New York;NY;;;
Chow Time Noodle N Grill;141 Fulton St;;New York;NY;;;
Christer's Restaurant;145 W 55th St;;New York;NY;;;
Christines Polish American;208 1st Avenue;;New York;NY;;;
Christopher St Food & Deli Corp;501 Hudson St;;New York;NY;;;
Christy William Internet Cafe;159 Centre Ave;;New York;NY;;;
Chu Garden;222 1st Avenue;;New York;NY;;;
Chuen Mei Corp;33 Catherine St;;New York;NY;;;
Chun Fu;2033 1st Avenue;;New York;NY;;;
Chun Jee Inc;20 W 33rd St;;New York;NY;;;
Chung LAN Gardens;454 Malcolm X Blvd;;New York;NY;;;
Chung Moo Ro BBQ Restaurant;10 W 32nd St;;New York;NY;;;
Chung Wah Restaurant;844 Amsterdam Ave;;New York;NY;;;
Chung Wah Restaurant;23 W 100th St;;New York;NY;;;
Chung Yung Tsuang Inc;103 W 27th St;;New York;NY;;;
Church & Dey-Restaurant;55 Church St;;New York;NY;;;
Churrascaria Plantation;150 Central Park S;;New York;NY;;;
Churrascaria Plataforma Tribeca;221 W Broadway;;New York;NY;;;
Chutney Mary;320 E 20th St;;New York;NY;;;
Ciao Europa;63 W 54th St;;New York;NY;;;
Ciao West;185 Bleecker St;;New York;NY;;;
Cibar;56 Irving Pl;;New York;NY;;;
Ciccio & Tonis Ii;561 3rd Ave #1;;New York;NY;;;
Cielito Lindo Restaurant;1354 Amsterdam Ave;;New York;NY;;;
Cigar Room at Trumpets;Park Avenue At Grnd;;New York;NY;;;
Cigar Room at Trumpets;(212) 850-5999;;New York;NY;;;
Cindy Lou Restaurant;38 8th Ave;;New York;NY;;;
Cindys Hideaway Bar & Rstrnt;32 W 37th St;;New York;NY;;;
Cinecitta Cafe;1134 1st Avenue;;New York;NY;;;
Cinema;1315 2nd Ave;;New York;NY;;;
Cinema Cafe On 45th;2 E 45th St;;New York;NY;;;
Cinema Cafe On 70th;1327 2 Av;;New York;NY;;;
Cinema Restaurant;2 E 45th St;;New York;NY;;;
Cipriani;781 5th Ave;;New York;NY;;;
Cipriani At 55 Wall;55 Wall St;;New York;NY;;;
Circa NY;35 W 33rd St;;New York;NY;;;
Circa by Dey;5 Dey St;;New York;NY;;;
Circle Industries Corp;242 E 58th St;;New York;NY;;;
Circo Restaurant Inc;120 W 55th St;;New York;NY;;;
Circus;808 Lexington Ave;;New York;NY;;;
Circus Restaurant;808 Lexington Ave;;New York;NY;;;
Cirella Sal;488 3rd Ave;;New York;NY;;;
Cite Grille;120 W 51st St;;New York;NY;;;
Citi Deli & Grocery Inc;423 9th Ave;;New York;NY;;;
Citron 47;401 W 47th St;;New York;NY;;;
City Bite;2061 Broadway;;New York;NY;;;
City Chow # 2 LLC;Paramount Plaza;;New York;NY;;;
City Chow Cafe;140 E 63rd St;;New York;NY;;;
City Chow Cafe;895 Broadway;;New York;NY;;;
City Dragon Corporation;913 2nd Ave;;New York;NY;;;
City Food Bar;11 Pennsylvania Plaza Bsmt 105;;New York;NY;;;
City Food Deli & Market;1370 1st Avenue;;New York;NY;;;
City Garden Express Restaurant Inc;96 Walker St;;New York;NY;;;
City Hall Restaurant;131 Duane St;;New York;NY;;;
City Hall the Restaurant;131 Duane St;;New York;NY;;;
City Lobster & Crab CO;1251 Avenue of the Americas;;New York;NY;;;
City Perk;11 Pennsylvania Plaza;;New York;NY;;;
City Perk;1740 Broadway;;New York;NY;;;
City Perk;401 7th Ave;;New York;NY;;;
Ckl Co;23 W 32nd St;;New York;NY;;;
Clancy's;2nd Ave;;New York;NY;;;
Classic Burrito;235 E 53rd St;;New York;NY;;;
Classic Coffee Shop;56 Hester St;;New York;NY;;;
Classico;166 William St;;New York;NY;;;
Clay Oven;1007 2nd Ave;;New York;NY;;;
Clay Restaurant;202 Mott St;;New York;NY;;;
Clayee Restaurant;2360 Frederick Douglass Blvd;;New York;NY;;;
Clementine;1 5th Ave;;New York;NY;;;
Cloisters Restaurant Pizza;4754 Broadway;;New York;NY;;;
Clover Delicatessen Inc;621 2nd Ave;;New York;NY;;;
Clownee Bistro & Bar;28 Avenue B;;New York;NY;;;
Club 44;689 8th Ave;;New York;NY;;;
Club 58;40 E 58th St;;New York;NY;;;
Club Enclare;211 E 43rd St;;New York;NY;;;
Club Metropolitan Tower Inc;146 W 57th St #30;;New York;NY;;;
Club Saikai;141 E 45th St #2;;New York;NY;;;
Coastal At Lincoln Plaza;1900 Broadway;;New York;NY;;;
Coco Gourmet Deli;5 W 51st St;;New York;NY;;;
Coco Japanese Restaurant;154 W 26th St;;New York;NY;;;
Coco Marina;2 World Financial Ctr;;New York;NY;;;
Coconut Grill;1481 2nd Ave;;New York;NY;;;
Coffee Craze Ny;166 E 33rd St;;New York;NY;;;
Col Legno Restaurant;231 E 9th St;;New York;NY;;;
Colbeh Restaurant;43 W 39th St;;New York;NY;;;
Cold Cut House Inc;2067 2 Av;;New York;NY;;;
Coldwaters Restaurant;988 2nd Ave;;New York;NY;;;
Coleman Delicatessen;50 East End Ave;;New York;NY;;;
College Board;45 Columbus Ave;;New York;NY;;;
Colley Group;4259 Broadway;;New York;NY;;;
Colluck Food;14 Elizabeth St;;New York;NY;;;
Colosseo Romano Restaurant Pizzeria Inc;886 Amsterdam Ave;;New York;NY;;;
Columbus Sandwiches;923 Columbus Ave;;New York;NY;;;
Comix Comedy Night Club;353 W 14th St;;New York;NY;;;
Common Market Cafe;709 Lexington Ave;;New York;NY;;;
Commonwealth Grill & Brewery;35 W 48th St #1;;New York;NY;;;
Community Bar & Grill;216 7th Ave;;New York;NY;;;
Commuters Cafe & Lounge;Via Fabio Filzi;;New York;NY;;;
Commuters Cafe Inc;New York;;New York;NY;;;
Commuters Cafe Inc;(212) 432-1633;;New York;NY;;;
Conca Doro Pizza Restaurant;63 W Broadway;;New York;NY;;;
Concord Garden Restaurant;990 Amsterdam Ave #2;;New York;NY;;;
Concorde Cafe;349 Lexington Ave;;New York;NY;;;
Condotti;237 E 53rd St;;New York;NY;;;
Cong Ly Restaurant;124 Hester St #1;;New York;NY;;;
Congee Village Inc;100 Orchard St;;New York;NY;;;
Connecticut Muffin;10 Prince St;;New York;NY;;;
Connolly Bar & Restaurant;14 E 47th St;;New York;NY;;;
Connollys;44 W 54th St;;New York;NY;;;
Constantin Cafe;546 Main St #1;;New York;NY;;;
Continental Divide;25 3rd Ave;;New York;NY;;;
Contrapunto Restaurant;200 E 60th St;;New York;NY;;;
Cool Breeze;147 W 145th St;;New York;NY;;;
Cooper Square Restaurant;87 2nd Ave;;New York;NY;;;
Coopertown Restaurant;339 1st Avenue;;New York;NY;;;
Copa Cabana;617 W 57th St;;New York;NY;;;
Copeland Country Kitchen;549 W 145th St;;New York;NY;;;
Corbet & Conley LTD;120 Cedar St;;New York;NY;;;
Corinell Delicatessen Inc;1216 1st Avenue;;New York;NY;;;
Corniche Gourmet;375 Hudson St Main;;New York;NY;;;
Cornucopia Inc;1412 Broadway;;New York;NY;;;
Cornucopiaon Park Avenue;450 Park Ave S;;New York;NY;;;
Corona Grocery & Deli;2121 1st Avenue;;New York;NY;;;
Corrado Bakery & Gramercy Cafe;120 E 15th St;;New York;NY;;;
Corrado Cafe;1013 3rd Ave;;New York;NY;;;
Corrado Cafe 68;1160 3rd Ave;;New York;NY;;;
Cosi Sandwich Bar Inc;11 W 42nd St;;New York;NY;;;
Cosi Sandwich Bar Inc;38 E 45th St;;New York;NY;;;
Cosi Sandwich Bar Inc;60 E 56th St #1;;New York;NY;;;
Cosi Sandwich Bar Incorporated;200 Vesey Street 3 World Financial Center 24 Floor;;New York;NY;;;
Cosmic Coffee Shop;The Cass Gilbert;;New York;NY;;;
Cosmic Restaurant;1775 Broadway;;New York;NY;;;
Cosmo Deli;95 W Broadway;;New York;NY;;;
Cosmos Restaurant;248 E 23rd St;;New York;NY;;;
Costa Azzurra Restaurant Inc;134 Mulberry St;;New York;NY;;;
Costa El Sol;132 E 45th St;;New York;NY;;;
Cotan Restaurant;121 W 3rd St;;New York;NY;;;
Cote Sud Restaurant;181 E 78th St;;New York;NY;;;
Cottage;33 Irving Pl;;New York;NY;;;
Cottage East;713 2nd Ave;;New York;NY;;;
Cottage Noodle Shop;596 9th Ave;;New York;NY;;;
Cottage Restaurant;360 Amsterdam Ave #1;;New York;NY;;;
Country Cafe;60 Wall St;;New York;NY;;;
Country Cafe;Eighty Maiden Lane;;New York;NY;;;
Country Cafe;44 Gold St;;New York;NY;;;
Country Home Cafe;43 W 22nd St;;New York;NY;;;
Courtney Restaurant;Courtney House;;New York;NY;;;
Cove Diner;2 South End Ave;;New York;NY;;;
Cowgirl Hall Of Fame;519 Hudson St;;New York;NY;;;
Coyote Ugly;153 1st Avenue;;New York;NY;;;
Crab House Seafood Restaurant;111C 11th Ave;;New York;NY;;;
Cranberry Gourmet Deli;115 W 45th St;;New York;NY;;;
Crazy Horse Too;409 W 14th St;;New York;NY;;;
Cremetago;68 2nd Ave;;New York;NY;;;
Cronies Restaurant;1695 2nd Ave;;New York;NY;;;
Crowe's Nest Bar & Restaurant;1804 2nd Avenue (Btwn 93rd & 94th);;New York;NY;;;
Crown Chicken Restaurant;1 7th Ave;;New York;NY;;;
Crown Fried Chicken;2041 1st Avenue;;New York;NY;;;
Crown Fried Chicken;2160 5th Ave;;New York;NY;;;
Crown Fried Chicken;3486 Broadway;;New York;NY;;;
Crown Fried Chicken;504 W 207th St;;New York;NY;;;
Crystal Kitchen;145 1st Avenue;;New York;NY;;;
Cub Room;183 Prince St;;New York;NY;;;
Cub Room Reservations & Information;131 Sullivan St;;New York;NY;;;
Cube Steak House;321 6th Ave;;New York;NY;;;
Cucina & Company at Rockefeller Plaza;30 Rockefeller Plaza;;New York;NY;;;
Cucina Della Fontana Rest;368 Bleecker St;;New York;NY;;;
Cucina Regionale Italiana;308 Bleecker St;;New York;NY;;;
Cucina Stagionale Restaurant;275 Bleecker St;;New York;NY;;;
Cullen Restaurant;118 St Marks Pl;;New York;NY;;;
Cupping Room Cafe Inc;359 W Broadway #1;;New York;NY;;;
Curry & Curry India Restaurant;153 E 33rd St;;New York;NY;;;
Curry In A Hurry;119 Lexington Ave #1;;New York;NY;;;
Cutting Room;19 W 24th St;;New York;NY;;;
Cyclo Restaurant;203 1st Avenue;;New York;NY;;;
Cyprus Evans;521 Madison Ave;;New York;NY;;;
